interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,reserve_zone_name,tmnsr_clearing_price,tmsr_clearing_price,tmor_clearing_price
2022-06-01T00:00:00-04:00,2022-06-01T04:00:00+00:00,2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,ROS,0.367416666666667,1.54408333333333,0.358083333333333
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-08-01T00:00:00-04:00,2022-08-01T04:00:00+00:00,ROS,5.00241935483871,6.34225806451613,4.0969623655914
2022-08-01T00:00:00-04:00,2022-08-01T04:00:00+00:00,2022-09-01T00:00:00-04:00,2022-09-01T04:00:00+00:00,ROS,0.262647849462366,1.37838709677419,0.189583333333333
