title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
Comments of U.S. Congressman Suhas Subramanyam et al. requesting FERC to include congressional stakeholders and state public utility commissions in the forthcoming rulemaking process etc. re the interconnection of large loads under RM26-4. ,11/25/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'RM26-4.pdf', 'file_desc': '', 'file_size': 179404, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0DD43F49-55A9-C9C0-9A8C-9ABCE8700000'}]","['AUTHOR: UNITED STATES CONGRESS', 'AUTHOR: UNITED STATES CONGRESS', 'AUTHOR: UNITED STATES CONGRESS', 'AUTHOR: UNITED STATES CONGRESS', 'RECIPIENT: COMMISSIONERS AND IMMEDIATE STAFF (THE COMMISSION)']"
Comments of Washington Utilities and Transportation Commission on the Advanced Notice of Proposed Rulemaking under RM26-4.,11/24/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'FERC LLI Comments COM-AG-UTC.pdf', 'file_desc': 'No description given', 'file_size': 242857, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EDCE118A-CFCC-C8A8-9C9E-9AB60A700000'}]","['AUTHOR: Washington Utilities and Transportation Commission', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: Washington Utilities and Transportation Commission']"
Comments of ENGIE North America Inc. on the Advance Notice of Proposed Rulemaking under RM26-4.,11/24/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'RM26-4 ENGIE ANOPR Initial Comments.pdf', 'file_desc': 'Initial Comments of ENGIE North America, Inc. in RM26-4-000.', 'file_size': 256556, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2E55965C-7807-CE8B-9DFC-9AB60BF00000'}]","['AUTHOR: ENGIE North America Inc.', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of Travis Fisher of the Cato Institute on the Advanced Notice of Proposed Rulemaking under RM26-4.,11/24/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': 'Fisher Comments RM26-4-000.pdf', 'file_desc': 'Comments of Travis Fisher, Cato Institute', 'file_size': 282802, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EC819E93-4452-C72A-9D2A-9AB60D500000'}]","['AUTHOR: Cato Institute', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of the Massachusetts Attorney General's Office et al. on the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to Interstate Transmission Systems under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': '2025.11.21 -- RM26-4-000 -- Comments of State Entities.pdf', 'file_desc': 'Comments of undersigned Attorneys General and State Consumer Advocates.', 'file_size': 252512, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=6186EBCC-F6BB-CEA8-9CB1-9AA7FD800000'}]","['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Massachusetts Office of the Attorney General', 'AGENT: Massachusetts Attorney General']"
Initial Comments of the Public Service Commission of the State of Missouri on the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to Interstate Transmission Systems under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'MoPSC Comments.pdf', 'file_desc': 'Initial Comments of the Public Service Commission of the State of Missouri', 'file_size': 195229, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5A347BA4-C4F2-C643-932C-9AA801500000'}]","['AGENT: Missouri Public Service Commission', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Missouri Public Service Commission']"
Comments of the North Carolina Utilities Commission on the Advance Notice of Proposed Rulemaking under RM26-4.,11/20/2025,['RM26-4-000'],Submittal,['Gas'],,"[{'file_name': '20251120_RM26-4 ANOPR Comments by NCUC.pdf', 'file_desc': 'RM26-4 ANOPR Comments by NCUC', 'file_size': 202930, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=265E0653-D13B-CB6D-9FB0-9AA2E2C00000'}]","['AUTHOR: North Carolina Utilities Commission', 'RECIPIENT: Office of the Secretary, FERC']"
"Comments of the Governor of Pennsylvania, Josh Shapiro et al. on the proposed Advance Notice of Proposed Rulemaking under RM26-4. ",11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': '2025-11-21 Comment on ANOPR.pdf', 'file_desc': 'Comment of Governors Josh Shapiro and Glenn Youngkin.', 'file_size': 150453, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=1ABDDDBD-7A2F-C786-9F83-9AA86E800000'}]","[""AGENT: Governor's Office of General Counsel"", 'AUTHOR: Governor Josh Shapiro and Governor Glenn Youngkin', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of the Maryland Energy Administration on the Advanced Notice of Proposed Rulemaking under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'MEA FINAL Comments RM26-4.pdf', 'file_desc': 'No description given', 'file_size': 238894, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BE5AD65D-C53F-CC60-9300-9AA871700000'}]","['AUTHOR: Maryland Energy Administration', 'AGENT: Maryland Energy Administration', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of The PSEG Companies re the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to Interstate Transmission Systems under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': '2025-11-21 PSEG Comments ANOPR Docket No. RM26-4.pdf', 'file_desc': 'No description given', 'file_size': 262941, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F62B0E2D-68D3-C605-897A-9AA86F300001'}]","['AUTHOR: PSEG Energy Resources & Trade LLC', 'AUTHOR: PSEG  Power LLC', 'AUTHOR: PSEG  Power LLC', 'AUTHOR: Public Service Electric and Gas Company', 'AUTHOR: Public Service Electric and Gas Company', 'AUTHOR: PSEG Companies', 'AGENT: Public Service Enterprise Group Incorporated', 'AUTHOR: PSEG Companies', 'AGENT: PSEG Services Corporation', 'AUTHOR: PSEG Energy Resources & Trade LLC', 'AGENT: Public Service Enterprise Group Incorporated', 'AGENT: PSEG Services Corporation', 'AGENT: Public Service Enterprise Group Incorporated', 'AGENT: PSEG Services Corporation', 'AGENT: Public Service Enterprise Group Incorporated', 'AGENT: PSEG Services Corporation', 'RECIPIENT: Office of the Secretary, FERC']"
