operation_profile,state_of_charge,net_revenue,total_revenue,charging_cost,degradation_penalty
0.0,0.5,664.5,664.5,0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-92.5926,0.7083,-2636.1111,0.0,-321.2963,-2314.8148
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
0.0,0.7083,0.0,0.0,0.0,-0.0
0.0,0.7083,0.0,0.0,0.0,-0.0
-0.0,0.7083,0.0,0.0,-0.0,-0.0
-0.0,0.7083,0.0,0.0,-0.0,-0.0
-0.0,0.7083,0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
