interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2024-05-31T20:00:00-04:00,2024-06-01T00:00:00+00:00,2024-05-31T21:00:00-04:00,2024-06-01T01:00:00+00:00,AEP,30.190224
2024-05-31T21:00:00-04:00,2024-06-01T01:00:00+00:00,2024-05-31T22:00:00-04:00,2024-06-01T02:00:00+00:00,AEP,27.210084
2024-05-31T22:00:00-04:00,2024-06-01T02:00:00+00:00,2024-05-31T23:00:00-04:00,2024-06-01T03:00:00+00:00,AEP,23.320441
2024-05-31T23:00:00-04:00,2024-06-01T03:00:00+00:00,2024-06-01T00:00:00-04:00,2024-06-01T04:00:00+00:00,AEP,17.829302
2024-06-01T00:00:00-04:00,2024-06-01T04:00:00+00:00,2024-06-01T01:00:00-04:00,2024-06-01T05:00:00+00:00,AEP,12.926311
2024-06-01T01:00:00-04:00,2024-06-01T05:00:00+00:00,2024-06-01T02:00:00-04:00,2024-06-01T06:00:00+00:00,AEP,13.184344
2024-06-01T02:00:00-04:00,2024-06-01T06:00:00+00:00,2024-06-01T03:00:00-04:00,2024-06-01T07:00:00+00:00,AEP,11.508842
2024-06-01T03:00:00-04:00,2024-06-01T07:00:00+00:00,2024-06-01T04:00:00-04:00,2024-06-01T08:00:00+00:00,AEP,12.375971
2024-06-01T04:00:00-04:00,2024-06-01T08:00:00+00:00,2024-06-01T05:00:00-04:00,2024-06-01T09:00:00+00:00,AEP,11.820598
2024-06-01T05:00:00-04:00,2024-06-01T09:00:00+00:00,2024-06-01T06:00:00-04:00,2024-06-01T10:00:00+00:00,AEP,12.43381
2024-06-01T06:00:00-04:00,2024-06-01T10:00:00+00:00,2024-06-01T07:00:00-04:00,2024-06-01T11:00:00+00:00,AEP,10.730797
2024-06-01T07:00:00-04:00,2024-06-01T11:00:00+00:00,2024-06-01T08:00:00-04:00,2024-06-01T12:00:00+00:00,AEP,11.26759
2024-06-01T08:00:00-04:00,2024-06-01T12:00:00+00:00,2024-06-01T09:00:00-04:00,2024-06-01T13:00:00+00:00,AEP,12.624158
2024-06-01T09:00:00-04:00,2024-06-01T13:00:00+00:00,2024-06-01T10:00:00-04:00,2024-06-01T14:00:00+00:00,AEP,13.565559
2024-06-01T10:00:00-04:00,2024-06-01T14:00:00+00:00,2024-06-01T11:00:00-04:00,2024-06-01T15:00:00+00:00,AEP,13.986172
2024-06-01T11:00:00-04:00,2024-06-01T15:00:00+00:00,2024-06-01T12:00:00-04:00,2024-06-01T16:00:00+00:00,AEP,15.17783
2024-06-01T12:00:00-04:00,2024-06-01T16:00:00+00:00,2024-06-01T13:00:00-04:00,2024-06-01T17:00:00+00:00,AEP,16.774569
2024-06-01T13:00:00-04:00,2024-06-01T17:00:00+00:00,2024-06-01T14:00:00-04:00,2024-06-01T18:00:00+00:00,AEP,18.916419
2024-06-01T14:00:00-04:00,2024-06-01T18:00:00+00:00,2024-06-01T15:00:00-04:00,2024-06-01T19:00:00+00:00,AEP,21.632136
2024-06-01T15:00:00-04:00,2024-06-01T19:00:00+00:00,2024-06-01T16:00:00-04:00,2024-06-01T20:00:00+00:00,AEP,23.266835
2024-06-01T16:00:00-04:00,2024-06-01T20:00:00+00:00,2024-06-01T17:00:00-04:00,2024-06-01T21:00:00+00:00,AEP,25.239023
2024-06-01T17:00:00-04:00,2024-06-01T21:00:00+00:00,2024-06-01T18:00:00-04:00,2024-06-01T22:00:00+00:00,AEP,28.473979
2024-06-01T18:00:00-04:00,2024-06-01T22:00:00+00:00,2024-06-01T19:00:00-04:00,2024-06-01T23:00:00+00:00,AEP,30.509801
2024-06-01T19:00:00-04:00,2024-06-01T23:00:00+00:00,2024-06-01T20:00:00-04:00,2024-06-02T00:00:00+00:00,AEP,30.47281
