title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
Reply Comments of OpenAI Group PBC re the Advance Notice of Proposed Rulemaking under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': 'OpenAI FERC ANOPR Reply.pdf', 'file_desc': 'No description given', 'file_size': 217555, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D0743FB7-3885-C6F6-9F24-9AF02FF00000'}]","['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: OpenAI Group PBC']"
Reply Comments of the MISO Transmission Owners to various initial comments submitted in response to the Advance Notice of Proposed Rulemaking under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': 'MISO TOs Reply Comments on Large Load Interconnection ANOPR (RM26-4).pdf', 'file_desc': 'Reply Comments of the MISO Transmission Owners', 'file_size': 383019, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=A5BA5424-8450-C54D-9E08-9AF02EB00000'}]","['AUTHOR: MISO Transmission Owners', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
Reply Comments of Southern California Edison Company in response to the Notice Inviting Comments and Advanced Notice of Proposed Rulemaking under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': 'RM26-4-000 Southern California Edison Company Reply Comments.pdf', 'file_desc': 'Reply Comments of Southern California Edison Company', 'file_size': 184061, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B8F61C43-2E2B-C21A-9C4D-9AF01E400000'}]","['AUTHOR: Southern California Edison Company', 'RECIPIENT: Office of the Secretary, FERC']"
Reply Comments of the Data Center Coalition re the Advanced Notice of Proposed Rulemaking on Interconnection of Large Loads to the Interstate Transmission System under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': 'DCC_LLI ANOPR Reply Comments_RM26-4_12.5.25.pdf', 'file_desc': 'Reply Comments of the Data Center Coalition under RM26-4.', 'file_size': 222559, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=186030AD-516F-C6D2-A4DE-9AF010E00000'}]","['AUTHOR: Data Center Coalition', 'AGENT: Data Center Coalition', 'AGENT: Data Center Coalition', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Data Center Coalition']"
Reply Comments of Verrus LLC re the Advance Notice of Proposed Rulemaking on the Interconnection of Large Loads to the Interstate Transmission System under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Reply Comments of Verrus LLC on Large Load ANOPR.pdf', 'file_desc': 'Reply Comments of Verrus LLC on Large Load ANOPR', 'file_size': 158053, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E2444EFF-EA6C-C047-9DF5-9AEFE3300000'}]","['AUTHOR: Verrus LLC', 'AGENT: Roselle LLP', 'RECIPIENT: Office of the Secretary, FERC']"
"Reply Comments of Buckeye Power, Inc. on the Proposed Advance Notice of Proposed Rulemaking under RM26-4.",12/05/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Buckeye Power, Inc. Reply Comments -- RM 26-4 FINAL.pdf', 'file_desc': 'No description given', 'file_size': 664835, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4108ADD2-B6A3-CCB4-9FA9-9AEFE6100000'}]","['AUTHOR: Buckeye Power, Inc.', 'AGENT: Buckeye Power, Inc.', 'RECIPIENT: Office of the Secretary, FERC']"
Reply Comments of Advocates for Consumer Regulated Electricity in support of the comments filed by Travis Fisher of the Cato Institute under RM26-4.,12/05/2025,['RM26-4-000'],Submittal,['Electric'],,"[{'file_name': '20251129 FERC Interconnection ANOPR Reply Comments as Submitted.pdf', 'file_desc': 'A4CRE Reply Comments', 'file_size': 77556, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2DF40C10-76A9-C738-9E6F-9AEEB2E00000'}]","['AUTHOR: Advocates for Consumer Regulated Electricity', 'RECIPIENT: Office of the Secretary, FERC']"
Reply Comments of the Center for Biological Diversity on the Notice Inviting Comments re Interconnection of Large Loads to the Interstate Transmission System issued on 10/27/2025 under RM26-4.,12/04/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Center Reply Comments FERC RM26-4-000.12.4.25 FINAL.pdf', 'file_desc': 'Reply Comments of the Center for Biological Diversity', 'file_size': 559904, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F1FF1543-3631-C2BD-9205-9AEB1E400000'}]","['AUTHOR: Center for Biological Diversity', 'AGENT: Center for Biological Diversity', 'RECIPIENT: Office of the Secretary, FERC']"
Motion for Leave to Submit Comments Out-of-Time and Initial Comments of the Kansas Corporation Commission under RM26-4.,11/25/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'KCC Motion and Initial Comments RM26-4.pdf', 'file_desc': 'No description given', 'file_size': 558404, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=81C9CBF6-3BC7-C17D-9CD8-9ABC9EC00000'}]","['AUTHOR: Kansas Corporation Commission', 'AGENT: Duncan & Allen LLP', 'RECIPIENT: Office of the Secretary, FERC']"
(doc-less) Motion to Intervene of Forward Market Design LLC under RM26-4.,11/25/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,[],"['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Forward Market Design LLC', 'AGENT: Forward Market Design LLC']"
