interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_id,location_short_name,location_type,lmp,energy,congestion,loss
2010-01-01T01:00:00-05:00,2010-01-01T06:00:00+00:00,2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,NEW JERSEY HUB,4669664,NEW JERSEY HUB,HUB,39.883312,35.91,1.042531,2.930781
2010-01-01T01:00:00-05:00,2010-01-01T06:00:00+00:00,2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,N ILLINOIS HUB,33092315,N ILLINOIS HUB,HUB,26.69648,35.91,-5.620096,-3.593424
2010-01-01T01:00:00-05:00,2010-01-01T06:00:00+00:00,2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,OHIO HUB,34497151,OHIO HUB,HUB,27.297463,35.91,-6.26854,-2.343997
2010-01-01T01:00:00-05:00,2010-01-01T06:00:00+00:00,2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,WESTERN HUB,51288,WESTERN HUB,HUB,39.678447,35.91,1.723087,2.04536
2010-01-01T01:00:00-05:00,2010-01-01T06:00:00+00:00,2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,WEST INT HUB,51287,WEST INT HUB,HUB,32.971106,35.91,-1.858338,-1.080556
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,AEP-DAYTON HUB,34497127,AEP-DAYTON HUB,HUB,26.438397,34.56,-6.205443,-1.91616
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,25.340465,34.56,-6.643721,-2.575814
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO GEN HUB,33092311,CHICAGO GEN HUB,HUB,25.485395,34.56,-5.766184,-3.308421
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO HUB,33092313,CHICAGO HUB,HUB,26.085128,34.56,-5.655582,-2.81929
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,DOMINION HUB,35010337,DOMINION HUB,HUB,44.472086,34.56,9.107572,0.804514
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,EASTERN HUB,51217,EASTERN HUB,HUB,37.672277,34.56,1.63074,1.481537
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,NEW JERSEY HUB,4669664,NEW JERSEY HUB,HUB,37.935623,34.56,1.088506,2.287117
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,N ILLINOIS HUB,33092315,N ILLINOIS HUB,HUB,25.860221,34.56,-5.659862,-3.039917
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,OHIO HUB,34497151,OHIO HUB,HUB,26.392054,34.56,-6.195161,-1.972785
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,WESTERN HUB,51288,WESTERN HUB,HUB,38.248902,34.56,1.907995,1.780907
2010-01-01T02:00:00-05:00,2010-01-01T07:00:00+00:00,2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,WEST INT HUB,51287,WEST INT HUB,HUB,32.783328,34.56,-0.861116,-0.915556
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,AEP-DAYTON HUB,34497127,AEP-DAYTON HUB,HUB,26.164964,33.83,-5.839981,-1.825055
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,25.16,33.83,-6.199767,-2.470233
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO GEN HUB,33092311,CHICAGO GEN HUB,HUB,25.110855,33.83,-5.494934,-3.224211
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO HUB,33092313,CHICAGO HUB,HUB,25.73794,33.83,-5.347189,-2.744871
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,DOMINION HUB,35010337,DOMINION HUB,HUB,43.22602,33.83,8.593183,0.802837
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,EASTERN HUB,51217,EASTERN HUB,HUB,36.845318,33.83,1.593186,1.422132
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,NEW JERSEY HUB,4669664,NEW JERSEY HUB,HUB,37.025069,33.83,1.055526,2.139543
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,N ILLINOIS HUB,33092315,N ILLINOIS HUB,HUB,25.515317,33.83,-5.355029,-2.959654
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,OHIO HUB,34497151,OHIO HUB,HUB,26.1313,33.83,-5.817562,-1.881138
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,WESTERN HUB,51288,WESTERN HUB,HUB,37.33372,33.83,1.809723,1.693997
2010-01-01T03:00:00-05:00,2010-01-01T08:00:00+00:00,2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,WEST INT HUB,51287,WEST INT HUB,HUB,32.317773,33.83,-0.639449,-0.872778
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,AEP-DAYTON HUB,34497127,AEP-DAYTON HUB,HUB,26.461573,33.52,-5.10101,-1.957417
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,25.420698,33.52,-5.498372,-2.60093
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO GEN HUB,33092311,CHICAGO GEN HUB,HUB,25.431513,33.52,-4.768224,-3.320263
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO HUB,33092313,CHICAGO HUB,HUB,26.032843,33.52,-4.636191,-2.850966
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,DOMINION HUB,35010337,DOMINION HUB,HUB,41.55138,33.52,7.257305,0.774075
2010-01-01T04:00:00-05:00,2010-01-01T09:00:00+00:00,2010-01-01T05:00:00-05:00,2010-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,EASTERN HUB,51217,EASTERN HUB,HUB,36.551443,33.52,1.312975,1.718468
