interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,fuel_mix.wind
2023-02-18T00:00:00-05:00,2023-02-18T05:00:00+00:00,2023-02-19T00:00:00-05:00,2023-02-19T05:00:00+00:00,
2023-02-19T00:00:00-05:00,2023-02-19T05:00:00+00:00,2023-02-20T00:00:00-05:00,2023-02-20T05:00:00+00:00,
2023-02-20T00:00:00-05:00,2023-02-20T05:00:00+00:00,2023-02-21T00:00:00-05:00,2023-02-21T05:00:00+00:00,13366.3541666667
2023-02-21T00:00:00-05:00,2023-02-21T05:00:00+00:00,2023-02-22T00:00:00-05:00,2023-02-22T05:00:00+00:00,13924.9315025253
2023-02-22T00:00:00-05:00,2023-02-22T05:00:00+00:00,2023-02-23T00:00:00-05:00,2023-02-23T05:00:00+00:00,18953.5625
2023-02-23T00:00:00-05:00,2023-02-23T05:00:00+00:00,2023-02-24T00:00:00-05:00,2023-02-24T05:00:00+00:00,12738.3099747475
2023-02-24T00:00:00-05:00,2023-02-24T05:00:00+00:00,2023-02-25T00:00:00-05:00,2023-02-25T05:00:00+00:00,3528.89362373737
2023-02-25T00:00:00-05:00,2023-02-25T05:00:00+00:00,2023-02-26T00:00:00-05:00,2023-02-26T05:00:00+00:00,10715.9267676768
2023-02-26T00:00:00-05:00,2023-02-26T05:00:00+00:00,2023-02-27T00:00:00-05:00,2023-02-27T05:00:00+00:00,12956.5621843434
2023-02-27T00:00:00-05:00,2023-02-27T05:00:00+00:00,2023-02-28T00:00:00-05:00,2023-02-28T05:00:00+00:00,19073.1571969697
2023-02-28T00:00:00-05:00,2023-02-28T05:00:00+00:00,2023-03-01T00:00:00-05:00,2023-03-01T05:00:00+00:00,9623.86458333333
2023-03-01T00:00:00-05:00,2023-03-01T05:00:00+00:00,2023-03-02T00:00:00-05:00,2023-03-02T05:00:00+00:00,14113.9577020202
2023-03-02T00:00:00-05:00,2023-03-02T05:00:00+00:00,2023-03-03T00:00:00-05:00,2023-03-03T05:00:00+00:00,7382.12152777778
2023-03-03T00:00:00-05:00,2023-03-03T05:00:00+00:00,2023-03-04T00:00:00-05:00,2023-03-04T05:00:00+00:00,9770.90277777778
2023-03-04T00:00:00-05:00,2023-03-04T05:00:00+00:00,2023-03-05T00:00:00-05:00,2023-03-05T05:00:00+00:00,5998.97569444444
2023-03-05T00:00:00-05:00,2023-03-05T05:00:00+00:00,2023-03-06T00:00:00-05:00,2023-03-06T05:00:00+00:00,13599.9895833333
2023-03-06T00:00:00-05:00,2023-03-06T05:00:00+00:00,2023-03-07T00:00:00-05:00,2023-03-07T05:00:00+00:00,15441.0381944444
2023-03-07T00:00:00-05:00,2023-03-07T05:00:00+00:00,2023-03-08T00:00:00-05:00,2023-03-08T05:00:00+00:00,12878.1770833333
2023-03-08T00:00:00-05:00,2023-03-08T05:00:00+00:00,2023-03-09T00:00:00-05:00,2023-03-09T05:00:00+00:00,9650.82386363636
2023-03-09T00:00:00-05:00,2023-03-09T05:00:00+00:00,2023-03-10T00:00:00-05:00,2023-03-10T05:00:00+00:00,8763.01073232324
2023-03-10T00:00:00-05:00,2023-03-10T05:00:00+00:00,2023-03-11T00:00:00-05:00,2023-03-11T05:00:00+00:00,9131.27430555556
2023-03-11T00:00:00-05:00,2023-03-11T05:00:00+00:00,2023-03-12T00:00:00-05:00,2023-03-12T05:00:00+00:00,13219.2970328283
2023-03-12T00:00:00-05:00,2023-03-12T05:00:00+00:00,2023-03-13T00:00:00-05:00,2023-03-13T05:00:00+00:00,15640.1630434783
2023-03-13T00:00:00-05:00,2023-03-13T05:00:00+00:00,2023-03-14T00:00:00-05:00,2023-03-14T05:00:00+00:00,12633.6268115942
2023-03-14T00:00:00-05:00,2023-03-14T05:00:00+00:00,2023-03-15T00:00:00-05:00,2023-03-15T05:00:00+00:00,12048.3138998682
2023-03-15T00:00:00-05:00,2023-03-15T05:00:00+00:00,2023-03-16T00:00:00-05:00,2023-03-16T05:00:00+00:00,18750.0322793149
2023-03-16T00:00:00-05:00,2023-03-16T05:00:00+00:00,2023-03-17T00:00:00-05:00,2023-03-17T05:00:00+00:00,19771.1123188406
2023-03-17T00:00:00-05:00,2023-03-17T05:00:00+00:00,2023-03-18T00:00:00-05:00,2023-03-18T05:00:00+00:00,22180.865942029
2023-03-18T00:00:00-05:00,2023-03-18T05:00:00+00:00,2023-03-19T00:00:00-05:00,2023-03-19T05:00:00+00:00,21533.0899209486
2023-03-19T00:00:00-05:00,2023-03-19T05:00:00+00:00,2023-03-20T00:00:00-05:00,2023-03-20T05:00:00+00:00,16829.7305665349
2023-03-20T00:00:00-05:00,2023-03-20T05:00:00+00:00,2023-03-21T00:00:00-05:00,2023-03-21T05:00:00+00:00,16143.0958498024
2023-03-21T00:00:00-05:00,2023-03-21T05:00:00+00:00,2023-03-22T00:00:00-05:00,2023-03-22T05:00:00+00:00,14923.4130434783
2023-03-22T00:00:00-05:00,2023-03-22T05:00:00+00:00,2023-03-23T00:00:00-05:00,2023-03-23T05:00:00+00:00,10941.8221343874
2023-03-23T00:00:00-05:00,2023-03-23T05:00:00+00:00,2023-03-24T00:00:00-05:00,2023-03-24T05:00:00+00:00,7272.83680555555
2023-03-24T00:00:00-05:00,2023-03-24T05:00:00+00:00,2023-03-25T00:00:00-05:00,2023-03-25T05:00:00+00:00,6934.70486111111
2023-03-25T00:00:00-05:00,2023-03-25T05:00:00+00:00,2023-03-26T00:00:00-05:00,2023-03-26T05:00:00+00:00,9018.59722222222
2023-03-26T00:00:00-05:00,2023-03-26T05:00:00+00:00,2023-03-27T00:00:00-05:00,2023-03-27T05:00:00+00:00,10902.2152777778
2023-03-27T00:00:00-05:00,2023-03-27T05:00:00+00:00,2023-03-28T00:00:00-05:00,2023-03-28T05:00:00+00:00,6655.45833333333
2023-03-28T00:00:00-05:00,2023-03-28T05:00:00+00:00,2023-03-29T00:00:00-05:00,2023-03-29T05:00:00+00:00,9451.53819444444
2023-03-29T00:00:00-05:00,2023-03-29T05:00:00+00:00,2023-03-30T00:00:00-05:00,2023-03-30T05:00:00+00:00,11111.46875
2023-03-30T00:00:00-05:00,2023-03-30T05:00:00+00:00,2023-03-31T00:00:00-05:00,2023-03-31T05:00:00+00:00,16686.2951388889
2023-03-31T00:00:00-05:00,2023-03-31T05:00:00+00:00,2023-04-01T00:00:00-05:00,2023-04-01T05:00:00+00:00,18372.7986111111
2023-04-01T00:00:00-05:00,2023-04-01T05:00:00+00:00,2023-04-02T00:00:00-05:00,2023-04-02T05:00:00+00:00,14492.7569444444
2023-04-02T00:00:00-05:00,2023-04-02T05:00:00+00:00,2023-04-03T00:00:00-05:00,2023-04-03T05:00:00+00:00,16981.1319444444
2023-04-03T00:00:00-05:00,2023-04-03T05:00:00+00:00,2023-04-04T00:00:00-05:00,2023-04-04T05:00:00+00:00,10721.2013888889
2023-04-04T00:00:00-05:00,2023-04-04T05:00:00+00:00,2023-04-05T00:00:00-05:00,2023-04-05T05:00:00+00:00,16899.4548611111
2023-04-05T00:00:00-05:00,2023-04-05T05:00:00+00:00,2023-04-06T00:00:00-05:00,2023-04-06T05:00:00+00:00,19762.0868055556
2023-04-06T00:00:00-05:00,2023-04-06T05:00:00+00:00,2023-04-07T00:00:00-05:00,2023-04-07T05:00:00+00:00,10960.2291666667
2023-04-07T00:00:00-05:00,2023-04-07T05:00:00+00:00,2023-04-08T00:00:00-05:00,2023-04-08T05:00:00+00:00,12789.09375
2023-04-08T00:00:00-05:00,2023-04-08T05:00:00+00:00,2023-04-09T00:00:00-05:00,2023-04-09T05:00:00+00:00,15337.3923611111
2023-04-09T00:00:00-05:00,2023-04-09T05:00:00+00:00,2023-04-10T00:00:00-05:00,2023-04-10T05:00:00+00:00,15678.9375
2023-04-10T00:00:00-05:00,2023-04-10T05:00:00+00:00,2023-04-11T00:00:00-05:00,2023-04-11T05:00:00+00:00,9299.49305555556
2023-04-11T00:00:00-05:00,2023-04-11T05:00:00+00:00,2023-04-12T00:00:00-05:00,2023-04-12T05:00:00+00:00,16979.5034722222
2023-04-12T00:00:00-05:00,2023-04-12T05:00:00+00:00,2023-04-13T00:00:00-05:00,2023-04-13T05:00:00+00:00,20348.6284722222
2023-04-13T00:00:00-05:00,2023-04-13T05:00:00+00:00,2023-04-14T00:00:00-05:00,2023-04-14T05:00:00+00:00,17823.4283746556
2023-04-14T00:00:00-05:00,2023-04-14T05:00:00+00:00,2023-04-15T00:00:00-05:00,2023-04-15T05:00:00+00:00,14716.6319444444
2023-04-15T00:00:00-05:00,2023-04-15T05:00:00+00:00,2023-04-16T00:00:00-05:00,2023-04-16T05:00:00+00:00,15871.4756944444
2023-04-16T00:00:00-05:00,2023-04-16T05:00:00+00:00,2023-04-17T00:00:00-05:00,2023-04-17T05:00:00+00:00,19346.5659722222
2023-04-17T00:00:00-05:00,2023-04-17T05:00:00+00:00,2023-04-18T00:00:00-05:00,2023-04-18T05:00:00+00:00,17594.5138888889
2023-04-18T00:00:00-05:00,2023-04-18T05:00:00+00:00,2023-04-19T00:00:00-05:00,2023-04-19T05:00:00+00:00,14328.4270833333
2023-04-19T00:00:00-05:00,2023-04-19T05:00:00+00:00,2023-04-20T00:00:00-05:00,2023-04-20T05:00:00+00:00,16456.9722222222
2023-04-20T00:00:00-05:00,2023-04-20T05:00:00+00:00,2023-04-21T00:00:00-05:00,2023-04-21T05:00:00+00:00,15616.0833333333
2023-04-21T00:00:00-05:00,2023-04-21T05:00:00+00:00,2023-04-22T00:00:00-05:00,2023-04-22T05:00:00+00:00,16776.2326388889
2023-04-22T00:00:00-05:00,2023-04-22T05:00:00+00:00,2023-04-23T00:00:00-05:00,2023-04-23T05:00:00+00:00,16455.2610479798
2023-04-23T00:00:00-05:00,2023-04-23T05:00:00+00:00,2023-04-24T00:00:00-05:00,2023-04-24T05:00:00+00:00,6736.37847222222
2023-04-24T00:00:00-05:00,2023-04-24T05:00:00+00:00,2023-04-25T00:00:00-05:00,2023-04-25T05:00:00+00:00,5345.02430555555
2023-04-25T00:00:00-05:00,2023-04-25T05:00:00+00:00,2023-04-26T00:00:00-05:00,2023-04-26T05:00:00+00:00,8091.90972222222
2023-04-26T00:00:00-05:00,2023-04-26T05:00:00+00:00,2023-04-27T00:00:00-05:00,2023-04-27T05:00:00+00:00,9044.70486111111
2023-04-27T00:00:00-05:00,2023-04-27T05:00:00+00:00,2023-04-28T00:00:00-05:00,2023-04-28T05:00:00+00:00,12866.4375
2023-04-28T00:00:00-05:00,2023-04-28T05:00:00+00:00,2023-04-29T00:00:00-05:00,2023-04-29T05:00:00+00:00,10613.5688131313
2023-04-29T00:00:00-05:00,2023-04-29T05:00:00+00:00,2023-04-30T00:00:00-05:00,2023-04-30T05:00:00+00:00,13149.5416666667
2023-04-30T00:00:00-05:00,2023-04-30T05:00:00+00:00,2023-05-01T00:00:00-05:00,2023-05-01T05:00:00+00:00,18538.1666666667
2023-05-01T00:00:00-05:00,2023-05-01T05:00:00+00:00,2023-05-02T00:00:00-05:00,2023-05-02T05:00:00+00:00,19802.8541666667
2023-05-02T00:00:00-05:00,2023-05-02T05:00:00+00:00,2023-05-03T00:00:00-05:00,2023-05-03T05:00:00+00:00,18743.1111111111
2023-05-03T00:00:00-05:00,2023-05-03T05:00:00+00:00,2023-05-04T00:00:00-05:00,2023-05-04T05:00:00+00:00,6019.33706709957
2023-05-04T00:00:00-05:00,2023-05-04T05:00:00+00:00,2023-05-05T00:00:00-05:00,2023-05-05T05:00:00+00:00,8321.1470959596
2023-05-05T00:00:00-05:00,2023-05-05T05:00:00+00:00,2023-05-06T00:00:00-05:00,2023-05-06T05:00:00+00:00,10397.5277777778
2023-05-06T00:00:00-05:00,2023-05-06T05:00:00+00:00,2023-05-07T00:00:00-05:00,2023-05-07T05:00:00+00:00,12069.7916666667
2023-05-07T00:00:00-05:00,2023-05-07T05:00:00+00:00,2023-05-08T00:00:00-05:00,2023-05-08T05:00:00+00:00,7191.78819444444
2023-05-08T00:00:00-05:00,2023-05-08T05:00:00+00:00,2023-05-09T00:00:00-05:00,2023-05-09T05:00:00+00:00,5205.77777777778
2023-05-09T00:00:00-05:00,2023-05-09T05:00:00+00:00,2023-05-10T00:00:00-05:00,2023-05-10T05:00:00+00:00,8473.16666666667
2023-05-10T00:00:00-05:00,2023-05-10T05:00:00+00:00,2023-05-11T00:00:00-05:00,2023-05-11T05:00:00+00:00,11818.0138888889
2023-05-11T00:00:00-05:00,2023-05-11T05:00:00+00:00,2023-05-12T00:00:00-05:00,2023-05-12T05:00:00+00:00,10231.7013888889
2023-05-12T00:00:00-05:00,2023-05-12T05:00:00+00:00,2023-05-13T00:00:00-05:00,2023-05-13T05:00:00+00:00,9672.14646464646
2023-05-13T00:00:00-05:00,2023-05-13T05:00:00+00:00,2023-05-14T00:00:00-05:00,2023-05-14T05:00:00+00:00,13694.6527777778
2023-05-14T00:00:00-05:00,2023-05-14T05:00:00+00:00,2023-05-15T00:00:00-05:00,2023-05-15T05:00:00+00:00,13576.6736111111
2023-05-15T00:00:00-05:00,2023-05-15T05:00:00+00:00,2023-05-16T00:00:00-05:00,2023-05-16T05:00:00+00:00,4745.70833333333
2023-05-16T00:00:00-05:00,2023-05-16T05:00:00+00:00,2023-05-17T00:00:00-05:00,2023-05-17T05:00:00+00:00,7149.99583333333
2023-05-17T00:00:00-05:00,2023-05-17T05:00:00+00:00,2023-05-18T00:00:00-05:00,2023-05-18T05:00:00+00:00,7593.83301767677
2023-05-18T00:00:00-05:00,2023-05-18T05:00:00+00:00,2023-05-19T00:00:00-05:00,2023-05-19T05:00:00+00:00,10798.6423611111
2023-05-19T00:00:00-05:00,2023-05-19T05:00:00+00:00,2023-05-20T00:00:00-05:00,2023-05-20T05:00:00+00:00,13910.7553661616
2023-05-20T00:00:00-05:00,2023-05-20T05:00:00+00:00,2023-05-21T00:00:00-05:00,2023-05-21T05:00:00+00:00,4803.52083333333
2023-05-21T00:00:00-05:00,2023-05-21T05:00:00+00:00,2023-05-22T00:00:00-05:00,2023-05-22T05:00:00+00:00,5054.27777777778
2023-05-22T00:00:00-05:00,2023-05-22T05:00:00+00:00,2023-05-23T00:00:00-05:00,2023-05-23T05:00:00+00:00,7083.32291666667
2023-05-23T00:00:00-05:00,2023-05-23T05:00:00+00:00,2023-05-24T00:00:00-05:00,2023-05-24T05:00:00+00:00,6149.63194444444
2023-05-24T00:00:00-05:00,2023-05-24T05:00:00+00:00,2023-05-25T00:00:00-05:00,2023-05-25T05:00:00+00:00,9710.7913510101
2023-05-25T00:00:00-05:00,2023-05-25T05:00:00+00:00,2023-05-26T00:00:00-05:00,2023-05-26T05:00:00+00:00,15237.3001893939
2023-05-26T00:00:00-05:00,2023-05-26T05:00:00+00:00,2023-05-27T00:00:00-05:00,2023-05-27T05:00:00+00:00,12754.5590277778
2023-05-27T00:00:00-05:00,2023-05-27T05:00:00+00:00,2023-05-28T00:00:00-05:00,2023-05-28T05:00:00+00:00,11248.1745580808
2023-05-28T00:00:00-05:00,2023-05-28T05:00:00+00:00,2023-05-29T00:00:00-05:00,2023-05-29T05:00:00+00:00,8884.41319444445
2023-05-29T00:00:00-05:00,2023-05-29T05:00:00+00:00,2023-05-30T00:00:00-05:00,2023-05-30T05:00:00+00:00,10513.8579545455
2023-05-30T00:00:00-05:00,2023-05-30T05:00:00+00:00,2023-05-31T00:00:00-05:00,2023-05-31T05:00:00+00:00,9556.9466540404
2023-05-31T00:00:00-05:00,2023-05-31T05:00:00+00:00,2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,8842.66571969697
2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,2023-06-02T00:00:00-05:00,2023-06-02T05:00:00+00:00,7121.21527777778
2023-06-02T00:00:00-05:00,2023-06-02T05:00:00+00:00,2023-06-03T00:00:00-05:00,2023-06-03T05:00:00+00:00,6404.52083333333
2023-06-03T00:00:00-05:00,2023-06-03T05:00:00+00:00,2023-06-04T00:00:00-05:00,2023-06-04T05:00:00+00:00,5928.71180555555
2023-06-04T00:00:00-05:00,2023-06-04T05:00:00+00:00,2023-06-05T00:00:00-05:00,2023-06-05T05:00:00+00:00,4547.04166666667
2023-06-05T00:00:00-05:00,2023-06-05T05:00:00+00:00,2023-06-06T00:00:00-05:00,2023-06-06T05:00:00+00:00,2043.47916666667
2023-06-06T00:00:00-05:00,2023-06-06T05:00:00+00:00,2023-06-07T00:00:00-05:00,2023-06-07T05:00:00+00:00,3069.75694444444
2023-06-07T00:00:00-05:00,2023-06-07T05:00:00+00:00,2023-06-08T00:00:00-05:00,2023-06-08T05:00:00+00:00,4477.67708333333
2023-06-08T00:00:00-05:00,2023-06-08T05:00:00+00:00,2023-06-09T00:00:00-05:00,2023-06-09T05:00:00+00:00,5149.76862373737
2023-06-09T00:00:00-05:00,2023-06-09T05:00:00+00:00,2023-06-10T00:00:00-05:00,2023-06-10T05:00:00+00:00,3463.22916666667
2023-06-10T00:00:00-05:00,2023-06-10T05:00:00+00:00,2023-06-11T00:00:00-05:00,2023-06-11T05:00:00+00:00,5766.98263888889
2023-06-11T00:00:00-05:00,2023-06-11T05:00:00+00:00,2023-06-12T00:00:00-05:00,2023-06-12T05:00:00+00:00,12701.4270833333
2023-06-12T00:00:00-05:00,2023-06-12T05:00:00+00:00,2023-06-13T00:00:00-05:00,2023-06-13T05:00:00+00:00,6352.94444444444
2023-06-13T00:00:00-05:00,2023-06-13T05:00:00+00:00,2023-06-14T00:00:00-05:00,2023-06-14T05:00:00+00:00,9506.69065656566
2023-06-14T00:00:00-05:00,2023-06-14T05:00:00+00:00,2023-06-15T00:00:00-05:00,2023-06-15T05:00:00+00:00,2828.81957070707
2023-06-15T00:00:00-05:00,2023-06-15T05:00:00+00:00,2023-06-16T00:00:00-05:00,2023-06-16T05:00:00+00:00,4929.85669191919
2023-06-16T00:00:00-05:00,2023-06-16T05:00:00+00:00,2023-06-17T00:00:00-05:00,2023-06-17T05:00:00+00:00,5533.03819444445
2023-06-17T00:00:00-05:00,2023-06-17T05:00:00+00:00,2023-06-18T00:00:00-05:00,2023-06-18T05:00:00+00:00,4644.11111111111
2023-06-18T00:00:00-05:00,2023-06-18T05:00:00+00:00,2023-06-19T00:00:00-05:00,2023-06-19T05:00:00+00:00,3639.10069444444
2023-06-19T00:00:00-05:00,2023-06-19T05:00:00+00:00,2023-06-20T00:00:00-05:00,2023-06-20T05:00:00+00:00,7836.92487373737
2023-06-20T00:00:00-05:00,2023-06-20T05:00:00+00:00,2023-06-21T00:00:00-05:00,2023-06-21T05:00:00+00:00,12596.59375
2023-06-21T00:00:00-05:00,2023-06-21T05:00:00+00:00,2023-06-22T00:00:00-05:00,2023-06-22T05:00:00+00:00,8739.23295454545
2023-06-22T00:00:00-05:00,2023-06-22T05:00:00+00:00,2023-06-23T00:00:00-05:00,2023-06-23T05:00:00+00:00,3950.53472222222
2023-06-23T00:00:00-05:00,2023-06-23T05:00:00+00:00,2023-06-24T00:00:00-05:00,2023-06-24T05:00:00+00:00,2714.40214646465
2023-06-24T00:00:00-05:00,2023-06-24T05:00:00+00:00,2023-06-25T00:00:00-05:00,2023-06-25T05:00:00+00:00,10188.4690656566
2023-06-25T00:00:00-05:00,2023-06-25T05:00:00+00:00,2023-06-26T00:00:00-05:00,2023-06-26T05:00:00+00:00,16701.497790404
2023-06-26T00:00:00-05:00,2023-06-26T05:00:00+00:00,2023-06-27T00:00:00-05:00,2023-06-27T05:00:00+00:00,11664.3828914141
2023-06-27T00:00:00-05:00,2023-06-27T05:00:00+00:00,2023-06-28T00:00:00-05:00,2023-06-28T05:00:00+00:00,5442.69522306397
2023-06-28T00:00:00-05:00,2023-06-28T05:00:00+00:00,2023-06-29T00:00:00-05:00,2023-06-29T05:00:00+00:00,8897.54861111111
2023-06-29T00:00:00-05:00,2023-06-29T05:00:00+00:00,2023-06-30T00:00:00-05:00,2023-06-30T05:00:00+00:00,4449.92708333333
2023-06-30T00:00:00-05:00,2023-06-30T05:00:00+00:00,2023-07-01T00:00:00-05:00,2023-07-01T05:00:00+00:00,1868.28977272727
2023-07-01T00:00:00-05:00,2023-07-01T05:00:00+00:00,2023-07-02T00:00:00-05:00,2023-07-02T05:00:00+00:00,1879.9053030303
2023-07-02T00:00:00-05:00,2023-07-02T05:00:00+00:00,2023-07-03T00:00:00-05:00,2023-07-03T05:00:00+00:00,3533.33680555556
2023-07-03T00:00:00-05:00,2023-07-03T05:00:00+00:00,2023-07-04T00:00:00-05:00,2023-07-04T05:00:00+00:00,4490.44255050505
