interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,pnode,lmp,energy,congestion,loss
2023-01-01T07:00:00-06:00,2023-01-01T13:00:00+00:00,2023-01-01T08:00:00-06:00,2023-01-01T14:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,25.0788,24.1984,0.3303,0.5501
2023-01-01T07:00:00-06:00,2023-01-01T13:00:00+00:00,2023-01-01T08:00:00-06:00,2023-01-01T14:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,23.6997,24.1984,0.1238,-0.6225
2023-01-01T08:00:00-06:00,2023-01-01T14:00:00+00:00,2023-01-01T09:00:00-06:00,2023-01-01T15:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,26.6693,25.8952,0.1966,0.5775
2023-01-01T08:00:00-06:00,2023-01-01T14:00:00+00:00,2023-01-01T09:00:00-06:00,2023-01-01T15:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,25.0429,25.8953,-0.3254,-0.527
2023-01-01T09:00:00-06:00,2023-01-01T15:00:00+00:00,2023-01-01T10:00:00-06:00,2023-01-01T16:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,31.6214,31.0799,-0.1534,0.6949
2023-01-01T09:00:00-06:00,2023-01-01T15:00:00+00:00,2023-01-01T10:00:00-06:00,2023-01-01T16:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,30.2235,31.0798,-0.3022,-0.5541
2023-01-01T10:00:00-06:00,2023-01-01T16:00:00+00:00,2023-01-01T11:00:00-06:00,2023-01-01T17:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,34.0041,33.319,-0.1216,0.8067
2023-01-01T10:00:00-06:00,2023-01-01T16:00:00+00:00,2023-01-01T11:00:00-06:00,2023-01-01T17:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,32.2821,33.3189,-0.4746,-0.5622
2023-01-01T11:00:00-06:00,2023-01-01T17:00:00+00:00,2023-01-01T12:00:00-06:00,2023-01-01T18:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,37.3963,36.5878,-0.1254,0.9339
2023-01-01T11:00:00-06:00,2023-01-01T17:00:00+00:00,2023-01-01T12:00:00-06:00,2023-01-01T18:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,35.815,36.5878,-0.2994,-0.4734
2023-01-01T12:00:00-06:00,2023-01-01T18:00:00+00:00,2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,35.0336,34.3422,-0.1711,0.8625
2023-01-01T12:00:00-06:00,2023-01-01T18:00:00+00:00,2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,33.5745,34.3421,-0.4147,-0.3529
2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,30.5402,30.0609,-0.2037,0.683
2023-01-01T13:00:00-06:00,2023-01-01T19:00:00+00:00,2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,29.312,30.0609,-0.5229,-0.226
2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,34.2107,33.7023,-0.1754,0.6838
2023-01-01T14:00:00-06:00,2023-01-01T20:00:00+00:00,2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,33.095,33.7024,-0.446,-0.1614
2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,34.3553,33.7653,-0.1267,0.7167
2023-01-01T15:00:00-06:00,2023-01-01T21:00:00+00:00,2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,32.993,33.7653,-0.5563,-0.216
2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,34.6686,33.8885,-0.0854,0.8655
2023-01-01T16:00:00-06:00,2023-01-01T22:00:00+00:00,2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,32.9702,33.8886,-0.6281,-0.2903
2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,2023-01-01T18:00:00-06:00,2023-01-02T00:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,32.3007,31.0841,0.1,1.1166
2023-01-01T17:00:00-06:00,2023-01-01T23:00:00+00:00,2023-01-01T18:00:00-06:00,2023-01-02T00:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,29.1428,31.0842,-1.2699,-0.6715
