interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.CONNECTICUT,LOAD ZONE,44.93,45.65,0.0,-0.72
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.MAINE,LOAD ZONE,44.42,45.65,0.0,-1.23
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.NEMASSBOST,LOAD ZONE,46.18,45.65,0.0,0.53
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.NEWHAMPSHIRE,LOAD ZONE,45.95,45.65,0.0,0.3
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.RHODEISLAND,LOAD ZONE,45.79,45.65,0.0,0.14
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.SEMASS,LOAD ZONE,46.21,45.65,0.0,0.56
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.VERMONT,LOAD ZONE,46.62,45.65,0.0,0.97
2023-06-30T20:00:00-04:00,2023-07-01T00:00:00+00:00,2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,DAY_AHEAD_HOURLY,.Z.WCMASS,LOAD ZONE,46.01,45.65,0.0,0.36
2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,2023-06-30T22:00:00-04:00,2023-07-01T02:00:00+00:00,DAY_AHEAD_HOURLY,.Z.CONNECTICUT,LOAD ZONE,40.48,41.14,0.0,-0.66
2023-06-30T21:00:00-04:00,2023-07-01T01:00:00+00:00,2023-06-30T22:00:00-04:00,2023-07-01T02:00:00+00:00,DAY_AHEAD_HOURLY,.Z.MAINE,LOAD ZONE,40.15,41.14,0.0,-0.99
