interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AEC,Settlement Location,59.8947850806452
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_CSWS,Settlement Location,65.0742670698924
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_ELKINS,Settlement Location,44.2021448924731
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_FITZHUGH,Settlement Location,59.8598643817205
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_FLTCREEK,Settlement Location,46.3097284946237
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_FULTON,Settlement Location,58.3462251344086
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_HYDRO13,Settlement Location,56.1554442204301
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECC_JWTURK,Settlement Location,59.380186827957
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AECI,Interface,59.4739422043011
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AEPM_CSWS,Settlement Location,60.1282838709677
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,ALTW,Interface,56.3690141129033
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,AMRN,Interface,56.3690141129032
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,ANTELOPE,Settlement Location,30.3028020161291
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BBA,Settlement Location,56.3690141129032
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BCA,Settlement Location,56.3690141129033
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BEPM_RM_NPPD,Settlement Location,51.7248509408602
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BEPM_TS_NPPD,Settlement Location,43.8948501344086
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BLKW,Interface,30.5023001344085
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BLUECANYON2,Settlement Location,40.5051455645161
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BLUECANYON5,Settlement Location,71.7742560483871
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BLUECANYON6,Settlement Location,40.5640516129032
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BRAZ,Settlement Location,56.3690141129033
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BUBA,Settlement Location,56.3690141129033
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,BUFFALO_DUNES_WIND,Settlement Location,33.787202688172
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANADIAN_HILLS_1,Settlement Location,33.292247311828
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANADIAN_HILLS_2,Settlement Location,33.292247311828
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANADIAN_HILLS_3,Settlement Location,33.2922473118279
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANADIAN_HILLS_4,Settlement Location,33.292247311828
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANADIAN_HILLS_5,Settlement Location,33.2922473118279
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CANEY_RIVER_WINDPOWER,Settlement Location,44.2191853494624
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-02-01T00:00:00-06:00,2024-02-01T06:00:00+00:00,CASS_CO_1,Settlement Location,36.9351051075269
