title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
Post-Technical Conference Comments of Google LLC under AD24-11.,12/10/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Google Post-Conference Comments AD24-11-000 (1).pdf', 'file_desc': 'Post Techincal Conference Comments of Google, LLC AD24-11-000', 'file_size': 155818, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C9DB9A78-8247-C2B5-9DA2-93B1A8400000'}]","['AGENT: Google LLC', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Google LLC']"
Triennial Market Power Analysis for Southwest Power Pool Inc. Region of Google Energy LLC under ER10-2835.,12/27/2024,['ER10-2835-012'],Submittal,['Electric'],,"[{'file_name': 'Google Energy_SPP Triennial (12-27-24).pdf', 'file_desc': 'Triennial Market Power Analysis for SPP Region of Google Energy LLC under ER10-2835', 'file_size': 916385, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C2EFEA4A-2E9B-C10E-9FCC-941827300000'}]","['AUTHOR: Google Energy LLC', 'AGENT: Perkins Coie LLP', 'RECIPIENT: Office of the Secretary, FERC']"
PACIFIC GAS AND ELECTRIC COMPANY submits FERC Form 3Q Electric report for 2024/Q2,08/28/2024,[],Submittal,['Electric'],,[],['AUTHOR: PACIFIC GAS AND ELECTRIC COMPANY']
Triennial Market Power Analysis for Central Region of Google Energy LLC under ER10-468.,06/28/2024,['ER10-468-005'],Submittal,['Electric'],,"[{'file_name': 'FINAL_Google Triennial Filing_Central Region (6-28-24).pdf', 'file_desc': 'No description given', 'file_size': 309627, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DC52CE54-DDDB-C5D2-8684-906EE1900000'}]","['AUTHOR: Google Energy LLC', 'AGENT: Perkins Coie LLP', 'RECIPIENT: Office of the Secretary, FERC']"
PACIFIC GAS AND ELECTRIC COMPANY submits FERC Form 3Q Electric report for 2024/Q3,11/25/2024,[],Submittal,['Electric'],,[],['AUTHOR: PACIFIC GAS AND ELECTRIC COMPANY']
"Joint Application for Authorization Under Section 203 of the Federal Power Act of Power Holding LLC, et al. under EC24-123.",09/25/2024,['EC24-123-000'],Submittal,['Electric'],,"[{'file_name': 'GE Vernova Spin-Off Section 203 Application.pdf', 'file_desc': 'Application for Authorization under Section 203 of the FPA and Request for Waivers, Expedited Action', 'file_size': 4236647, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=79C13F3D-FE9A-C34E-8A41-922AEF000001'}]","['AUTHOR: Shady Hills Power Company, L.L.C.', 'AUTHOR: Solar Partners I, LLC', 'AUTHOR: Solar Partners I, LLC', 'AGENT: McDermott Will & Emery LLP', 'AGENT: Perkins Coie LLP', 'AUTHOR: Solar Partners II, LLC', 'AGENT: Perkins Coie LLP', 'AUTHOR: Solar Partners VIII, LLC', 'AGENT: Orrick, Herrington & Sutcliffe LLP', 'AGENT: Perkins Coie LLP', 'AUTHOR: Solar Partners II, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Solar Partners VIII, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Power Holding LLC', 'AGENT: Orrick, Herrington & Sutcliffe LLP', 'AUTHOR: Linden VFT, LLC', 'AGENT: Orrick, Herrington & Sutcliffe LLP', 'RECIPIENT: Office of the Secretary, FERC']"
ANR Pipeline Company submits Draft Environmental Resource Report Nos. 1 to 12 and supplemental information re the Heartland Project under PF24-3.	,08/16/2024,['PF24-3-000'],Submittal,['Gas'],,"[{'file_name': 'Heartland_Draft RR01 Project Description_Appendix 1H_PRIV.pdf', 'file_desc': 'No description given', 'file_size': 232097, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8CF88072-7DC3-C89D-BB85-915C17200000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_Appendix 2A_PRIV.pdf', 'file_desc': 'No description given', 'file_size': 1413297, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=361C72F8-4B41-CA2B-8BD9-915C17200001'}, {'file_name': 'Heartland_Draft RR03 Fish Veg Wildlife_Appendix 3A_PRIV.pdf', 'file_desc': 'No description given', 'file_size': 1944370, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=034BA5E2-2AD9-CCF0-8833-915C17300000'}, {'file_name': 'Heartland_Draft RR04 Cultural_Appendix 4A_PRIV.pdf', 'file_desc': 'No description given', 'file_size': 211427656, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B44DD6B5-F3BF-C92B-911F-915C17300000'}, {'file_name': 'Heartland_Draft RR04 Cultural_Appendix 4B_PRIV.pdf', 'file_desc': 'No description given', 'file_size': 20317306, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=38A609C5-1433-C337-88DD-915C17600000'}]","['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: ANR Pipeline Company', 'AGENT: TC Energy Corporation']"
ANR Pipeline Company submits Draft Environmental Resource Report Nos. 1 to 12 and supplemental information re the Heartland Project under PF24-3.,08/16/2024,['PF24-3-000'],Submittal,['Gas'],,"[{'file_name': 'Heartland_Draft RR Transmittal Final.pdf', 'file_desc': 'No description given', 'file_size': 616816, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=1C1661DD-7025-C7A6-9C7F-915C14600000'}, {'file_name': 'Heartland_Draft RR01 Project Description_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 70103219, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=401DAF81-8D6F-CF1B-A525-915C14600000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 01.pdf', 'file_desc': 'No description given', 'file_size': 255444953, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BDE7F3DF-ACD3-CAF1-8B02-915C14800000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 02.pdf', 'file_desc': 'No description given', 'file_size': 252323576, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BF86A6B3-DA1B-C596-8889-915C14C00000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 03.pdf', 'file_desc': 'No description given', 'file_size': 249284790, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0253A06E-B28D-C4FD-897A-915C14F00000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 04.pdf', 'file_desc': 'No description given', 'file_size': 248513410, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=23127674-2D82-CB9D-8B14-915C15300000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 05.pdf', 'file_desc': 'No description given', 'file_size': 158675911, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EAA01E5A-6E22-CFB1-88FA-915C15700000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 06.pdf', 'file_desc': 'No description given', 'file_size': 240240828, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B71F6F3C-4006-CAAB-8BD3-915C15900000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 07.pdf', 'file_desc': 'No description given', 'file_size': 181029444, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=486C022D-317C-CA6C-893C-915C15C00000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 08.pdf', 'file_desc': 'No description given', 'file_size': 217574749, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=427A6AAF-A709-CDF2-8AD2-915C15F00000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 09.pdf', 'file_desc': 'No description given', 'file_size': 239838049, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=CD20B237-A006-C271-8BB8-915C16200000'}, {'file_name': 'Heartland_Draft RR02 Water Use and Quality_2024-08-16_Part 10.pdf', 'file_desc': 'No description given', 'file_size': 221034048, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=397DB121-BA19-CBCD-8947-915C16500000'}, {'file_name': 'Heartland_Draft RR03 Fish Veg Wildlife_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 125467809, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=38E7D234-87BA-C150-8A3B-915C16900000'}, {'file_name': 'Heartland_Draft RR04 Cultural_2024-08-16_Part 01.pdf', 'file_desc': 'No description given', 'file_size': 237494214, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=77397582-30EA-CEEB-88D1-915C16B00000'}, {'file_name': 'Heartland_Draft RR04 Cultural_2024-08-16_Part 02.pdf', 'file_desc': 'No description given', 'file_size': 115845064, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=69C835C4-0EB2-C3D7-89B1-915C16E00000'}, {'file_name': 'Heartland_Draft RR05 Socioeconmics_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 9042633, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C57C21C7-CBD0-C8E0-8B4C-915C17000000'}, {'file_name': 'Heartland_Draft RR06 Geology_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 236216, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5044A5B1-3DA6-C312-9243-915C17000000'}, {'file_name': 'Heartland_Draft RR07 Soils_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 14948514, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4C3ECEAB-A6B2-CE3C-9A5F-915C17000000'}, {'file_name': 'Heartland_Draft RR08 Land Use_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 942846, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=AF55E9B8-7CF9-C1BA-A1C0-915C17000000'}, {'file_name': 'Heartland_Draft RR09 Air and Noise Quality_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 70830733, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B6505C25-3624-CBC7-8AED-915C17100000'}, {'file_name': 'Heartland_Draft RR10 Alternatives_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 7192545, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E2F07276-5297-C8A6-8A96-915C17200000'}, {'file_name': 'Heartland_Draft RR11 Reliability and Safety_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 275756, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=6959E447-3C8F-C3B6-93ED-915C17200000'}, {'file_name': 'Heartland_Draft RR12 PCB Contamination_2024-08-16.pdf', 'file_desc': 'No description given', 'file_size': 175870, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=68C49CE7-BDA4-C0F7-98B5-915C17200000'}]","['AUTHOR: ANR Pipeline Company', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: TC Energy Corporation']"
(doc-less) Motion to Intervene of Google LLC under ER24-2891 et al.,09/19/2024,"['ER24-2891-000', 'ER24-2888-000', 'ER24-2890-000', 'ER24-2893-000', 'ER24-2894-000', 'ER24-2889-000']",Submittal,['Electric'],,[],"['AUTHOR: Google LLC', 'RECIPIENT: Office of the Secretary, FERC']"
"Evergy Missouri West, Inc. submits tariff filing per 35.1: Wholesale Distribution Access Tariff to be effective 1/1/2025 under ER25-207. Filing Type : 390",10/24/2024,['ER25-207-000'],Submittal,['Electric'],,"[{'file_name': 'Evergy WDAT - Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 385835, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C20C363D-EFAC-C504-9C19-92C035A00000'}, {'file_name': 'Evergy WDAT - Att. A Mo. West Tariff and SA.pdf', 'file_desc': 'Evergy WDAT - Attach. A EMW Tariff and SA', 'file_size': 253547, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8D85863E-1F60-C843-A6D1-92C035A00000'}, {'file_name': 'Evergy WDAT - Att. B Kan. Cent. Tariff and SA.pdf', 'file_desc': 'Evergy WDAT - Attach. B EKC Tariff and SA', 'file_size': 254558, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=87ED9F00-2768-CC15-AF4D-92C035A00000'}, {'file_name': 'Evergy WDAT - Att. C Metro Tariff and SA.pdf', 'file_desc': 'Evergy WDAT - Attach. C EMe Tariff and SA', 'file_size': 256199, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5FBCB5C5-69AC-C260-84E5-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. D, Ex. EV-100 (D. Ives Test.).pdf', 'file_desc': 'Evergy WDAT - Attach. D, Ex.-100 (D. Ives)', 'file_size': 324468, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=81C41F85-8310-CA61-8ED2-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. E, Ex. EV-200 (J. Wolfram).pdf', 'file_desc': 'Evergy WDAT - Attach. E, Ex.-200 (J. Wolfram)', 'file_size': 3680852, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=68F41E95-3AD7-C0B8-9680-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. E, Ex. EV-201 (J. Wolfram CV).pdf', 'file_desc': 'Evergy WDAT - Attach. E, Ex.-201 (J. Wolfram CV)', 'file_size': 2351525, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2CE2E7FA-767D-CD28-9FA9-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. E, Ex. EV-202 (Rate Design).pdf', 'file_desc': 'Evergy WDAT - Attach. E, Ex.-202 (Rate Design)', 'file_size': 199152, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=9BA4259D-C344-C512-A619-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. E, Ex. EV-203 (Cost Support).pdf', 'file_desc': 'Evergy WDAT - Attach. E, Ex.-203 (Cost Support)', 'file_size': 195646, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=7CA5F04B-3E33-C3A1-B407-92C035B00000'}, {'file_name': 'Evergy WDAT - Att. E, Ex. EV-204 (Rate Orders).pdf', 'file_desc': 'Evergy WDAT - Attach. E, Ex.-204 (Rate Orders)', 'file_size': 10093834, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4180A067-DFA2-C6E9-863C-92C035B00001'}]","['AUTHOR: Evergy Missouri West, Inc.', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: Evergy, Inc.']"
