interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-05-01T00:00:00-05:00,2024-05-01T05:00:00+00:00,2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,HB_HOUSTON,46.302
2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,HB_HOUSTON,32.63125
2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,HB_HOUSTON,22.8986962365591
2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,2024-09-01T00:00:00-05:00,2024-09-01T05:00:00+00:00,HB_HOUSTON,35.3541813261164
