interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2022-12-01T00:00:00-05:00,2022-12-01T05:00:00+00:00,2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,AEP GEN HUB,31.8093158
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2023-02-01T00:00:00-05:00,2023-02-01T05:00:00+00:00,AEP GEN HUB,35.9758849502688
2023-02-01T00:00:00-05:00,2023-02-01T05:00:00+00:00,2023-03-01T00:00:00-05:00,2023-03-01T05:00:00+00:00,AEP GEN HUB,27.3867665148809
2023-03-01T00:00:00-05:00,2023-03-01T05:00:00+00:00,2023-04-01T00:00:00-04:00,2023-04-01T04:00:00+00:00,AEP GEN HUB,28.2375111722746
2023-04-01T00:00:00-04:00,2023-04-01T04:00:00+00:00,2023-05-01T00:00:00-04:00,2023-05-01T04:00:00+00:00,AEP GEN HUB,29.8196381638889
2023-05-01T00:00:00-04:00,2023-05-01T04:00:00+00:00,2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,AEP GEN HUB,29.4840725739248
2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,2023-07-01T00:00:00-04:00,2023-07-01T04:00:00+00:00,AEP GEN HUB,26.4266217041666
2023-07-01T00:00:00-04:00,2023-07-01T04:00:00+00:00,2023-08-01T00:00:00-04:00,2023-08-01T04:00:00+00:00,AEP GEN HUB,34.7489123481183
2023-08-01T00:00:00-04:00,2023-08-01T04:00:00+00:00,2023-09-01T00:00:00-04:00,2023-09-01T04:00:00+00:00,AEP GEN HUB,28.7800816935484
2023-09-01T00:00:00-04:00,2023-09-01T04:00:00+00:00,2023-10-01T00:00:00-04:00,2023-10-01T04:00:00+00:00,AEP GEN HUB,28.7029904861111
2023-10-01T00:00:00-04:00,2023-10-01T04:00:00+00:00,2023-11-01T00:00:00-04:00,2023-11-01T04:00:00+00:00,AEP GEN HUB,35.0589586801075
2023-11-01T00:00:00-04:00,2023-11-01T04:00:00+00:00,2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,AEP GEN HUB,30.9442108848821
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,AEP GEN HUB,26.1938893004059
