interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-05-01T00:00:00-05:00,2024-05-01T05:00:00+00:00,2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,HB_HOUSTON,68.01
2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,HB_HOUSTON,215.18
2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,HB_HOUSTON,88.59
2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,2024-09-01T00:00:00-05:00,2024-09-01T05:00:00+00:00,HB_HOUSTON,841.27
