interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,solar
2020-08-31T20:00:00-04:00,2020-09-01T00:00:00+00:00,2020-08-31T20:05:00-04:00,2020-09-01T00:05:00+00:00,0.0
2020-08-31T20:05:00-04:00,2020-09-01T00:05:00+00:00,2020-08-31T20:10:00-04:00,2020-09-01T00:10:00+00:00,0.0
2020-08-31T20:10:00-04:00,2020-09-01T00:10:00+00:00,2020-08-31T20:15:00-04:00,2020-09-01T00:15:00+00:00,0.0
2020-08-31T20:15:00-04:00,2020-09-01T00:15:00+00:00,2020-08-31T20:20:00-04:00,2020-09-01T00:20:00+00:00,0.0
2020-08-31T20:20:00-04:00,2020-09-01T00:20:00+00:00,2020-08-31T20:25:00-04:00,2020-09-01T00:25:00+00:00,0.0
2020-08-31T20:25:00-04:00,2020-09-01T00:25:00+00:00,2020-08-31T20:30:00-04:00,2020-09-01T00:30:00+00:00,0.0
2020-08-31T20:30:00-04:00,2020-09-01T00:30:00+00:00,2020-08-31T20:35:00-04:00,2020-09-01T00:35:00+00:00,0.0
2020-08-31T20:35:00-04:00,2020-09-01T00:35:00+00:00,2020-08-31T20:40:00-04:00,2020-09-01T00:40:00+00:00,0.0
2020-08-31T20:40:00-04:00,2020-09-01T00:40:00+00:00,2020-08-31T20:45:00-04:00,2020-09-01T00:45:00+00:00,0.0
2020-08-31T20:45:00-04:00,2020-09-01T00:45:00+00:00,2020-08-31T20:50:00-04:00,2020-09-01T00:50:00+00:00,0.0
2020-08-31T20:50:00-04:00,2020-09-01T00:50:00+00:00,2020-08-31T20:55:00-04:00,2020-09-01T00:55:00+00:00,0.0
2020-08-31T20:55:00-04:00,2020-09-01T00:55:00+00:00,2020-08-31T21:00:00-04:00,2020-09-01T01:00:00+00:00,0.0
2020-08-31T21:00:00-04:00,2020-09-01T01:00:00+00:00,2020-08-31T21:05:00-04:00,2020-09-01T01:05:00+00:00,0.0
2020-08-31T21:05:00-04:00,2020-09-01T01:05:00+00:00,2020-08-31T21:10:00-04:00,2020-09-01T01:10:00+00:00,0.0
2020-08-31T21:10:00-04:00,2020-09-01T01:10:00+00:00,2020-08-31T21:15:00-04:00,2020-09-01T01:15:00+00:00,0.0
2020-08-31T21:15:00-04:00,2020-09-01T01:15:00+00:00,2020-08-31T21:20:00-04:00,2020-09-01T01:20:00+00:00,0.0
2020-08-31T21:20:00-04:00,2020-09-01T01:20:00+00:00,2020-08-31T21:25:00-04:00,2020-09-01T01:25:00+00:00,0.0
2020-08-31T21:25:00-04:00,2020-09-01T01:25:00+00:00,2020-08-31T21:30:00-04:00,2020-09-01T01:30:00+00:00,0.0
2020-08-31T21:30:00-04:00,2020-09-01T01:30:00+00:00,2020-08-31T21:35:00-04:00,2020-09-01T01:35:00+00:00,0.0
2020-08-31T21:35:00-04:00,2020-09-01T01:35:00+00:00,2020-08-31T21:40:00-04:00,2020-09-01T01:40:00+00:00,0.0
2020-08-31T21:40:00-04:00,2020-09-01T01:40:00+00:00,2020-08-31T21:45:00-04:00,2020-09-01T01:45:00+00:00,0.0
