interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.CONNECTICUT,41.61
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.MAINE,42.728
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.NEMASSBOST,43.232
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.NEWHAMPSHIRE,43.18
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.RHODEISLAND,42.778
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.SEMASS,43.106
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.VERMONT,42.952
2023-12-01T00:00:00-05:00,2023-12-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,.Z.WCMASS,42.712
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.CONNECTICUT,62.9108119079839
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.MAINE,60.9744248985115
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.NEMASSBOST,63.7075913396482
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.NEWHAMPSHIRE,63.1610284167795
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.RHODEISLAND,64.0026657645467
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.SEMASS,64.6787144790257
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.VERMONT,63.0270635994587
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2024-02-01T00:00:00-05:00,2024-02-01T05:00:00+00:00,.Z.WCMASS,63.7174560216508
