interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,market,spp
2024-06-23T21:00:00-05:00,2024-06-24T02:00:00+00:00,2024-06-23T22:00:00-05:00,2024-06-24T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,59.41
2024-06-23T22:00:00-05:00,2024-06-24T03:00:00+00:00,2024-06-23T23:00:00-05:00,2024-06-24T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,32.77
2024-06-23T23:00:00-05:00,2024-06-24T04:00:00+00:00,2024-06-24T00:00:00-05:00,2024-06-24T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,25.29
2024-06-24T00:00:00-05:00,2024-06-24T05:00:00+00:00,2024-06-24T01:00:00-05:00,2024-06-24T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,20.69
2024-06-24T01:00:00-05:00,2024-06-24T06:00:00+00:00,2024-06-24T02:00:00-05:00,2024-06-24T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.99
2024-06-24T02:00:00-05:00,2024-06-24T07:00:00+00:00,2024-06-24T03:00:00-05:00,2024-06-24T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.95
2024-06-24T03:00:00-05:00,2024-06-24T08:00:00+00:00,2024-06-24T04:00:00-05:00,2024-06-24T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.97
2024-06-24T04:00:00-05:00,2024-06-24T09:00:00+00:00,2024-06-24T05:00:00-05:00,2024-06-24T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.91
2024-06-24T05:00:00-05:00,2024-06-24T10:00:00+00:00,2024-06-24T06:00:00-05:00,2024-06-24T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.48
2024-06-24T06:00:00-05:00,2024-06-24T11:00:00+00:00,2024-06-24T07:00:00-05:00,2024-06-24T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,20.45
2024-06-24T07:00:00-05:00,2024-06-24T12:00:00+00:00,2024-06-24T08:00:00-05:00,2024-06-24T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.15
2024-06-24T08:00:00-05:00,2024-06-24T13:00:00+00:00,2024-06-24T09:00:00-05:00,2024-06-24T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.66
2024-06-24T09:00:00-05:00,2024-06-24T14:00:00+00:00,2024-06-24T10:00:00-05:00,2024-06-24T15:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.25
2024-06-24T10:00:00-05:00,2024-06-24T15:00:00+00:00,2024-06-24T11:00:00-05:00,2024-06-24T16:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,23.97
2024-06-24T11:00:00-05:00,2024-06-24T16:00:00+00:00,2024-06-24T12:00:00-05:00,2024-06-24T17:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,28.73
2024-06-24T12:00:00-05:00,2024-06-24T17:00:00+00:00,2024-06-24T13:00:00-05:00,2024-06-24T18:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,35.22
2024-06-24T13:00:00-05:00,2024-06-24T18:00:00+00:00,2024-06-24T14:00:00-05:00,2024-06-24T19:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,43.22
2024-06-24T14:00:00-05:00,2024-06-24T19:00:00+00:00,2024-06-24T15:00:00-05:00,2024-06-24T20:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,47.67
2024-06-24T15:00:00-05:00,2024-06-24T20:00:00+00:00,2024-06-24T16:00:00-05:00,2024-06-24T21:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,60.63
2024-06-24T16:00:00-05:00,2024-06-24T21:00:00+00:00,2024-06-24T17:00:00-05:00,2024-06-24T22:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,70.22
2024-06-24T17:00:00-05:00,2024-06-24T22:00:00+00:00,2024-06-24T18:00:00-05:00,2024-06-24T23:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,69.61
2024-06-24T18:00:00-05:00,2024-06-24T23:00:00+00:00,2024-06-24T19:00:00-05:00,2024-06-25T00:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,70.91
2024-06-24T19:00:00-05:00,2024-06-25T00:00:00+00:00,2024-06-24T20:00:00-05:00,2024-06-25T01:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,122.61
2024-06-24T20:00:00-05:00,2024-06-25T01:00:00+00:00,2024-06-24T21:00:00-05:00,2024-06-25T02:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,116.23
2024-06-24T21:00:00-05:00,2024-06-25T02:00:00+00:00,2024-06-24T22:00:00-05:00,2024-06-25T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,39.12
2024-06-24T22:00:00-05:00,2024-06-25T03:00:00+00:00,2024-06-24T23:00:00-05:00,2024-06-25T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,29.24
2024-06-24T23:00:00-05:00,2024-06-25T04:00:00+00:00,2024-06-25T00:00:00-05:00,2024-06-25T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,23.36
2024-06-25T00:00:00-05:00,2024-06-25T05:00:00+00:00,2024-06-25T01:00:00-05:00,2024-06-25T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.48
2024-06-25T01:00:00-05:00,2024-06-25T06:00:00+00:00,2024-06-25T02:00:00-05:00,2024-06-25T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.56
2024-06-25T02:00:00-05:00,2024-06-25T07:00:00+00:00,2024-06-25T03:00:00-05:00,2024-06-25T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.0
2024-06-25T03:00:00-05:00,2024-06-25T08:00:00+00:00,2024-06-25T04:00:00-05:00,2024-06-25T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.59
2024-06-25T04:00:00-05:00,2024-06-25T09:00:00+00:00,2024-06-25T05:00:00-05:00,2024-06-25T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.73
2024-06-25T05:00:00-05:00,2024-06-25T10:00:00+00:00,2024-06-25T06:00:00-05:00,2024-06-25T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.47
2024-06-25T06:00:00-05:00,2024-06-25T11:00:00+00:00,2024-06-25T07:00:00-05:00,2024-06-25T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.79
2024-06-25T07:00:00-05:00,2024-06-25T12:00:00+00:00,2024-06-25T08:00:00-05:00,2024-06-25T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.67
2024-06-25T08:00:00-05:00,2024-06-25T13:00:00+00:00,2024-06-25T09:00:00-05:00,2024-06-25T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.57
2024-06-25T09:00:00-05:00,2024-06-25T14:00:00+00:00,2024-06-25T10:00:00-05:00,2024-06-25T15:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,13.82
2024-06-25T10:00:00-05:00,2024-06-25T15:00:00+00:00,2024-06-25T11:00:00-05:00,2024-06-25T16:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.98
2024-06-25T11:00:00-05:00,2024-06-25T16:00:00+00:00,2024-06-25T12:00:00-05:00,2024-06-25T17:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,23.27
2024-06-25T12:00:00-05:00,2024-06-25T17:00:00+00:00,2024-06-25T13:00:00-05:00,2024-06-25T18:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,27.75
2024-06-25T13:00:00-05:00,2024-06-25T18:00:00+00:00,2024-06-25T14:00:00-05:00,2024-06-25T19:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,32.27
2024-06-25T14:00:00-05:00,2024-06-25T19:00:00+00:00,2024-06-25T15:00:00-05:00,2024-06-25T20:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,34.54
2024-06-25T15:00:00-05:00,2024-06-25T20:00:00+00:00,2024-06-25T16:00:00-05:00,2024-06-25T21:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,38.14
2024-06-25T16:00:00-05:00,2024-06-25T21:00:00+00:00,2024-06-25T17:00:00-05:00,2024-06-25T22:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,46.37
2024-06-25T17:00:00-05:00,2024-06-25T22:00:00+00:00,2024-06-25T18:00:00-05:00,2024-06-25T23:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,45.53
2024-06-25T18:00:00-05:00,2024-06-25T23:00:00+00:00,2024-06-25T19:00:00-05:00,2024-06-26T00:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,46.47
2024-06-25T19:00:00-05:00,2024-06-26T00:00:00+00:00,2024-06-25T20:00:00-05:00,2024-06-26T01:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,86.37
2024-06-25T20:00:00-05:00,2024-06-26T01:00:00+00:00,2024-06-25T21:00:00-05:00,2024-06-26T02:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,71.15
2024-06-25T21:00:00-05:00,2024-06-26T02:00:00+00:00,2024-06-25T22:00:00-05:00,2024-06-26T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,31.02
2024-06-25T22:00:00-05:00,2024-06-26T03:00:00+00:00,2024-06-25T23:00:00-05:00,2024-06-26T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,27.46
2024-06-25T23:00:00-05:00,2024-06-26T04:00:00+00:00,2024-06-26T00:00:00-05:00,2024-06-26T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,22.44
2024-06-26T00:00:00-05:00,2024-06-26T05:00:00+00:00,2024-06-26T01:00:00-05:00,2024-06-26T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.74
2024-06-26T01:00:00-05:00,2024-06-26T06:00:00+00:00,2024-06-26T02:00:00-05:00,2024-06-26T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.91
2024-06-26T02:00:00-05:00,2024-06-26T07:00:00+00:00,2024-06-26T03:00:00-05:00,2024-06-26T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.5
2024-06-26T03:00:00-05:00,2024-06-26T08:00:00+00:00,2024-06-26T04:00:00-05:00,2024-06-26T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.17
2024-06-26T04:00:00-05:00,2024-06-26T09:00:00+00:00,2024-06-26T05:00:00-05:00,2024-06-26T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.08
2024-06-26T05:00:00-05:00,2024-06-26T10:00:00+00:00,2024-06-26T06:00:00-05:00,2024-06-26T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.69
2024-06-26T06:00:00-05:00,2024-06-26T11:00:00+00:00,2024-06-26T07:00:00-05:00,2024-06-26T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.7
2024-06-26T07:00:00-05:00,2024-06-26T12:00:00+00:00,2024-06-26T08:00:00-05:00,2024-06-26T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.25
2024-06-26T08:00:00-05:00,2024-06-26T13:00:00+00:00,2024-06-26T09:00:00-05:00,2024-06-26T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.45
2024-06-26T09:00:00-05:00,2024-06-26T14:00:00+00:00,2024-06-26T10:00:00-05:00,2024-06-26T15:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.91
2024-06-26T10:00:00-05:00,2024-06-26T15:00:00+00:00,2024-06-26T11:00:00-05:00,2024-06-26T16:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,26.77
2024-06-26T11:00:00-05:00,2024-06-26T16:00:00+00:00,2024-06-26T12:00:00-05:00,2024-06-26T17:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,33.03
2024-06-26T12:00:00-05:00,2024-06-26T17:00:00+00:00,2024-06-26T13:00:00-05:00,2024-06-26T18:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,40.15
2024-06-26T13:00:00-05:00,2024-06-26T18:00:00+00:00,2024-06-26T14:00:00-05:00,2024-06-26T19:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,50.54
2024-06-26T14:00:00-05:00,2024-06-26T19:00:00+00:00,2024-06-26T15:00:00-05:00,2024-06-26T20:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,61.76
2024-06-26T15:00:00-05:00,2024-06-26T20:00:00+00:00,2024-06-26T16:00:00-05:00,2024-06-26T21:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,63.74
2024-06-26T16:00:00-05:00,2024-06-26T21:00:00+00:00,2024-06-26T17:00:00-05:00,2024-06-26T22:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,65.02
2024-06-26T17:00:00-05:00,2024-06-26T22:00:00+00:00,2024-06-26T18:00:00-05:00,2024-06-26T23:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,60.37
2024-06-26T18:00:00-05:00,2024-06-26T23:00:00+00:00,2024-06-26T19:00:00-05:00,2024-06-27T00:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,59.72
2024-06-26T19:00:00-05:00,2024-06-27T00:00:00+00:00,2024-06-26T20:00:00-05:00,2024-06-27T01:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,149.54
2024-06-26T20:00:00-05:00,2024-06-27T01:00:00+00:00,2024-06-26T21:00:00-05:00,2024-06-27T02:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,136.17
2024-06-26T21:00:00-05:00,2024-06-27T02:00:00+00:00,2024-06-26T22:00:00-05:00,2024-06-27T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,59.01
2024-06-26T22:00:00-05:00,2024-06-27T03:00:00+00:00,2024-06-26T23:00:00-05:00,2024-06-27T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,34.95
2024-06-26T23:00:00-05:00,2024-06-27T04:00:00+00:00,2024-06-27T00:00:00-05:00,2024-06-27T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,28.52
2024-06-27T00:00:00-05:00,2024-06-27T05:00:00+00:00,2024-06-27T01:00:00-05:00,2024-06-27T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,27.74
2024-06-27T01:00:00-05:00,2024-06-27T06:00:00+00:00,2024-06-27T02:00:00-05:00,2024-06-27T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,24.72
2024-06-27T02:00:00-05:00,2024-06-27T07:00:00+00:00,2024-06-27T03:00:00-05:00,2024-06-27T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,22.59
2024-06-27T03:00:00-05:00,2024-06-27T08:00:00+00:00,2024-06-27T04:00:00-05:00,2024-06-27T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,22.41
2024-06-27T04:00:00-05:00,2024-06-27T09:00:00+00:00,2024-06-27T05:00:00-05:00,2024-06-27T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,23.87
2024-06-27T05:00:00-05:00,2024-06-27T10:00:00+00:00,2024-06-27T06:00:00-05:00,2024-06-27T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,25.6
2024-06-27T06:00:00-05:00,2024-06-27T11:00:00+00:00,2024-06-27T07:00:00-05:00,2024-06-27T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,26.14
2024-06-27T07:00:00-05:00,2024-06-27T12:00:00+00:00,2024-06-27T08:00:00-05:00,2024-06-27T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,24.54
2024-06-27T08:00:00-05:00,2024-06-27T13:00:00+00:00,2024-06-27T09:00:00-05:00,2024-06-27T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,21.78
2024-06-27T09:00:00-05:00,2024-06-27T14:00:00+00:00,2024-06-27T10:00:00-05:00,2024-06-27T15:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,21.19
2024-06-27T10:00:00-05:00,2024-06-27T15:00:00+00:00,2024-06-27T11:00:00-05:00,2024-06-27T16:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,27.9
2024-06-27T11:00:00-05:00,2024-06-27T16:00:00+00:00,2024-06-27T12:00:00-05:00,2024-06-27T17:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,33.47
2024-06-27T12:00:00-05:00,2024-06-27T17:00:00+00:00,2024-06-27T13:00:00-05:00,2024-06-27T18:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,40.86
2024-06-27T13:00:00-05:00,2024-06-27T18:00:00+00:00,2024-06-27T14:00:00-05:00,2024-06-27T19:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,51.99
2024-06-27T14:00:00-05:00,2024-06-27T19:00:00+00:00,2024-06-27T15:00:00-05:00,2024-06-27T20:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,55.2
2024-06-27T15:00:00-05:00,2024-06-27T20:00:00+00:00,2024-06-27T16:00:00-05:00,2024-06-27T21:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,55.97
2024-06-27T16:00:00-05:00,2024-06-27T21:00:00+00:00,2024-06-27T17:00:00-05:00,2024-06-27T22:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,53.17
2024-06-27T17:00:00-05:00,2024-06-27T22:00:00+00:00,2024-06-27T18:00:00-05:00,2024-06-27T23:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,42.96
2024-06-27T18:00:00-05:00,2024-06-27T23:00:00+00:00,2024-06-27T19:00:00-05:00,2024-06-28T00:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,43.21
2024-06-27T19:00:00-05:00,2024-06-28T00:00:00+00:00,2024-06-27T20:00:00-05:00,2024-06-28T01:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,59.27
2024-06-27T20:00:00-05:00,2024-06-28T01:00:00+00:00,2024-06-27T21:00:00-05:00,2024-06-28T02:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,50.3
2024-06-27T21:00:00-05:00,2024-06-28T02:00:00+00:00,2024-06-27T22:00:00-05:00,2024-06-28T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,31.79
2024-06-27T22:00:00-05:00,2024-06-28T03:00:00+00:00,2024-06-27T23:00:00-05:00,2024-06-28T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,28.44
2024-06-27T23:00:00-05:00,2024-06-28T04:00:00+00:00,2024-06-28T00:00:00-05:00,2024-06-28T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,22.03
2024-06-28T00:00:00-05:00,2024-06-28T05:00:00+00:00,2024-06-28T01:00:00-05:00,2024-06-28T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.96
2024-06-28T01:00:00-05:00,2024-06-28T06:00:00+00:00,2024-06-28T02:00:00-05:00,2024-06-28T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,18.42
2024-06-28T02:00:00-05:00,2024-06-28T07:00:00+00:00,2024-06-28T03:00:00-05:00,2024-06-28T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.02
2024-06-28T03:00:00-05:00,2024-06-28T08:00:00+00:00,2024-06-28T04:00:00-05:00,2024-06-28T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.86
2024-06-28T04:00:00-05:00,2024-06-28T09:00:00+00:00,2024-06-28T05:00:00-05:00,2024-06-28T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.36
2024-06-28T05:00:00-05:00,2024-06-28T10:00:00+00:00,2024-06-28T06:00:00-05:00,2024-06-28T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.04
2024-06-28T06:00:00-05:00,2024-06-28T11:00:00+00:00,2024-06-28T07:00:00-05:00,2024-06-28T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.91
2024-06-28T07:00:00-05:00,2024-06-28T12:00:00+00:00,2024-06-28T08:00:00-05:00,2024-06-28T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.89
2024-06-28T08:00:00-05:00,2024-06-28T13:00:00+00:00,2024-06-28T09:00:00-05:00,2024-06-28T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.53
2024-06-28T09:00:00-05:00,2024-06-28T14:00:00+00:00,2024-06-28T10:00:00-05:00,2024-06-28T15:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.75
2024-06-28T10:00:00-05:00,2024-06-28T15:00:00+00:00,2024-06-28T11:00:00-05:00,2024-06-28T16:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.94
2024-06-28T11:00:00-05:00,2024-06-28T16:00:00+00:00,2024-06-28T12:00:00-05:00,2024-06-28T17:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,22.23
2024-06-28T12:00:00-05:00,2024-06-28T17:00:00+00:00,2024-06-28T13:00:00-05:00,2024-06-28T18:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,28.0
2024-06-28T13:00:00-05:00,2024-06-28T18:00:00+00:00,2024-06-28T14:00:00-05:00,2024-06-28T19:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,32.84
2024-06-28T14:00:00-05:00,2024-06-28T19:00:00+00:00,2024-06-28T15:00:00-05:00,2024-06-28T20:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,36.32
2024-06-28T15:00:00-05:00,2024-06-28T20:00:00+00:00,2024-06-28T16:00:00-05:00,2024-06-28T21:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,41.87
2024-06-28T16:00:00-05:00,2024-06-28T21:00:00+00:00,2024-06-28T17:00:00-05:00,2024-06-28T22:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,40.15
2024-06-28T17:00:00-05:00,2024-06-28T22:00:00+00:00,2024-06-28T18:00:00-05:00,2024-06-28T23:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,36.77
2024-06-28T18:00:00-05:00,2024-06-28T23:00:00+00:00,2024-06-28T19:00:00-05:00,2024-06-29T00:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,29.75
2024-06-28T19:00:00-05:00,2024-06-29T00:00:00+00:00,2024-06-28T20:00:00-05:00,2024-06-29T01:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,44.48
2024-06-28T20:00:00-05:00,2024-06-29T01:00:00+00:00,2024-06-28T21:00:00-05:00,2024-06-29T02:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,36.72
2024-06-28T21:00:00-05:00,2024-06-29T02:00:00+00:00,2024-06-28T22:00:00-05:00,2024-06-29T03:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,25.78
2024-06-28T22:00:00-05:00,2024-06-29T03:00:00+00:00,2024-06-28T23:00:00-05:00,2024-06-29T04:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,24.06
2024-06-28T23:00:00-05:00,2024-06-29T04:00:00+00:00,2024-06-29T00:00:00-05:00,2024-06-29T05:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,19.11
2024-06-29T00:00:00-05:00,2024-06-29T05:00:00+00:00,2024-06-29T01:00:00-05:00,2024-06-29T06:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,20.79
2024-06-29T01:00:00-05:00,2024-06-29T06:00:00+00:00,2024-06-29T02:00:00-05:00,2024-06-29T07:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.8
2024-06-29T02:00:00-05:00,2024-06-29T07:00:00+00:00,2024-06-29T03:00:00-05:00,2024-06-29T08:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.16
2024-06-29T03:00:00-05:00,2024-06-29T08:00:00+00:00,2024-06-29T04:00:00-05:00,2024-06-29T09:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.81
2024-06-29T04:00:00-05:00,2024-06-29T09:00:00+00:00,2024-06-29T05:00:00-05:00,2024-06-29T10:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,15.25
2024-06-29T05:00:00-05:00,2024-06-29T10:00:00+00:00,2024-06-29T06:00:00-05:00,2024-06-29T11:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.29
2024-06-29T06:00:00-05:00,2024-06-29T11:00:00+00:00,2024-06-29T07:00:00-05:00,2024-06-29T12:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,17.29
2024-06-29T07:00:00-05:00,2024-06-29T12:00:00+00:00,2024-06-29T08:00:00-05:00,2024-06-29T13:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,16.61
2024-06-29T08:00:00-05:00,2024-06-29T13:00:00+00:00,2024-06-29T09:00:00-05:00,2024-06-29T14:00:00+00:00,HB_HOUSTON,Trading Hub,DAY_AHEAD_HOURLY,14.63
