interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,pnode,lmp,energy,congestion,loss
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEC,Settlement Location,SOUC,28.285,25.862,1.6964,0.7266
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_CSWS,Settlement Location,CSWS_AECC_LA,27.5056,25.862,1.0927,0.5509
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_ELKINS,Settlement Location,CSWSELKINSUNELKINS_RA,27.1642,25.862,1.0626,0.2396
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FITZHUGH,Settlement Location,CSWSFITZHUGHPLT1,27.6614,25.8619,1.0817,0.7178
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FLTCREEK,Settlement Location,CSWSFLINTCRKUN1_JOU_AECC_RA,26.889,25.862,1.1401,-0.1131
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FULTON,Settlement Location,CSWSFULTON_CUNFULT_RA,27.2068,25.862,0.9564,0.3884
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_HYDRO13,Settlement Location,CSWSLD13UN1_RA,27.0035,25.8619,1.0,0.1416
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_JWTURK,Settlement Location,CSWSTURK_PPUNTURK_AECC_RA,26.9851,25.862,0.8384,0.2847
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECI,Interface,AECI,28.1945,25.8619,1.6994,0.6332
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEPM_CSWS,Settlement Location,CSWS_LA,26.8524,25.8619,0.7444,0.2461
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,ALTW,Interface,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AMRN,Interface,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,ANTELOPE,Settlement Location,SPSANTELOPEUNANT1_RA,12.5563,25.862,-7.9707,-5.335
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BBA,Settlement Location,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BCA,Settlement Location,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BEPM_RM_NPPD,Settlement Location,NPPD_BEPM_RUSHMORE_LA,34.5784,25.862,5.6061,3.1103
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BEPM_TS_NPPD,Settlement Location,NPPD_BEPM_TRISTATE_LA,33.2322,25.862,8.6269,-1.2567
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BLKW,Interface,BLKW,7.1034,25.862,-12.9891,-5.7695
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BLUECANYON2,Settlement Location,WFECBLUCAN14UNUN2_BLUCAN14_RA,23.4813,25.862,-0.379,-2.0017
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BLUECANYON5,Settlement Location,WFECCHERRYRDUNBLUCAN5_WND_RA,24.2506,25.862,-0.2937,-1.3177
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BLUECANYON6,Settlement Location,WFECSLCKHILSUNBLUCAN6_WIND_RA,23.5072,25.862,-0.379,-1.9758
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BRAZ,Settlement Location,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BUBA,Settlement Location,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,BUFFALO_DUNES_WIND,Settlement Location,SPSFINNEY1UNBUFFDUNE_WIND_RA,22.4403,25.862,-0.7906,-2.6311
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANADIAN_HILLS_1,Settlement Location,OKGECIMARRONUNCANADN1_WIND_RA,24.1736,25.862,-0.2941,-1.3943
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANADIAN_HILLS_2,Settlement Location,OKGECIMARRONUNCANADN2_WIND_RA,24.1736,25.862,-0.2941,-1.3943
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANADIAN_HILLS_3,Settlement Location,GRDACMRN_GRDLDCANADN3_WIND_RA,24.1736,25.862,-0.2941,-1.3943
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANADIAN_HILLS_4,Settlement Location,OKGECIMARRONUNCANADN4_WIND_RA,24.1736,25.862,-0.2941,-1.3943
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANADIAN_HILLS_5,Settlement Location,OKGECIMARRONUNCANADN5_WIND_RA,24.1736,25.862,-0.2941,-1.3943
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CANEY_RIVER_WINDPOWER,Settlement Location,WRCAN_RIVRUNCANEY_WIND_RA,24.4013,25.862,-0.5503,-0.9104
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CASS_CO_1,Settlement Location,OPPDCASSCNTYUN1_RA,26.8509,25.862,0.3118,0.6771
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CASS_CO_2,Settlement Location,OPPDCASSCNTYUN2_RA,26.8509,25.862,0.3118,0.6771
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CLEC,Interface,MISO,28.8004,25.862,1.7797,1.1587
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,COFFEYVILLE_7,Settlement Location,GRDACOFFEYGRUN7_RA,25.8971,25.862,0.0333,0.0018
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,COWP,Settlement Location,COWP_LA,28.6321,25.862,1.99,0.7801
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,COWP_GEN1,Settlement Location,WRW_PLAINGUNCOWP_GEN1_RA,28.6321,25.862,1.99,0.7801
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,COWP_GEN2,Settlement Location,WRW_PLAINGUNCOWP_GEN2_RA,28.6321,25.862,1.99,0.7801
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CPLE,Settlement Location,VACS,28.3479,25.8621,1.7404,0.7454
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CPLW,Settlement Location,VACS,28.3479,25.8621,1.7404,0.7454
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CROSSROADS1,Settlement Location,MPSCRSRD_EXUNCROSSROADS1_RA,28.1311,25.862,1.6144,0.6547
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CROSSROADS2,Settlement Location,MPSCRSRD_EXUNCROSSROADS2_RA,28.1311,25.862,1.6144,0.6547
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CROSSROADS3,Settlement Location,MPSCRSRD_EXUNCROSSROADS3_RA,28.1311,25.862,1.6144,0.6547
2022-12-31T18:00:00-06:00,2023-01-01T00:00:00+00:00,2022-12-31T19:00:00-06:00,2023-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CROSSROADS4,Settlement Location,MPSCRSRD_EXUNCROSSROADS4_RA,28.1311,25.862,1.6144,0.6547
