interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,solar
2023-01-01T00:00:00-08:00,2023-01-01T08:00:00+00:00,2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,CAISO,378.26986
2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,2025-01-01T00:00:00-08:00,2025-01-01T08:00:00+00:00,CAISO,16578.66246
