interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-12-31T00:00:00-08:00,2023-12-31T08:00:00+00:00,2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,TH_SP15_GEN-APND,45.1473534375
2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,2024-01-02T00:00:00-08:00,2024-01-02T08:00:00+00:00,TH_SP15_GEN-APND,36.1216766666667
2024-01-02T00:00:00-08:00,2024-01-02T08:00:00+00:00,2024-01-03T00:00:00-08:00,2024-01-03T08:00:00+00:00,TH_SP15_GEN-APND,43.9963817708333
2024-01-03T00:00:00-08:00,2024-01-03T08:00:00+00:00,2024-01-04T00:00:00-08:00,2024-01-04T08:00:00+00:00,TH_SP15_GEN-APND,53.8903645833333
2024-01-04T00:00:00-08:00,2024-01-04T08:00:00+00:00,2024-01-05T00:00:00-08:00,2024-01-05T08:00:00+00:00,TH_SP15_GEN-APND,52.202888125
2024-01-05T00:00:00-08:00,2024-01-05T08:00:00+00:00,2024-01-06T00:00:00-08:00,2024-01-06T08:00:00+00:00,TH_SP15_GEN-APND,57.0462355208333
2024-01-06T00:00:00-08:00,2024-01-06T08:00:00+00:00,2024-01-07T00:00:00-08:00,2024-01-07T08:00:00+00:00,TH_SP15_GEN-APND,55.528069375
2024-01-07T00:00:00-08:00,2024-01-07T08:00:00+00:00,2024-01-08T00:00:00-08:00,2024-01-08T08:00:00+00:00,TH_SP15_GEN-APND,52.8357009375
2024-01-08T00:00:00-08:00,2024-01-08T08:00:00+00:00,2024-01-09T00:00:00-08:00,2024-01-09T08:00:00+00:00,TH_SP15_GEN-APND,94.2071923958333
2024-01-09T00:00:00-08:00,2024-01-09T08:00:00+00:00,2024-01-10T00:00:00-08:00,2024-01-10T08:00:00+00:00,TH_SP15_GEN-APND,43.162260625
2024-01-10T00:00:00-08:00,2024-01-10T08:00:00+00:00,2024-01-11T00:00:00-08:00,2024-01-11T08:00:00+00:00,TH_SP15_GEN-APND,57.1468721875
2024-01-11T00:00:00-08:00,2024-01-11T08:00:00+00:00,2024-01-12T00:00:00-08:00,2024-01-12T08:00:00+00:00,TH_SP15_GEN-APND,54.4677713541667
2024-01-12T00:00:00-08:00,2024-01-12T08:00:00+00:00,2024-01-13T00:00:00-08:00,2024-01-13T08:00:00+00:00,TH_SP15_GEN-APND,63.4559901041667
