interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_id,location_short_name,location_type,lmp,energy,congestion,loss
2024-05-31T20:00:00-04:00,2024-06-01T00:00:00+00:00,2024-05-31T21:00:00-04:00,2024-06-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,29.313421,28.6,1.580789,-0.867368
2024-05-31T21:00:00-04:00,2024-06-01T01:00:00+00:00,2024-05-31T22:00:00-04:00,2024-06-01T02:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,26.492368,25.75,1.381316,-0.638948
2024-05-31T22:00:00-04:00,2024-06-01T02:00:00+00:00,2024-05-31T23:00:00-04:00,2024-06-01T03:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,22.723684,22.07,1.22,-0.566316
2024-05-31T23:00:00-04:00,2024-06-01T03:00:00+00:00,2024-06-01T00:00:00-04:00,2024-06-01T04:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,17.411316,16.81,1.040263,-0.438947
2024-06-01T00:00:00-04:00,2024-06-01T04:00:00+00:00,2024-06-01T01:00:00-04:00,2024-06-01T05:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,12.668684,12.52,0.462368,-0.313684
2024-06-01T01:00:00-04:00,2024-06-01T05:00:00+00:00,2024-06-01T02:00:00-04:00,2024-06-01T06:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,12.901579,12.72,0.457105,-0.275526
2024-06-01T02:00:00-04:00,2024-06-01T06:00:00+00:00,2024-06-01T03:00:00-04:00,2024-06-01T07:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,11.306842,11.14,0.363684,-0.196842
2024-06-01T03:00:00-04:00,2024-06-01T07:00:00+00:00,2024-06-01T04:00:00-04:00,2024-06-01T08:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,12.152895,11.97,0.387105,-0.20421
2024-06-01T04:00:00-04:00,2024-06-01T08:00:00+00:00,2024-06-01T05:00:00-04:00,2024-06-01T09:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,11.595,11.37,0.426579,-0.201579
2024-06-01T05:00:00-04:00,2024-06-01T09:00:00+00:00,2024-06-01T06:00:00-04:00,2024-06-01T10:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,12.186579,11.97,0.497105,-0.280526
