interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,wind
2022-01-01T00:00:00-05:00,2022-01-01T05:00:00+00:00,2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,513256.0
2023-01-01T00:00:00-05:00,2023-01-01T05:00:00+00:00,2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,1007150160.0
2024-01-01T00:00:00-05:00,2024-01-01T05:00:00+00:00,2025-01-01T00:00:00-05:00,2025-01-01T05:00:00+00:00,1182212493.0
