interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-05-31T00:00:00-04:00,2023-05-31T04:00:00+00:00,2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,.H.INTERNAL_HUB,28.2325
2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,2023-06-02T00:00:00-04:00,2023-06-02T04:00:00+00:00,.H.INTERNAL_HUB,46.4270833333333
2023-06-02T00:00:00-04:00,2023-06-02T04:00:00+00:00,2023-06-03T00:00:00-04:00,2023-06-03T04:00:00+00:00,.H.INTERNAL_HUB,40.445
2023-06-03T00:00:00-04:00,2023-06-03T04:00:00+00:00,2023-06-04T00:00:00-04:00,2023-06-04T04:00:00+00:00,.H.INTERNAL_HUB,25.5795833333333
2023-06-04T00:00:00-04:00,2023-06-04T04:00:00+00:00,2023-06-05T00:00:00-04:00,2023-06-05T04:00:00+00:00,.H.INTERNAL_HUB,22.9595833333333
2023-06-05T00:00:00-04:00,2023-06-05T04:00:00+00:00,2023-06-06T00:00:00-04:00,2023-06-06T04:00:00+00:00,.H.INTERNAL_HUB,24.54875
2023-06-06T00:00:00-04:00,2023-06-06T04:00:00+00:00,2023-06-07T00:00:00-04:00,2023-06-07T04:00:00+00:00,.H.INTERNAL_HUB,24.9191666666667
2023-06-07T00:00:00-04:00,2023-06-07T04:00:00+00:00,2023-06-08T00:00:00-04:00,2023-06-08T04:00:00+00:00,.H.INTERNAL_HUB,23.5395833333333
2023-06-08T00:00:00-04:00,2023-06-08T04:00:00+00:00,2023-06-09T00:00:00-04:00,2023-06-09T04:00:00+00:00,.H.INTERNAL_HUB,22.8433333333333
2023-06-09T00:00:00-04:00,2023-06-09T04:00:00+00:00,2023-06-10T00:00:00-04:00,2023-06-10T04:00:00+00:00,.H.INTERNAL_HUB,24.15625
2023-06-10T00:00:00-04:00,2023-06-10T04:00:00+00:00,2023-06-11T00:00:00-04:00,2023-06-11T04:00:00+00:00,.H.INTERNAL_HUB,24.645
2023-06-11T00:00:00-04:00,2023-06-11T04:00:00+00:00,2023-06-12T00:00:00-04:00,2023-06-12T04:00:00+00:00,.H.INTERNAL_HUB,22.4279166666667
2023-06-12T00:00:00-04:00,2023-06-12T04:00:00+00:00,2023-06-13T00:00:00-04:00,2023-06-13T04:00:00+00:00,.H.INTERNAL_HUB,27.0420833333333
2023-06-13T00:00:00-04:00,2023-06-13T04:00:00+00:00,2023-06-14T00:00:00-04:00,2023-06-14T04:00:00+00:00,.H.INTERNAL_HUB,26.9575
2023-06-14T00:00:00-04:00,2023-06-14T04:00:00+00:00,2023-06-15T00:00:00-04:00,2023-06-15T04:00:00+00:00,.H.INTERNAL_HUB,24.2483333333333
2023-06-15T00:00:00-04:00,2023-06-15T04:00:00+00:00,2023-06-16T00:00:00-04:00,2023-06-16T04:00:00+00:00,.H.INTERNAL_HUB,25.0554166666667
2023-06-16T00:00:00-04:00,2023-06-16T04:00:00+00:00,2023-06-17T00:00:00-04:00,2023-06-17T04:00:00+00:00,.H.INTERNAL_HUB,25.6679166666667
2023-06-17T00:00:00-04:00,2023-06-17T04:00:00+00:00,2023-06-18T00:00:00-04:00,2023-06-18T04:00:00+00:00,.H.INTERNAL_HUB,23.0333333333333
2023-06-18T00:00:00-04:00,2023-06-18T04:00:00+00:00,2023-06-19T00:00:00-04:00,2023-06-19T04:00:00+00:00,.H.INTERNAL_HUB,21.2479166666667
2023-06-19T00:00:00-04:00,2023-06-19T04:00:00+00:00,2023-06-20T00:00:00-04:00,2023-06-20T04:00:00+00:00,.H.INTERNAL_HUB,22.8795833333333
2023-06-20T00:00:00-04:00,2023-06-20T04:00:00+00:00,2023-06-21T00:00:00-04:00,2023-06-21T04:00:00+00:00,.H.INTERNAL_HUB,23.2520833333333
2023-06-21T00:00:00-04:00,2023-06-21T04:00:00+00:00,2023-06-22T00:00:00-04:00,2023-06-22T04:00:00+00:00,.H.INTERNAL_HUB,26.4570833333333
2023-06-22T00:00:00-04:00,2023-06-22T04:00:00+00:00,2023-06-23T00:00:00-04:00,2023-06-23T04:00:00+00:00,.H.INTERNAL_HUB,24.0641666666667
2023-06-23T00:00:00-04:00,2023-06-23T04:00:00+00:00,2023-06-24T00:00:00-04:00,2023-06-24T04:00:00+00:00,.H.INTERNAL_HUB,37.64875
2023-06-24T00:00:00-04:00,2023-06-24T04:00:00+00:00,2023-06-25T00:00:00-04:00,2023-06-25T04:00:00+00:00,.H.INTERNAL_HUB,44.7279166666667
2023-06-25T00:00:00-04:00,2023-06-25T04:00:00+00:00,2023-06-26T00:00:00-04:00,2023-06-26T04:00:00+00:00,.H.INTERNAL_HUB,54.6316666666667
2023-06-26T00:00:00-04:00,2023-06-26T04:00:00+00:00,2023-06-27T00:00:00-04:00,2023-06-27T04:00:00+00:00,.H.INTERNAL_HUB,63.16
2023-06-27T00:00:00-04:00,2023-06-27T04:00:00+00:00,2023-06-28T00:00:00-04:00,2023-06-28T04:00:00+00:00,.H.INTERNAL_HUB,62.6529166666667
2023-06-28T00:00:00-04:00,2023-06-28T04:00:00+00:00,2023-06-29T00:00:00-04:00,2023-06-29T04:00:00+00:00,.H.INTERNAL_HUB,70.06375
2023-06-29T00:00:00-04:00,2023-06-29T04:00:00+00:00,2023-06-30T00:00:00-04:00,2023-06-30T04:00:00+00:00,.H.INTERNAL_HUB,56.31375
2023-06-30T00:00:00-04:00,2023-06-30T04:00:00+00:00,2023-07-01T00:00:00-04:00,2023-07-01T04:00:00+00:00,.H.INTERNAL_HUB,43.9954166666667
2023-07-01T00:00:00-04:00,2023-07-01T04:00:00+00:00,2023-07-02T00:00:00-04:00,2023-07-02T04:00:00+00:00,.H.INTERNAL_HUB,35.32
2023-07-02T00:00:00-04:00,2023-07-02T04:00:00+00:00,2023-07-03T00:00:00-04:00,2023-07-03T04:00:00+00:00,.H.INTERNAL_HUB,31.3470833333333
2023-07-03T00:00:00-04:00,2023-07-03T04:00:00+00:00,2023-07-04T00:00:00-04:00,2023-07-04T04:00:00+00:00,.H.INTERNAL_HUB,43.6141666666667
2023-07-04T00:00:00-04:00,2023-07-04T04:00:00+00:00,2023-07-05T00:00:00-04:00,2023-07-05T04:00:00+00:00,.H.INTERNAL_HUB,35.7070833333333
2023-07-05T00:00:00-04:00,2023-07-05T04:00:00+00:00,2023-07-06T00:00:00-04:00,2023-07-06T04:00:00+00:00,.H.INTERNAL_HUB,64.2254166666667
2023-07-06T00:00:00-04:00,2023-07-06T04:00:00+00:00,2023-07-07T00:00:00-04:00,2023-07-07T04:00:00+00:00,.H.INTERNAL_HUB,84.6116666666667
2023-07-07T00:00:00-04:00,2023-07-07T04:00:00+00:00,2023-07-08T00:00:00-04:00,2023-07-08T04:00:00+00:00,.H.INTERNAL_HUB,67.41
2023-07-08T00:00:00-04:00,2023-07-08T04:00:00+00:00,2023-07-09T00:00:00-04:00,2023-07-09T04:00:00+00:00,.H.INTERNAL_HUB,42.67625
2023-07-09T00:00:00-04:00,2023-07-09T04:00:00+00:00,2023-07-10T00:00:00-04:00,2023-07-10T04:00:00+00:00,.H.INTERNAL_HUB,37.7270833333333
2023-07-10T00:00:00-04:00,2023-07-10T04:00:00+00:00,2023-07-11T00:00:00-04:00,2023-07-11T04:00:00+00:00,.H.INTERNAL_HUB,30.9283333333333
2023-07-11T00:00:00-04:00,2023-07-11T04:00:00+00:00,2023-07-12T00:00:00-04:00,2023-07-12T04:00:00+00:00,.H.INTERNAL_HUB,28.3933333333333
2023-07-12T00:00:00-04:00,2023-07-12T04:00:00+00:00,2023-07-13T00:00:00-04:00,2023-07-13T04:00:00+00:00,.H.INTERNAL_HUB,40.8070833333333
2023-07-13T00:00:00-04:00,2023-07-13T04:00:00+00:00,2023-07-14T00:00:00-04:00,2023-07-14T04:00:00+00:00,.H.INTERNAL_HUB,33.1983333333333
2023-07-14T00:00:00-04:00,2023-07-14T04:00:00+00:00,2023-07-15T00:00:00-04:00,2023-07-15T04:00:00+00:00,.H.INTERNAL_HUB,37.7908333333333
2023-07-15T00:00:00-04:00,2023-07-15T04:00:00+00:00,2023-07-16T00:00:00-04:00,2023-07-16T04:00:00+00:00,.H.INTERNAL_HUB,38.4204166666667
2023-07-16T00:00:00-04:00,2023-07-16T04:00:00+00:00,2023-07-17T00:00:00-04:00,2023-07-17T04:00:00+00:00,.H.INTERNAL_HUB,28.9929166666667
2023-07-17T00:00:00-04:00,2023-07-17T04:00:00+00:00,2023-07-18T00:00:00-04:00,2023-07-18T04:00:00+00:00,.H.INTERNAL_HUB,53.4466666666667
2023-07-18T00:00:00-04:00,2023-07-18T04:00:00+00:00,2023-07-19T00:00:00-04:00,2023-07-19T04:00:00+00:00,.H.INTERNAL_HUB,37.4929166666667
2023-07-19T00:00:00-04:00,2023-07-19T04:00:00+00:00,2023-07-20T00:00:00-04:00,2023-07-20T04:00:00+00:00,.H.INTERNAL_HUB,34.2383333333333
2023-07-20T00:00:00-04:00,2023-07-20T04:00:00+00:00,2023-07-21T00:00:00-04:00,2023-07-21T04:00:00+00:00,.H.INTERNAL_HUB,30.7595833333333
2023-07-21T00:00:00-04:00,2023-07-21T04:00:00+00:00,2023-07-22T00:00:00-04:00,2023-07-22T04:00:00+00:00,.H.INTERNAL_HUB,28.87
2023-07-22T00:00:00-04:00,2023-07-22T04:00:00+00:00,2023-07-23T00:00:00-04:00,2023-07-23T04:00:00+00:00,.H.INTERNAL_HUB,26.12
2023-07-23T00:00:00-04:00,2023-07-23T04:00:00+00:00,2023-07-24T00:00:00-04:00,2023-07-24T04:00:00+00:00,.H.INTERNAL_HUB,25.5108333333333
2023-07-24T00:00:00-04:00,2023-07-24T04:00:00+00:00,2023-07-25T00:00:00-04:00,2023-07-25T04:00:00+00:00,.H.INTERNAL_HUB,32.6241666666667
2023-07-25T00:00:00-04:00,2023-07-25T04:00:00+00:00,2023-07-26T00:00:00-04:00,2023-07-26T04:00:00+00:00,.H.INTERNAL_HUB,40.2958333333333
2023-07-26T00:00:00-04:00,2023-07-26T04:00:00+00:00,2023-07-27T00:00:00-04:00,2023-07-27T04:00:00+00:00,.H.INTERNAL_HUB,49.825
2023-07-27T00:00:00-04:00,2023-07-27T04:00:00+00:00,2023-07-28T00:00:00-04:00,2023-07-28T04:00:00+00:00,.H.INTERNAL_HUB,80.33125
2023-07-28T00:00:00-04:00,2023-07-28T04:00:00+00:00,2023-07-29T00:00:00-04:00,2023-07-29T04:00:00+00:00,.H.INTERNAL_HUB,91.9683333333333
2023-07-29T00:00:00-04:00,2023-07-29T04:00:00+00:00,2023-07-30T00:00:00-04:00,2023-07-30T04:00:00+00:00,.H.INTERNAL_HUB,48.7679166666667
2023-07-30T00:00:00-04:00,2023-07-30T04:00:00+00:00,2023-07-31T00:00:00-04:00,2023-07-31T04:00:00+00:00,.H.INTERNAL_HUB,28.525
2023-07-31T00:00:00-04:00,2023-07-31T04:00:00+00:00,2023-08-01T00:00:00-04:00,2023-08-01T04:00:00+00:00,.H.INTERNAL_HUB,22.48625
2023-08-01T00:00:00-04:00,2023-08-01T04:00:00+00:00,2023-08-02T00:00:00-04:00,2023-08-02T04:00:00+00:00,.H.INTERNAL_HUB,31.5766666666667
2023-08-02T00:00:00-04:00,2023-08-02T04:00:00+00:00,2023-08-03T00:00:00-04:00,2023-08-03T04:00:00+00:00,.H.INTERNAL_HUB,26.5145833333333
2023-08-03T00:00:00-04:00,2023-08-03T04:00:00+00:00,2023-08-04T00:00:00-04:00,2023-08-04T04:00:00+00:00,.H.INTERNAL_HUB,30.14375
2023-08-04T00:00:00-04:00,2023-08-04T04:00:00+00:00,2023-08-05T00:00:00-04:00,2023-08-05T04:00:00+00:00,.H.INTERNAL_HUB,29.8420833333333
