title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
(doc-less) Motion to Intervene of Ohio Federal Energy Advocate under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,[],"['AUTHOR: Ohio Federal Energy Advocate', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: Public Utilities Commission of Ohio']"
"Comment of Lynne Kiesling in Docket(s)/Project(s) RM26-4-000
Submission Date: 11/21/2025
",11/21/2025,['RM26-4-000'],Submittal,['General'],,[],"['AUTHOR: Individual No Affiliation', 'AGENT: Individual No Affiliation', 'RECIPIENT: Office of the Secretary, FERC']"
"Comments of Meta Platforms, Inc. on the Interconnection of Large Loads to the Interstate Transmission System under RM26-4.",11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'RM26-4 - Meta ANOPR Comments_Final (1).pdf', 'file_desc': 'Comments of Meta Platforms, Inc.', 'file_size': 214195, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=96218AE7-A37E-C14B-9E1D-9AA828500000'}]","['AUTHOR: Meta Platforms, Inc.', 'AGENT: Meta Platforms, Inc.', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of the Advanced Energy Management Alliance on the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to the Interstate Transmission System under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'AEMA_large load ANOPR Comments-VF2 11.21.25.pdf', 'file_desc': 'AEMA Large Load ANOPR Comments ', 'file_size': 224443, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=9DA9D82D-06E5-C74B-9F72-9AA81B600000'}]","['AUTHOR: Advanced Energy Management Alliance', 'AGENT: Electric Advisors Consulting', 'RECIPIENT: Office of the Secretary, FERC']"
Motion to Intervene of the Mississippi Delta Energy Agency and the Clarksdale Public Utilities Commission under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,[],"['AUTHOR: Clarksdale Public Utilities Commission', 'AGENT: Thompson Coburn LLP', 'AUTHOR: Mississippi Delta Energy Agency', 'AGENT: Thompson Coburn LLP', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of Old Dominion Electric Cooperative on the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to Interstate Transmission Systems under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'ODEC Comments RM26-4.pdf', 'file_desc': 'Comments of Old Dominion Electric Cooperative ', 'file_size': 176947, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C804C96D-2CC2-CAAC-9DAD-9AA804F00000'}]","['AUTHOR: Old Dominion Electric Cooperative', 'AGENT: Thompson Coburn LLP', 'RECIPIENT: Office of the Secretary, FERC']"
Initial Comments of the MISO Transmission Owners re the Advance Notice of Proposed Rulemaking under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'RM26-4 MISO Transmission Owners Initial Comments.pdf', 'file_desc': 'Initial Comments of the MISO Transmission Owners', 'file_size': 436756, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=63A2EB63-3984-C119-919B-9AA80D100000'}]","['AUTHOR: MISO Transmission Owners', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of the Energy Trading Institute re the proposed Advanced Notice of Proposed Rulemaking under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'ETI Comments - ANOPR DOE RM26-4-000.pdf', 'file_desc': 'ETI Comments - ANOPR DOE RM26-4-000', 'file_size': 339274, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2862544D-48BA-CC1C-AD10-9AA808700000'}]","['AUTHOR: Energy Trading Institute', 'AGENT: Sidley Austin LLP', 'AUTHOR: Energy Trading Institute', 'AGENT: Sidley Austin LLP', 'AGENT: No Organization Found', 'AUTHOR: Energy Trading Institute', 'RECIPIENT: Office of the Secretary, FERC']"
"Comments of Oracle America, Inc. on the Advanced Notice of Proposed Rulemaking re the Interconnection of Large Loads to Interstate Transmission Systems under RM26-4.",11/21/2025,['RM26-4-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'Oracle Comments on FERC DOE ANOPR (11-21-2025).pdf', 'file_desc': 'Comments of Oracle America, Inc.', 'file_size': 169672, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=CCD3BC6C-9E63-CB2A-9C9F-9AA7F4C00000'}]","['AUTHOR: Oracle America, Inc.', 'AGENT: No Organization Found', 'RECIPIENT: Office of the Secretary, FERC']"
(doc-less) Motion to Intervene of General Catalyst under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['Gas'],,[],"['AUTHOR: General Catalyst', 'AGENT: General Catalyst', 'RECIPIENT: Office of the Secretary, FERC']"
Comments of American Electric Power Service Corporation in response to the Advance Notice of Proposed Rulemaking under RM26-4.,11/21/2025,['RM26-4-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'AEP Comments on ANOPR - 11.21.25 (Final for Filing)(3582307).pdf', 'file_desc': 'No description given', 'file_size': 255366, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=36B13B87-9E7F-C8B1-A210-9AA7B6800000'}]","['AUTHOR: American Electric Power Service Corporation', 'AUTHOR: American Electric Power Service Corporation', 'AUTHOR: American Electric Power Service Corporation', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: American Electric Power Company, Inc.', 'AGENT: AEP Service Corporation', 'AGENT: American Electric Power Company']"
