interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_id,location_short_name,location_type,lmp,energy,congestion,loss
2024-06-02T10:00:00-04:00,2024-06-02T14:00:00+00:00,2024-06-02T11:00:00-04:00,2024-06-02T15:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,15.931418,15.46,0.509623,-0.038205
2024-06-02T11:00:00-04:00,2024-06-02T15:00:00+00:00,2024-06-02T12:00:00-04:00,2024-06-02T16:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,19.734606,18.93,0.937313,-0.132707
2024-06-02T12:00:00-04:00,2024-06-02T16:00:00+00:00,2024-06-02T13:00:00-04:00,2024-06-02T17:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,21.723529,21.23,0.717002,-0.223473
2024-06-02T13:00:00-04:00,2024-06-02T17:00:00+00:00,2024-06-02T14:00:00-04:00,2024-06-02T18:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,22.077249,21.54,0.697815,-0.160566
2024-06-02T14:00:00-04:00,2024-06-02T18:00:00+00:00,2024-06-02T15:00:00-04:00,2024-06-02T19:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,22.835611,22.5,0.521441,-0.18583
2024-06-02T15:00:00-04:00,2024-06-02T19:00:00+00:00,2024-06-02T16:00:00-04:00,2024-06-02T20:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,26.091242,25.21,1.279296,-0.398054
2024-06-02T16:00:00-04:00,2024-06-02T20:00:00+00:00,2024-06-02T17:00:00-04:00,2024-06-02T21:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,29.364107,28.24,1.705679,-0.581572
2024-06-02T17:00:00-04:00,2024-06-02T21:00:00+00:00,2024-06-02T18:00:00-04:00,2024-06-02T22:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.995507,32.15,1.712195,-0.866688
2024-06-02T18:00:00-04:00,2024-06-02T22:00:00+00:00,2024-06-02T19:00:00-04:00,2024-06-02T23:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.685502,32.78,0.911446,-1.005944
2024-06-02T19:00:00-04:00,2024-06-02T23:00:00+00:00,2024-06-02T20:00:00-04:00,2024-06-03T00:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,33.09563,32.3,1.53137,-0.73574
2024-06-02T20:00:00-04:00,2024-06-03T00:00:00+00:00,2024-06-02T21:00:00-04:00,2024-06-03T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,31.399288,29.9,2.0884,-0.589112
2024-06-02T21:00:00-04:00,2024-06-03T01:00:00+00:00,2024-06-02T22:00:00-04:00,2024-06-03T02:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,31.364748,29.73,1.981425,-0.346677
2024-06-02T22:00:00-04:00,2024-06-03T02:00:00+00:00,2024-06-02T23:00:00-04:00,2024-06-03T03:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,24.4117,23.12,1.563513,-0.271813
2024-06-02T23:00:00-04:00,2024-06-03T03:00:00+00:00,2024-06-03T00:00:00-04:00,2024-06-03T04:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,21.183119,19.91,1.552025,-0.278906
2024-06-03T00:00:00-04:00,2024-06-03T04:00:00+00:00,2024-06-03T01:00:00-04:00,2024-06-03T05:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,16.985557,16.65,0.41517,-0.079613
2024-06-03T01:00:00-04:00,2024-06-03T05:00:00+00:00,2024-06-03T02:00:00-04:00,2024-06-03T06:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,17.511895,17.31,0.266651,-0.064756
2024-06-03T02:00:00-04:00,2024-06-03T06:00:00+00:00,2024-06-03T03:00:00-04:00,2024-06-03T07:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,15.503824,14.75,0.708681,0.045143
2024-06-03T03:00:00-04:00,2024-06-03T07:00:00+00:00,2024-06-03T04:00:00-04:00,2024-06-03T08:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,15.028745,14.11,0.820957,0.097788
2024-06-03T04:00:00-04:00,2024-06-03T08:00:00+00:00,2024-06-03T05:00:00-04:00,2024-06-03T09:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,14.962041,14.02,0.851574,0.090467
2024-06-03T05:00:00-04:00,2024-06-03T09:00:00+00:00,2024-06-03T06:00:00-04:00,2024-06-03T10:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,15.476131,16.58,-1.261946,0.158077
2024-06-03T06:00:00-04:00,2024-06-03T10:00:00+00:00,2024-06-03T07:00:00-04:00,2024-06-03T11:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,19.575795,20.3,-0.934707,0.210502
2024-06-03T07:00:00-04:00,2024-06-03T11:00:00+00:00,2024-06-03T08:00:00-04:00,2024-06-03T12:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,21.280812,21.22,-0.064967,0.125779
2024-06-03T08:00:00-04:00,2024-06-03T12:00:00+00:00,2024-06-03T09:00:00-04:00,2024-06-03T13:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,25.3831,24.31,0.98994,0.08316
2024-06-03T09:00:00-04:00,2024-06-03T13:00:00+00:00,2024-06-03T10:00:00-04:00,2024-06-03T14:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,26.483341,26.59,-0.10977,0.003111
2024-06-03T10:00:00-04:00,2024-06-03T14:00:00+00:00,2024-06-03T11:00:00-04:00,2024-06-03T15:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,27.748043,27.35,0.551337,-0.153294
2024-06-03T11:00:00-04:00,2024-06-03T15:00:00+00:00,2024-06-03T12:00:00-04:00,2024-06-03T16:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,29.615807,29.09,0.659484,-0.133677
2024-06-03T12:00:00-04:00,2024-06-03T16:00:00+00:00,2024-06-03T13:00:00-04:00,2024-06-03T17:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.061596,32.99,-0.788681,-0.139723
2024-06-03T13:00:00-04:00,2024-06-03T17:00:00+00:00,2024-06-03T14:00:00-04:00,2024-06-03T18:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,35.672747,35.3,0.704619,-0.331872
2024-06-03T14:00:00-04:00,2024-06-03T18:00:00+00:00,2024-06-03T15:00:00-04:00,2024-06-03T19:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,36.413175,36.76,-0.042258,-0.304567
2024-06-03T15:00:00-04:00,2024-06-03T19:00:00+00:00,2024-06-03T16:00:00-04:00,2024-06-03T20:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,40.987486,40.1,1.217092,-0.329606
2024-06-03T16:00:00-04:00,2024-06-03T20:00:00+00:00,2024-06-03T17:00:00-04:00,2024-06-03T21:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,49.973501,46.91,3.478277,-0.414776
2024-06-03T17:00:00-04:00,2024-06-03T21:00:00+00:00,2024-06-03T18:00:00-04:00,2024-06-03T22:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,60.678073,58.63,2.844277,-0.796204
2024-06-03T18:00:00-04:00,2024-06-03T22:00:00+00:00,2024-06-03T19:00:00-04:00,2024-06-03T23:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,54.048797,52.07,2.772282,-0.793485
2024-06-03T19:00:00-04:00,2024-06-03T23:00:00+00:00,2024-06-03T20:00:00-04:00,2024-06-04T00:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,47.52712,44.34,3.728959,-0.541839
2024-06-03T20:00:00-04:00,2024-06-04T00:00:00+00:00,2024-06-03T21:00:00-04:00,2024-06-04T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,38.848012,37.55,1.702952,-0.40494
2024-06-03T21:00:00-04:00,2024-06-04T01:00:00+00:00,2024-06-03T22:00:00-04:00,2024-06-04T02:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,36.279878,35.25,1.298624,-0.268746
2024-06-03T22:00:00-04:00,2024-06-04T02:00:00+00:00,2024-06-03T23:00:00-04:00,2024-06-04T03:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.247722,30.83,1.71697,-0.299248
2024-06-03T23:00:00-04:00,2024-06-04T03:00:00+00:00,2024-06-04T00:00:00-04:00,2024-06-04T04:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,27.682503,26.17,1.763033,-0.25053
2024-06-04T00:00:00-04:00,2024-06-04T04:00:00+00:00,2024-06-04T01:00:00-04:00,2024-06-04T05:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,24.472621,22.57,2.10809,-0.205469
2024-06-04T01:00:00-04:00,2024-06-04T05:00:00+00:00,2024-06-04T02:00:00-04:00,2024-06-04T06:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,18.658726,17.07,1.66324,-0.074514
2024-06-04T02:00:00-04:00,2024-06-04T06:00:00+00:00,2024-06-04T03:00:00-04:00,2024-06-04T07:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,16.236142,15.35,0.965439,-0.079297
2024-06-04T03:00:00-04:00,2024-06-04T07:00:00+00:00,2024-06-04T04:00:00-04:00,2024-06-04T08:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,14.13991,13.27,0.944502,-0.074592
2024-06-04T04:00:00-04:00,2024-06-04T08:00:00+00:00,2024-06-04T05:00:00-04:00,2024-06-04T09:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,13.723532,12.72,1.079477,-0.075945
2024-06-04T05:00:00-04:00,2024-06-04T09:00:00+00:00,2024-06-04T06:00:00-04:00,2024-06-04T10:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,17.568665,15.83,1.832775,-0.09411
2024-06-04T06:00:00-04:00,2024-06-04T10:00:00+00:00,2024-06-04T07:00:00-04:00,2024-06-04T11:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,23.642282,21.35,2.475125,-0.182843
2024-06-04T07:00:00-04:00,2024-06-04T11:00:00+00:00,2024-06-04T08:00:00-04:00,2024-06-04T12:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,22.555035,21.97,0.719378,-0.134343
2024-06-04T08:00:00-04:00,2024-06-04T12:00:00+00:00,2024-06-04T09:00:00-04:00,2024-06-04T13:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,24.023043,25.77,-1.592505,-0.154452
2024-06-04T09:00:00-04:00,2024-06-04T13:00:00+00:00,2024-06-04T10:00:00-04:00,2024-06-04T14:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,27.233984,27.78,-0.449231,-0.096785
2024-06-04T10:00:00-04:00,2024-06-04T14:00:00+00:00,2024-06-04T11:00:00-04:00,2024-06-04T15:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.274049,32.32,0.060107,-0.106058
2024-06-04T11:00:00-04:00,2024-06-04T15:00:00+00:00,2024-06-04T12:00:00-04:00,2024-06-04T16:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,36.311221,36.52,-0.011614,-0.197165
2024-06-04T12:00:00-04:00,2024-06-04T16:00:00+00:00,2024-06-04T13:00:00-04:00,2024-06-04T17:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,38.887398,39.33,-0.247061,-0.195541
2024-06-04T13:00:00-04:00,2024-06-04T17:00:00+00:00,2024-06-04T14:00:00-04:00,2024-06-04T18:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,43.574484,43.99,-0.064413,-0.351103
2024-06-04T14:00:00-04:00,2024-06-04T18:00:00+00:00,2024-06-04T15:00:00-04:00,2024-06-04T19:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,45.213637,46.2,-0.61559,-0.370773
2024-06-04T15:00:00-04:00,2024-06-04T19:00:00+00:00,2024-06-04T16:00:00-04:00,2024-06-04T20:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,47.581846,48.62,-0.285905,-0.752249
2024-06-04T16:00:00-04:00,2024-06-04T20:00:00+00:00,2024-06-04T17:00:00-04:00,2024-06-04T21:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,61.136496,59.83,2.214945,-0.908449
2024-06-04T17:00:00-04:00,2024-06-04T21:00:00+00:00,2024-06-04T18:00:00-04:00,2024-06-04T22:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,69.261601,64.94,5.385983,-1.064382
2024-06-04T18:00:00-04:00,2024-06-04T22:00:00+00:00,2024-06-04T19:00:00-04:00,2024-06-04T23:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,58.408819,51.82,7.160917,-0.572098
2024-06-04T19:00:00-04:00,2024-06-04T23:00:00+00:00,2024-06-04T20:00:00-04:00,2024-06-05T00:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,47.953417,41.98,6.372368,-0.398951
2024-06-04T20:00:00-04:00,2024-06-05T00:00:00+00:00,2024-06-04T21:00:00-04:00,2024-06-05T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,43.574264,37.91,6.004564,-0.3403
2024-06-04T21:00:00-04:00,2024-06-05T01:00:00+00:00,2024-06-04T22:00:00-04:00,2024-06-05T02:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,39.204149,34.69,4.721643,-0.207494
2024-06-04T22:00:00-04:00,2024-06-05T02:00:00+00:00,2024-06-04T23:00:00-04:00,2024-06-05T03:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,32.222943,29.23,3.065868,-0.072925
2024-06-04T23:00:00-04:00,2024-06-05T03:00:00+00:00,2024-06-05T00:00:00-04:00,2024-06-05T04:00:00+00:00,DAY_AHEAD_HOURLY,AEP,8445784,AEP,ZONE,27.759346,25.3,2.3451,0.114246
