interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,pnode,lmp,energy,congestion,loss
2015-01-01T00:00:00-06:00,2015-01-01T06:00:00+00:00,2015-01-01T01:00:00-06:00,2015-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,20.62,25.28,-2.98,-1.67
2015-01-01T00:00:00-06:00,2015-01-01T06:00:00+00:00,2015-01-01T01:00:00-06:00,2015-01-01T07:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,25.46,25.28,-1.12,1.3
2015-01-01T01:00:00-06:00,2015-01-01T07:00:00+00:00,2015-01-01T02:00:00-06:00,2015-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,20.12,27.36,-5.53,-1.7
2015-01-01T01:00:00-06:00,2015-01-01T07:00:00+00:00,2015-01-01T02:00:00-06:00,2015-01-01T08:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,25.18,27.35,-3.46,1.28
2015-01-01T02:00:00-06:00,2015-01-01T08:00:00+00:00,2015-01-01T03:00:00-06:00,2015-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,20.52,27.27,-5.09,-1.66
2015-01-01T02:00:00-06:00,2015-01-01T08:00:00+00:00,2015-01-01T03:00:00-06:00,2015-01-01T09:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,24.49,27.27,-3.89,1.11
2015-01-01T03:00:00-06:00,2015-01-01T09:00:00+00:00,2015-01-01T04:00:00-06:00,2015-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,21.22,27.24,-4.3,-1.73
2015-01-01T03:00:00-06:00,2015-01-01T09:00:00+00:00,2015-01-01T04:00:00-06:00,2015-01-01T10:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,24.09,27.24,-4.26,1.1
2015-01-01T04:00:00-06:00,2015-01-01T10:00:00+00:00,2015-01-01T05:00:00-06:00,2015-01-01T11:00:00+00:00,DAY_AHEAD_HOURLY,SPPNORTH_HUB,Hub,SPPNORTH_H,21.54,24.32,-1.23,-1.56
2015-01-01T04:00:00-06:00,2015-01-01T10:00:00+00:00,2015-01-01T05:00:00-06:00,2015-01-01T11:00:00+00:00,DAY_AHEAD_HOURLY,SPPSOUTH_HUB,Hub,SPPSOUTH_H,24.06,24.32,-1.16,0.9
