interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,wind
2022-01-01T00:00:00-06:00,2022-01-01T06:00:00+00:00,2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,10729.6180555556
2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,11887.1753417527
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2025-01-01T00:00:00-06:00,2025-01-01T06:00:00+00:00,12592.0173196054
