operation_profile,state_of_charge,net_revenue,total_revenue,charging_cost,degradation_penalty
-0.0,0.5,-1.0425,-1.0425,0.0,-0.0
-0.0,0.5,-0.0,-0.0,0.0,-0.0
-0.0,0.5,-0.0,-0.0,0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,-0.0,0.0,-0.0
-0.0,0.5,-0.0,-0.0,0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
1.0,0.2222,17.965,42.965,0.0,-25.0
0.35,0.125,3.7257,12.4757,0.0,-8.75
0.0,0.125,0.0,0.0,0.0,-0.0
-0.0,0.125,0.0,0.0,-0.0,-0.0
-0.0,0.125,0.0,0.0,-0.0,-0.0
-0.0,0.125,0.0,0.0,-0.0,-0.0
-0.0,0.125,-0.0,0.0,-0.0,-0.0
-0.0,0.125,-0.0,-0.0,0.0,-0.0
-0.0,0.125,-0.0,-0.0,0.0,-0.0
-0.0,0.125,-0.0,-0.0,0.0,-0.0
-1.0,0.35,1.08,-0.0,26.08,-25.0
-1.0,0.575,5.36,0.0,30.36,-25.0
-1.0,0.8,2.265,-0.0,27.265,-25.0
-0.0,0.8,-0.0,-0.0,0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
0.0,0.8,0.0,0.0,0.0,-0.0
0.0,0.8,0.0,0.0,0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
1.0,0.5222,38.01,63.01,0.0,-25.0
0.0,0.5222,0.0,0.0,0.0,-0.0
0.0,0.5222,0.0,0.0,0.0,-0.0
0.0,0.5222,0.0,0.0,0.0,-0.0
-0.0,0.5222,0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,-0.0,0.0,-0.0
-0.8272,0.7083,-18.9191,-0.0,1.7598,-20.6789
-0.0,0.7083,-0.0,-0.0,0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
-0.0,0.7083,-0.0,0.0,-0.0,-0.0
