interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,SPPNORTH_HUB,Hub,31.2765
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,SPPSOUTH_HUB,Hub,24.9281
2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,SPPNORTH_HUB,Hub,26.2547
2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,SPPSOUTH_HUB,Hub,20.936
2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,SPPNORTH_HUB,Hub,19.8906
2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,SPPSOUTH_HUB,Hub,17.2204
2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,SPPNORTH_HUB,Hub,13.1474
2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,SPPSOUTH_HUB,Hub,11.0774
2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,SPPNORTH_HUB,Hub,8.7616
2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,SPPSOUTH_HUB,Hub,6.3699
2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,SPPNORTH_HUB,Hub,6.7774
2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,SPPSOUTH_HUB,Hub,6.3343
2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,SPPNORTH_HUB,Hub,5.3079
2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,SPPSOUTH_HUB,Hub,5.2328
2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,SPPNORTH_HUB,Hub,6.9521
2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,SPPSOUTH_HUB,Hub,7.6198
2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,SPPNORTH_HUB,Hub,12.247
2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,SPPSOUTH_HUB,Hub,12.9071
2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,SPPNORTH_HUB,Hub,15.0531
2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,SPPSOUTH_HUB,Hub,15.7252
2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,SPPNORTH_HUB,Hub,16.8708
2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,SPPSOUTH_HUB,Hub,17.9361
2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,2023-06-01T07:00:00-05:00,2023-06-01T12:00:00+00:00,SPPNORTH_HUB,Hub,18.2443
2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,2023-06-01T07:00:00-05:00,2023-06-01T12:00:00+00:00,SPPSOUTH_HUB,Hub,19.5633
