interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-05-31T20:00:00-04:00,2023-06-01T00:00:00+00:00,2023-05-31T21:00:00-04:00,2023-06-01T01:00:00+00:00,.H.INTERNAL_HUB,30.54
2023-05-31T21:00:00-04:00,2023-06-01T01:00:00+00:00,2023-05-31T22:00:00-04:00,2023-06-01T02:00:00+00:00,.H.INTERNAL_HUB,30.82
2023-05-31T22:00:00-04:00,2023-06-01T02:00:00+00:00,2023-05-31T23:00:00-04:00,2023-06-01T03:00:00+00:00,.H.INTERNAL_HUB,26.34
2023-05-31T23:00:00-04:00,2023-06-01T03:00:00+00:00,2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,.H.INTERNAL_HUB,25.23
2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,2023-06-01T01:00:00-04:00,2023-06-01T05:00:00+00:00,.H.INTERNAL_HUB,25.5
2023-06-01T01:00:00-04:00,2023-06-01T05:00:00+00:00,2023-06-01T02:00:00-04:00,2023-06-01T06:00:00+00:00,.H.INTERNAL_HUB,24.04
2023-06-01T02:00:00-04:00,2023-06-01T06:00:00+00:00,2023-06-01T03:00:00-04:00,2023-06-01T07:00:00+00:00,.H.INTERNAL_HUB,22.15
2023-06-01T03:00:00-04:00,2023-06-01T07:00:00+00:00,2023-06-01T04:00:00-04:00,2023-06-01T08:00:00+00:00,.H.INTERNAL_HUB,20.34
2023-06-01T04:00:00-04:00,2023-06-01T08:00:00+00:00,2023-06-01T05:00:00-04:00,2023-06-01T09:00:00+00:00,.H.INTERNAL_HUB,22.24
2023-06-01T05:00:00-04:00,2023-06-01T09:00:00+00:00,2023-06-01T06:00:00-04:00,2023-06-01T10:00:00+00:00,.H.INTERNAL_HUB,23.99
