interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,spp
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MOZART_WIND1,Resource Node,71.28
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MUSTNGCK_ALL,Resource Node,60.04
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MV_VALV4_RN,Resource Node,136.7
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MWEC_G1,Resource Node,70.14
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MYR_ALL,Resource Node,67.41
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,MYRY_ESR_RN,Resource Node,94.43
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NACPW_UNIT1,Resource Node,69.64
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,N_AL_BESS_RN,Resource Node,126.17
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NBOHR_RN,Resource Node,87.93
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NCARBIDE_1_7,Resource Node,53.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NCARBIDEG8,Resource Node,53.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NCARBID_PUN1,Resource Node,53.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NCARBID_PUN2,Resource Node,53.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NCO_RN,Resource Node,67.26
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NEBULA_RN,Resource Node,29.5
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NEDIN_CC1,Resource Node,105.22
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NED_NEDIN_G1,Resource Node,105.22
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NED_NEDIN_G2,Resource Node,105.22
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NED_NEDIN_G3,Resource Node,105.22
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NF_BRP_RN,Resource Node,72.32
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,N_MRD_ESR_RN,Resource Node,62.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NOBLESLR_ALL,Resource Node,69.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NOVA1SLR_ALL,Resource Node,69.25
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NOVA2S_UNIT1,Resource Node,69.25
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NUECES_B_CC1,Resource Node,43.74
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NUE_NUECESG7,Resource Node,43.73
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NUE_NUECESG8,Resource Node,43.75
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NUE_NUECESG9,Resource Node,43.75
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,NWF_NWF1,Resource Node,89.77
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OBERON_U1,Resource Node,89.95
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,ODESW_RN,Resource Node,90.45
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OECCS_1,Resource Node,90.06
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OECCS_2,Resource Node,90.06
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OECCS_CC1,Resource Node,90.06
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OECCS_CC2,Resource Node,90.06
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OGSES_1,Resource Node,69.57
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OGSES_2,Resource Node,69.57
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OLIN_OLING_1,Resource Node,69.59
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OLIN_OLING_2,Resource Node,69.59
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OLIN_OLING_3,Resource Node,69.59
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OLIN_OLING_4,Resource Node,69.59
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OLNEYTN_RN,Resource Node,69.35
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OR_BESS_RN,Resource Node,67.64
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OWF_OWF,Resource Node,134.66
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OXY_OXY_CCG1,Resource Node,43.86
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OXY_PUN1,Resource Node,43.86
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,OXY_PUN2,Resource Node,43.86
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PALACIOS_RN,Resource Node,60.23
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PALE_ESS_EN,Resource Node,69.01
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PALMWI_UNIT1,Resource Node,9.59
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_S_CC1,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_S_CT1,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_S_CT2,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_S_ST1,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T1_CC1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T1_CT1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T1_CT2,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T1_ST1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T2_CC1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T2_CT1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T2_CT2,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PANDA_T2_ST1,Resource Node,70.76
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PAP1_PAP1,Resource Node,44.88
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PAULN_RN,Resource Node,69.61
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PAVLOV_BT_RN,Resource Node,62.85
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PAVO_ESS_ALL,Resource Node,89.34
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PB2SES_CT1,Resource Node,89.55
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PB2SES_CT2,Resource Node,89.55
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PB2SES_CT3,Resource Node,89.55
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PB2SES_CT4,Resource Node,89.55
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PB2SES_CT5,Resource Node,89.55
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PC_NORTH_1,Resource Node,89.14
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PC_SOUTH_ALL,Resource Node,89.14
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PEARSA_1_24,Resource Node,70.96
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PENA_ALL,Resource Node,27.57
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PERE_SLR_RN,Resource Node,43.24
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PES1_RN,Resource Node,67.84
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PEY_RN,Resource Node,66.74
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PH1_UNIT1_2,Resource Node,69.16
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PH2_U1_U2,Resource Node,69.16
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PHILLWND_ALL,Resource Node,70.23
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PHO_ALL,Resource Node,67.36
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PHOEBE_ALL,Resource Node,89.74
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PHOENIX_RN,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PIONR_DJ_RN,Resource Node,103.34
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PISG_RN_ALL,Resource Node,69.58
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PITSDD_UNIT1,Resource Node,69.84
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PLN_ALL,Resource Node,67.25
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PNPI_GT2_RN,Resource Node,67.78
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PORTSL_UNIT1,Resource Node,69.57
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,POTSVIL_RN,Resource Node,70.19
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PRID_RN,Resource Node,70.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PRO_RN,Resource Node,67.84
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PROSPERO_ALL,Resource Node,89.68
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PR_PR_ALL,Resource Node,68.01
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PR_PR_G2,Resource Node,68.01
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PRSPERO2_ALL,Resource Node,89.68
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_CC1,Resource Node,68.06
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G1,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G2,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G3,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G4,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G5,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G6,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PSA_G7,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PUN1,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PUN2,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PUN3,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PUN4,Resource Node,68.05
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSA_PUN5,Resource Node,68.07
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSG_CC1,Resource Node,68.0
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSG_PSG_GT2,Resource Node,68.0
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSG_PSG_GT3,Resource Node,68.0
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PSG_PSG_ST1,Resource Node,68.0
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PTLBES_BESS1,Resource Node,54.71
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,PYR_PYRON1,Resource Node,69.12
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,QALSW_ALL,Resource Node,90.15
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,QALSW_CC1,Resource Node,90.15
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,QALSW_CC2,Resource Node,90.15
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,QUEEN_BA_RN,Resource Node,88.45
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,QUEEN_SL_RN,Resource Node,88.45
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RAB_G1-8,Resource Node,67.72
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RADN_SLR_ALL,Resource Node,70.28
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RAMBLER_UNIT,Resource Node,74.34
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RANCHERO_ALL,Resource Node,82.32
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RAT_RN_1,Resource Node,74.9
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RAYB_G78910,Resource Node,51.93
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RAYBURN_CC1,Resource Node,51.93
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RBN_BESS1,Resource Node,67.87
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RDCAN_RDCNY1,Resource Node,70.64
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,REDBARN_RN,Resource Node,86.74
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,REDFISH_ALL,Resource Node,28.23
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,REDGATE_ALL,Resource Node,100.16
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,REDGATE_RN,Resource Node,105.22
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RELOJ_ALL,Resource Node,1.49
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,REROCK_ALL,Resource Node,88.26
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RHESS2_ESS1,Resource Node,71.77
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIGGIN_UNIT1,Resource Node,89.08
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIOG_ESR_RN,Resource Node,93.89
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIONOG_CC1,Resource Node,73.69
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIONOG_CT1,Resource Node,73.69
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIONOG_CT2,Resource Node,73.69
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIONOG_CT3,Resource Node,73.69
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIONOG_ST1,Resource Node,73.69
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RIPPEY_ALL,Resource Node,69.57
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_APOGEE,Resource Node,69.38
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_BYU_G8,Resource Node,67.91
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_DEC_AGR_A,Resource Node,69.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_DEC_AGR_B,Resource Node,69.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_DEC_AGR_C,Resource Node,69.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_DEC_AGR_D,Resource Node,69.56
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_ECEC_HOLT,Resource Node,90.39
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_OCI_ALAMO,Resource Node,77.5
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_RTS1,Resource Node,70.28
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_SR_WIND1,Resource Node,21.92
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,RN_TOSBATT,Resource Node,107.47
2024-05-31T20:00:00-05:00,2024-06-01T01:00:00+00:00,2024-05-31T21:00:00-05:00,2024-06-01T02:00:00+00:00,ROSELAND_ALL,Resource Node,70.09
