interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_id,location_short_name,location_type,lmp,energy,congestion,loss
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP-DAYTON HUB,34497127,AEP-DAYTON HUB,HUB,25.239042,25.19,0.628915,-0.579873
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEP GEN HUB,34497125,AEP GEN HUB,HUB,24.742368,25.19,0.491842,-0.939474
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,ATSI GEN HUB,116013751,ATSI GEN HUB,HUB,25.398636,25.19,0.559318,-0.350682
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO GEN HUB,33092311,CHICAGO GEN HUB,HUB,24.117385,25.19,0.742077,-1.814692
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,CHICAGO HUB,33092313,CHICAGO HUB,HUB,24.407202,25.19,0.740281,-1.523079
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,DOMINION HUB,35010337,DOMINION HUB,HUB,26.913353,25.19,1.177112,0.546241
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,EASTERN HUB,51217,EASTERN HUB,HUB,22.71372,25.19,-3.361724,0.885444
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,NEW JERSEY HUB,4669664,NEW JERSEY HUB,HUB,23.338169,25.19,-2.378219,0.526388
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,N ILLINOIS HUB,33092315,N ILLINOIS HUB,HUB,24.283269,25.19,0.741218,-1.647949
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T20:00:00-05:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,OHIO HUB,34497151,OHIO HUB,HUB,25.204555,25.19,0.667542,-0.652987
