interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,fuel_mix.solar
2023-04-01T00:00:00-04:00,2023-04-01T04:00:00+00:00,2023-05-01T00:00:00-04:00,2023-05-01T04:00:00+00:00,28.0
2023-05-01T00:00:00-04:00,2023-05-01T04:00:00+00:00,2023-06-01T00:00:00-04:00,2023-06-01T04:00:00+00:00,129105.979166667
