title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"Speaker materials of Clay Rikard, Southern Company, at the 2024 Reliability Technical Conference, October 16, 2024 under Docket Number AD24-10-000. ",10/15/2024,['AD24-10-000'],Submittal,['Electric'],,"[{'file_name': 'Panel 2- Clay Rikard Comments.pdf', 'file_desc': '', 'file_size': 494537, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=ECB63099-79B9-CCD4-99F2-92911A200000'}]","['AUTHOR: SOUTHERN COMPANY', 'RECIPIENT: FEDERAL ENERGY REGULATORY COMMISSION']"
"Speaker materials of Jim Robb and Mark Lauby, North American Electric Reliability Corporation, at the 2024 Reliability Technical Conference, October 16, 2024 under Docket Number AD24-10-000. ",10/15/2024,['AD24-10-000'],Submittal,['Electric'],,"[{'file_name': 'Panels 1 and 2 - Jim Robb and Mark Lauby-NERC.pdf', 'file_desc': '', 'file_size': 440236, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F9DB3229-8206-C191-9E72-92911EA00000'}]","['AUTHOR: NORTH AMERICAN ELECTRIC RELIABILITY CORPORATION', 'RECIPIENT: FEDERAL ENERGY REGULATORY COMMISSION', 'AUTHOR: NORTH AMERICAN ELECTRIC RELIABILITY CORPORATION']"
"Speaker materials of Donna Walker, Hoosier Energy, on behalf of the National Rural Electric Cooperative Association, at the 2024 Reliability Technical Conference, October 16, 2024 under Docket Number AD24-10-000. ",10/15/2024,['AD24-10-000'],Submittal,['Electric'],,"[{'file_name': 'Panel 2 - Donna Walker _NRECA-Hoosier.pdf', 'file_desc': '', 'file_size': 280418, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E9C6F5F1-8E51-CAD2-9EA8-929114400000'}]","['AGENT: HOOSIER ENERGY RURAL ELECTRIC COOPERATIVE INC', 'AUTHOR: NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION', 'RECIPIENT: FEDERAL ENERGY REGULATORY COMMISSION']"
Ameren Illinois Company submits tariff filing per 35.17(b): 2024-12-30_SA 4393 and SA 4394_Ameren IL-Newton Sub WCA and UCA to be effective 12/31/9998 under ER25-438. Filing Type : 130,12/30/2024,['ER25-438-001'],Submittal,['Electric'],,"[{'file_name': 'Deferral Letter_Ameren IL-Newton_ ER25-438-000.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 91726, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=82F588C2-967F-C0BE-A621-941909800000'}, {'file_name': 'Tab A_Ameren Ilinois-Newton WCA_Public.pdf', 'file_desc': 'Tab A_Ameren Ilinois-Newton WCA_Public', 'file_size': 932877, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0FAF4AD3-48F0-C1AF-ACB1-941909800000'}, {'file_name': 'Tab B_Ameren IL-Newton UCA.pdf', 'file_desc': 'Tab B_Ameren IL-Newton UCA', 'file_size': 489193, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=24E82ADD-D6C8-C41A-B************0000'}, {'file_name': 'Tab C_ Protective Agreement.pdf', 'file_desc': 'Tab C_ Protective Agreement', 'file_size': 117922, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=02DAAB63-F3BA-C0B3-BFA1-941909800000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 1807913, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=32F2E576-30EF-CDE8-86CA-941909800001'}]","['AUTHOR: Midcontinent Independent System Operator, Inc.', 'AGENT: Midcontinent Independent System Operator, Inc & MISO Transmi', 'AUTHOR: Ameren Illinois Company', 'AGENT: Ameren Services Company', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35: Amendment to Compliance Filing to Clarify Terms Related to CO to be effective 8/31/2024 under ER24-2447. Filing Type : 80",12/23/2024,['ER24-2447-003'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 242206, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=A7763403-17FB-CBF5-A4F4-93F54ED00000'}, {'file_name': 'ATT A - Marked.pdf', 'file_desc': 'Attachment A - Marked Tariff', 'file_size': 321367, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B55DE194-C069-CA24-8513-93F54EE00000'}, {'file_name': 'ATT B - Clean.pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 319288, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E5D69EAD-36ED-CF95-8CD4-93F54EE00000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 722226, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=64CEBFC3-E6E7-C91F-97DF-93F54EE00000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, LLC', 'AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Tariff Revisions for Reliability Resource Initiative to be effective 12/14/2024 under ER25-712. Filing Type : 10",12/13/2024,['ER25-712-000'],Submittal,['Electric'],,"[{'file_name': 'RRI Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 1040202, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=1E879871-A6E8-C821-9C66-93C203600000'}, {'file_name': 'RRI Tariff Filing (Attachment A).pdf', 'file_desc': 'Attachment A', 'file_size': 255079, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=45DABE4C-A378-C344-A683-93C203600000'}, {'file_name': 'RRI Tariff Filing (Attachment B).pdf', 'file_desc': 'Attachment B', 'file_size': 235370, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EC37002C-BF76-C012-AD6B-93C203600000'}, {'file_name': 'Attachment C Bielak Affidavit.pdf', 'file_desc': 'Attachment C', 'file_size': 610828, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=06045EBD-AF59-C19C-B6DD-93C203600000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 982369, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=44997C6C-1895-C7C9-BE10-93C203600000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
"Answer and Motion to Dismiss of PJM Interconnection, L.L.C. to the 11/22/2024 Complaint filed by Constellation Energy Generation, LLC under EL25-20.",12/12/2024,['EL25-20-000'],Submittal,['Electric'],,"[{'file_name': 'Answer and MTD re Constellation.pdf', 'file_desc': 'Answer and Motion to Dismiss of PJM Interconnection, L.L.C.', 'file_size': 282409, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=097511ED-BBA3-C7C7-9DB8-93BCDF200000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
Protest of Old Dominion Electric Cooperative under EL25-20.,12/12/2024,['EL25-20-000'],Submittal,['Electric'],,"[{'file_name': 'EL25-20 ODEC Protest.pdf', 'file_desc': 'No description given', 'file_size': 463901, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8F171597-EFD4-CC3E-9F23-93BC47B00000'}]","['AGENT: Thompson Coburn LLP', 'AUTHOR: Old Dominion Electric Cooperative', 'RECIPIENT: Office of the Secretary, FERC']"
Post-Technical Conference Comments of Google LLC under AD24-11.,12/10/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Google Post-Conference Comments AD24-11-000 (1).pdf', 'file_desc': 'Post Techincal Conference Comments of Google, LLC AD24-11-000', 'file_size': 155818, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C9DB9A78-8247-C2B5-9DA2-93B1A8400000'}]","['AGENT: Google LLC', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Google LLC']"
"Post-Technical Conference Comments of Constellation Energy Generation, LLC under AD24-11.",12/09/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'AD24-11 - Constellation Post-Conference Comments.pdf', 'file_desc': 'Constellation Post-Conference Comments', 'file_size': 367721, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8E05905A-FE74-C9A9-A593-93AD69C00000'}]","['AUTHOR: Constellation Energy Generation, LLC', 'AGENT: Constellation Energy Generation, LLC', 'AUTHOR: Constellation Energy Generation, LLC', 'AGENT: CONSTELLATION ENERGY CORPORATION', 'RECIPIENT: Office of the Secretary, FERC']"
