interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-05-01T00:00:00-05:00,2024-05-01T05:00:00+00:00,2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,HB_HOUSTON,5.0
2024-06-01T00:00:00-05:00,2024-06-01T05:00:00+00:00,2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,HB_HOUSTON,720.0
2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,HB_HOUSTON,744.0
2024-08-01T00:00:00-05:00,2024-08-01T05:00:00+00:00,2024-09-01T00:00:00-05:00,2024-09-01T05:00:00+00:00,HB_HOUSTON,739.0
