interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,wind
2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,6557.6
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2025-01-01T00:00:00-06:00,2025-01-01T06:00:00+00:00,208.0
