time_local,time_utc,nuclear
2024-12-02T19:04:57-06:00,2024-12-03T01:04:57+00:00,5086.9
2024-12-02T19:09:57-06:00,2024-12-03T01:09:57+00:00,5088.8
2024-12-02T19:14:57-06:00,2024-12-03T01:14:57+00:00,5085.5
2024-12-02T19:19:57-06:00,2024-12-03T01:19:57+00:00,5088.3
2024-12-02T19:24:57-06:00,2024-12-03T01:24:57+00:00,5086.5
2024-12-02T19:29:57-06:00,2024-12-03T01:29:57+00:00,5088.2
2024-12-02T19:34:57-06:00,2024-12-03T01:34:57+00:00,5087.8
2024-12-02T19:39:57-06:00,2024-12-03T01:39:57+00:00,5088.1
2024-12-02T19:44:57-06:00,2024-12-03T01:44:57+00:00,5086.2
2024-12-02T19:49:57-06:00,2024-12-03T01:49:57+00:00,5088.9
2024-12-02T19:54:57-06:00,2024-12-03T01:54:57+00:00,5087.7
2024-12-02T19:59:57-06:00,2024-12-03T01:59:57+00:00,5086.3
2024-12-02T20:04:57-06:00,2024-12-03T02:04:57+00:00,5087.8
2024-12-02T20:09:57-06:00,2024-12-03T02:09:57+00:00,5087.9
2024-12-02T20:14:57-06:00,2024-12-03T02:14:57+00:00,5088.6
2024-12-02T20:19:57-06:00,2024-12-03T02:19:57+00:00,5086.9
2024-12-02T20:24:57-06:00,2024-12-03T02:24:57+00:00,5085.7
2024-12-02T20:29:57-06:00,2024-12-03T02:29:57+00:00,5086.5
2024-12-02T20:34:57-06:00,2024-12-03T02:34:57+00:00,5087.0
2024-12-02T20:39:57-06:00,2024-12-03T02:39:57+00:00,5088.2
2024-12-02T20:44:57-06:00,2024-12-03T02:44:57+00:00,5089.9
2024-12-02T20:49:57-06:00,2024-12-03T02:49:57+00:00,5088.9
2024-12-02T20:54:57-06:00,2024-12-03T02:54:57+00:00,5086.9
2024-12-02T20:59:57-06:00,2024-12-03T02:59:57+00:00,5087.7
2024-12-02T21:04:57-06:00,2024-12-03T03:04:57+00:00,5087.4
2024-12-02T21:09:57-06:00,2024-12-03T03:09:57+00:00,5089.0
2024-12-02T21:14:57-06:00,2024-12-03T03:14:57+00:00,5087.4
2024-12-02T21:19:57-06:00,2024-12-03T03:19:57+00:00,5088.1
2024-12-02T21:24:57-06:00,2024-12-03T03:24:57+00:00,5088.1
2024-12-02T21:29:57-06:00,2024-12-03T03:29:57+00:00,5088.7
2024-12-02T21:34:57-06:00,2024-12-03T03:34:57+00:00,5089.1
2024-12-02T21:39:57-06:00,2024-12-03T03:39:57+00:00,5090.8
2024-12-02T21:44:57-06:00,2024-12-03T03:44:57+00:00,5087.2
2024-12-02T21:49:57-06:00,2024-12-03T03:49:57+00:00,5087.9
2024-12-02T21:54:57-06:00,2024-12-03T03:54:57+00:00,5088.3
2024-12-02T21:59:57-06:00,2024-12-03T03:59:57+00:00,5087.7
2024-12-02T22:04:57-06:00,2024-12-03T04:04:57+00:00,5088.6
2024-12-02T22:09:57-06:00,2024-12-03T04:09:57+00:00,5089.7
2024-12-02T22:14:57-06:00,2024-12-03T04:14:57+00:00,5089.4
2024-12-02T22:19:57-06:00,2024-12-03T04:19:57+00:00,5088.4
2024-12-02T22:24:57-06:00,2024-12-03T04:24:57+00:00,5090.0
2024-12-02T22:29:57-06:00,2024-12-03T04:29:57+00:00,5090.5
2024-12-02T22:34:57-06:00,2024-12-03T04:34:57+00:00,5090.7
2024-12-02T22:39:57-06:00,2024-12-03T04:39:57+00:00,5090.2
2024-12-02T22:44:57-06:00,2024-12-03T04:44:57+00:00,5089.1
2024-12-02T22:49:57-06:00,2024-12-03T04:49:57+00:00,5088.3
2024-12-02T22:54:57-06:00,2024-12-03T04:54:57+00:00,5087.8
2024-12-02T22:59:57-06:00,2024-12-03T04:59:57+00:00,5087.8
2024-12-02T23:04:57-06:00,2024-12-03T05:04:57+00:00,5088.3
2024-12-02T23:09:57-06:00,2024-12-03T05:09:57+00:00,5088.7
2024-12-02T23:14:57-06:00,2024-12-03T05:14:57+00:00,5088.2
2024-12-02T23:19:57-06:00,2024-12-03T05:19:57+00:00,5088.0
2024-12-02T23:24:57-06:00,2024-12-03T05:24:57+00:00,5087.7
2024-12-02T23:29:57-06:00,2024-12-03T05:29:57+00:00,5088.1
2024-12-02T23:34:57-06:00,2024-12-03T05:34:57+00:00,5087.8
2024-12-02T23:39:57-06:00,2024-12-03T05:39:57+00:00,5089.7
2024-12-02T23:44:57-06:00,2024-12-03T05:44:57+00:00,5087.9
2024-12-02T23:49:57-06:00,2024-12-03T05:49:57+00:00,5087.6
2024-12-02T23:54:57-06:00,2024-12-03T05:54:57+00:00,5087.1
2024-12-02T23:59:57-06:00,2024-12-03T05:59:57+00:00,5087.4
2024-12-03T00:04:57-06:00,2024-12-03T06:04:57+00:00,5089.1
2024-12-03T00:09:57-06:00,2024-12-03T06:09:57+00:00,5089.3
2024-12-03T00:14:57-06:00,2024-12-03T06:14:57+00:00,5089.4
2024-12-03T00:19:57-06:00,2024-12-03T06:19:57+00:00,5089.1
2024-12-03T00:24:57-06:00,2024-12-03T06:24:57+00:00,5090.2
2024-12-03T00:29:57-06:00,2024-12-03T06:29:57+00:00,5088.3
2024-12-03T00:34:57-06:00,2024-12-03T06:34:57+00:00,5087.1
2024-12-03T00:39:57-06:00,2024-12-03T06:39:57+00:00,5089.5
2024-12-03T00:44:57-06:00,2024-12-03T06:44:57+00:00,5090.5
2024-12-03T00:49:57-06:00,2024-12-03T06:49:57+00:00,5088.0
2024-12-03T00:54:57-06:00,2024-12-03T06:54:57+00:00,5086.5
2024-12-03T00:59:57-06:00,2024-12-03T06:59:57+00:00,5087.2
2024-12-03T01:04:57-06:00,2024-12-03T07:04:57+00:00,5089.6
2024-12-03T01:09:57-06:00,2024-12-03T07:09:57+00:00,5088.4
2024-12-03T01:14:57-06:00,2024-12-03T07:14:57+00:00,5089.7
2024-12-03T01:19:57-06:00,2024-12-03T07:19:57+00:00,5090.7
2024-12-03T01:24:57-06:00,2024-12-03T07:24:57+00:00,5088.7
2024-12-03T01:29:57-06:00,2024-12-03T07:29:57+00:00,5090.6
2024-12-03T01:34:57-06:00,2024-12-03T07:34:57+00:00,5088.0
2024-12-03T01:39:57-06:00,2024-12-03T07:39:57+00:00,5088.3
2024-12-03T01:44:57-06:00,2024-12-03T07:44:57+00:00,5087.3
2024-12-03T01:49:57-06:00,2024-12-03T07:49:57+00:00,5089.4
2024-12-03T01:54:57-06:00,2024-12-03T07:54:57+00:00,5089.4
2024-12-03T01:59:57-06:00,2024-12-03T07:59:57+00:00,5090.2
2024-12-03T02:04:57-06:00,2024-12-03T08:04:57+00:00,5089.6
2024-12-03T02:09:57-06:00,2024-12-03T08:09:57+00:00,5089.7
2024-12-03T02:14:57-06:00,2024-12-03T08:14:57+00:00,5089.1
2024-12-03T02:19:57-06:00,2024-12-03T08:19:57+00:00,5091.3
2024-12-03T02:24:57-06:00,2024-12-03T08:24:57+00:00,5089.2
2024-12-03T02:29:57-06:00,2024-12-03T08:29:57+00:00,5091.2
2024-12-03T02:34:57-06:00,2024-12-03T08:34:57+00:00,5090.4
2024-12-03T02:39:57-06:00,2024-12-03T08:39:57+00:00,5089.5
2024-12-03T02:44:57-06:00,2024-12-03T08:44:57+00:00,5089.8
2024-12-03T02:49:57-06:00,2024-12-03T08:49:57+00:00,5088.8
2024-12-03T02:54:57-06:00,2024-12-03T08:54:57+00:00,5089.4
2024-12-03T02:59:57-06:00,2024-12-03T08:59:57+00:00,5090.7
2024-12-03T03:04:57-06:00,2024-12-03T09:04:57+00:00,5089.6
2024-12-03T03:09:57-06:00,2024-12-03T09:09:57+00:00,5089.7
2024-12-03T03:14:57-06:00,2024-12-03T09:14:57+00:00,5090.1
2024-12-03T03:19:57-06:00,2024-12-03T09:19:57+00:00,5089.6
2024-12-03T03:24:57-06:00,2024-12-03T09:24:57+00:00,5089.5
2024-12-03T03:29:57-06:00,2024-12-03T09:29:57+00:00,5090.4
2024-12-03T03:34:57-06:00,2024-12-03T09:34:57+00:00,5090.8
2024-12-03T03:39:57-06:00,2024-12-03T09:39:57+00:00,5091.1
2024-12-03T03:44:57-06:00,2024-12-03T09:44:57+00:00,5090.5
2024-12-03T03:49:57-06:00,2024-12-03T09:49:57+00:00,5089.9
2024-12-03T03:54:57-06:00,2024-12-03T09:54:57+00:00,5089.7
2024-12-03T03:59:57-06:00,2024-12-03T09:59:57+00:00,5091.1
2024-12-03T04:04:57-06:00,2024-12-03T10:04:57+00:00,5090.7
2024-12-03T04:09:57-06:00,2024-12-03T10:09:57+00:00,5090.9
2024-12-03T04:14:57-06:00,2024-12-03T10:14:57+00:00,5092.5
2024-12-03T04:19:57-06:00,2024-12-03T10:19:57+00:00,5090.8
2024-12-03T04:24:57-06:00,2024-12-03T10:24:57+00:00,5089.8
2024-12-03T04:29:57-06:00,2024-12-03T10:29:57+00:00,5090.5
2024-12-03T04:34:57-06:00,2024-12-03T10:34:57+00:00,5090.2
2024-12-03T04:39:57-06:00,2024-12-03T10:39:57+00:00,5092.2
2024-12-03T04:44:57-06:00,2024-12-03T10:44:57+00:00,5091.2
2024-12-03T04:49:57-06:00,2024-12-03T10:49:57+00:00,5088.0
2024-12-03T04:54:57-06:00,2024-12-03T10:54:57+00:00,5089.3
2024-12-03T04:59:57-06:00,2024-12-03T10:59:57+00:00,5088.3
2024-12-03T05:04:57-06:00,2024-12-03T11:04:57+00:00,5090.2
2024-12-03T05:09:57-06:00,2024-12-03T11:09:57+00:00,5090.5
2024-12-03T05:14:57-06:00,2024-12-03T11:14:57+00:00,5090.7
2024-12-03T05:19:57-06:00,2024-12-03T11:19:57+00:00,5090.2
2024-12-03T05:24:57-06:00,2024-12-03T11:24:57+00:00,5091.8
2024-12-03T05:29:57-06:00,2024-12-03T11:29:57+00:00,5091.1
2024-12-03T05:34:57-06:00,2024-12-03T11:34:57+00:00,5091.7
2024-12-03T05:39:57-06:00,2024-12-03T11:39:57+00:00,5089.9
2024-12-03T05:44:57-06:00,2024-12-03T11:44:57+00:00,5092.0
2024-12-03T05:49:57-06:00,2024-12-03T11:49:57+00:00,5091.6
2024-12-03T05:54:57-06:00,2024-12-03T11:54:57+00:00,5092.2
2024-12-03T05:59:57-06:00,2024-12-03T11:59:57+00:00,5091.3
2024-12-03T06:04:57-06:00,2024-12-03T12:04:57+00:00,5090.9
2024-12-03T06:09:57-06:00,2024-12-03T12:09:57+00:00,5092.5
2024-12-03T06:14:57-06:00,2024-12-03T12:14:57+00:00,5090.9
2024-12-03T06:19:57-06:00,2024-12-03T12:19:57+00:00,5092.4
2024-12-03T06:24:57-06:00,2024-12-03T12:24:57+00:00,5089.5
2024-12-03T06:29:57-06:00,2024-12-03T12:29:57+00:00,5090.5
2024-12-03T06:34:57-06:00,2024-12-03T12:34:57+00:00,5090.6
2024-12-03T06:39:57-06:00,2024-12-03T12:39:57+00:00,5089.8
2024-12-03T06:44:57-06:00,2024-12-03T12:44:57+00:00,5091.3
2024-12-03T06:49:57-06:00,2024-12-03T12:49:57+00:00,5091.3
2024-12-03T06:54:57-06:00,2024-12-03T12:54:57+00:00,5091.2
2024-12-03T06:59:57-06:00,2024-12-03T12:59:57+00:00,5090.3
2024-12-03T07:04:57-06:00,2024-12-03T13:04:57+00:00,5090.8
2024-12-03T07:09:57-06:00,2024-12-03T13:09:57+00:00,5091.7
2024-12-03T07:14:57-06:00,2024-12-03T13:14:57+00:00,5089.5
2024-12-03T07:19:57-06:00,2024-12-03T13:19:57+00:00,5091.1
2024-12-03T07:24:57-06:00,2024-12-03T13:24:57+00:00,5090.5
2024-12-03T07:29:57-06:00,2024-12-03T13:29:57+00:00,5090.1
2024-12-03T07:34:57-06:00,2024-12-03T13:34:57+00:00,5092.4
2024-12-03T07:39:57-06:00,2024-12-03T13:39:57+00:00,5090.8
2024-12-03T07:44:57-06:00,2024-12-03T13:44:57+00:00,5093.4
2024-12-03T07:49:57-06:00,2024-12-03T13:49:57+00:00,5091.7
2024-12-03T07:54:57-06:00,2024-12-03T13:54:57+00:00,5090.8
2024-12-03T07:59:57-06:00,2024-12-03T13:59:57+00:00,5092.6
2024-12-03T08:04:57-06:00,2024-12-03T14:04:57+00:00,5090.7
2024-12-03T08:09:57-06:00,2024-12-03T14:09:57+00:00,5092.5
2024-12-03T08:14:57-06:00,2024-12-03T14:14:57+00:00,5090.2
2024-12-03T08:19:57-06:00,2024-12-03T14:19:57+00:00,5090.7
2024-12-03T08:24:57-06:00,2024-12-03T14:24:57+00:00,5092.0
2024-12-03T08:29:57-06:00,2024-12-03T14:29:57+00:00,5091.5
2024-12-03T08:34:57-06:00,2024-12-03T14:34:57+00:00,5091.9
2024-12-03T08:39:57-06:00,2024-12-03T14:39:57+00:00,5094.4
2024-12-03T08:44:57-06:00,2024-12-03T14:44:57+00:00,5092.5
2024-12-03T08:49:57-06:00,2024-12-03T14:49:57+00:00,5090.4
2024-12-03T08:54:57-06:00,2024-12-03T14:54:57+00:00,5092.6
2024-12-03T08:59:57-06:00,2024-12-03T14:59:57+00:00,5091.5
2024-12-03T09:04:57-06:00,2024-12-03T15:04:57+00:00,5091.2
2024-12-03T09:09:57-06:00,2024-12-03T15:09:57+00:00,5093.0
2024-12-03T09:14:57-06:00,2024-12-03T15:14:57+00:00,5092.6
2024-12-03T09:19:57-06:00,2024-12-03T15:19:57+00:00,5091.2
2024-12-03T09:24:57-06:00,2024-12-03T15:24:57+00:00,5091.0
2024-12-03T09:29:57-06:00,2024-12-03T15:29:57+00:00,5090.8
2024-12-03T09:34:57-06:00,2024-12-03T15:34:57+00:00,5091.9
2024-12-03T09:39:57-06:00,2024-12-03T15:39:57+00:00,5092.4
2024-12-03T09:44:57-06:00,2024-12-03T15:44:57+00:00,5091.8
2024-12-03T09:49:57-06:00,2024-12-03T15:49:57+00:00,5092.4
2024-12-03T09:54:57-06:00,2024-12-03T15:54:57+00:00,5092.5
2024-12-03T09:59:57-06:00,2024-12-03T15:59:57+00:00,5091.3
2024-12-03T10:04:57-06:00,2024-12-03T16:04:57+00:00,5090.6
2024-12-03T10:09:57-06:00,2024-12-03T16:09:57+00:00,5092.6
2024-12-03T10:14:57-06:00,2024-12-03T16:14:57+00:00,5093.5
2024-12-03T10:19:57-06:00,2024-12-03T16:19:57+00:00,5092.4
2024-12-03T10:24:57-06:00,2024-12-03T16:24:57+00:00,5092.2
2024-12-03T10:29:57-06:00,2024-12-03T16:29:57+00:00,5091.7
2024-12-03T10:34:57-06:00,2024-12-03T16:34:57+00:00,5091.2
2024-12-03T10:39:57-06:00,2024-12-03T16:39:57+00:00,5091.0
2024-12-03T10:44:57-06:00,2024-12-03T16:44:57+00:00,5090.3
2024-12-03T10:49:57-06:00,2024-12-03T16:49:57+00:00,5089.7
2024-12-03T10:54:57-06:00,2024-12-03T16:54:57+00:00,5093.0
2024-12-03T10:59:57-06:00,2024-12-03T16:59:57+00:00,5092.5
2024-12-03T11:04:57-06:00,2024-12-03T17:04:57+00:00,5092.1
2024-12-03T11:09:57-06:00,2024-12-03T17:09:57+00:00,5094.7
2024-12-03T11:14:57-06:00,2024-12-03T17:14:57+00:00,5095.4
2024-12-03T11:19:57-06:00,2024-12-03T17:19:57+00:00,5097.1
2024-12-03T11:24:57-06:00,2024-12-03T17:24:57+00:00,5096.7
2024-12-03T11:29:57-06:00,2024-12-03T17:29:57+00:00,5096.4
2024-12-03T11:34:57-06:00,2024-12-03T17:34:57+00:00,5096.9
2024-12-03T11:39:57-06:00,2024-12-03T17:39:57+00:00,5095.8
2024-12-03T11:44:57-06:00,2024-12-03T17:44:57+00:00,5098.6
2024-12-03T11:49:57-06:00,2024-12-03T17:49:57+00:00,5097.5
2024-12-03T11:54:57-06:00,2024-12-03T17:54:57+00:00,5098.6
2024-12-03T11:59:57-06:00,2024-12-03T17:59:57+00:00,5100.1
2024-12-03T12:04:57-06:00,2024-12-03T18:04:57+00:00,5099.5
2024-12-03T12:09:57-06:00,2024-12-03T18:09:57+00:00,5099.9
2024-12-03T12:14:57-06:00,2024-12-03T18:14:57+00:00,5099.4
2024-12-03T12:19:57-06:00,2024-12-03T18:19:57+00:00,5099.9
2024-12-03T12:24:57-06:00,2024-12-03T18:24:57+00:00,5103.0
2024-12-03T12:29:57-06:00,2024-12-03T18:29:57+00:00,5101.7
2024-12-03T12:34:57-06:00,2024-12-03T18:34:57+00:00,5102.2
2024-12-03T12:39:57-06:00,2024-12-03T18:39:57+00:00,5101.3
2024-12-03T12:44:57-06:00,2024-12-03T18:44:57+00:00,5102.0
2024-12-03T12:49:57-06:00,2024-12-03T18:49:57+00:00,5102.8
2024-12-03T12:54:57-06:00,2024-12-03T18:54:57+00:00,5102.3
2024-12-03T12:59:57-06:00,2024-12-03T18:59:57+00:00,5101.3
2024-12-03T13:04:57-06:00,2024-12-03T19:04:57+00:00,5101.0
2024-12-03T13:09:57-06:00,2024-12-03T19:09:57+00:00,5101.5
2024-12-03T13:14:57-06:00,2024-12-03T19:14:57+00:00,5101.7
2024-12-03T13:19:57-06:00,2024-12-03T19:19:57+00:00,5102.2
2024-12-03T13:24:57-06:00,2024-12-03T19:24:57+00:00,5101.2
2024-12-03T13:29:57-06:00,2024-12-03T19:29:57+00:00,5102.2
2024-12-03T13:34:57-06:00,2024-12-03T19:34:57+00:00,5101.6
2024-12-03T13:39:57-06:00,2024-12-03T19:39:57+00:00,5104.0
2024-12-03T13:44:57-06:00,2024-12-03T19:44:57+00:00,5104.5
2024-12-03T13:49:57-06:00,2024-12-03T19:49:57+00:00,5102.2
2024-12-03T13:54:57-06:00,2024-12-03T19:54:57+00:00,5103.6
2024-12-03T13:59:57-06:00,2024-12-03T19:59:57+00:00,5102.2
2024-12-03T14:04:57-06:00,2024-12-03T20:04:57+00:00,5102.2
2024-12-03T14:09:57-06:00,2024-12-03T20:09:57+00:00,5100.0
2024-12-03T14:14:57-06:00,2024-12-03T20:14:57+00:00,5101.6
2024-12-03T14:19:57-06:00,2024-12-03T20:19:57+00:00,5102.2
2024-12-03T14:24:57-06:00,2024-12-03T20:24:57+00:00,5103.2
2024-12-03T14:29:57-06:00,2024-12-03T20:29:57+00:00,5101.6
2024-12-03T14:34:57-06:00,2024-12-03T20:34:57+00:00,5101.0
2024-12-03T14:39:57-06:00,2024-12-03T20:39:57+00:00,5102.9
2024-12-03T14:44:57-06:00,2024-12-03T20:44:57+00:00,5103.3
2024-12-03T14:49:57-06:00,2024-12-03T20:49:57+00:00,5101.1
2024-12-03T14:54:57-06:00,2024-12-03T20:54:57+00:00,5102.3
2024-12-03T14:59:57-06:00,2024-12-03T20:59:57+00:00,5102.4
2024-12-03T15:04:57-06:00,2024-12-03T21:04:57+00:00,5102.8
2024-12-03T15:09:57-06:00,2024-12-03T21:09:57+00:00,5101.0
2024-12-03T15:14:57-06:00,2024-12-03T21:14:57+00:00,5102.2
2024-12-03T15:19:57-06:00,2024-12-03T21:19:57+00:00,5103.1
2024-12-03T15:24:57-06:00,2024-12-03T21:24:57+00:00,5102.0
2024-12-03T15:29:57-06:00,2024-12-03T21:29:57+00:00,5099.3
2024-12-03T15:34:57-06:00,2024-12-03T21:34:57+00:00,5101.6
2024-12-03T15:39:57-06:00,2024-12-03T21:39:57+00:00,5100.3
2024-12-03T15:44:57-06:00,2024-12-03T21:44:57+00:00,5101.5
2024-12-03T15:49:57-06:00,2024-12-03T21:49:57+00:00,5099.7
2024-12-03T15:54:57-06:00,2024-12-03T21:54:57+00:00,5099.3
2024-12-03T15:59:57-06:00,2024-12-03T21:59:57+00:00,5101.2
2024-12-03T16:04:57-06:00,2024-12-03T22:04:57+00:00,5100.6
2024-12-03T16:09:57-06:00,2024-12-03T22:09:57+00:00,5101.1
2024-12-03T16:14:57-06:00,2024-12-03T22:14:57+00:00,5100.5
2024-12-03T16:19:57-06:00,2024-12-03T22:19:57+00:00,5102.1
2024-12-03T16:24:57-06:00,2024-12-03T22:24:57+00:00,5100.9
2024-12-03T16:29:57-06:00,2024-12-03T22:29:57+00:00,5100.9
2024-12-03T16:34:57-06:00,2024-12-03T22:34:57+00:00,5100.2
2024-12-03T16:39:57-06:00,2024-12-03T22:39:57+00:00,5102.4
2024-12-03T16:44:57-06:00,2024-12-03T22:44:57+00:00,5103.7
2024-12-03T16:49:57-06:00,2024-12-03T22:49:57+00:00,5101.2
2024-12-03T16:54:57-06:00,2024-12-03T22:54:57+00:00,5102.5
2024-12-03T16:59:57-06:00,2024-12-03T22:59:57+00:00,5100.4
2024-12-03T17:04:57-06:00,2024-12-03T23:04:57+00:00,5102.6
2024-12-03T17:09:57-06:00,2024-12-03T23:09:57+00:00,5101.3
2024-12-03T17:14:57-06:00,2024-12-03T23:14:57+00:00,5102.1
2024-12-03T17:19:57-06:00,2024-12-03T23:19:57+00:00,5102.0
2024-12-03T17:24:57-06:00,2024-12-03T23:24:57+00:00,5101.1
2024-12-03T17:29:57-06:00,2024-12-03T23:29:57+00:00,5102.5
2024-12-03T17:34:57-06:00,2024-12-03T23:34:57+00:00,5100.3
2024-12-03T17:39:57-06:00,2024-12-03T23:39:57+00:00,5099.9
2024-12-03T17:44:57-06:00,2024-12-03T23:44:57+00:00,5100.5
2024-12-03T17:49:57-06:00,2024-12-03T23:49:57+00:00,5102.2
2024-12-03T17:54:57-06:00,2024-12-03T23:54:57+00:00,5100.7
2024-12-03T17:59:57-06:00,2024-12-03T23:59:57+00:00,5101.6
2024-12-03T18:04:57-06:00,2024-12-04T00:04:57+00:00,5100.0
2024-12-03T18:09:57-06:00,2024-12-04T00:09:57+00:00,5099.2
2024-12-03T18:14:57-06:00,2024-12-04T00:14:57+00:00,5100.8
2024-12-03T18:19:57-06:00,2024-12-04T00:19:57+00:00,5100.4
2024-12-03T18:24:57-06:00,2024-12-04T00:24:57+00:00,5100.6
2024-12-03T18:29:57-06:00,2024-12-04T00:29:57+00:00,5101.0
2024-12-03T18:34:57-06:00,2024-12-04T00:34:57+00:00,5099.7
2024-12-03T18:39:57-06:00,2024-12-04T00:39:57+00:00,5101.4
2024-12-03T18:44:57-06:00,2024-12-04T00:44:57+00:00,5100.0
2024-12-03T18:49:57-06:00,2024-12-04T00:49:57+00:00,5100.7
2024-12-03T18:54:57-06:00,2024-12-04T00:54:57+00:00,5098.6
2024-12-03T18:59:57-06:00,2024-12-04T00:59:57+00:00,5100.7
2024-12-03T19:04:57-06:00,2024-12-04T01:04:57+00:00,5099.1
2024-12-03T19:09:57-06:00,2024-12-04T01:09:57+00:00,5101.4
2024-12-03T19:14:57-06:00,2024-12-04T01:14:57+00:00,5100.2
2024-12-03T19:19:57-06:00,2024-12-04T01:19:57+00:00,5102.2
2024-12-03T19:24:57-06:00,2024-12-04T01:24:57+00:00,5101.9
2024-12-03T19:29:57-06:00,2024-12-04T01:29:57+00:00,5102.4
2024-12-03T19:34:57-06:00,2024-12-04T01:34:57+00:00,5100.2
2024-12-03T19:39:57-06:00,2024-12-04T01:39:57+00:00,5101.0
2024-12-03T19:44:57-06:00,2024-12-04T01:44:57+00:00,5099.8
2024-12-03T19:49:57-06:00,2024-12-04T01:49:57+00:00,5100.2
2024-12-03T19:54:57-06:00,2024-12-04T01:54:57+00:00,5098.2
2024-12-03T19:59:57-06:00,2024-12-04T01:59:57+00:00,5100.9
2024-12-03T20:04:57-06:00,2024-12-04T02:04:57+00:00,5100.0
2024-12-03T20:09:57-06:00,2024-12-04T02:09:57+00:00,5100.0
2024-12-03T20:14:57-06:00,2024-12-04T02:14:57+00:00,5101.6
2024-12-03T20:19:57-06:00,2024-12-04T02:19:57+00:00,5100.8
2024-12-03T20:24:57-06:00,2024-12-04T02:24:57+00:00,5100.2
2024-12-03T20:29:57-06:00,2024-12-04T02:29:57+00:00,5101.9
2024-12-03T20:34:57-06:00,2024-12-04T02:34:57+00:00,5101.6
2024-12-03T20:39:57-06:00,2024-12-04T02:39:57+00:00,5101.9
2024-12-03T20:44:57-06:00,2024-12-04T02:44:57+00:00,5101.6
2024-12-03T20:49:57-06:00,2024-12-04T02:49:57+00:00,5099.8
2024-12-03T20:54:57-06:00,2024-12-04T02:54:57+00:00,5100.1
2024-12-03T20:59:57-06:00,2024-12-04T02:59:57+00:00,5099.9
2024-12-03T21:04:57-06:00,2024-12-04T03:04:57+00:00,5101.2
2024-12-03T21:09:57-06:00,2024-12-04T03:09:57+00:00,5102.7
2024-12-03T21:14:57-06:00,2024-12-04T03:14:57+00:00,5102.1
2024-12-03T21:19:57-06:00,2024-12-04T03:19:57+00:00,5101.3
2024-12-03T21:24:57-06:00,2024-12-04T03:24:57+00:00,5103.3
2024-12-03T21:29:57-06:00,2024-12-04T03:29:57+00:00,5100.9
2024-12-03T21:34:57-06:00,2024-12-04T03:34:57+00:00,5101.9
2024-12-03T21:39:57-06:00,2024-12-04T03:39:57+00:00,5102.1
2024-12-03T21:44:57-06:00,2024-12-04T03:44:57+00:00,5103.0
2024-12-03T21:49:57-06:00,2024-12-04T03:49:57+00:00,5099.4
2024-12-03T21:54:57-06:00,2024-12-04T03:54:57+00:00,5101.8
2024-12-03T21:59:57-06:00,2024-12-04T03:59:57+00:00,5101.9
2024-12-03T22:04:57-06:00,2024-12-04T04:04:57+00:00,5101.6
2024-12-03T22:09:57-06:00,2024-12-04T04:09:57+00:00,5101.8
2024-12-03T22:14:57-06:00,2024-12-04T04:14:57+00:00,5101.5
2024-12-03T22:19:57-06:00,2024-12-04T04:19:57+00:00,5100.7
2024-12-03T22:24:57-06:00,2024-12-04T04:24:57+00:00,5100.3
2024-12-03T22:29:57-06:00,2024-12-04T04:29:57+00:00,5101.5
2024-12-03T22:34:57-06:00,2024-12-04T04:34:57+00:00,5099.3
2024-12-03T22:39:57-06:00,2024-12-04T04:39:57+00:00,5099.3
2024-12-03T22:44:57-06:00,2024-12-04T04:44:57+00:00,5101.9
2024-12-03T22:49:57-06:00,2024-12-04T04:49:57+00:00,5101.9
2024-12-03T22:54:57-06:00,2024-12-04T04:54:57+00:00,5103.1
2024-12-03T22:59:57-06:00,2024-12-04T04:59:57+00:00,5101.0
2024-12-03T23:04:57-06:00,2024-12-04T05:04:57+00:00,5100.3
2024-12-03T23:09:57-06:00,2024-12-04T05:09:57+00:00,5098.7
2024-12-03T23:14:57-06:00,2024-12-04T05:14:57+00:00,5099.6
2024-12-03T23:19:57-06:00,2024-12-04T05:19:57+00:00,5100.7
2024-12-03T23:24:57-06:00,2024-12-04T05:24:57+00:00,5099.9
2024-12-03T23:29:57-06:00,2024-12-04T05:29:57+00:00,5102.7
2024-12-03T23:34:57-06:00,2024-12-04T05:34:57+00:00,5100.7
2024-12-03T23:39:57-06:00,2024-12-04T05:39:57+00:00,5102.0
2024-12-03T23:44:57-06:00,2024-12-04T05:44:57+00:00,5101.9
2024-12-03T23:49:57-06:00,2024-12-04T05:49:57+00:00,5101.6
2024-12-03T23:54:57-06:00,2024-12-04T05:54:57+00:00,5102.6
2024-12-03T23:59:58-06:00,2024-12-04T05:59:58+00:00,5103.1
2024-12-04T00:04:58-06:00,2024-12-04T06:04:58+00:00,5101.7
2024-12-04T00:09:58-06:00,2024-12-04T06:09:58+00:00,5100.3
2024-12-04T00:14:58-06:00,2024-12-04T06:14:58+00:00,5102.7
2024-12-04T00:19:58-06:00,2024-12-04T06:19:58+00:00,5103.1
2024-12-04T00:24:58-06:00,2024-12-04T06:24:58+00:00,5101.0
2024-12-04T00:29:58-06:00,2024-12-04T06:29:58+00:00,5102.2
2024-12-04T00:34:58-06:00,2024-12-04T06:34:58+00:00,5103.3
2024-12-04T00:39:58-06:00,2024-12-04T06:39:58+00:00,5102.9
2024-12-04T00:44:58-06:00,2024-12-04T06:44:58+00:00,5101.9
2024-12-04T00:49:58-06:00,2024-12-04T06:49:58+00:00,5103.9
