interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-06-24T00:00:00-05:00,2024-06-24T05:00:00+00:00,2024-06-24T01:00:00-05:00,2024-06-24T06:00:00+00:00,HB_HOUSTON,20.69
2024-06-24T01:00:00-05:00,2024-06-24T06:00:00+00:00,2024-06-24T02:00:00-05:00,2024-06-24T07:00:00+00:00,HB_HOUSTON,17.99
2024-06-24T02:00:00-05:00,2024-06-24T07:00:00+00:00,2024-06-24T03:00:00-05:00,2024-06-24T08:00:00+00:00,HB_HOUSTON,16.95
2024-06-24T03:00:00-05:00,2024-06-24T08:00:00+00:00,2024-06-24T04:00:00-05:00,2024-06-24T09:00:00+00:00,HB_HOUSTON,16.97
2024-06-24T04:00:00-05:00,2024-06-24T09:00:00+00:00,2024-06-24T05:00:00-05:00,2024-06-24T10:00:00+00:00,HB_HOUSTON,17.91
2024-06-24T05:00:00-05:00,2024-06-24T10:00:00+00:00,2024-06-24T06:00:00-05:00,2024-06-24T11:00:00+00:00,HB_HOUSTON,19.48
2024-06-24T06:00:00-05:00,2024-06-24T11:00:00+00:00,2024-06-24T07:00:00-05:00,2024-06-24T12:00:00+00:00,HB_HOUSTON,20.45
2024-06-24T07:00:00-05:00,2024-06-24T12:00:00+00:00,2024-06-24T08:00:00-05:00,2024-06-24T13:00:00+00:00,HB_HOUSTON,18.15
2024-06-24T08:00:00-05:00,2024-06-24T13:00:00+00:00,2024-06-24T09:00:00-05:00,2024-06-24T14:00:00+00:00,HB_HOUSTON,17.66
2024-06-24T09:00:00-05:00,2024-06-24T14:00:00+00:00,2024-06-24T10:00:00-05:00,2024-06-24T15:00:00+00:00,HB_HOUSTON,18.25
2024-06-24T10:00:00-05:00,2024-06-24T15:00:00+00:00,2024-06-24T11:00:00-05:00,2024-06-24T16:00:00+00:00,HB_HOUSTON,23.97
2024-06-24T11:00:00-05:00,2024-06-24T16:00:00+00:00,2024-06-24T12:00:00-05:00,2024-06-24T17:00:00+00:00,HB_HOUSTON,28.73
2024-06-24T12:00:00-05:00,2024-06-24T17:00:00+00:00,2024-06-24T13:00:00-05:00,2024-06-24T18:00:00+00:00,HB_HOUSTON,35.22
2024-06-24T13:00:00-05:00,2024-06-24T18:00:00+00:00,2024-06-24T14:00:00-05:00,2024-06-24T19:00:00+00:00,HB_HOUSTON,43.22
2024-06-24T14:00:00-05:00,2024-06-24T19:00:00+00:00,2024-06-24T15:00:00-05:00,2024-06-24T20:00:00+00:00,HB_HOUSTON,47.67
2024-06-24T15:00:00-05:00,2024-06-24T20:00:00+00:00,2024-06-24T16:00:00-05:00,2024-06-24T21:00:00+00:00,HB_HOUSTON,60.63
2024-06-24T16:00:00-05:00,2024-06-24T21:00:00+00:00,2024-06-24T17:00:00-05:00,2024-06-24T22:00:00+00:00,HB_HOUSTON,70.22
2024-06-24T17:00:00-05:00,2024-06-24T22:00:00+00:00,2024-06-24T18:00:00-05:00,2024-06-24T23:00:00+00:00,HB_HOUSTON,69.61
2024-06-24T18:00:00-05:00,2024-06-24T23:00:00+00:00,2024-06-24T19:00:00-05:00,2024-06-25T00:00:00+00:00,HB_HOUSTON,70.91
2024-06-24T19:00:00-05:00,2024-06-25T00:00:00+00:00,2024-06-24T20:00:00-05:00,2024-06-25T01:00:00+00:00,HB_HOUSTON,122.61
2024-06-24T20:00:00-05:00,2024-06-25T01:00:00+00:00,2024-06-24T21:00:00-05:00,2024-06-25T02:00:00+00:00,HB_HOUSTON,116.23
2024-06-24T21:00:00-05:00,2024-06-25T02:00:00+00:00,2024-06-24T22:00:00-05:00,2024-06-25T03:00:00+00:00,HB_HOUSTON,39.12
2024-06-24T22:00:00-05:00,2024-06-25T03:00:00+00:00,2024-06-24T23:00:00-05:00,2024-06-25T04:00:00+00:00,HB_HOUSTON,29.24
2024-06-24T23:00:00-05:00,2024-06-25T04:00:00+00:00,2024-06-25T00:00:00-05:00,2024-06-25T05:00:00+00:00,HB_HOUSTON,23.36
2024-06-25T00:00:00-05:00,2024-06-25T05:00:00+00:00,2024-06-25T01:00:00-05:00,2024-06-25T06:00:00+00:00,HB_HOUSTON,17.48
2024-06-25T01:00:00-05:00,2024-06-25T06:00:00+00:00,2024-06-25T02:00:00-05:00,2024-06-25T07:00:00+00:00,HB_HOUSTON,16.56
2024-06-25T02:00:00-05:00,2024-06-25T07:00:00+00:00,2024-06-25T03:00:00-05:00,2024-06-25T08:00:00+00:00,HB_HOUSTON,15.0
2024-06-25T03:00:00-05:00,2024-06-25T08:00:00+00:00,2024-06-25T04:00:00-05:00,2024-06-25T09:00:00+00:00,HB_HOUSTON,14.59
2024-06-25T04:00:00-05:00,2024-06-25T09:00:00+00:00,2024-06-25T05:00:00-05:00,2024-06-25T10:00:00+00:00,HB_HOUSTON,14.73
2024-06-25T05:00:00-05:00,2024-06-25T10:00:00+00:00,2024-06-25T06:00:00-05:00,2024-06-25T11:00:00+00:00,HB_HOUSTON,16.47
2024-06-25T06:00:00-05:00,2024-06-25T11:00:00+00:00,2024-06-25T07:00:00-05:00,2024-06-25T12:00:00+00:00,HB_HOUSTON,17.79
2024-06-25T07:00:00-05:00,2024-06-25T12:00:00+00:00,2024-06-25T08:00:00-05:00,2024-06-25T13:00:00+00:00,HB_HOUSTON,15.67
2024-06-25T08:00:00-05:00,2024-06-25T13:00:00+00:00,2024-06-25T09:00:00-05:00,2024-06-25T14:00:00+00:00,HB_HOUSTON,14.57
2024-06-25T09:00:00-05:00,2024-06-25T14:00:00+00:00,2024-06-25T10:00:00-05:00,2024-06-25T15:00:00+00:00,HB_HOUSTON,13.82
2024-06-25T10:00:00-05:00,2024-06-25T15:00:00+00:00,2024-06-25T11:00:00-05:00,2024-06-25T16:00:00+00:00,HB_HOUSTON,17.98
2024-06-25T11:00:00-05:00,2024-06-25T16:00:00+00:00,2024-06-25T12:00:00-05:00,2024-06-25T17:00:00+00:00,HB_HOUSTON,23.27
2024-06-25T12:00:00-05:00,2024-06-25T17:00:00+00:00,2024-06-25T13:00:00-05:00,2024-06-25T18:00:00+00:00,HB_HOUSTON,27.75
2024-06-25T13:00:00-05:00,2024-06-25T18:00:00+00:00,2024-06-25T14:00:00-05:00,2024-06-25T19:00:00+00:00,HB_HOUSTON,32.27
2024-06-25T14:00:00-05:00,2024-06-25T19:00:00+00:00,2024-06-25T15:00:00-05:00,2024-06-25T20:00:00+00:00,HB_HOUSTON,34.54
2024-06-25T15:00:00-05:00,2024-06-25T20:00:00+00:00,2024-06-25T16:00:00-05:00,2024-06-25T21:00:00+00:00,HB_HOUSTON,38.14
2024-06-25T16:00:00-05:00,2024-06-25T21:00:00+00:00,2024-06-25T17:00:00-05:00,2024-06-25T22:00:00+00:00,HB_HOUSTON,46.37
2024-06-25T17:00:00-05:00,2024-06-25T22:00:00+00:00,2024-06-25T18:00:00-05:00,2024-06-25T23:00:00+00:00,HB_HOUSTON,45.53
2024-06-25T18:00:00-05:00,2024-06-25T23:00:00+00:00,2024-06-25T19:00:00-05:00,2024-06-26T00:00:00+00:00,HB_HOUSTON,46.47
2024-06-25T19:00:00-05:00,2024-06-26T00:00:00+00:00,2024-06-25T20:00:00-05:00,2024-06-26T01:00:00+00:00,HB_HOUSTON,86.37
2024-06-25T20:00:00-05:00,2024-06-26T01:00:00+00:00,2024-06-25T21:00:00-05:00,2024-06-26T02:00:00+00:00,HB_HOUSTON,71.15
2024-06-25T21:00:00-05:00,2024-06-26T02:00:00+00:00,2024-06-25T22:00:00-05:00,2024-06-26T03:00:00+00:00,HB_HOUSTON,31.02
2024-06-25T22:00:00-05:00,2024-06-26T03:00:00+00:00,2024-06-25T23:00:00-05:00,2024-06-26T04:00:00+00:00,HB_HOUSTON,27.46
2024-06-25T23:00:00-05:00,2024-06-26T04:00:00+00:00,2024-06-26T00:00:00-05:00,2024-06-26T05:00:00+00:00,HB_HOUSTON,22.44
2024-06-26T00:00:00-05:00,2024-06-26T05:00:00+00:00,2024-06-26T01:00:00-05:00,2024-06-26T06:00:00+00:00,HB_HOUSTON,19.74
2024-06-26T01:00:00-05:00,2024-06-26T06:00:00+00:00,2024-06-26T02:00:00-05:00,2024-06-26T07:00:00+00:00,HB_HOUSTON,17.91
2024-06-26T02:00:00-05:00,2024-06-26T07:00:00+00:00,2024-06-26T03:00:00-05:00,2024-06-26T08:00:00+00:00,HB_HOUSTON,16.5
2024-06-26T03:00:00-05:00,2024-06-26T08:00:00+00:00,2024-06-26T04:00:00-05:00,2024-06-26T09:00:00+00:00,HB_HOUSTON,16.17
2024-06-26T04:00:00-05:00,2024-06-26T09:00:00+00:00,2024-06-26T05:00:00-05:00,2024-06-26T10:00:00+00:00,HB_HOUSTON,17.08
2024-06-26T05:00:00-05:00,2024-06-26T10:00:00+00:00,2024-06-26T06:00:00-05:00,2024-06-26T11:00:00+00:00,HB_HOUSTON,18.69
2024-06-26T06:00:00-05:00,2024-06-26T11:00:00+00:00,2024-06-26T07:00:00-05:00,2024-06-26T12:00:00+00:00,HB_HOUSTON,19.7
2024-06-26T07:00:00-05:00,2024-06-26T12:00:00+00:00,2024-06-26T08:00:00-05:00,2024-06-26T13:00:00+00:00,HB_HOUSTON,19.25
2024-06-26T08:00:00-05:00,2024-06-26T13:00:00+00:00,2024-06-26T09:00:00-05:00,2024-06-26T14:00:00+00:00,HB_HOUSTON,18.45
2024-06-26T09:00:00-05:00,2024-06-26T14:00:00+00:00,2024-06-26T10:00:00-05:00,2024-06-26T15:00:00+00:00,HB_HOUSTON,18.91
2024-06-26T10:00:00-05:00,2024-06-26T15:00:00+00:00,2024-06-26T11:00:00-05:00,2024-06-26T16:00:00+00:00,HB_HOUSTON,26.77
2024-06-26T11:00:00-05:00,2024-06-26T16:00:00+00:00,2024-06-26T12:00:00-05:00,2024-06-26T17:00:00+00:00,HB_HOUSTON,33.03
2024-06-26T12:00:00-05:00,2024-06-26T17:00:00+00:00,2024-06-26T13:00:00-05:00,2024-06-26T18:00:00+00:00,HB_HOUSTON,40.15
2024-06-26T13:00:00-05:00,2024-06-26T18:00:00+00:00,2024-06-26T14:00:00-05:00,2024-06-26T19:00:00+00:00,HB_HOUSTON,50.54
2024-06-26T14:00:00-05:00,2024-06-26T19:00:00+00:00,2024-06-26T15:00:00-05:00,2024-06-26T20:00:00+00:00,HB_HOUSTON,61.76
2024-06-26T15:00:00-05:00,2024-06-26T20:00:00+00:00,2024-06-26T16:00:00-05:00,2024-06-26T21:00:00+00:00,HB_HOUSTON,63.74
2024-06-26T16:00:00-05:00,2024-06-26T21:00:00+00:00,2024-06-26T17:00:00-05:00,2024-06-26T22:00:00+00:00,HB_HOUSTON,65.02
2024-06-26T17:00:00-05:00,2024-06-26T22:00:00+00:00,2024-06-26T18:00:00-05:00,2024-06-26T23:00:00+00:00,HB_HOUSTON,60.37
2024-06-26T18:00:00-05:00,2024-06-26T23:00:00+00:00,2024-06-26T19:00:00-05:00,2024-06-27T00:00:00+00:00,HB_HOUSTON,59.72
2024-06-26T19:00:00-05:00,2024-06-27T00:00:00+00:00,2024-06-26T20:00:00-05:00,2024-06-27T01:00:00+00:00,HB_HOUSTON,149.54
2024-06-26T20:00:00-05:00,2024-06-27T01:00:00+00:00,2024-06-26T21:00:00-05:00,2024-06-27T02:00:00+00:00,HB_HOUSTON,136.17
2024-06-26T21:00:00-05:00,2024-06-27T02:00:00+00:00,2024-06-26T22:00:00-05:00,2024-06-27T03:00:00+00:00,HB_HOUSTON,59.01
2024-06-26T22:00:00-05:00,2024-06-27T03:00:00+00:00,2024-06-26T23:00:00-05:00,2024-06-27T04:00:00+00:00,HB_HOUSTON,34.95
2024-06-26T23:00:00-05:00,2024-06-27T04:00:00+00:00,2024-06-27T00:00:00-05:00,2024-06-27T05:00:00+00:00,HB_HOUSTON,28.52
2024-06-27T00:00:00-05:00,2024-06-27T05:00:00+00:00,2024-06-27T01:00:00-05:00,2024-06-27T06:00:00+00:00,HB_HOUSTON,27.74
2024-06-27T01:00:00-05:00,2024-06-27T06:00:00+00:00,2024-06-27T02:00:00-05:00,2024-06-27T07:00:00+00:00,HB_HOUSTON,24.72
2024-06-27T02:00:00-05:00,2024-06-27T07:00:00+00:00,2024-06-27T03:00:00-05:00,2024-06-27T08:00:00+00:00,HB_HOUSTON,22.59
2024-06-27T03:00:00-05:00,2024-06-27T08:00:00+00:00,2024-06-27T04:00:00-05:00,2024-06-27T09:00:00+00:00,HB_HOUSTON,22.41
2024-06-27T04:00:00-05:00,2024-06-27T09:00:00+00:00,2024-06-27T05:00:00-05:00,2024-06-27T10:00:00+00:00,HB_HOUSTON,23.87
2024-06-27T05:00:00-05:00,2024-06-27T10:00:00+00:00,2024-06-27T06:00:00-05:00,2024-06-27T11:00:00+00:00,HB_HOUSTON,25.6
2024-06-27T06:00:00-05:00,2024-06-27T11:00:00+00:00,2024-06-27T07:00:00-05:00,2024-06-27T12:00:00+00:00,HB_HOUSTON,26.14
2024-06-27T07:00:00-05:00,2024-06-27T12:00:00+00:00,2024-06-27T08:00:00-05:00,2024-06-27T13:00:00+00:00,HB_HOUSTON,24.54
2024-06-27T08:00:00-05:00,2024-06-27T13:00:00+00:00,2024-06-27T09:00:00-05:00,2024-06-27T14:00:00+00:00,HB_HOUSTON,21.78
2024-06-27T09:00:00-05:00,2024-06-27T14:00:00+00:00,2024-06-27T10:00:00-05:00,2024-06-27T15:00:00+00:00,HB_HOUSTON,21.19
2024-06-27T10:00:00-05:00,2024-06-27T15:00:00+00:00,2024-06-27T11:00:00-05:00,2024-06-27T16:00:00+00:00,HB_HOUSTON,27.9
2024-06-27T11:00:00-05:00,2024-06-27T16:00:00+00:00,2024-06-27T12:00:00-05:00,2024-06-27T17:00:00+00:00,HB_HOUSTON,33.47
2024-06-27T12:00:00-05:00,2024-06-27T17:00:00+00:00,2024-06-27T13:00:00-05:00,2024-06-27T18:00:00+00:00,HB_HOUSTON,40.86
2024-06-27T13:00:00-05:00,2024-06-27T18:00:00+00:00,2024-06-27T14:00:00-05:00,2024-06-27T19:00:00+00:00,HB_HOUSTON,51.99
2024-06-27T14:00:00-05:00,2024-06-27T19:00:00+00:00,2024-06-27T15:00:00-05:00,2024-06-27T20:00:00+00:00,HB_HOUSTON,55.2
2024-06-27T15:00:00-05:00,2024-06-27T20:00:00+00:00,2024-06-27T16:00:00-05:00,2024-06-27T21:00:00+00:00,HB_HOUSTON,55.97
2024-06-27T16:00:00-05:00,2024-06-27T21:00:00+00:00,2024-06-27T17:00:00-05:00,2024-06-27T22:00:00+00:00,HB_HOUSTON,53.17
2024-06-27T17:00:00-05:00,2024-06-27T22:00:00+00:00,2024-06-27T18:00:00-05:00,2024-06-27T23:00:00+00:00,HB_HOUSTON,42.96
2024-06-27T18:00:00-05:00,2024-06-27T23:00:00+00:00,2024-06-27T19:00:00-05:00,2024-06-28T00:00:00+00:00,HB_HOUSTON,43.21
2024-06-27T19:00:00-05:00,2024-06-28T00:00:00+00:00,2024-06-27T20:00:00-05:00,2024-06-28T01:00:00+00:00,HB_HOUSTON,59.27
2024-06-27T20:00:00-05:00,2024-06-28T01:00:00+00:00,2024-06-27T21:00:00-05:00,2024-06-28T02:00:00+00:00,HB_HOUSTON,50.3
2024-06-27T21:00:00-05:00,2024-06-28T02:00:00+00:00,2024-06-27T22:00:00-05:00,2024-06-28T03:00:00+00:00,HB_HOUSTON,31.79
2024-06-27T22:00:00-05:00,2024-06-28T03:00:00+00:00,2024-06-27T23:00:00-05:00,2024-06-28T04:00:00+00:00,HB_HOUSTON,28.44
2024-06-27T23:00:00-05:00,2024-06-28T04:00:00+00:00,2024-06-28T00:00:00-05:00,2024-06-28T05:00:00+00:00,HB_HOUSTON,22.03
2024-06-28T00:00:00-05:00,2024-06-28T05:00:00+00:00,2024-06-28T01:00:00-05:00,2024-06-28T06:00:00+00:00,HB_HOUSTON,19.96
2024-06-28T01:00:00-05:00,2024-06-28T06:00:00+00:00,2024-06-28T02:00:00-05:00,2024-06-28T07:00:00+00:00,HB_HOUSTON,18.42
2024-06-28T02:00:00-05:00,2024-06-28T07:00:00+00:00,2024-06-28T03:00:00-05:00,2024-06-28T08:00:00+00:00,HB_HOUSTON,17.02
2024-06-28T03:00:00-05:00,2024-06-28T08:00:00+00:00,2024-06-28T04:00:00-05:00,2024-06-28T09:00:00+00:00,HB_HOUSTON,15.86
2024-06-28T04:00:00-05:00,2024-06-28T09:00:00+00:00,2024-06-28T05:00:00-05:00,2024-06-28T10:00:00+00:00,HB_HOUSTON,15.36
2024-06-28T05:00:00-05:00,2024-06-28T10:00:00+00:00,2024-06-28T06:00:00-05:00,2024-06-28T11:00:00+00:00,HB_HOUSTON,17.04
2024-06-28T06:00:00-05:00,2024-06-28T11:00:00+00:00,2024-06-28T07:00:00-05:00,2024-06-28T12:00:00+00:00,HB_HOUSTON,16.91
2024-06-28T07:00:00-05:00,2024-06-28T12:00:00+00:00,2024-06-28T08:00:00-05:00,2024-06-28T13:00:00+00:00,HB_HOUSTON,15.89
2024-06-28T08:00:00-05:00,2024-06-28T13:00:00+00:00,2024-06-28T09:00:00-05:00,2024-06-28T14:00:00+00:00,HB_HOUSTON,14.53
2024-06-28T09:00:00-05:00,2024-06-28T14:00:00+00:00,2024-06-28T10:00:00-05:00,2024-06-28T15:00:00+00:00,HB_HOUSTON,14.75
2024-06-28T10:00:00-05:00,2024-06-28T15:00:00+00:00,2024-06-28T11:00:00-05:00,2024-06-28T16:00:00+00:00,HB_HOUSTON,17.94
2024-06-28T11:00:00-05:00,2024-06-28T16:00:00+00:00,2024-06-28T12:00:00-05:00,2024-06-28T17:00:00+00:00,HB_HOUSTON,22.23
2024-06-28T12:00:00-05:00,2024-06-28T17:00:00+00:00,2024-06-28T13:00:00-05:00,2024-06-28T18:00:00+00:00,HB_HOUSTON,28.0
2024-06-28T13:00:00-05:00,2024-06-28T18:00:00+00:00,2024-06-28T14:00:00-05:00,2024-06-28T19:00:00+00:00,HB_HOUSTON,32.84
2024-06-28T14:00:00-05:00,2024-06-28T19:00:00+00:00,2024-06-28T15:00:00-05:00,2024-06-28T20:00:00+00:00,HB_HOUSTON,36.32
2024-06-28T15:00:00-05:00,2024-06-28T20:00:00+00:00,2024-06-28T16:00:00-05:00,2024-06-28T21:00:00+00:00,HB_HOUSTON,41.87
2024-06-28T16:00:00-05:00,2024-06-28T21:00:00+00:00,2024-06-28T17:00:00-05:00,2024-06-28T22:00:00+00:00,HB_HOUSTON,40.15
2024-06-28T17:00:00-05:00,2024-06-28T22:00:00+00:00,2024-06-28T18:00:00-05:00,2024-06-28T23:00:00+00:00,HB_HOUSTON,36.77
2024-06-28T18:00:00-05:00,2024-06-28T23:00:00+00:00,2024-06-28T19:00:00-05:00,2024-06-29T00:00:00+00:00,HB_HOUSTON,29.75
2024-06-28T19:00:00-05:00,2024-06-29T00:00:00+00:00,2024-06-28T20:00:00-05:00,2024-06-29T01:00:00+00:00,HB_HOUSTON,44.48
2024-06-28T20:00:00-05:00,2024-06-29T01:00:00+00:00,2024-06-28T21:00:00-05:00,2024-06-29T02:00:00+00:00,HB_HOUSTON,36.72
2024-06-28T21:00:00-05:00,2024-06-29T02:00:00+00:00,2024-06-28T22:00:00-05:00,2024-06-29T03:00:00+00:00,HB_HOUSTON,25.78
2024-06-28T22:00:00-05:00,2024-06-29T03:00:00+00:00,2024-06-28T23:00:00-05:00,2024-06-29T04:00:00+00:00,HB_HOUSTON,24.06
2024-06-28T23:00:00-05:00,2024-06-29T04:00:00+00:00,2024-06-29T00:00:00-05:00,2024-06-29T05:00:00+00:00,HB_HOUSTON,19.11
2024-06-29T00:00:00-05:00,2024-06-29T05:00:00+00:00,2024-06-29T01:00:00-05:00,2024-06-29T06:00:00+00:00,HB_HOUSTON,20.79
2024-06-29T01:00:00-05:00,2024-06-29T06:00:00+00:00,2024-06-29T02:00:00-05:00,2024-06-29T07:00:00+00:00,HB_HOUSTON,17.8
2024-06-29T02:00:00-05:00,2024-06-29T07:00:00+00:00,2024-06-29T03:00:00-05:00,2024-06-29T08:00:00+00:00,HB_HOUSTON,16.16
2024-06-29T03:00:00-05:00,2024-06-29T08:00:00+00:00,2024-06-29T04:00:00-05:00,2024-06-29T09:00:00+00:00,HB_HOUSTON,14.81
2024-06-29T04:00:00-05:00,2024-06-29T09:00:00+00:00,2024-06-29T05:00:00-05:00,2024-06-29T10:00:00+00:00,HB_HOUSTON,15.25
2024-06-29T05:00:00-05:00,2024-06-29T10:00:00+00:00,2024-06-29T06:00:00-05:00,2024-06-29T11:00:00+00:00,HB_HOUSTON,16.29
2024-06-29T06:00:00-05:00,2024-06-29T11:00:00+00:00,2024-06-29T07:00:00-05:00,2024-06-29T12:00:00+00:00,HB_HOUSTON,17.29
2024-06-29T07:00:00-05:00,2024-06-29T12:00:00+00:00,2024-06-29T08:00:00-05:00,2024-06-29T13:00:00+00:00,HB_HOUSTON,16.61
2024-06-29T08:00:00-05:00,2024-06-29T13:00:00+00:00,2024-06-29T09:00:00-05:00,2024-06-29T14:00:00+00:00,HB_HOUSTON,14.63
2024-06-29T09:00:00-05:00,2024-06-29T14:00:00+00:00,2024-06-29T10:00:00-05:00,2024-06-29T15:00:00+00:00,HB_HOUSTON,15.41
2024-06-29T10:00:00-05:00,2024-06-29T15:00:00+00:00,2024-06-29T11:00:00-05:00,2024-06-29T16:00:00+00:00,HB_HOUSTON,18.71
2024-06-29T11:00:00-05:00,2024-06-29T16:00:00+00:00,2024-06-29T12:00:00-05:00,2024-06-29T17:00:00+00:00,HB_HOUSTON,23.5
2024-06-29T12:00:00-05:00,2024-06-29T17:00:00+00:00,2024-06-29T13:00:00-05:00,2024-06-29T18:00:00+00:00,HB_HOUSTON,29.71
2024-06-29T13:00:00-05:00,2024-06-29T18:00:00+00:00,2024-06-29T14:00:00-05:00,2024-06-29T19:00:00+00:00,HB_HOUSTON,36.06
2024-06-29T14:00:00-05:00,2024-06-29T19:00:00+00:00,2024-06-29T15:00:00-05:00,2024-06-29T20:00:00+00:00,HB_HOUSTON,34.39
2024-06-29T15:00:00-05:00,2024-06-29T20:00:00+00:00,2024-06-29T16:00:00-05:00,2024-06-29T21:00:00+00:00,HB_HOUSTON,36.59
2024-06-29T16:00:00-05:00,2024-06-29T21:00:00+00:00,2024-06-29T17:00:00-05:00,2024-06-29T22:00:00+00:00,HB_HOUSTON,36.34
2024-06-29T17:00:00-05:00,2024-06-29T22:00:00+00:00,2024-06-29T18:00:00-05:00,2024-06-29T23:00:00+00:00,HB_HOUSTON,33.06
2024-06-29T18:00:00-05:00,2024-06-29T23:00:00+00:00,2024-06-29T19:00:00-05:00,2024-06-30T00:00:00+00:00,HB_HOUSTON,32.99
2024-06-29T19:00:00-05:00,2024-06-30T00:00:00+00:00,2024-06-29T20:00:00-05:00,2024-06-30T01:00:00+00:00,HB_HOUSTON,43.23
2024-06-29T20:00:00-05:00,2024-06-30T01:00:00+00:00,2024-06-29T21:00:00-05:00,2024-06-30T02:00:00+00:00,HB_HOUSTON,54.43
2024-06-29T21:00:00-05:00,2024-06-30T02:00:00+00:00,2024-06-29T22:00:00-05:00,2024-06-30T03:00:00+00:00,HB_HOUSTON,33.03
2024-06-29T22:00:00-05:00,2024-06-30T03:00:00+00:00,2024-06-29T23:00:00-05:00,2024-06-30T04:00:00+00:00,HB_HOUSTON,28.34
2024-06-29T23:00:00-05:00,2024-06-30T04:00:00+00:00,2024-06-30T00:00:00-05:00,2024-06-30T05:00:00+00:00,HB_HOUSTON,23.41
2024-06-30T00:00:00-05:00,2024-06-30T05:00:00+00:00,2024-06-30T01:00:00-05:00,2024-06-30T06:00:00+00:00,HB_HOUSTON,19.18
2024-06-30T01:00:00-05:00,2024-06-30T06:00:00+00:00,2024-06-30T02:00:00-05:00,2024-06-30T07:00:00+00:00,HB_HOUSTON,18.08
2024-06-30T02:00:00-05:00,2024-06-30T07:00:00+00:00,2024-06-30T03:00:00-05:00,2024-06-30T08:00:00+00:00,HB_HOUSTON,17.61
2024-06-30T03:00:00-05:00,2024-06-30T08:00:00+00:00,2024-06-30T04:00:00-05:00,2024-06-30T09:00:00+00:00,HB_HOUSTON,17.67
2024-06-30T04:00:00-05:00,2024-06-30T09:00:00+00:00,2024-06-30T05:00:00-05:00,2024-06-30T10:00:00+00:00,HB_HOUSTON,17.37
2024-06-30T05:00:00-05:00,2024-06-30T10:00:00+00:00,2024-06-30T06:00:00-05:00,2024-06-30T11:00:00+00:00,HB_HOUSTON,18.61
2024-06-30T06:00:00-05:00,2024-06-30T11:00:00+00:00,2024-06-30T07:00:00-05:00,2024-06-30T12:00:00+00:00,HB_HOUSTON,18.26
2024-06-30T07:00:00-05:00,2024-06-30T12:00:00+00:00,2024-06-30T08:00:00-05:00,2024-06-30T13:00:00+00:00,HB_HOUSTON,15.81
2024-06-30T08:00:00-05:00,2024-06-30T13:00:00+00:00,2024-06-30T09:00:00-05:00,2024-06-30T14:00:00+00:00,HB_HOUSTON,15.2
2024-06-30T09:00:00-05:00,2024-06-30T14:00:00+00:00,2024-06-30T10:00:00-05:00,2024-06-30T15:00:00+00:00,HB_HOUSTON,16.5
2024-06-30T10:00:00-05:00,2024-06-30T15:00:00+00:00,2024-06-30T11:00:00-05:00,2024-06-30T16:00:00+00:00,HB_HOUSTON,19.83
2024-06-30T11:00:00-05:00,2024-06-30T16:00:00+00:00,2024-06-30T12:00:00-05:00,2024-06-30T17:00:00+00:00,HB_HOUSTON,23.17
2024-06-30T12:00:00-05:00,2024-06-30T17:00:00+00:00,2024-06-30T13:00:00-05:00,2024-06-30T18:00:00+00:00,HB_HOUSTON,28.88
2024-06-30T13:00:00-05:00,2024-06-30T18:00:00+00:00,2024-06-30T14:00:00-05:00,2024-06-30T19:00:00+00:00,HB_HOUSTON,31.88
2024-06-30T14:00:00-05:00,2024-06-30T19:00:00+00:00,2024-06-30T15:00:00-05:00,2024-06-30T20:00:00+00:00,HB_HOUSTON,34.54
2024-06-30T15:00:00-05:00,2024-06-30T20:00:00+00:00,2024-06-30T16:00:00-05:00,2024-06-30T21:00:00+00:00,HB_HOUSTON,37.77
2024-06-30T16:00:00-05:00,2024-06-30T21:00:00+00:00,2024-06-30T17:00:00-05:00,2024-06-30T22:00:00+00:00,HB_HOUSTON,39.08
2024-06-30T17:00:00-05:00,2024-06-30T22:00:00+00:00,2024-06-30T18:00:00-05:00,2024-06-30T23:00:00+00:00,HB_HOUSTON,39.3
2024-06-30T18:00:00-05:00,2024-06-30T23:00:00+00:00,2024-06-30T19:00:00-05:00,2024-07-01T00:00:00+00:00,HB_HOUSTON,37.43
2024-06-30T19:00:00-05:00,2024-07-01T00:00:00+00:00,2024-06-30T20:00:00-05:00,2024-07-01T01:00:00+00:00,HB_HOUSTON,63.14
2024-06-30T20:00:00-05:00,2024-07-01T01:00:00+00:00,2024-06-30T21:00:00-05:00,2024-07-01T02:00:00+00:00,HB_HOUSTON,71.21
2024-06-30T21:00:00-05:00,2024-07-01T02:00:00+00:00,2024-06-30T22:00:00-05:00,2024-07-01T03:00:00+00:00,HB_HOUSTON,37.83
2024-06-30T22:00:00-05:00,2024-07-01T03:00:00+00:00,2024-06-30T23:00:00-05:00,2024-07-01T04:00:00+00:00,HB_HOUSTON,24.83
2024-06-30T23:00:00-05:00,2024-07-01T04:00:00+00:00,2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,HB_HOUSTON,19.56
2024-07-01T00:00:00-05:00,2024-07-01T05:00:00+00:00,2024-07-01T01:00:00-05:00,2024-07-01T06:00:00+00:00,HB_HOUSTON,20.6
2024-07-01T01:00:00-05:00,2024-07-01T06:00:00+00:00,2024-07-01T02:00:00-05:00,2024-07-01T07:00:00+00:00,HB_HOUSTON,18.63
