interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2024-07-20T02:00:00-05:00,2024-07-20T07:00:00+00:00,2024-07-20T03:00:00-05:00,2024-07-20T08:00:00+00:00,HB_HOUSTON,11.69
2024-07-20T03:00:00-05:00,2024-07-20T08:00:00+00:00,2024-07-20T04:00:00-05:00,2024-07-20T09:00:00+00:00,HB_HOUSTON,11.36
2024-07-20T04:00:00-05:00,2024-07-20T09:00:00+00:00,2024-07-20T05:00:00-05:00,2024-07-20T10:00:00+00:00,HB_HOUSTON,11.16
2024-07-20T05:00:00-05:00,2024-07-20T10:00:00+00:00,2024-07-20T06:00:00-05:00,2024-07-20T11:00:00+00:00,HB_HOUSTON,12.34
2024-07-20T06:00:00-05:00,2024-07-20T11:00:00+00:00,2024-07-20T07:00:00-05:00,2024-07-20T12:00:00+00:00,HB_HOUSTON,15.07
2024-07-20T07:00:00-05:00,2024-07-20T12:00:00+00:00,2024-07-20T08:00:00-05:00,2024-07-20T13:00:00+00:00,HB_HOUSTON,13.1
2024-07-20T08:00:00-05:00,2024-07-20T13:00:00+00:00,2024-07-20T09:00:00-05:00,2024-07-20T14:00:00+00:00,HB_HOUSTON,9.83
2024-07-20T09:00:00-05:00,2024-07-20T14:00:00+00:00,2024-07-20T10:00:00-05:00,2024-07-20T15:00:00+00:00,HB_HOUSTON,9.63
2024-07-20T10:00:00-05:00,2024-07-20T15:00:00+00:00,2024-07-20T11:00:00-05:00,2024-07-20T16:00:00+00:00,HB_HOUSTON,13.16
2024-07-20T11:00:00-05:00,2024-07-20T16:00:00+00:00,2024-07-20T12:00:00-05:00,2024-07-20T17:00:00+00:00,HB_HOUSTON,17.88
2024-07-20T12:00:00-05:00,2024-07-20T17:00:00+00:00,2024-07-20T13:00:00-05:00,2024-07-20T18:00:00+00:00,HB_HOUSTON,25.66
2024-07-20T13:00:00-05:00,2024-07-20T18:00:00+00:00,2024-07-20T14:00:00-05:00,2024-07-20T19:00:00+00:00,HB_HOUSTON,27.46
2024-07-20T14:00:00-05:00,2024-07-20T19:00:00+00:00,2024-07-20T15:00:00-05:00,2024-07-20T20:00:00+00:00,HB_HOUSTON,28.26
2024-07-20T15:00:00-05:00,2024-07-20T20:00:00+00:00,2024-07-20T16:00:00-05:00,2024-07-20T21:00:00+00:00,HB_HOUSTON,30.63
2024-07-20T16:00:00-05:00,2024-07-20T21:00:00+00:00,2024-07-20T17:00:00-05:00,2024-07-20T22:00:00+00:00,HB_HOUSTON,33.32
2024-07-20T17:00:00-05:00,2024-07-20T22:00:00+00:00,2024-07-20T18:00:00-05:00,2024-07-20T23:00:00+00:00,HB_HOUSTON,35.15
2024-07-20T18:00:00-05:00,2024-07-20T23:00:00+00:00,2024-07-20T19:00:00-05:00,2024-07-21T00:00:00+00:00,HB_HOUSTON,35.3
2024-07-20T19:00:00-05:00,2024-07-21T00:00:00+00:00,2024-07-20T20:00:00-05:00,2024-07-21T01:00:00+00:00,HB_HOUSTON,46.96
2024-07-20T20:00:00-05:00,2024-07-21T01:00:00+00:00,2024-07-20T21:00:00-05:00,2024-07-21T02:00:00+00:00,HB_HOUSTON,53.96
2024-07-20T21:00:00-05:00,2024-07-21T02:00:00+00:00,2024-07-20T22:00:00-05:00,2024-07-21T03:00:00+00:00,HB_HOUSTON,28.89
2024-07-20T22:00:00-05:00,2024-07-21T03:00:00+00:00,2024-07-20T23:00:00-05:00,2024-07-21T04:00:00+00:00,HB_HOUSTON,21.65
2024-07-20T23:00:00-05:00,2024-07-21T04:00:00+00:00,2024-07-21T00:00:00-05:00,2024-07-21T05:00:00+00:00,HB_HOUSTON,21.5
2024-07-21T00:00:00-05:00,2024-07-21T05:00:00+00:00,2024-07-21T01:00:00-05:00,2024-07-21T06:00:00+00:00,HB_HOUSTON,18.61
2024-07-21T01:00:00-05:00,2024-07-21T06:00:00+00:00,2024-07-21T02:00:00-05:00,2024-07-21T07:00:00+00:00,HB_HOUSTON,18.1
2024-07-21T02:00:00-05:00,2024-07-21T07:00:00+00:00,2024-07-21T03:00:00-05:00,2024-07-21T08:00:00+00:00,HB_HOUSTON,16.67
2024-07-21T03:00:00-05:00,2024-07-21T08:00:00+00:00,2024-07-21T04:00:00-05:00,2024-07-21T09:00:00+00:00,HB_HOUSTON,16.49
2024-07-21T04:00:00-05:00,2024-07-21T09:00:00+00:00,2024-07-21T05:00:00-05:00,2024-07-21T10:00:00+00:00,HB_HOUSTON,16.24
2024-07-21T05:00:00-05:00,2024-07-21T10:00:00+00:00,2024-07-21T06:00:00-05:00,2024-07-21T11:00:00+00:00,HB_HOUSTON,15.71
2024-07-21T06:00:00-05:00,2024-07-21T11:00:00+00:00,2024-07-21T07:00:00-05:00,2024-07-21T12:00:00+00:00,HB_HOUSTON,17.11
2024-07-21T07:00:00-05:00,2024-07-21T12:00:00+00:00,2024-07-21T08:00:00-05:00,2024-07-21T13:00:00+00:00,HB_HOUSTON,15.48
2024-07-21T08:00:00-05:00,2024-07-21T13:00:00+00:00,2024-07-21T09:00:00-05:00,2024-07-21T14:00:00+00:00,HB_HOUSTON,13.3
2024-07-21T09:00:00-05:00,2024-07-21T14:00:00+00:00,2024-07-21T10:00:00-05:00,2024-07-21T15:00:00+00:00,HB_HOUSTON,14.95
2024-07-21T10:00:00-05:00,2024-07-21T15:00:00+00:00,2024-07-21T11:00:00-05:00,2024-07-21T16:00:00+00:00,HB_HOUSTON,18.1
2024-07-21T11:00:00-05:00,2024-07-21T16:00:00+00:00,2024-07-21T12:00:00-05:00,2024-07-21T17:00:00+00:00,HB_HOUSTON,19.77
2024-07-21T12:00:00-05:00,2024-07-21T17:00:00+00:00,2024-07-21T13:00:00-05:00,2024-07-21T18:00:00+00:00,HB_HOUSTON,21.21
2024-07-21T13:00:00-05:00,2024-07-21T18:00:00+00:00,2024-07-21T14:00:00-05:00,2024-07-21T19:00:00+00:00,HB_HOUSTON,23.61
2024-07-21T14:00:00-05:00,2024-07-21T19:00:00+00:00,2024-07-21T15:00:00-05:00,2024-07-21T20:00:00+00:00,HB_HOUSTON,23.54
2024-07-21T15:00:00-05:00,2024-07-21T20:00:00+00:00,2024-07-21T16:00:00-05:00,2024-07-21T21:00:00+00:00,HB_HOUSTON,25.05
2024-07-21T16:00:00-05:00,2024-07-21T21:00:00+00:00,2024-07-21T17:00:00-05:00,2024-07-21T22:00:00+00:00,HB_HOUSTON,24.93
2024-07-21T17:00:00-05:00,2024-07-21T22:00:00+00:00,2024-07-21T18:00:00-05:00,2024-07-21T23:00:00+00:00,HB_HOUSTON,25.61
2024-07-21T18:00:00-05:00,2024-07-21T23:00:00+00:00,2024-07-21T19:00:00-05:00,2024-07-22T00:00:00+00:00,HB_HOUSTON,28.82
2024-07-21T19:00:00-05:00,2024-07-22T00:00:00+00:00,2024-07-21T20:00:00-05:00,2024-07-22T01:00:00+00:00,HB_HOUSTON,43.5
2024-07-21T20:00:00-05:00,2024-07-22T01:00:00+00:00,2024-07-21T21:00:00-05:00,2024-07-22T02:00:00+00:00,HB_HOUSTON,45.59
2024-07-21T21:00:00-05:00,2024-07-22T02:00:00+00:00,2024-07-21T22:00:00-05:00,2024-07-22T03:00:00+00:00,HB_HOUSTON,30.37
2024-07-21T22:00:00-05:00,2024-07-22T03:00:00+00:00,2024-07-21T23:00:00-05:00,2024-07-22T04:00:00+00:00,HB_HOUSTON,21.59
2024-07-21T23:00:00-05:00,2024-07-22T04:00:00+00:00,2024-07-22T00:00:00-05:00,2024-07-22T05:00:00+00:00,HB_HOUSTON,20.81
2024-07-22T00:00:00-05:00,2024-07-22T05:00:00+00:00,2024-07-22T01:00:00-05:00,2024-07-22T06:00:00+00:00,HB_HOUSTON,17.54
2024-07-22T01:00:00-05:00,2024-07-22T06:00:00+00:00,2024-07-22T02:00:00-05:00,2024-07-22T07:00:00+00:00,HB_HOUSTON,16.61
2024-07-22T02:00:00-05:00,2024-07-22T07:00:00+00:00,2024-07-22T03:00:00-05:00,2024-07-22T08:00:00+00:00,HB_HOUSTON,16.43
2024-07-22T03:00:00-05:00,2024-07-22T08:00:00+00:00,2024-07-22T04:00:00-05:00,2024-07-22T09:00:00+00:00,HB_HOUSTON,15.9
2024-07-22T04:00:00-05:00,2024-07-22T09:00:00+00:00,2024-07-22T05:00:00-05:00,2024-07-22T10:00:00+00:00,HB_HOUSTON,15.82
2024-07-22T05:00:00-05:00,2024-07-22T10:00:00+00:00,2024-07-22T06:00:00-05:00,2024-07-22T11:00:00+00:00,HB_HOUSTON,16.89
2024-07-22T06:00:00-05:00,2024-07-22T11:00:00+00:00,2024-07-22T07:00:00-05:00,2024-07-22T12:00:00+00:00,HB_HOUSTON,20.5
2024-07-22T07:00:00-05:00,2024-07-22T12:00:00+00:00,2024-07-22T08:00:00-05:00,2024-07-22T13:00:00+00:00,HB_HOUSTON,19.77
2024-07-22T08:00:00-05:00,2024-07-22T13:00:00+00:00,2024-07-22T09:00:00-05:00,2024-07-22T14:00:00+00:00,HB_HOUSTON,17.75
2024-07-22T09:00:00-05:00,2024-07-22T14:00:00+00:00,2024-07-22T10:00:00-05:00,2024-07-22T15:00:00+00:00,HB_HOUSTON,18.39
2024-07-22T10:00:00-05:00,2024-07-22T15:00:00+00:00,2024-07-22T11:00:00-05:00,2024-07-22T16:00:00+00:00,HB_HOUSTON,23.48
2024-07-22T11:00:00-05:00,2024-07-22T16:00:00+00:00,2024-07-22T12:00:00-05:00,2024-07-22T17:00:00+00:00,HB_HOUSTON,25.89
2024-07-22T12:00:00-05:00,2024-07-22T17:00:00+00:00,2024-07-22T13:00:00-05:00,2024-07-22T18:00:00+00:00,HB_HOUSTON,26.71
2024-07-22T13:00:00-05:00,2024-07-22T18:00:00+00:00,2024-07-22T14:00:00-05:00,2024-07-22T19:00:00+00:00,HB_HOUSTON,26.26
2024-07-22T14:00:00-05:00,2024-07-22T19:00:00+00:00,2024-07-22T15:00:00-05:00,2024-07-22T20:00:00+00:00,HB_HOUSTON,23.74
2024-07-22T15:00:00-05:00,2024-07-22T20:00:00+00:00,2024-07-22T16:00:00-05:00,2024-07-22T21:00:00+00:00,HB_HOUSTON,23.56
2024-07-22T16:00:00-05:00,2024-07-22T21:00:00+00:00,2024-07-22T17:00:00-05:00,2024-07-22T22:00:00+00:00,HB_HOUSTON,24.14
2024-07-22T17:00:00-05:00,2024-07-22T22:00:00+00:00,2024-07-22T18:00:00-05:00,2024-07-22T23:00:00+00:00,HB_HOUSTON,24.96
2024-07-22T18:00:00-05:00,2024-07-22T23:00:00+00:00,2024-07-22T19:00:00-05:00,2024-07-23T00:00:00+00:00,HB_HOUSTON,26.6
2024-07-22T19:00:00-05:00,2024-07-23T00:00:00+00:00,2024-07-22T20:00:00-05:00,2024-07-23T01:00:00+00:00,HB_HOUSTON,26.06
2024-07-22T20:00:00-05:00,2024-07-23T01:00:00+00:00,2024-07-22T21:00:00-05:00,2024-07-23T02:00:00+00:00,HB_HOUSTON,36.45
2024-07-22T21:00:00-05:00,2024-07-23T02:00:00+00:00,2024-07-22T22:00:00-05:00,2024-07-23T03:00:00+00:00,HB_HOUSTON,29.28
2024-07-22T22:00:00-05:00,2024-07-23T03:00:00+00:00,2024-07-22T23:00:00-05:00,2024-07-23T04:00:00+00:00,HB_HOUSTON,21.36
2024-07-22T23:00:00-05:00,2024-07-23T04:00:00+00:00,2024-07-23T00:00:00-05:00,2024-07-23T05:00:00+00:00,HB_HOUSTON,19.64
2024-07-23T00:00:00-05:00,2024-07-23T05:00:00+00:00,2024-07-23T01:00:00-05:00,2024-07-23T06:00:00+00:00,HB_HOUSTON,21.16
2024-07-23T01:00:00-05:00,2024-07-23T06:00:00+00:00,2024-07-23T02:00:00-05:00,2024-07-23T07:00:00+00:00,HB_HOUSTON,19.64
2024-07-23T02:00:00-05:00,2024-07-23T07:00:00+00:00,2024-07-23T03:00:00-05:00,2024-07-23T08:00:00+00:00,HB_HOUSTON,17.96
2024-07-23T03:00:00-05:00,2024-07-23T08:00:00+00:00,2024-07-23T04:00:00-05:00,2024-07-23T09:00:00+00:00,HB_HOUSTON,17.24
2024-07-23T04:00:00-05:00,2024-07-23T09:00:00+00:00,2024-07-23T05:00:00-05:00,2024-07-23T10:00:00+00:00,HB_HOUSTON,17.92
2024-07-23T05:00:00-05:00,2024-07-23T10:00:00+00:00,2024-07-23T06:00:00-05:00,2024-07-23T11:00:00+00:00,HB_HOUSTON,19.32
2024-07-23T06:00:00-05:00,2024-07-23T11:00:00+00:00,2024-07-23T07:00:00-05:00,2024-07-23T12:00:00+00:00,HB_HOUSTON,21.8
2024-07-23T07:00:00-05:00,2024-07-23T12:00:00+00:00,2024-07-23T08:00:00-05:00,2024-07-23T13:00:00+00:00,HB_HOUSTON,19.46
2024-07-23T08:00:00-05:00,2024-07-23T13:00:00+00:00,2024-07-23T09:00:00-05:00,2024-07-23T14:00:00+00:00,HB_HOUSTON,17.15
2024-07-23T09:00:00-05:00,2024-07-23T14:00:00+00:00,2024-07-23T10:00:00-05:00,2024-07-23T15:00:00+00:00,HB_HOUSTON,16.98
2024-07-23T10:00:00-05:00,2024-07-23T15:00:00+00:00,2024-07-23T11:00:00-05:00,2024-07-23T16:00:00+00:00,HB_HOUSTON,18.2
2024-07-23T11:00:00-05:00,2024-07-23T16:00:00+00:00,2024-07-23T12:00:00-05:00,2024-07-23T17:00:00+00:00,HB_HOUSTON,19.12
2024-07-23T12:00:00-05:00,2024-07-23T17:00:00+00:00,2024-07-23T13:00:00-05:00,2024-07-23T18:00:00+00:00,HB_HOUSTON,20.62
2024-07-23T13:00:00-05:00,2024-07-23T18:00:00+00:00,2024-07-23T14:00:00-05:00,2024-07-23T19:00:00+00:00,HB_HOUSTON,21.42
2024-07-23T14:00:00-05:00,2024-07-23T19:00:00+00:00,2024-07-23T15:00:00-05:00,2024-07-23T20:00:00+00:00,HB_HOUSTON,22.52
2024-07-23T15:00:00-05:00,2024-07-23T20:00:00+00:00,2024-07-23T16:00:00-05:00,2024-07-23T21:00:00+00:00,HB_HOUSTON,23.06
2024-07-23T16:00:00-05:00,2024-07-23T21:00:00+00:00,2024-07-23T17:00:00-05:00,2024-07-23T22:00:00+00:00,HB_HOUSTON,23.28
2024-07-23T17:00:00-05:00,2024-07-23T22:00:00+00:00,2024-07-23T18:00:00-05:00,2024-07-23T23:00:00+00:00,HB_HOUSTON,22.78
2024-07-23T18:00:00-05:00,2024-07-23T23:00:00+00:00,2024-07-23T19:00:00-05:00,2024-07-24T00:00:00+00:00,HB_HOUSTON,26.01
2024-07-23T19:00:00-05:00,2024-07-24T00:00:00+00:00,2024-07-23T20:00:00-05:00,2024-07-24T01:00:00+00:00,HB_HOUSTON,36.92
2024-07-23T20:00:00-05:00,2024-07-24T01:00:00+00:00,2024-07-23T21:00:00-05:00,2024-07-24T02:00:00+00:00,HB_HOUSTON,44.24
2024-07-23T21:00:00-05:00,2024-07-24T02:00:00+00:00,2024-07-23T22:00:00-05:00,2024-07-24T03:00:00+00:00,HB_HOUSTON,29.91
2024-07-23T22:00:00-05:00,2024-07-24T03:00:00+00:00,2024-07-23T23:00:00-05:00,2024-07-24T04:00:00+00:00,HB_HOUSTON,23.52
2024-07-23T23:00:00-05:00,2024-07-24T04:00:00+00:00,2024-07-24T00:00:00-05:00,2024-07-24T05:00:00+00:00,HB_HOUSTON,20.77
2024-07-24T00:00:00-05:00,2024-07-24T05:00:00+00:00,2024-07-24T01:00:00-05:00,2024-07-24T06:00:00+00:00,HB_HOUSTON,20.59
2024-07-24T01:00:00-05:00,2024-07-24T06:00:00+00:00,2024-07-24T02:00:00-05:00,2024-07-24T07:00:00+00:00,HB_HOUSTON,18.17
2024-07-24T02:00:00-05:00,2024-07-24T07:00:00+00:00,2024-07-24T03:00:00-05:00,2024-07-24T08:00:00+00:00,HB_HOUSTON,17.95
2024-07-24T03:00:00-05:00,2024-07-24T08:00:00+00:00,2024-07-24T04:00:00-05:00,2024-07-24T09:00:00+00:00,HB_HOUSTON,17.76
2024-07-24T04:00:00-05:00,2024-07-24T09:00:00+00:00,2024-07-24T05:00:00-05:00,2024-07-24T10:00:00+00:00,HB_HOUSTON,18.15
2024-07-24T05:00:00-05:00,2024-07-24T10:00:00+00:00,2024-07-24T06:00:00-05:00,2024-07-24T11:00:00+00:00,HB_HOUSTON,20.11
2024-07-24T06:00:00-05:00,2024-07-24T11:00:00+00:00,2024-07-24T07:00:00-05:00,2024-07-24T12:00:00+00:00,HB_HOUSTON,24.01
2024-07-24T07:00:00-05:00,2024-07-24T12:00:00+00:00,2024-07-24T08:00:00-05:00,2024-07-24T13:00:00+00:00,HB_HOUSTON,22.69
2024-07-24T08:00:00-05:00,2024-07-24T13:00:00+00:00,2024-07-24T09:00:00-05:00,2024-07-24T14:00:00+00:00,HB_HOUSTON,17.58
2024-07-24T09:00:00-05:00,2024-07-24T14:00:00+00:00,2024-07-24T10:00:00-05:00,2024-07-24T15:00:00+00:00,HB_HOUSTON,17.7
2024-07-24T10:00:00-05:00,2024-07-24T15:00:00+00:00,2024-07-24T11:00:00-05:00,2024-07-24T16:00:00+00:00,HB_HOUSTON,18.68
2024-07-24T11:00:00-05:00,2024-07-24T16:00:00+00:00,2024-07-24T12:00:00-05:00,2024-07-24T17:00:00+00:00,HB_HOUSTON,19.23
2024-07-24T12:00:00-05:00,2024-07-24T17:00:00+00:00,2024-07-24T13:00:00-05:00,2024-07-24T18:00:00+00:00,HB_HOUSTON,20.04
2024-07-24T13:00:00-05:00,2024-07-24T18:00:00+00:00,2024-07-24T14:00:00-05:00,2024-07-24T19:00:00+00:00,HB_HOUSTON,21.42
2024-07-24T14:00:00-05:00,2024-07-24T19:00:00+00:00,2024-07-24T15:00:00-05:00,2024-07-24T20:00:00+00:00,HB_HOUSTON,22.72
2024-07-24T15:00:00-05:00,2024-07-24T20:00:00+00:00,2024-07-24T16:00:00-05:00,2024-07-24T21:00:00+00:00,HB_HOUSTON,24.2
2024-07-24T16:00:00-05:00,2024-07-24T21:00:00+00:00,2024-07-24T17:00:00-05:00,2024-07-24T22:00:00+00:00,HB_HOUSTON,25.12
2024-07-24T17:00:00-05:00,2024-07-24T22:00:00+00:00,2024-07-24T18:00:00-05:00,2024-07-24T23:00:00+00:00,HB_HOUSTON,25.68
2024-07-24T18:00:00-05:00,2024-07-24T23:00:00+00:00,2024-07-24T19:00:00-05:00,2024-07-25T00:00:00+00:00,HB_HOUSTON,29.54
2024-07-24T19:00:00-05:00,2024-07-25T00:00:00+00:00,2024-07-24T20:00:00-05:00,2024-07-25T01:00:00+00:00,HB_HOUSTON,39.56
2024-07-24T20:00:00-05:00,2024-07-25T01:00:00+00:00,2024-07-24T21:00:00-05:00,2024-07-25T02:00:00+00:00,HB_HOUSTON,41.64
2024-07-24T21:00:00-05:00,2024-07-25T02:00:00+00:00,2024-07-24T22:00:00-05:00,2024-07-25T03:00:00+00:00,HB_HOUSTON,25.03
2024-07-24T22:00:00-05:00,2024-07-25T03:00:00+00:00,2024-07-24T23:00:00-05:00,2024-07-25T04:00:00+00:00,HB_HOUSTON,22.88
2024-07-24T23:00:00-05:00,2024-07-25T04:00:00+00:00,2024-07-25T00:00:00-05:00,2024-07-25T05:00:00+00:00,HB_HOUSTON,19.92
2024-07-25T00:00:00-05:00,2024-07-25T05:00:00+00:00,2024-07-25T01:00:00-05:00,2024-07-25T06:00:00+00:00,HB_HOUSTON,17.36
2024-07-25T01:00:00-05:00,2024-07-25T06:00:00+00:00,2024-07-25T02:00:00-05:00,2024-07-25T07:00:00+00:00,HB_HOUSTON,16.37
2024-07-25T02:00:00-05:00,2024-07-25T07:00:00+00:00,2024-07-25T03:00:00-05:00,2024-07-25T08:00:00+00:00,HB_HOUSTON,16.23
2024-07-25T03:00:00-05:00,2024-07-25T08:00:00+00:00,2024-07-25T04:00:00-05:00,2024-07-25T09:00:00+00:00,HB_HOUSTON,16.14
2024-07-25T04:00:00-05:00,2024-07-25T09:00:00+00:00,2024-07-25T05:00:00-05:00,2024-07-25T10:00:00+00:00,HB_HOUSTON,17.29
2024-07-25T05:00:00-05:00,2024-07-25T10:00:00+00:00,2024-07-25T06:00:00-05:00,2024-07-25T11:00:00+00:00,HB_HOUSTON,19.35
2024-07-25T06:00:00-05:00,2024-07-25T11:00:00+00:00,2024-07-25T07:00:00-05:00,2024-07-25T12:00:00+00:00,HB_HOUSTON,26.32
2024-07-25T07:00:00-05:00,2024-07-25T12:00:00+00:00,2024-07-25T08:00:00-05:00,2024-07-25T13:00:00+00:00,HB_HOUSTON,24.55
2024-07-25T08:00:00-05:00,2024-07-25T13:00:00+00:00,2024-07-25T09:00:00-05:00,2024-07-25T14:00:00+00:00,HB_HOUSTON,19.03
2024-07-25T09:00:00-05:00,2024-07-25T14:00:00+00:00,2024-07-25T10:00:00-05:00,2024-07-25T15:00:00+00:00,HB_HOUSTON,18.34
2024-07-25T10:00:00-05:00,2024-07-25T15:00:00+00:00,2024-07-25T11:00:00-05:00,2024-07-25T16:00:00+00:00,HB_HOUSTON,20.07
2024-07-25T11:00:00-05:00,2024-07-25T16:00:00+00:00,2024-07-25T12:00:00-05:00,2024-07-25T17:00:00+00:00,HB_HOUSTON,21.1
2024-07-25T12:00:00-05:00,2024-07-25T17:00:00+00:00,2024-07-25T13:00:00-05:00,2024-07-25T18:00:00+00:00,HB_HOUSTON,21.18
2024-07-25T13:00:00-05:00,2024-07-25T18:00:00+00:00,2024-07-25T14:00:00-05:00,2024-07-25T19:00:00+00:00,HB_HOUSTON,23.54
2024-07-25T14:00:00-05:00,2024-07-25T19:00:00+00:00,2024-07-25T15:00:00-05:00,2024-07-25T20:00:00+00:00,HB_HOUSTON,24.9
2024-07-25T15:00:00-05:00,2024-07-25T20:00:00+00:00,2024-07-25T16:00:00-05:00,2024-07-25T21:00:00+00:00,HB_HOUSTON,26.28
2024-07-25T16:00:00-05:00,2024-07-25T21:00:00+00:00,2024-07-25T17:00:00-05:00,2024-07-25T22:00:00+00:00,HB_HOUSTON,26.72
2024-07-25T17:00:00-05:00,2024-07-25T22:00:00+00:00,2024-07-25T18:00:00-05:00,2024-07-25T23:00:00+00:00,HB_HOUSTON,26.91
2024-07-25T18:00:00-05:00,2024-07-25T23:00:00+00:00,2024-07-25T19:00:00-05:00,2024-07-26T00:00:00+00:00,HB_HOUSTON,29.12
2024-07-25T19:00:00-05:00,2024-07-26T00:00:00+00:00,2024-07-25T20:00:00-05:00,2024-07-26T01:00:00+00:00,HB_HOUSTON,47.44
2024-07-25T20:00:00-05:00,2024-07-26T01:00:00+00:00,2024-07-25T21:00:00-05:00,2024-07-26T02:00:00+00:00,HB_HOUSTON,45.34
2024-07-25T21:00:00-05:00,2024-07-26T02:00:00+00:00,2024-07-25T22:00:00-05:00,2024-07-26T03:00:00+00:00,HB_HOUSTON,27.32
2024-07-25T22:00:00-05:00,2024-07-26T03:00:00+00:00,2024-07-25T23:00:00-05:00,2024-07-26T04:00:00+00:00,HB_HOUSTON,20.05
2024-07-25T23:00:00-05:00,2024-07-26T04:00:00+00:00,2024-07-26T00:00:00-05:00,2024-07-26T05:00:00+00:00,HB_HOUSTON,16.48
2024-07-26T00:00:00-05:00,2024-07-26T05:00:00+00:00,2024-07-26T01:00:00-05:00,2024-07-26T06:00:00+00:00,HB_HOUSTON,15.74
2024-07-26T01:00:00-05:00,2024-07-26T06:00:00+00:00,2024-07-26T02:00:00-05:00,2024-07-26T07:00:00+00:00,HB_HOUSTON,14.51
2024-07-26T02:00:00-05:00,2024-07-26T07:00:00+00:00,2024-07-26T03:00:00-05:00,2024-07-26T08:00:00+00:00,HB_HOUSTON,14.47
2024-07-26T03:00:00-05:00,2024-07-26T08:00:00+00:00,2024-07-26T04:00:00-05:00,2024-07-26T09:00:00+00:00,HB_HOUSTON,14.91
2024-07-26T04:00:00-05:00,2024-07-26T09:00:00+00:00,2024-07-26T05:00:00-05:00,2024-07-26T10:00:00+00:00,HB_HOUSTON,16.52
2024-07-26T05:00:00-05:00,2024-07-26T10:00:00+00:00,2024-07-26T06:00:00-05:00,2024-07-26T11:00:00+00:00,HB_HOUSTON,18.82
2024-07-26T06:00:00-05:00,2024-07-26T11:00:00+00:00,2024-07-26T07:00:00-05:00,2024-07-26T12:00:00+00:00,HB_HOUSTON,22.99
2024-07-26T07:00:00-05:00,2024-07-26T12:00:00+00:00,2024-07-26T08:00:00-05:00,2024-07-26T13:00:00+00:00,HB_HOUSTON,23.76
2024-07-26T08:00:00-05:00,2024-07-26T13:00:00+00:00,2024-07-26T09:00:00-05:00,2024-07-26T14:00:00+00:00,HB_HOUSTON,19.05
2024-07-26T09:00:00-05:00,2024-07-26T14:00:00+00:00,2024-07-26T10:00:00-05:00,2024-07-26T15:00:00+00:00,HB_HOUSTON,18.43
2024-07-26T10:00:00-05:00,2024-07-26T15:00:00+00:00,2024-07-26T11:00:00-05:00,2024-07-26T16:00:00+00:00,HB_HOUSTON,18.83
2024-07-26T11:00:00-05:00,2024-07-26T16:00:00+00:00,2024-07-26T12:00:00-05:00,2024-07-26T17:00:00+00:00,HB_HOUSTON,20.74
2024-07-26T12:00:00-05:00,2024-07-26T17:00:00+00:00,2024-07-26T13:00:00-05:00,2024-07-26T18:00:00+00:00,HB_HOUSTON,23.47
2024-07-26T13:00:00-05:00,2024-07-26T18:00:00+00:00,2024-07-26T14:00:00-05:00,2024-07-26T19:00:00+00:00,HB_HOUSTON,24.62
2024-07-26T14:00:00-05:00,2024-07-26T19:00:00+00:00,2024-07-26T15:00:00-05:00,2024-07-26T20:00:00+00:00,HB_HOUSTON,26.49
2024-07-26T15:00:00-05:00,2024-07-26T20:00:00+00:00,2024-07-26T16:00:00-05:00,2024-07-26T21:00:00+00:00,HB_HOUSTON,28.46
2024-07-26T16:00:00-05:00,2024-07-26T21:00:00+00:00,2024-07-26T17:00:00-05:00,2024-07-26T22:00:00+00:00,HB_HOUSTON,28.81
2024-07-26T17:00:00-05:00,2024-07-26T22:00:00+00:00,2024-07-26T18:00:00-05:00,2024-07-26T23:00:00+00:00,HB_HOUSTON,27.58
2024-07-26T18:00:00-05:00,2024-07-26T23:00:00+00:00,2024-07-26T19:00:00-05:00,2024-07-27T00:00:00+00:00,HB_HOUSTON,27.07
2024-07-26T19:00:00-05:00,2024-07-27T00:00:00+00:00,2024-07-26T20:00:00-05:00,2024-07-27T01:00:00+00:00,HB_HOUSTON,43.68
2024-07-26T20:00:00-05:00,2024-07-27T01:00:00+00:00,2024-07-26T21:00:00-05:00,2024-07-27T02:00:00+00:00,HB_HOUSTON,42.13
2024-07-26T21:00:00-05:00,2024-07-27T02:00:00+00:00,2024-07-26T22:00:00-05:00,2024-07-27T03:00:00+00:00,HB_HOUSTON,24.53
2024-07-26T22:00:00-05:00,2024-07-27T03:00:00+00:00,2024-07-26T23:00:00-05:00,2024-07-27T04:00:00+00:00,HB_HOUSTON,19.44
2024-07-26T23:00:00-05:00,2024-07-27T04:00:00+00:00,2024-07-27T00:00:00-05:00,2024-07-27T05:00:00+00:00,HB_HOUSTON,16.63
2024-07-27T00:00:00-05:00,2024-07-27T05:00:00+00:00,2024-07-27T01:00:00-05:00,2024-07-27T06:00:00+00:00,HB_HOUSTON,17.27
2024-07-27T01:00:00-05:00,2024-07-27T06:00:00+00:00,2024-07-27T02:00:00-05:00,2024-07-27T07:00:00+00:00,HB_HOUSTON,16.26
2024-07-27T02:00:00-05:00,2024-07-27T07:00:00+00:00,2024-07-27T03:00:00-05:00,2024-07-27T08:00:00+00:00,HB_HOUSTON,16.07
2024-07-27T03:00:00-05:00,2024-07-27T08:00:00+00:00,2024-07-27T04:00:00-05:00,2024-07-27T09:00:00+00:00,HB_HOUSTON,16.07
