interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,pnode,lmp,energy,congestion,loss
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEC,Settlement Location,SOUC,28.2453,25.553,1.3889,1.3034
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_CSWS,Settlement Location,CSWS_AECC_LA,28.2142,25.553,1.4457,1.2155
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_ELKINS,Settlement Location,CSWSELKINSUNELKINS_RA,26.6613,25.553,0.347,0.7613
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FITZHUGH,Settlement Location,CSWSFITZHUGHPLT1,28.0762,25.553,1.1299,1.3933
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FLTCREEK,Settlement Location,CSWSFLINTCRKUN1_JOU_AECC_RA,26.2568,25.553,0.3242,0.3796
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_FULTON,Settlement Location,CSWSFULTON_CUNFULT_RA,30.2962,25.553,3.6332,1.11
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_HYDRO13,Settlement Location,CSWSLD13UN1_RA,26.9702,25.553,1.0097,0.4075
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECC_JWTURK,Settlement Location,CSWSTURK_PPUNTURK_AECC_RA,30.3147,25.553,4.1045,0.6572
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AECI,Interface,AECI,26.6519,25.553,0.4448,0.6541
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,AEPM_CSWS,Settlement Location,CSWS_LA,28.7886,25.553,2.098,1.1376
2023-12-31T18:00:00-06:00,2024-01-01T00:00:00+00:00,2023-12-31T19:00:00-06:00,2024-01-01T01:00:00+00:00,DAY_AHEAD_HOURLY,ALTW,Interface,MISO,26.9689,25.553,0.8556,0.5603
