interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,fuel_mix.solar
2022-12-01T00:00:00-06:00,2022-12-01T06:00:00+00:00,2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,4.675
2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,2023-02-01T00:00:00-06:00,2023-02-01T06:00:00+00:00,28241.2958333333
