interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,region,market,non_spinning_reserves,regulation_down,regulation_up,spinning_reserves
2022-06-15T02:00:00-07:00,2022-06-15T09:00:00+00:00,2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T02:00:00-07:00,2022-06-15T09:00:00+00:00,2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T02:00:00-07:00,2022-06-15T09:00:00+00:00,2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,3.0,3.0
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_CAISO_EXP,DAM,0.0,5.0,0.31,0.0
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,0.25,0.25
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T03:00:00-07:00,2022-06-15T10:00:00+00:00,2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,2.69,2.69
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_CAISO_EXP,DAM,0.0,5.0,0.0,0.0
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T04:00:00-07:00,2022-06-15T11:00:00+00:00,2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,3.0,3.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_CAISO_EXP,DAM,0.0,5.0,0.84,0.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T05:00:00-07:00,2022-06-15T12:00:00+00:00,2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,6.87,5.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_CAISO_EXP,DAM,0.0,5.02,1.05,0.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T06:00:00-07:00,2022-06-15T13:00:00+00:00,2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,8.95,5.61
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_CAISO_EXP,DAM,0.0,17.0,0.44409,0.0
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T07:00:00-07:00,2022-06-15T14:00:00+00:00,2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,6.0,6.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_CAISO_EXP,DAM,0.0,24.4,1.05,0.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T08:00:00-07:00,2022-06-15T15:00:00+00:00,2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,4.40971,2.80971
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_CAISO_EXP,DAM,0.0,18.98084,0.0,0.0
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,2.05,2.05
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T09:00:00-07:00,2022-06-15T16:00:00+00:00,2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,8.01,6.0
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_CAISO_EXP,DAM,0.0,16.37815,0.47286,0.0
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.56401,1.56401
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T10:00:00-07:00,2022-06-15T17:00:00+00:00,2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,2.31714,0.15
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_CAISO_EXP,DAM,0.0,11.0,1.05,0.0
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T11:00:00-07:00,2022-06-15T18:00:00+00:00,2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,6.57,6.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_CAISO_EXP,DAM,0.0,7.38,1.03218,0.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,1.0,1.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T12:00:00-07:00,2022-06-15T19:00:00+00:00,2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,6.57782,6.0
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_CAISO_EXP,DAM,0.0,7.38,0.0,0.0
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,2.05,2.05
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T13:00:00-07:00,2022-06-15T20:00:00+00:00,2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,6.20873,4.58873
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_CAISO_EXP,DAM,0.0,7.38,0.0,0.0
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,2.25,2.25
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T14:00:00-07:00,2022-06-15T21:00:00+00:00,2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,8.01,6.47526
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_CAISO_EXP,DAM,0.0,6.41601,0.0,0.0
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_NP26_EXP,DAM,0.15,0.0,2.65,2.65
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T15:00:00-07:00,2022-06-15T22:00:00+00:00,2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,10.0,7.35
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_CAISO_EXP,DAM,0.0,5.01,0.0,0.0
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_NP26_EXP,DAM,0.25,0.0,2.85,2.85
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T16:00:00-07:00,2022-06-15T23:00:00+00:00,2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,10.0,10.0
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_CAISO_EXP,DAM,0.0,6.05739,0.0,0.0
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_NP26_EXP,DAM,0.27,0.0,13.64,13.64
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T17:00:00-07:00,2022-06-16T00:00:00+00:00,2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,10.0,10.0
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_CAISO_EXP,DAM,0.0,7.37,0.0,0.0
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_NP26_EXP,DAM,0.27,0.0,16.47,16.47
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T18:00:00-07:00,2022-06-16T01:00:00+00:00,2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,29.53109,29.53109
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_CAISO_EXP,DAM,0.0,2.0,0.0,0.0
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_NP26_EXP,DAM,21.25429,5.99,21.25429,21.25429
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T19:00:00-07:00,2022-06-16T02:00:00+00:00,2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,AS_SP26_EXP,DAM,1.0,0.0,40.45523,40.45523
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_CAISO_EXP,DAM,0.0,1.96685,4.39,0.0
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_NP26_EXP,DAM,0.25,5.99784,14.93889,13.46889
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T20:00:00-07:00,2022-06-16T03:00:00+00:00,2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,AS_SP26_EXP,DAM,1.0,0.0,20.61,20.61
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_CAISO_EXP,DAM,0.0,7.37,0.0,0.0
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_NP26_EXP,DAM,0.25,0.58126,15.86938,15.86938
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T21:00:00-07:00,2022-06-16T04:00:00+00:00,2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,AS_SP26_EXP,DAM,1.0,0.0,25.0,25.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_CAISO_EXP,DAM,0.0,6.11,2.34,0.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_NP26_EXP,DAM,0.25,0.0,1.0,1.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T22:00:00-07:00,2022-06-16T05:00:00+00:00,2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.28,10.03709,10.03709
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_CAISO_EXP,DAM,0.0,6.39,2.71,0.0
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_NP26_EXP,DAM,0.15,10.31,10.00957,10.00957
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-15T23:00:00-07:00,2022-06-16T06:00:00+00:00,2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,AS_SP26_EXP,DAM,0.15,0.0,9.38756,9.38756
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_CAISO_EXP,DAM,0.15,4.22,1.84,1.84
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_NP26_EXP,DAM,0.0,11.44,0.0,0.0
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-16T00:00:00-07:00,2022-06-16T07:00:00+00:00,2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,AS_SP26_EXP,DAM,0.0,0.0,1.64,0.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_CAISO_EXP,DAM,0.15,4.22,1.84,1.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_NP26,DAM,0.0,0.0,0.0,0.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_NP26_EXP,DAM,0.0,10.81,0.0,0.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_SP26,DAM,0.0,0.0,0.0,0.0
2022-06-16T01:00:00-07:00,2022-06-16T08:00:00+00:00,2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,AS_SP26_EXP,DAM,0.0,0.0,0.0,0.0
2022-06-16T02:00:00-07:00,2022-06-16T09:00:00+00:00,2022-06-16T03:00:00-07:00,2022-06-16T10:00:00+00:00,AS_CAISO,DAM,0.0,0.0,0.0,0.0
