interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2023-01-15T10:40:00-05:00,2023-01-15T15:40:00+00:00,2023-01-15T10:45:00-05:00,2023-01-15T15:45:00+00:00,75344
2023-01-15T10:45:00-05:00,2023-01-15T15:45:00+00:00,2023-01-15T10:50:00-05:00,2023-01-15T15:50:00+00:00,75069
2023-01-15T10:50:00-05:00,2023-01-15T15:50:00+00:00,2023-01-15T10:55:00-05:00,2023-01-15T15:55:00+00:00,74714
2023-01-15T10:55:00-05:00,2023-01-15T15:55:00+00:00,2023-01-15T11:00:00-05:00,2023-01-15T16:00:00+00:00,74386
2023-01-15T11:00:00-05:00,2023-01-15T16:00:00+00:00,2023-01-15T11:05:00-05:00,2023-01-15T16:05:00+00:00,74185
2023-01-15T11:05:00-05:00,2023-01-15T16:05:00+00:00,2023-01-15T11:10:00-05:00,2023-01-15T16:10:00+00:00,74124
2023-01-15T11:10:00-05:00,2023-01-15T16:10:00+00:00,2023-01-15T11:15:00-05:00,2023-01-15T16:15:00+00:00,74016
2023-01-15T11:15:00-05:00,2023-01-15T16:15:00+00:00,2023-01-15T11:20:00-05:00,2023-01-15T16:20:00+00:00,74114
2023-01-15T11:20:00-05:00,2023-01-15T16:20:00+00:00,2023-01-15T11:25:00-05:00,2023-01-15T16:25:00+00:00,74104
2023-01-15T11:25:00-05:00,2023-01-15T16:25:00+00:00,2023-01-15T11:30:00-05:00,2023-01-15T16:30:00+00:00,73877
2023-01-15T11:30:00-05:00,2023-01-15T16:30:00+00:00,2023-01-15T11:35:00-05:00,2023-01-15T16:35:00+00:00,73446
2023-01-15T11:35:00-05:00,2023-01-15T16:35:00+00:00,2023-01-15T11:40:00-05:00,2023-01-15T16:40:00+00:00,73302
2023-01-15T11:40:00-05:00,2023-01-15T16:40:00+00:00,2023-01-15T11:45:00-05:00,2023-01-15T16:45:00+00:00,73135
2023-01-15T11:45:00-05:00,2023-01-15T16:45:00+00:00,2023-01-15T11:50:00-05:00,2023-01-15T16:50:00+00:00,72928
2023-01-15T11:50:00-05:00,2023-01-15T16:50:00+00:00,2023-01-15T11:55:00-05:00,2023-01-15T16:55:00+00:00,72938
2023-01-15T11:55:00-05:00,2023-01-15T16:55:00+00:00,2023-01-15T12:00:00-05:00,2023-01-15T17:00:00+00:00,72908
2023-01-15T12:00:00-05:00,2023-01-15T17:00:00+00:00,2023-01-15T12:05:00-05:00,2023-01-15T17:05:00+00:00,72745
2023-01-15T12:05:00-05:00,2023-01-15T17:05:00+00:00,2023-01-15T12:10:00-05:00,2023-01-15T17:10:00+00:00,72534
2023-01-15T12:10:00-05:00,2023-01-15T17:10:00+00:00,2023-01-15T12:15:00-05:00,2023-01-15T17:15:00+00:00,72152
2023-01-15T12:15:00-05:00,2023-01-15T17:15:00+00:00,2023-01-15T12:20:00-05:00,2023-01-15T17:20:00+00:00,72134
2023-01-15T12:20:00-05:00,2023-01-15T17:20:00+00:00,2023-01-15T12:25:00-05:00,2023-01-15T17:25:00+00:00,72025
2023-01-15T12:25:00-05:00,2023-01-15T17:25:00+00:00,2023-01-15T12:30:00-05:00,2023-01-15T17:30:00+00:00,71759
2023-01-15T12:30:00-05:00,2023-01-15T17:30:00+00:00,2023-01-15T12:35:00-05:00,2023-01-15T17:35:00+00:00,71839
2023-01-15T12:35:00-05:00,2023-01-15T17:35:00+00:00,2023-01-15T12:40:00-05:00,2023-01-15T17:40:00+00:00,71642
2023-01-15T12:40:00-05:00,2023-01-15T17:40:00+00:00,2023-01-15T12:45:00-05:00,2023-01-15T17:45:00+00:00,71518
2023-01-15T12:45:00-05:00,2023-01-15T17:45:00+00:00,2023-01-15T12:50:00-05:00,2023-01-15T17:50:00+00:00,71260
2023-01-15T12:50:00-05:00,2023-01-15T17:50:00+00:00,2023-01-15T12:55:00-05:00,2023-01-15T17:55:00+00:00,71142
2023-01-15T12:55:00-05:00,2023-01-15T17:55:00+00:00,2023-01-15T13:00:00-05:00,2023-01-15T18:00:00+00:00,71214
2023-01-15T13:00:00-05:00,2023-01-15T18:00:00+00:00,2023-01-15T13:05:00-05:00,2023-01-15T18:05:00+00:00,71012
2023-01-15T13:05:00-05:00,2023-01-15T18:05:00+00:00,2023-01-15T13:10:00-05:00,2023-01-15T18:10:00+00:00,70694
2023-01-15T13:10:00-05:00,2023-01-15T18:10:00+00:00,2023-01-15T13:15:00-05:00,2023-01-15T18:15:00+00:00,70661
2023-01-15T13:15:00-05:00,2023-01-15T18:15:00+00:00,2023-01-15T13:20:00-05:00,2023-01-15T18:20:00+00:00,70627
2023-01-15T13:20:00-05:00,2023-01-15T18:20:00+00:00,2023-01-15T13:25:00-05:00,2023-01-15T18:25:00+00:00,70354
2023-01-15T13:25:00-05:00,2023-01-15T18:25:00+00:00,2023-01-15T13:30:00-05:00,2023-01-15T18:30:00+00:00,70337
2023-01-15T13:30:00-05:00,2023-01-15T18:30:00+00:00,2023-01-15T13:35:00-05:00,2023-01-15T18:35:00+00:00,70068
2023-01-15T13:35:00-05:00,2023-01-15T18:35:00+00:00,2023-01-15T13:40:00-05:00,2023-01-15T18:40:00+00:00,69852
2023-01-15T13:40:00-05:00,2023-01-15T18:40:00+00:00,2023-01-15T13:45:00-05:00,2023-01-15T18:45:00+00:00,69691
2023-01-15T13:45:00-05:00,2023-01-15T18:45:00+00:00,2023-01-15T13:50:00-05:00,2023-01-15T18:50:00+00:00,69580
2023-01-15T13:50:00-05:00,2023-01-15T18:50:00+00:00,2023-01-15T13:55:00-05:00,2023-01-15T18:55:00+00:00,69732
2023-01-15T13:55:00-05:00,2023-01-15T18:55:00+00:00,2023-01-15T14:00:00-05:00,2023-01-15T19:00:00+00:00,69667
2023-01-15T14:00:00-05:00,2023-01-15T19:00:00+00:00,2023-01-15T14:05:00-05:00,2023-01-15T19:05:00+00:00,69405
2023-01-15T14:05:00-05:00,2023-01-15T19:05:00+00:00,2023-01-15T14:10:00-05:00,2023-01-15T19:10:00+00:00,69311
2023-01-15T14:10:00-05:00,2023-01-15T19:10:00+00:00,2023-01-15T14:15:00-05:00,2023-01-15T19:15:00+00:00,69458
2023-01-15T14:15:00-05:00,2023-01-15T19:15:00+00:00,2023-01-15T14:20:00-05:00,2023-01-15T19:20:00+00:00,69444
2023-01-15T14:20:00-05:00,2023-01-15T19:20:00+00:00,2023-01-15T14:25:00-05:00,2023-01-15T19:25:00+00:00,69351
2023-01-15T14:25:00-05:00,2023-01-15T19:25:00+00:00,2023-01-15T14:30:00-05:00,2023-01-15T19:30:00+00:00,69100
2023-01-15T14:30:00-05:00,2023-01-15T19:30:00+00:00,2023-01-15T14:35:00-05:00,2023-01-15T19:35:00+00:00,68967
2023-01-15T14:35:00-05:00,2023-01-15T19:35:00+00:00,2023-01-15T14:40:00-05:00,2023-01-15T19:40:00+00:00,68779
2023-01-15T14:40:00-05:00,2023-01-15T19:40:00+00:00,2023-01-15T14:45:00-05:00,2023-01-15T19:45:00+00:00,68677
2023-01-15T14:45:00-05:00,2023-01-15T19:45:00+00:00,2023-01-15T14:50:00-05:00,2023-01-15T19:50:00+00:00,68428
2023-01-15T14:50:00-05:00,2023-01-15T19:50:00+00:00,2023-01-15T14:55:00-05:00,2023-01-15T19:55:00+00:00,68298
2023-01-15T14:55:00-05:00,2023-01-15T19:55:00+00:00,2023-01-15T15:00:00-05:00,2023-01-15T20:00:00+00:00,68483
2023-01-15T15:00:00-05:00,2023-01-15T20:00:00+00:00,2023-01-15T15:05:00-05:00,2023-01-15T20:05:00+00:00,68487
2023-01-15T15:05:00-05:00,2023-01-15T20:05:00+00:00,2023-01-15T15:10:00-05:00,2023-01-15T20:10:00+00:00,68473
2023-01-15T15:10:00-05:00,2023-01-15T20:10:00+00:00,2023-01-15T15:15:00-05:00,2023-01-15T20:15:00+00:00,68458
2023-01-15T15:15:00-05:00,2023-01-15T20:15:00+00:00,2023-01-15T15:20:00-05:00,2023-01-15T20:20:00+00:00,68316
2023-01-15T15:20:00-05:00,2023-01-15T20:20:00+00:00,2023-01-15T15:25:00-05:00,2023-01-15T20:25:00+00:00,68196
2023-01-15T15:25:00-05:00,2023-01-15T20:25:00+00:00,2023-01-15T15:30:00-05:00,2023-01-15T20:30:00+00:00,68460
2023-01-15T15:30:00-05:00,2023-01-15T20:30:00+00:00,2023-01-15T15:35:00-05:00,2023-01-15T20:35:00+00:00,68592
2023-01-15T15:35:00-05:00,2023-01-15T20:35:00+00:00,2023-01-15T15:40:00-05:00,2023-01-15T20:40:00+00:00,68570
2023-01-15T15:40:00-05:00,2023-01-15T20:40:00+00:00,2023-01-15T15:45:00-05:00,2023-01-15T20:45:00+00:00,68469
2023-01-15T15:45:00-05:00,2023-01-15T20:45:00+00:00,2023-01-15T15:50:00-05:00,2023-01-15T20:50:00+00:00,68627
2023-01-15T15:50:00-05:00,2023-01-15T20:50:00+00:00,2023-01-15T15:55:00-05:00,2023-01-15T20:55:00+00:00,68698
2023-01-15T15:55:00-05:00,2023-01-15T20:55:00+00:00,2023-01-15T16:00:00-05:00,2023-01-15T21:00:00+00:00,68616
2023-01-15T16:00:00-05:00,2023-01-15T21:00:00+00:00,2023-01-15T16:05:00-05:00,2023-01-15T21:05:00+00:00,68638
2023-01-15T16:05:00-05:00,2023-01-15T21:05:00+00:00,2023-01-15T16:10:00-05:00,2023-01-15T21:10:00+00:00,68671
2023-01-15T16:10:00-05:00,2023-01-15T21:10:00+00:00,2023-01-15T16:15:00-05:00,2023-01-15T21:15:00+00:00,68782
2023-01-15T16:15:00-05:00,2023-01-15T21:15:00+00:00,2023-01-15T16:20:00-05:00,2023-01-15T21:20:00+00:00,68892
2023-01-15T16:20:00-05:00,2023-01-15T21:20:00+00:00,2023-01-15T16:25:00-05:00,2023-01-15T21:25:00+00:00,68809
2023-01-15T16:25:00-05:00,2023-01-15T21:25:00+00:00,2023-01-15T16:30:00-05:00,2023-01-15T21:30:00+00:00,68999
2023-01-15T16:30:00-05:00,2023-01-15T21:30:00+00:00,2023-01-15T16:35:00-05:00,2023-01-15T21:35:00+00:00,69062
2023-01-15T16:35:00-05:00,2023-01-15T21:35:00+00:00,2023-01-15T16:40:00-05:00,2023-01-15T21:40:00+00:00,69169
2023-01-15T16:40:00-05:00,2023-01-15T21:40:00+00:00,2023-01-15T16:45:00-05:00,2023-01-15T21:45:00+00:00,69458
2023-01-15T16:45:00-05:00,2023-01-15T21:45:00+00:00,2023-01-15T16:50:00-05:00,2023-01-15T21:50:00+00:00,69708
2023-01-15T16:50:00-05:00,2023-01-15T21:50:00+00:00,2023-01-15T16:55:00-05:00,2023-01-15T21:55:00+00:00,69628
2023-01-15T16:55:00-05:00,2023-01-15T21:55:00+00:00,2023-01-15T17:00:00-05:00,2023-01-15T22:00:00+00:00,69702
2023-01-15T17:00:00-05:00,2023-01-15T22:00:00+00:00,2023-01-15T17:05:00-05:00,2023-01-15T22:05:00+00:00,70059
2023-01-15T17:05:00-05:00,2023-01-15T22:05:00+00:00,2023-01-15T17:10:00-05:00,2023-01-15T22:10:00+00:00,70467
2023-01-15T17:10:00-05:00,2023-01-15T22:10:00+00:00,2023-01-15T17:15:00-05:00,2023-01-15T22:15:00+00:00,70717
2023-01-15T17:15:00-05:00,2023-01-15T22:15:00+00:00,2023-01-15T17:20:00-05:00,2023-01-15T22:20:00+00:00,70825
2023-01-15T17:20:00-05:00,2023-01-15T22:20:00+00:00,2023-01-15T17:25:00-05:00,2023-01-15T22:25:00+00:00,71361
2023-01-15T17:25:00-05:00,2023-01-15T22:25:00+00:00,2023-01-15T17:30:00-05:00,2023-01-15T22:30:00+00:00,71430
2023-01-15T17:30:00-05:00,2023-01-15T22:30:00+00:00,2023-01-15T17:35:00-05:00,2023-01-15T22:35:00+00:00,71852
2023-01-15T17:35:00-05:00,2023-01-15T22:35:00+00:00,2023-01-15T17:40:00-05:00,2023-01-15T22:40:00+00:00,72198
2023-01-15T17:40:00-05:00,2023-01-15T22:40:00+00:00,2023-01-15T17:45:00-05:00,2023-01-15T22:45:00+00:00,72431
2023-01-15T17:45:00-05:00,2023-01-15T22:45:00+00:00,2023-01-15T17:50:00-05:00,2023-01-15T22:50:00+00:00,72848
2023-01-15T17:50:00-05:00,2023-01-15T22:50:00+00:00,2023-01-15T17:55:00-05:00,2023-01-15T22:55:00+00:00,73194
2023-01-15T17:55:00-05:00,2023-01-15T22:55:00+00:00,2023-01-15T18:00:00-05:00,2023-01-15T23:00:00+00:00,73545
2023-01-15T18:00:00-05:00,2023-01-15T23:00:00+00:00,2023-01-15T18:05:00-05:00,2023-01-15T23:05:00+00:00,73778
2023-01-15T18:05:00-05:00,2023-01-15T23:05:00+00:00,2023-01-15T18:10:00-05:00,2023-01-15T23:10:00+00:00,74043
2023-01-15T18:10:00-05:00,2023-01-15T23:10:00+00:00,2023-01-15T18:15:00-05:00,2023-01-15T23:15:00+00:00,74355
2023-01-15T18:15:00-05:00,2023-01-15T23:15:00+00:00,2023-01-15T18:20:00-05:00,2023-01-15T23:20:00+00:00,74711
2023-01-15T18:20:00-05:00,2023-01-15T23:20:00+00:00,2023-01-15T18:25:00-05:00,2023-01-15T23:25:00+00:00,74869
2023-01-15T18:25:00-05:00,2023-01-15T23:25:00+00:00,2023-01-15T18:30:00-05:00,2023-01-15T23:30:00+00:00,75278
2023-01-15T18:30:00-05:00,2023-01-15T23:30:00+00:00,2023-01-15T18:35:00-05:00,2023-01-15T23:35:00+00:00,75572
2023-01-15T18:35:00-05:00,2023-01-15T23:35:00+00:00,2023-01-15T18:40:00-05:00,2023-01-15T23:40:00+00:00,75787
2023-01-15T18:40:00-05:00,2023-01-15T23:40:00+00:00,2023-01-15T18:45:00-05:00,2023-01-15T23:45:00+00:00,75914
2023-01-15T18:45:00-05:00,2023-01-15T23:45:00+00:00,2023-01-15T18:50:00-05:00,2023-01-15T23:50:00+00:00,75887
2023-01-15T18:50:00-05:00,2023-01-15T23:50:00+00:00,2023-01-15T18:55:00-05:00,2023-01-15T23:55:00+00:00,75824
2023-01-15T18:55:00-05:00,2023-01-15T23:55:00+00:00,2023-01-15T19:00:00-05:00,2023-01-16T00:00:00+00:00,75799
