title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"Application of Chaberton Solar Beartooth LLC before the Public Service Commission of Maryland, for a Certificate of Public Convenience and Necessity to construct a solar photovoltaic generating facility, etc. in Carroll County, Maryland.",09/10/2024,[],Submittal,['Gas'],,"[{'file_name': '20240910-0006.pdf', 'file_desc': '', 'file_size': 53934462, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=964053E2-D17C-C549-A6B3-920094C00000'}]","['AUTHOR: CHABERTON SOLAR BEARTOOTH LLC', 'RECIPIENT: SECRETARY OF THE COMMISSION - FERC']"
Wisconsin River Power Company submits Application for Non-Capacity Amendment of License re the Petenwell and Castle Rock Hydroelectric Project under P-1984.,11/19/2024,"['P-1984-286', 'P-1984-285']",Submittal,['Hydro'],,"[{'file_name': '20241118_FERC Application to Amend Project Boundary.pdf', 'file_desc': 'No description given', 'file_size': 58944488, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E051BBB1-C119-CA48-9997-9344EB900000'}]","['AUTHOR: Wisconsin River Power Company', 'AGENT: Troutman Sanders LLP', 'RECIPIENT: Office of the Secretary, FERC']"
"Triennial Market Power Analysis for the Southwest Region of Coso Geothermal Power Holdings, LLC, et al. under ER10-566, et al.",12/31/2024,"['ER10-566-005', 'ER24-2898-001', 'ER11-3917-005', 'ER24-2897-001', 'ER10-2774-007']",Submittal,['Electric'],,[],"['AUTHOR: Coso Geothermal Power Holdings, LLC', 'AUTHOR: Coso Geothermal Power Holdings, LLC', 'AUTHOR: Coso Geothermal Power Holdings, LLC', 'AUTHOR: Mojave Solar LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mojave Solar LLC', 'AUTHOR: Mojave Solar LLC', 'AGENT: Latham & Watkins LLP', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mordor ES1 LLC', 'AGENT: Latham & Watkins LLP', 'AGENT: Latham & Watkins LLP', 'AGENT: Latham & Watkins LLP', 'AGENT: Latham & Watkins LLP', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mordor ES1 LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mordor ES1 LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mordor ES2 LLC', 'AUTHOR: Mordor ES2 LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Mordor ES2 LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Arizona Solar One LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Arizona Solar One LLC', 'AGENT: Latham & Watkins LLP', 'AUTHOR: Arizona Solar One LLC', 'AGENT: Latham & Watkins LLP', 'RECIPIENT: Office of the Secretary, FERC']"
"Florida Gas Transmission Company, LLC submits Abbreviated Application for a Certificate of Public Convenience and Necessity re the South Central Louisiana Project under CP25-30.",12/31/2024,['CP25-30-000'],Submittal,['Gas'],,"[{'file_name': 'DocBatch250102-0008.pdf', 'file_desc': '', 'file_size': 203077297, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BFB86173-88A7-C43A-8CD2-942927200000'}]","['RECIPIENT: SECRETARY OF THE COMMISSION - FERC', 'AUTHOR: FLORIDA GAS TRANSMISSION COMPANY LLC']"
"Triennial Market Power Analysis for Southwest Region of LS Power Marketing, LLC, et al. under ER10-2739, et al.",12/31/2024,"['ER10-2739-038', 'ER19-170-006', 'ER22-425-005', 'ER22-1241-004', 'ER22-1324-001', 'ER24-1366-002', 'ER10-1892-025', 'ER17-1494-006', 'ER20-660-012', 'ER21-1505-004']",Submittal,['Electric'],,[],"['AUTHOR: LS Power Marketing, LLC', 'AUTHOR: Bolt Energy Marketing, LLC', 'AUTHOR: Columbia Energy LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Diablo Energy Storage, LLC', 'AGENT: McDermott Will & Emery LLP', 'AGENT: McDermott Will & Emery LLP', 'AGENT: McDermott Will & Emery LLP', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Enerwise Global Technologies, LLC dba CPower', 'AUTHOR: Gateway Energy Storage, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: LeConte Energy Storage, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: REV Energy Marketing, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Tumbleweed Energy, LLC', 'AGENT: McDermott Will & Emery LLP', 'AUTHOR: Vista Energy Storage, LLC', 'AGENT: McDermott Will & Emery LLP', 'RECIPIENT: Office of the Secretary, FERC']"
"Triennial Market Power Analysis for Southwest Region of Tucson Electric Power Company, et al. under ER10-2564, et al.",12/31/2024,"['ER10-2564-014', 'ER10-2600-014', 'ER10-2289-014']",Submittal,['Electric'],,[],"['AUTHOR: Tucson Electric Power Company', 'AGENT: Troutman Pepper Hamilton Sanders LLP', 'AUTHOR: Tucson Electric Power Company', 'AGENT: Troutman Sanders LLP', 'AUTHOR: UNS Electric, Inc.', 'AGENT: Troutman Pepper Hamilton Sanders LLP', 'AUTHOR: UNS Electric, Inc.', 'AGENT: Troutman Sanders LLP', 'AUTHOR: UniSource Energy Development Company', 'AGENT: Troutman Pepper Hamilton Sanders LLP', 'AUTHOR: UniSource Energy Development Company', 'AGENT: Troutman Sanders LLP', 'RECIPIENT: Office of the Secretary, FERC']"
"Application of Elk Development, LLC before the Public Service Commission of Maryland, for a Certificate of Public Convenience and Necessity to construct a solar photovoltaic generating facility, etc. in Carroll County, Maryland.",11/12/2024,[],Submittal,['Electric'],,"[{'file_name': '20241112-0015_(1).pdf', 'file_desc': '', 'file_size': 36175721, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=57CDBA41-83BE-CC75-86D5-956822700000'}]","['RECIPIENT: SECRETARY OF THE COMMISSION - FERC', 'RECIPIENT: MARYLAND PUBLIC SERVICE COMMISSION', 'AUTHOR: GORDON FEINBLATT LLC']"
"Triennial Market Power Analysis for Southwest Region of Alta Oak Realty, LLC et al. under ER19-1575 et al.",12/30/2024,"['ER19-1575-014', 'ER10-2488-031', 'ER14-2871-025', 'ER15-622-024', 'ER16-182-020', 'ER17-48-018', 'ER18-2240-013', 'ER18-2241-013', 'ER20-71-013', 'ER20-75-013', 'ER20-79-013', 'ER22-2419-007', 'ER22-2420-007', 'ER23-562-007', 'ER23-1048-007', 'ER24-916-003', 'ER24-2257-003', 'ER13-1586-026', 'ER15-463-024', 'ER15-621-024', 'ER16-72-020', 'ER16-902-017', 'ER17-47-017', 'ER18-47-017', 'ER19-1660-013', 'ER19-1662-013', 'ER20-72-013', 'ER20-76-015', 'ER20-77-013', 'ER21-1368-009', 'ER21-2782-010', 'ER22-149-011', 'ER23-2001-007', 'ER24-917-004', 'ER24-2258-003']",Submittal,['Electric'],,"[{'file_name': '2024-12-30 TG Southwest Triennial FINAL.pdf', 'file_desc': 'Updated Market Power Analysis for the SW Region and Notice of Non-Material Change in Status', 'file_size': 453023, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5D968EEF-8731-C12D-A0B4-941D52800004'}]","['AUTHOR: Cameron Ridge II, LLC', 'AUTHOR: Coachella Wind Holdings, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Alta Oak Realty, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Beaumont ESS, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Cameron Ridge, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Coachella Hills Wind, LLC', 'AUTHOR: Lockhart CL ESS I, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Mojave 3/4/5 LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Oasis Power Partners, LLC', 'AUTHOR: Pacific Crest Power, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Placerita ESS, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Sagebrush ESS, LLC', 'AUTHOR: Sagebrush Line, LLC', 'AUTHOR: Sagebrush ESS II, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: TGP Energy Management, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: TGP Energy Management II, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Lockhart CL ESS II, LLC', 'AUTHOR: Lockhart Solar PV, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Lockhart Solar PV II, LLC', 'AUTHOR: Lockhart ESS, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Mojave 16/17/18 LLC', 'AUTHOR: Oasis Alta, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Painted Hills Wind Holdings, LLC', 'AUTHOR: Ridgetop Energy, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: San Gorgonio Westwinds II, LLC', 'AUTHOR: San Gorgonio Westwinds II – Windustries, LLC', 'AUTHOR: Tehachapi Plains Wind, LLC', 'AUTHOR: Terra-Gen Mojave Windfarms, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Valley Center ESS, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Voyager Wind IV Expansion, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Yavi Energy, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Voyager Wind I, LLC', 'AUTHOR: Voyager Wind II, LLC', 'AGENT: Rock Creek Energy Group, LLP', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: DifWind Farms LTD VI', 'AGENT: Rock Creek Energy Group, LLP', 'AUTHOR: Garnet Wind, LLC', 'AGENT: Rock Creek Energy Group, LLP']"
"Erie Boulevard Hydropower, L.P. submits response to FERC's 09/27/2024 deficiency letter and additional information request re the Application for New License for the Black River Hydroelectric Project et al. under P-2569 et al. ",12/26/2024,"['P-2569-169', 'P-2538-102']",Submittal,['Hydro'],,"[{'file_name': '12242026 Black_Beebee AIR Cover Letter.pdf', 'file_desc': 'Cover Letter', 'file_size': 462415, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=828C096A-8086-CAB6-A337-940925700000'}, {'file_name': 'Revised Black River Beebee Island Vol I of III FLA 2024.pdf', 'file_desc': 'Attachment B - Vol 1 of 3', 'file_size': 24257674, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=102F1FE9-FF24-C150-AB***********0000'}, {'file_name': 'Revised Black River Beebee Island Vol II of III FLA Exhibit E 2024.pdf', 'file_desc': 'Attachment C - Vol 2 of 3', 'file_size': 148186557, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=3D6B6167-0397-CCBF-884A-940925800000'}, {'file_name': 'Sewalls_Whitewater_Level2_20241226.pdf', 'file_desc': 'Attachment E - Sewalls Whitewater ', 'file_size': 51735819, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C7FFD3CA-B7B3-CCA3-8ACE-940925A00000'}, {'file_name': 'P-2569, Exhibit G, Black River Hydro Project, 09-27-2024.pdf', 'file_desc': 'Exhibit G', 'file_size': 9054683, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=18581157-D6A4-C14F-887E-940926400000'}]","['AGENT: Brookfield Renewable Energy Group', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Erie Boulevard Hydropower, L.P.']"
NorthWestern Corporation d/b/a NorthWestern Energy submits 2024 Emergency Action Plan Status Report and annual updates re the Mystic Lake Hydroelectric Project under P-2301.,12/27/2024,['P-2301-000'],Submittal,['Hydro'],,"[{'file_name': 'Mystic 2024 EAP Status Report.pdf', 'file_desc': 'Mystic 2024 EAP Status Report', 'file_size': 1900443, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=ACACD6DD-462F-CD0E-BC66-940964400000'}, {'file_name': '2025 MYS-EAP.pdf', 'file_desc': '2025 MYS-EAP', 'file_size': 36475789, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C3E10E93-06CA-C799-8A67-940964500000'}]","['AUTHOR: NorthWestern Corporation', 'AGENT: NORTHWESTERN ENERGY CORPORATION', 'RECIPIENT: Office of the Secretary, FERC']"
