interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,solar
2022-01-01T00:00:00-08:00,2022-01-01T08:00:00+00:00,2023-01-01T00:00:00-08:00,2023-01-01T08:00:00+00:00,CAISO,69.28504
2023-01-01T00:00:00-08:00,2023-01-01T08:00:00+00:00,2024-01-01T00:00:00-08:00,2024-01-01T08:00:00+00:00,CAISO,14056.28774
