operation_profile,state_of_charge,net_revenue,total_revenue,charging_cost,degradation_penalty
0.0,0.5,7.57,7.57,0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
0.0,0.5,0.0,0.0,0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0,0.0,-0.0,-0.0
-0.0,0.5,-0.0001,-0.0,0.0,-0.0001
-1.0,0.725,-24.255,-0.0,0.745,-25.0
-0.3333,0.8,-8.1338,-0.0,0.1992,-8.333
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0001,-0.0,0.0,-0.0001
-0.0,0.8,-0.0001,0.0,-0.0,-0.0001
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
-0.0,0.8,-0.0,0.0,-0.0,-0.0
1.0,0.5222,131.815,156.815,0.0,-25.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0,0.0,-0.0,-0.0
-0.0,0.5222,-0.0001,0.0,-0.0,-0.0
-0.5926,0.6556,-25.1945,0.0,-10.3803,-14.8142
-0.0,0.6556,-0.0002,0.0,-0.0001,-0.0001
