title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"PJM Interconnection, L.L.C. submits informational filing to notify the Commission that Rush Solar Project II, LLC has withdrawn its project from PJM Queue No. AG1-224, under ER24-1266.",06/24/2024,['ER24-1266-000'],Submittal,['Electric'],,"[{'file_name': 'ER24-1266 Rush Solar Informational Filing.pdf', 'file_desc': 'Rush Solar Informational Filing', 'file_size': 148290, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DD13618F-47EC-CB6E-9824-904BDE300000'}]","['AGENT: Wright & Talisman, P.C.', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: PJM Interconnection, L.L.C.']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA, SA No. 5682; Queue Nos. AF1-190/AF1-191 (amend) to be effective 8/21/2024 under ER24-2344. Filing Type : 10",06/21/2024,['ER24-2344-000'],Submittal,['Electric'],,"[{'file_name': 'AF1-190 and AF1-191 Amended SA No. 5682 Transmittal.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 216480, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=43A5F41E-FB6A-C1F4-9F13-903C6A300000'}, {'file_name': 'AF1-190 ISA Amended SA No. 5682 (clean) (Att A).pdf', 'file_desc': 'Attachment A', 'file_size': 901609, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=139919F4-6BCB-C854-A67C-903C6A300000'}, {'file_name': 'AF1-190 ISA Amended SA No. 5682 (marked) (Att B).pdf', 'file_desc': 'Attachment B', 'file_size': 851359, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=94999103-8C8E-C36B-AEEE-903C6A300000'}, {'file_name': 'AF1-190 ISA Amended SA No. 5682 A2A (Att C).pdf', 'file_desc': 'Attachment C', 'file_size': 324360, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=493E9983-582E-C3A4-8BCE-903C6A400000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: No Organization Found', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 385.206: Revisions to Operating Agreement Facilitating PJM Independent 205 Filing Rights to be effective 12/31/9998 under EL24-119. Filing Type : 230",06/21/2024,['EL24-119-000'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 475512, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=74BAFB4B-0D8D-C741-84C8-903BC8100000'}, {'file_name': 'Attachment A - Table OA.pdf', 'file_desc': 'Attachment A - Table OA', 'file_size': 77758, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8DFF1907-4675-C45C-8C6B-903BC8100000'}, {'file_name': 'Attachment B - Marked OA.pdf', 'file_desc': 'Attachment B - Marked OA', 'file_size': 1354695, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=1E75CEF3-20DD-C509-977A-903BC8100000'}, {'file_name': 'Attachment C - Clean OA.pdf', 'file_desc': 'Attachment C - Clean OA', 'file_size': 356803, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=7C558D60-53D0-C433-9D78-903BC8100000'}]","['AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'AUTHOR: PJM Interconnection, L.L.C.']"
Duquesne Light Company submits tariff filing per 35.13(a)(2)(iii: PJM TOs' Amendments to the Consolidated Transmission Owners Agreement to be effective 9/20/2024 under ER24-2336. Filing Type : 10,06/21/2024,['ER24-2336-000'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 456100, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BBA80E78-2B07-C71D-A26E-903B89600000'}, {'file_name': 'Exhibit A - Marked CTOA.pdf', 'file_desc': 'Exhibit A - Marked CTOA', 'file_size': 392712, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DFD46B83-5EFF-C762-AA79-903B89600000'}, {'file_name': 'Exhibit B - Clean CTOA.pdf', 'file_desc': 'Exhibit B - Clean CTOA', 'file_size': 374624, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=A992F057-C910-CE1D-B07A-903B89600000'}, {'file_name': 'Exhibit C - Shah Declaration.pdf', 'file_desc': 'Exhibit C - Shah Declaration', 'file_size': 1108844, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4C26C806-96CC-C3C7-B947-903B89600000'}, {'file_name': 'Exhibit D - Table of CTOA Amendments.pdf', 'file_desc': 'Exhibit D - Table', 'file_size': 129367, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=A4670F35-256E-CE6D-836F-903B89600001'}]","['AUTHOR: Duquesne Light Company', 'AGENT: K&L Gates LLP', 'AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"Virginia Electric and Power Company submits tariff filing per 35.13(a)(2)(iii: VEPCO submits one Construction Agreement, SA No. 7255 to be effective 8/19/2024 under ER24-2307. Filing Type : 10",06/20/2024,['ER24-2307-000'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 595448, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F2D09F8B-C7CB-C96A-9B99-9035EB000000'}, {'file_name': 'Clean Tariff.pdf', 'file_desc': 'Clean Tariff', 'file_size': 813800, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D5FAF449-32B3-C425-A36D-9035EB000000'}, {'file_name': 'Signature Page.pdf', 'file_desc': 'Signature Page', 'file_size': 109595, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4B5B5143-6690-C865-AB1B-9035EB000000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: Dominion Energy Services, Inc.', 'AUTHOR: Virginia Electric and Power Company', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Original WMPA No. 7260, Queue AF1-292 to be effective 5/20/2024 under ER24-2301. Filing Type : 10",06/18/2024,['ER24-2301-000'],Submittal,['Electric'],,"[{'file_name': 'WMPA TL (AF1-292 WMPA No. 7260) FINAL.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 236169, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2908FB4C-F40D-C297-9DDC-902D04100000'}, {'file_name': 'Attachment A - Clean Format.pdf', 'file_desc': 'Attachment A - Clean Tariff ', 'file_size': 1088887, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=168B1107-B763-C5AF-A6F0-902D04100000'}, {'file_name': 'Attachment B - OS.pdf', 'file_desc': 'Attachment B - Signatures', 'file_size': 44494, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F810FA4B-05A6-C976-8A2A-902D04200000'}, {'file_name': 'Attachment C - NCL.pdf', 'file_desc': 'Attachment C - NCL', 'file_size': 152289, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=83FDC40E-FF63-CB5F-928C-902D04200000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Original WMPA SA No. 7259, Queue AG1-037 to be effective 5/20/2024 under ER24-2289. Filing Type : 10",06/17/2024,['ER24-2289-000'],Submittal,['Electric'],,"[{'file_name': 'AG1-037 WMPA No. 7259 (FT).pdf', 'file_desc': 'Transmittal Letter', 'file_size': 235797, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=651C07A6-43D1-C9A2-9E8E-9026B1500000'}, {'file_name': 'Attachment A - Clean Tariff.pdf', 'file_desc': 'Attachment A - Clean Tariff', 'file_size': 928223, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D28CFFF9-B51E-C001-8907-9026B1600000'}, {'file_name': 'Attachment B - Original Signatures.pdf', 'file_desc': 'Attachment B - Original Signatures', 'file_size': 28912, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DD794601-9672-CA83-9062-9026B1600000'}, {'file_name': 'Attachment C - NCL.pdf', 'file_desc': 'Attachment C - NCL', 'file_size': 112366, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=925C5DB6-7D0E-C5D1-9A58-9026B1600000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per : Supplement to GIA, SA No. 7242; AF1-229 in Docket No. ER24-2110-000 to be effective N/A under ER24-2110. Filing Type : 150",06/17/2024,['ER24-2110-000'],Submittal,['Electric'],,"[{'file_name': 'Supplemental Transmittal Letter - AF1-229 GIA (Final).pdf', 'file_desc': 'Transmittal Letter', 'file_size': 197165, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=3159B756-C5FA-CB97-9F52-902668200000'}, {'file_name': 'ATCH A - Cost Support.pdf', 'file_desc': 'ATCH A - Cost Support', 'file_size': 910707, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=6462F24F-920D-C400-A706-902668200000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA No. 5227, Queue No. AB2-158_AE1-154 to be effective 8/14/2024 under ER24-2286. Filing Type : 10",06/14/2024,['ER24-2286-000'],Submittal,['Electric'],,"[{'file_name': 'TL AA to ISA No. 5227 AB2-158_AE1-154 FINAL.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 469798, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EFC44D03-31C9-C01B-929F-901826900000'}, {'file_name': 'Attachment A - Marked Tariff.pdf', 'file_desc': 'Attachment A - Marked Tariff ', 'file_size': 1414840, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=480B2F4A-6FDF-C1B2-9A23-901826900000'}, {'file_name': 'Attachment B - Clean Tariff .pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 1329190, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0846E09F-2D6F-C259-A1B9-901826900000'}, {'file_name': 'Attachment C - AA.pdf', 'file_desc': 'Attachment C - Executed AA ', 'file_size': 471692, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=11B560C1-51F2-CEC7-AB94-901826900000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: PJM Interconnection, L.L.C.']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA No. 4348, Queue No. AF1-027 to be effective 8/12/2024 under ER24-2259. Filing Type : 10",06/12/2024,['ER24-2259-000'],Submittal,['Electric'],,"[{'file_name': 'AF1-027_AA Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 216911, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EE0FC101-3EAD-C63A-9DC8-900DAEF00000'}, {'file_name': 'Attachment A - Marked Tariff.pdf', 'file_desc': 'Attachment A - Marked Tariff ', 'file_size': 771672, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=91B10363-8238-C51B-A633-900DAEF00000'}, {'file_name': 'Attachment B - Clean Tariff.pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 770004, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8B4FE79E-5D56-CA86-AC97-900DAEF00000'}, {'file_name': 'Attachment C - AA.pdf', 'file_desc': 'Attachment C - Executed AA ', 'file_size': 426897, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=49F36B6D-9EF8-CD82-8ACB-900DAF000000'}]","['AGENT: PJM Interconnection L.L.C', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: PJM Interconnection, L.L.C.']"
