interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,wind
2024-01-01T08:00:00-06:00,2024-01-01T14:00:00+00:00,2024-01-01T09:00:00-06:00,2024-01-01T15:00:00+00:00,5022.65
2024-01-01T09:00:00-06:00,2024-01-01T15:00:00+00:00,2024-01-01T10:00:00-06:00,2024-01-01T16:00:00+00:00,5029.51666666667
2024-01-01T10:00:00-06:00,2024-01-01T16:00:00+00:00,2024-01-01T11:00:00-06:00,2024-01-01T17:00:00+00:00,4641.05
2024-01-01T11:00:00-06:00,2024-01-01T17:00:00+00:00,2024-01-01T12:00:00-06:00,2024-01-01T18:00:00+00:00,4194.15833333333
2024-01-01T12:00:00-06:00,2024-01-01T18:00:00+00:00,2024-01-01T13:00:00-06:00,2024-01-01T19:00:00+00:00,4263.35833333333
2024-01-01T13:00:00-06:00,2024-01-01T19:00:00+00:00,2024-01-01T14:00:00-06:00,2024-01-01T20:00:00+00:00,5080.39166666667
2024-01-01T14:00:00-06:00,2024-01-01T20:00:00+00:00,2024-01-01T15:00:00-06:00,2024-01-01T21:00:00+00:00,6368.575
2024-01-01T15:00:00-06:00,2024-01-01T21:00:00+00:00,2024-01-01T16:00:00-06:00,2024-01-01T22:00:00+00:00,7533.89166666667
2024-01-01T16:00:00-06:00,2024-01-01T22:00:00+00:00,2024-01-01T17:00:00-06:00,2024-01-01T23:00:00+00:00,8063.48333333333
2024-01-01T17:00:00-06:00,2024-01-01T23:00:00+00:00,2024-01-01T18:00:00-06:00,2024-01-02T00:00:00+00:00,9350.10833333333
2024-01-01T18:00:00-06:00,2024-01-02T00:00:00+00:00,2024-01-01T19:00:00-06:00,2024-01-02T01:00:00+00:00,11489.0583333333
2024-01-01T19:00:00-06:00,2024-01-02T01:00:00+00:00,2024-01-01T20:00:00-06:00,2024-01-02T02:00:00+00:00,12566.6583333333
2024-01-01T20:00:00-06:00,2024-01-02T02:00:00+00:00,2024-01-01T21:00:00-06:00,2024-01-02T03:00:00+00:00,13577.4416666667
2024-01-01T21:00:00-06:00,2024-01-02T03:00:00+00:00,2024-01-01T22:00:00-06:00,2024-01-02T04:00:00+00:00,13831.575
2024-01-01T22:00:00-06:00,2024-01-02T04:00:00+00:00,2024-01-01T23:00:00-06:00,2024-01-02T05:00:00+00:00,14516.95
2024-01-01T23:00:00-06:00,2024-01-02T05:00:00+00:00,2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,15622.7833333333
2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,2024-01-02T01:00:00-06:00,2024-01-02T07:00:00+00:00,16182.5833333333
2024-01-02T01:00:00-06:00,2024-01-02T07:00:00+00:00,2024-01-02T02:00:00-06:00,2024-01-02T08:00:00+00:00,15773.5833333333
2024-01-02T02:00:00-06:00,2024-01-02T08:00:00+00:00,2024-01-02T03:00:00-06:00,2024-01-02T09:00:00+00:00,15380.2333333333
2024-01-02T03:00:00-06:00,2024-01-02T09:00:00+00:00,2024-01-02T04:00:00-06:00,2024-01-02T10:00:00+00:00,14305.5333333333
2024-01-02T04:00:00-06:00,2024-01-02T10:00:00+00:00,2024-01-02T05:00:00-06:00,2024-01-02T11:00:00+00:00,13904.75
2024-01-02T05:00:00-06:00,2024-01-02T11:00:00+00:00,2024-01-02T06:00:00-06:00,2024-01-02T12:00:00+00:00,13886.3666666667
2024-01-02T06:00:00-06:00,2024-01-02T12:00:00+00:00,2024-01-02T07:00:00-06:00,2024-01-02T13:00:00+00:00,14389.75
2024-01-02T07:00:00-06:00,2024-01-02T13:00:00+00:00,2024-01-02T08:00:00-06:00,2024-01-02T14:00:00+00:00,14378.2
2024-01-02T08:00:00-06:00,2024-01-02T14:00:00+00:00,2024-01-02T09:00:00-06:00,2024-01-02T15:00:00+00:00,14421.4416666667
2024-01-02T09:00:00-06:00,2024-01-02T15:00:00+00:00,2024-01-02T10:00:00-06:00,2024-01-02T16:00:00+00:00,12222.55
2024-01-02T10:00:00-06:00,2024-01-02T16:00:00+00:00,2024-01-02T11:00:00-06:00,2024-01-02T17:00:00+00:00,9664.55
2024-01-02T11:00:00-06:00,2024-01-02T17:00:00+00:00,2024-01-02T12:00:00-06:00,2024-01-02T18:00:00+00:00,8391.475
2024-01-02T12:00:00-06:00,2024-01-02T18:00:00+00:00,2024-01-02T13:00:00-06:00,2024-01-02T19:00:00+00:00,6592.91666666667
2024-01-02T13:00:00-06:00,2024-01-02T19:00:00+00:00,2024-01-02T14:00:00-06:00,2024-01-02T20:00:00+00:00,5110.625
2024-01-02T14:00:00-06:00,2024-01-02T20:00:00+00:00,2024-01-02T15:00:00-06:00,2024-01-02T21:00:00+00:00,4587.525
2024-01-02T15:00:00-06:00,2024-01-02T21:00:00+00:00,2024-01-02T16:00:00-06:00,2024-01-02T22:00:00+00:00,4394.03333333333
2024-01-02T16:00:00-06:00,2024-01-02T22:00:00+00:00,2024-01-02T17:00:00-06:00,2024-01-02T23:00:00+00:00,4612.08333333333
2024-01-02T17:00:00-06:00,2024-01-02T23:00:00+00:00,2024-01-02T18:00:00-06:00,2024-01-03T00:00:00+00:00,5235.50833333333
2024-01-02T18:00:00-06:00,2024-01-03T00:00:00+00:00,2024-01-02T19:00:00-06:00,2024-01-03T01:00:00+00:00,6331.56666666667
2024-01-02T19:00:00-06:00,2024-01-03T01:00:00+00:00,2024-01-02T20:00:00-06:00,2024-01-03T02:00:00+00:00,5880.43333333333
2024-01-02T20:00:00-06:00,2024-01-03T02:00:00+00:00,2024-01-02T21:00:00-06:00,2024-01-03T03:00:00+00:00,4736.46666666667
2024-01-02T21:00:00-06:00,2024-01-03T03:00:00+00:00,2024-01-02T22:00:00-06:00,2024-01-03T04:00:00+00:00,3800.23333333333
2024-01-02T22:00:00-06:00,2024-01-03T04:00:00+00:00,2024-01-02T23:00:00-06:00,2024-01-03T05:00:00+00:00,2873.3
2024-01-02T23:00:00-06:00,2024-01-03T05:00:00+00:00,2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,2299.09166666667
2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,2024-01-03T01:00:00-06:00,2024-01-03T07:00:00+00:00,1994.98333333333
2024-01-03T01:00:00-06:00,2024-01-03T07:00:00+00:00,2024-01-03T02:00:00-06:00,2024-01-03T08:00:00+00:00,2177.14166666667
2024-01-03T02:00:00-06:00,2024-01-03T08:00:00+00:00,2024-01-03T03:00:00-06:00,2024-01-03T09:00:00+00:00,2489.63333333333
2024-01-03T03:00:00-06:00,2024-01-03T09:00:00+00:00,2024-01-03T04:00:00-06:00,2024-01-03T10:00:00+00:00,2832.45
2024-01-03T04:00:00-06:00,2024-01-03T10:00:00+00:00,2024-01-03T05:00:00-06:00,2024-01-03T11:00:00+00:00,3192.725
2024-01-03T05:00:00-06:00,2024-01-03T11:00:00+00:00,2024-01-03T06:00:00-06:00,2024-01-03T12:00:00+00:00,3693.575
2024-01-03T06:00:00-06:00,2024-01-03T12:00:00+00:00,2024-01-03T07:00:00-06:00,2024-01-03T13:00:00+00:00,4080.05
2024-01-03T07:00:00-06:00,2024-01-03T13:00:00+00:00,2024-01-03T08:00:00-06:00,2024-01-03T14:00:00+00:00,4079.15
2024-01-03T08:00:00-06:00,2024-01-03T14:00:00+00:00,2024-01-03T09:00:00-06:00,2024-01-03T15:00:00+00:00,3279.5
2024-01-03T09:00:00-06:00,2024-01-03T15:00:00+00:00,2024-01-03T10:00:00-06:00,2024-01-03T16:00:00+00:00,1794.025
2024-01-03T10:00:00-06:00,2024-01-03T16:00:00+00:00,2024-01-03T11:00:00-06:00,2024-01-03T17:00:00+00:00,806.766666666667
2024-01-03T11:00:00-06:00,2024-01-03T17:00:00+00:00,2024-01-03T12:00:00-06:00,2024-01-03T18:00:00+00:00,726.808333333333
2024-01-03T12:00:00-06:00,2024-01-03T18:00:00+00:00,2024-01-03T13:00:00-06:00,2024-01-03T19:00:00+00:00,893.716666666667
2024-01-03T13:00:00-06:00,2024-01-03T19:00:00+00:00,2024-01-03T14:00:00-06:00,2024-01-03T20:00:00+00:00,989.575
2024-01-03T14:00:00-06:00,2024-01-03T20:00:00+00:00,2024-01-03T15:00:00-06:00,2024-01-03T21:00:00+00:00,1100.74166666667
2024-01-03T15:00:00-06:00,2024-01-03T21:00:00+00:00,2024-01-03T16:00:00-06:00,2024-01-03T22:00:00+00:00,1280.33333333333
2024-01-03T16:00:00-06:00,2024-01-03T22:00:00+00:00,2024-01-03T17:00:00-06:00,2024-01-03T23:00:00+00:00,1770.64166666667
2024-01-03T17:00:00-06:00,2024-01-03T23:00:00+00:00,2024-01-03T18:00:00-06:00,2024-01-04T00:00:00+00:00,2858.75
2024-01-03T18:00:00-06:00,2024-01-04T00:00:00+00:00,2024-01-03T19:00:00-06:00,2024-01-04T01:00:00+00:00,5223.49166666667
2024-01-03T19:00:00-06:00,2024-01-04T01:00:00+00:00,2024-01-03T20:00:00-06:00,2024-01-04T02:00:00+00:00,7248.025
2024-01-03T20:00:00-06:00,2024-01-04T02:00:00+00:00,2024-01-03T21:00:00-06:00,2024-01-04T03:00:00+00:00,8303.8
2024-01-03T21:00:00-06:00,2024-01-04T03:00:00+00:00,2024-01-03T22:00:00-06:00,2024-01-04T04:00:00+00:00,8971.39166666667
2024-01-03T22:00:00-06:00,2024-01-04T04:00:00+00:00,2024-01-03T23:00:00-06:00,2024-01-04T05:00:00+00:00,9227.49166666667
2024-01-03T23:00:00-06:00,2024-01-04T05:00:00+00:00,2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,9460.55
2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,2024-01-04T01:00:00-06:00,2024-01-04T07:00:00+00:00,9817.375
2024-01-04T01:00:00-06:00,2024-01-04T07:00:00+00:00,2024-01-04T02:00:00-06:00,2024-01-04T08:00:00+00:00,9964.35
2024-01-04T02:00:00-06:00,2024-01-04T08:00:00+00:00,2024-01-04T03:00:00-06:00,2024-01-04T09:00:00+00:00,10513.0833333333
2024-01-04T03:00:00-06:00,2024-01-04T09:00:00+00:00,2024-01-04T04:00:00-06:00,2024-01-04T10:00:00+00:00,10948.4416666667
2024-01-04T04:00:00-06:00,2024-01-04T10:00:00+00:00,2024-01-04T05:00:00-06:00,2024-01-04T11:00:00+00:00,11511.4
2024-01-04T05:00:00-06:00,2024-01-04T11:00:00+00:00,2024-01-04T06:00:00-06:00,2024-01-04T12:00:00+00:00,11955.0916666667
2024-01-04T06:00:00-06:00,2024-01-04T12:00:00+00:00,2024-01-04T07:00:00-06:00,2024-01-04T13:00:00+00:00,12208.5166666667
2024-01-04T07:00:00-06:00,2024-01-04T13:00:00+00:00,2024-01-04T08:00:00-06:00,2024-01-04T14:00:00+00:00,12522.8
2024-01-04T08:00:00-06:00,2024-01-04T14:00:00+00:00,2024-01-04T09:00:00-06:00,2024-01-04T15:00:00+00:00,13031.6666666667
2024-01-04T09:00:00-06:00,2024-01-04T15:00:00+00:00,2024-01-04T10:00:00-06:00,2024-01-04T16:00:00+00:00,12095.7916666667
2024-01-04T10:00:00-06:00,2024-01-04T16:00:00+00:00,2024-01-04T11:00:00-06:00,2024-01-04T17:00:00+00:00,10951.0
2024-01-04T11:00:00-06:00,2024-01-04T17:00:00+00:00,2024-01-04T12:00:00-06:00,2024-01-04T18:00:00+00:00,10749.125
2024-01-04T12:00:00-06:00,2024-01-04T18:00:00+00:00,2024-01-04T13:00:00-06:00,2024-01-04T19:00:00+00:00,10520.6583333333
2024-01-04T13:00:00-06:00,2024-01-04T19:00:00+00:00,2024-01-04T14:00:00-06:00,2024-01-04T20:00:00+00:00,9386.31666666667
2024-01-04T14:00:00-06:00,2024-01-04T20:00:00+00:00,2024-01-04T15:00:00-06:00,2024-01-04T21:00:00+00:00,8639.00833333333
2024-01-04T15:00:00-06:00,2024-01-04T21:00:00+00:00,2024-01-04T16:00:00-06:00,2024-01-04T22:00:00+00:00,8243.23333333333
2024-01-04T16:00:00-06:00,2024-01-04T22:00:00+00:00,2024-01-04T17:00:00-06:00,2024-01-04T23:00:00+00:00,8863.65
2024-01-04T17:00:00-06:00,2024-01-04T23:00:00+00:00,2024-01-04T18:00:00-06:00,2024-01-05T00:00:00+00:00,10563.225
2024-01-04T18:00:00-06:00,2024-01-05T00:00:00+00:00,2024-01-04T19:00:00-06:00,2024-01-05T01:00:00+00:00,11964.8583333333
2024-01-04T19:00:00-06:00,2024-01-05T01:00:00+00:00,2024-01-04T20:00:00-06:00,2024-01-05T02:00:00+00:00,13244.2916666667
2024-01-04T20:00:00-06:00,2024-01-05T02:00:00+00:00,2024-01-04T21:00:00-06:00,2024-01-05T03:00:00+00:00,14253.25
2024-01-04T21:00:00-06:00,2024-01-05T03:00:00+00:00,2024-01-04T22:00:00-06:00,2024-01-05T04:00:00+00:00,14912.6333333333
2024-01-04T22:00:00-06:00,2024-01-05T04:00:00+00:00,2024-01-04T23:00:00-06:00,2024-01-05T05:00:00+00:00,15295.4416666667
2024-01-04T23:00:00-06:00,2024-01-05T05:00:00+00:00,2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,14215.0
2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,2024-01-05T01:00:00-06:00,2024-01-05T07:00:00+00:00,12852.6166666667
2024-01-05T01:00:00-06:00,2024-01-05T07:00:00+00:00,2024-01-05T02:00:00-06:00,2024-01-05T08:00:00+00:00,11994.325
2024-01-05T02:00:00-06:00,2024-01-05T08:00:00+00:00,2024-01-05T03:00:00-06:00,2024-01-05T09:00:00+00:00,12017.8833333333
2024-01-05T03:00:00-06:00,2024-01-05T09:00:00+00:00,2024-01-05T04:00:00-06:00,2024-01-05T10:00:00+00:00,12089.125
2024-01-05T04:00:00-06:00,2024-01-05T10:00:00+00:00,2024-01-05T05:00:00-06:00,2024-01-05T11:00:00+00:00,11701.9416666667
2024-01-05T05:00:00-06:00,2024-01-05T11:00:00+00:00,2024-01-05T06:00:00-06:00,2024-01-05T12:00:00+00:00,11247.4583333333
2024-01-05T06:00:00-06:00,2024-01-05T12:00:00+00:00,2024-01-05T07:00:00-06:00,2024-01-05T13:00:00+00:00,10664.2166666667
2024-01-05T07:00:00-06:00,2024-01-05T13:00:00+00:00,2024-01-05T08:00:00-06:00,2024-01-05T14:00:00+00:00,9869.78333333333
2024-01-05T08:00:00-06:00,2024-01-05T14:00:00+00:00,2024-01-05T09:00:00-06:00,2024-01-05T15:00:00+00:00,8642.95833333333
2024-01-05T09:00:00-06:00,2024-01-05T15:00:00+00:00,2024-01-05T10:00:00-06:00,2024-01-05T16:00:00+00:00,7819.10833333333
2024-01-05T10:00:00-06:00,2024-01-05T16:00:00+00:00,2024-01-05T11:00:00-06:00,2024-01-05T17:00:00+00:00,7152.79166666667
2024-01-05T11:00:00-06:00,2024-01-05T17:00:00+00:00,2024-01-05T12:00:00-06:00,2024-01-05T18:00:00+00:00,6459.725
2024-01-05T12:00:00-06:00,2024-01-05T18:00:00+00:00,2024-01-05T13:00:00-06:00,2024-01-05T19:00:00+00:00,5722.2
2024-01-05T13:00:00-06:00,2024-01-05T19:00:00+00:00,2024-01-05T14:00:00-06:00,2024-01-05T20:00:00+00:00,5059.03333333333
2024-01-05T14:00:00-06:00,2024-01-05T20:00:00+00:00,2024-01-05T15:00:00-06:00,2024-01-05T21:00:00+00:00,4847.74166666667
2024-01-05T15:00:00-06:00,2024-01-05T21:00:00+00:00,2024-01-05T16:00:00-06:00,2024-01-05T22:00:00+00:00,4764.20833333333
2024-01-05T16:00:00-06:00,2024-01-05T22:00:00+00:00,2024-01-05T17:00:00-06:00,2024-01-05T23:00:00+00:00,4604.71666666667
2024-01-05T17:00:00-06:00,2024-01-05T23:00:00+00:00,2024-01-05T18:00:00-06:00,2024-01-06T00:00:00+00:00,4362.225
2024-01-05T18:00:00-06:00,2024-01-06T00:00:00+00:00,2024-01-05T19:00:00-06:00,2024-01-06T01:00:00+00:00,4428.83333333333
2024-01-05T19:00:00-06:00,2024-01-06T01:00:00+00:00,2024-01-05T20:00:00-06:00,2024-01-06T02:00:00+00:00,4560.00833333333
2024-01-05T20:00:00-06:00,2024-01-06T02:00:00+00:00,2024-01-05T21:00:00-06:00,2024-01-06T03:00:00+00:00,4411.8
2024-01-05T21:00:00-06:00,2024-01-06T03:00:00+00:00,2024-01-05T22:00:00-06:00,2024-01-06T04:00:00+00:00,3991.45
2024-01-05T22:00:00-06:00,2024-01-06T04:00:00+00:00,2024-01-05T23:00:00-06:00,2024-01-06T05:00:00+00:00,3757.98333333333
2024-01-05T23:00:00-06:00,2024-01-06T05:00:00+00:00,2024-01-06T00:00:00-06:00,2024-01-06T06:00:00+00:00,3862.975
2024-01-06T00:00:00-06:00,2024-01-06T06:00:00+00:00,2024-01-06T01:00:00-06:00,2024-01-06T07:00:00+00:00,4696.6
2024-01-06T01:00:00-06:00,2024-01-06T07:00:00+00:00,2024-01-06T02:00:00-06:00,2024-01-06T08:00:00+00:00,5485.66666666667
2024-01-06T02:00:00-06:00,2024-01-06T08:00:00+00:00,2024-01-06T03:00:00-06:00,2024-01-06T09:00:00+00:00,6164.99166666667
2024-01-06T03:00:00-06:00,2024-01-06T09:00:00+00:00,2024-01-06T04:00:00-06:00,2024-01-06T10:00:00+00:00,7466.79166666667
2024-01-06T04:00:00-06:00,2024-01-06T10:00:00+00:00,2024-01-06T05:00:00-06:00,2024-01-06T11:00:00+00:00,9043.71666666667
2024-01-06T05:00:00-06:00,2024-01-06T11:00:00+00:00,2024-01-06T06:00:00-06:00,2024-01-06T12:00:00+00:00,9546.075
2024-01-06T06:00:00-06:00,2024-01-06T12:00:00+00:00,2024-01-06T07:00:00-06:00,2024-01-06T13:00:00+00:00,9547.14166666667
2024-01-06T07:00:00-06:00,2024-01-06T13:00:00+00:00,2024-01-06T08:00:00-06:00,2024-01-06T14:00:00+00:00,10028.7583333333
2024-01-06T08:00:00-06:00,2024-01-06T14:00:00+00:00,2024-01-06T09:00:00-06:00,2024-01-06T15:00:00+00:00,11120.2916666667
2024-01-06T09:00:00-06:00,2024-01-06T15:00:00+00:00,2024-01-06T10:00:00-06:00,2024-01-06T16:00:00+00:00,10728.1416666667
2024-01-06T10:00:00-06:00,2024-01-06T16:00:00+00:00,2024-01-06T11:00:00-06:00,2024-01-06T17:00:00+00:00,9980.28333333333
2024-01-06T11:00:00-06:00,2024-01-06T17:00:00+00:00,2024-01-06T12:00:00-06:00,2024-01-06T18:00:00+00:00,9583.3
2024-01-06T12:00:00-06:00,2024-01-06T18:00:00+00:00,2024-01-06T13:00:00-06:00,2024-01-06T19:00:00+00:00,10051.5916666667
2024-01-06T13:00:00-06:00,2024-01-06T19:00:00+00:00,2024-01-06T14:00:00-06:00,2024-01-06T20:00:00+00:00,10907.8666666667
2024-01-06T14:00:00-06:00,2024-01-06T20:00:00+00:00,2024-01-06T15:00:00-06:00,2024-01-06T21:00:00+00:00,11511.1833333333
2024-01-06T15:00:00-06:00,2024-01-06T21:00:00+00:00,2024-01-06T16:00:00-06:00,2024-01-06T22:00:00+00:00,11621.95
2024-01-06T16:00:00-06:00,2024-01-06T22:00:00+00:00,2024-01-06T17:00:00-06:00,2024-01-06T23:00:00+00:00,10539.6333333333
2024-01-06T17:00:00-06:00,2024-01-06T23:00:00+00:00,2024-01-06T18:00:00-06:00,2024-01-07T00:00:00+00:00,8605.63333333333
2024-01-06T18:00:00-06:00,2024-01-07T00:00:00+00:00,2024-01-06T19:00:00-06:00,2024-01-07T01:00:00+00:00,8892.43333333333
2024-01-06T19:00:00-06:00,2024-01-07T01:00:00+00:00,2024-01-06T20:00:00-06:00,2024-01-07T02:00:00+00:00,9829.20833333333
2024-01-06T20:00:00-06:00,2024-01-07T02:00:00+00:00,2024-01-06T21:00:00-06:00,2024-01-07T03:00:00+00:00,11420.8666666667
2024-01-06T21:00:00-06:00,2024-01-07T03:00:00+00:00,2024-01-06T22:00:00-06:00,2024-01-07T04:00:00+00:00,12413.85
2024-01-06T22:00:00-06:00,2024-01-07T04:00:00+00:00,2024-01-06T23:00:00-06:00,2024-01-07T05:00:00+00:00,11995.2416666667
2024-01-06T23:00:00-06:00,2024-01-07T05:00:00+00:00,2024-01-07T00:00:00-06:00,2024-01-07T06:00:00+00:00,11551.6333333333
2024-01-07T00:00:00-06:00,2024-01-07T06:00:00+00:00,2024-01-07T01:00:00-06:00,2024-01-07T07:00:00+00:00,11674.6666666667
2024-01-07T01:00:00-06:00,2024-01-07T07:00:00+00:00,2024-01-07T02:00:00-06:00,2024-01-07T08:00:00+00:00,11259.9833333333
2024-01-07T02:00:00-06:00,2024-01-07T08:00:00+00:00,2024-01-07T03:00:00-06:00,2024-01-07T09:00:00+00:00,10635.925
2024-01-07T03:00:00-06:00,2024-01-07T09:00:00+00:00,2024-01-07T04:00:00-06:00,2024-01-07T10:00:00+00:00,10160.5666666667
2024-01-07T04:00:00-06:00,2024-01-07T10:00:00+00:00,2024-01-07T05:00:00-06:00,2024-01-07T11:00:00+00:00,10602.55
2024-01-07T05:00:00-06:00,2024-01-07T11:00:00+00:00,2024-01-07T06:00:00-06:00,2024-01-07T12:00:00+00:00,11436.4083333333
2024-01-07T06:00:00-06:00,2024-01-07T12:00:00+00:00,2024-01-07T07:00:00-06:00,2024-01-07T13:00:00+00:00,11909.5416666667
2024-01-07T07:00:00-06:00,2024-01-07T13:00:00+00:00,2024-01-07T08:00:00-06:00,2024-01-07T14:00:00+00:00,13035.3083333333
2024-01-07T08:00:00-06:00,2024-01-07T14:00:00+00:00,2024-01-07T09:00:00-06:00,2024-01-07T15:00:00+00:00,14388.725
2024-01-07T09:00:00-06:00,2024-01-07T15:00:00+00:00,2024-01-07T10:00:00-06:00,2024-01-07T16:00:00+00:00,15066.1416666667
2024-01-07T10:00:00-06:00,2024-01-07T16:00:00+00:00,2024-01-07T11:00:00-06:00,2024-01-07T17:00:00+00:00,15080.95
2024-01-07T11:00:00-06:00,2024-01-07T17:00:00+00:00,2024-01-07T12:00:00-06:00,2024-01-07T18:00:00+00:00,16403.525
2024-01-07T12:00:00-06:00,2024-01-07T18:00:00+00:00,2024-01-07T13:00:00-06:00,2024-01-07T19:00:00+00:00,16897.175
2024-01-07T13:00:00-06:00,2024-01-07T19:00:00+00:00,2024-01-07T14:00:00-06:00,2024-01-07T20:00:00+00:00,17568.575
2024-01-07T14:00:00-06:00,2024-01-07T20:00:00+00:00,2024-01-07T15:00:00-06:00,2024-01-07T21:00:00+00:00,18228.9833333333
2024-01-07T15:00:00-06:00,2024-01-07T21:00:00+00:00,2024-01-07T16:00:00-06:00,2024-01-07T22:00:00+00:00,18917.65
2024-01-07T16:00:00-06:00,2024-01-07T22:00:00+00:00,2024-01-07T17:00:00-06:00,2024-01-07T23:00:00+00:00,19748.0833333333
2024-01-07T17:00:00-06:00,2024-01-07T23:00:00+00:00,2024-01-07T18:00:00-06:00,2024-01-08T00:00:00+00:00,20628.2
2024-01-07T18:00:00-06:00,2024-01-08T00:00:00+00:00,2024-01-07T19:00:00-06:00,2024-01-08T01:00:00+00:00,21513.4
2024-01-07T19:00:00-06:00,2024-01-08T01:00:00+00:00,2024-01-07T20:00:00-06:00,2024-01-08T02:00:00+00:00,21804.825
2024-01-07T20:00:00-06:00,2024-01-08T02:00:00+00:00,2024-01-07T21:00:00-06:00,2024-01-08T03:00:00+00:00,21777.1416666667
2024-01-07T21:00:00-06:00,2024-01-08T03:00:00+00:00,2024-01-07T22:00:00-06:00,2024-01-08T04:00:00+00:00,21230.5083333333
2024-01-07T22:00:00-06:00,2024-01-08T04:00:00+00:00,2024-01-07T23:00:00-06:00,2024-01-08T05:00:00+00:00,20574.1
2024-01-07T23:00:00-06:00,2024-01-08T05:00:00+00:00,2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,20188.4833333333
2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,2024-01-08T01:00:00-06:00,2024-01-08T07:00:00+00:00,19845.975
2024-01-08T01:00:00-06:00,2024-01-08T07:00:00+00:00,2024-01-08T02:00:00-06:00,2024-01-08T08:00:00+00:00,20168.625
2024-01-08T02:00:00-06:00,2024-01-08T08:00:00+00:00,2024-01-08T03:00:00-06:00,2024-01-08T09:00:00+00:00,19834.2166666667
2024-01-08T03:00:00-06:00,2024-01-08T09:00:00+00:00,2024-01-08T04:00:00-06:00,2024-01-08T10:00:00+00:00,19606.7166666667
2024-01-08T04:00:00-06:00,2024-01-08T10:00:00+00:00,2024-01-08T05:00:00-06:00,2024-01-08T11:00:00+00:00,19598.3083333333
2024-01-08T05:00:00-06:00,2024-01-08T11:00:00+00:00,2024-01-08T06:00:00-06:00,2024-01-08T12:00:00+00:00,19389.325
2024-01-08T06:00:00-06:00,2024-01-08T12:00:00+00:00,2024-01-08T07:00:00-06:00,2024-01-08T13:00:00+00:00,19616.2
2024-01-08T07:00:00-06:00,2024-01-08T13:00:00+00:00,2024-01-08T08:00:00-06:00,2024-01-08T14:00:00+00:00,20274.3833333333
2024-01-08T08:00:00-06:00,2024-01-08T14:00:00+00:00,2024-01-08T09:00:00-06:00,2024-01-08T15:00:00+00:00,19984.0666666667
2024-01-08T09:00:00-06:00,2024-01-08T15:00:00+00:00,2024-01-08T10:00:00-06:00,2024-01-08T16:00:00+00:00,18943.8416666667
2024-01-08T10:00:00-06:00,2024-01-08T16:00:00+00:00,2024-01-08T11:00:00-06:00,2024-01-08T17:00:00+00:00,18554.0666666667
2024-01-08T11:00:00-06:00,2024-01-08T17:00:00+00:00,2024-01-08T12:00:00-06:00,2024-01-08T18:00:00+00:00,18604.95
