title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA No. 5227, Queue No. AB2-158_AE1-154 to be effective 8/14/2024 under ER24-2286. Filing Type : 10",06/14/2024,['ER24-2286-000'],Submittal,['Electric'],,"[{'file_name': 'TL AA to ISA No. 5227 AB2-158_AE1-154 FINAL.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 469798, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EFC44D03-31C9-C01B-929F-901826900000'}, {'file_name': 'Attachment A - Marked Tariff.pdf', 'file_desc': 'Attachment A - Marked Tariff ', 'file_size': 1414840, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=480B2F4A-6FDF-C1B2-9A23-901826900000'}, {'file_name': 'Attachment B - Clean Tariff .pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 1329190, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0846E09F-2D6F-C259-A1B9-901826900000'}, {'file_name': 'Attachment C - AA.pdf', 'file_desc': 'Attachment C - Executed AA ', 'file_size': 471692, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=11B560C1-51F2-CEC7-AB94-901826900000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC', 'AGENT: PJM Interconnection, L.L.C.']"
"Letter order accepting PJM Interconnection, L.L.C.'s 04/16/2024 filing of a revised Interconnection Service Agreement among PJM as Transmission Provider, Toledo Edison Company as Interconnection Customer, etc. under ER24-1764.",06/13/2024,['ER24-1764-000'],Issuance,['Electric'],,[],"['AUTHOR: OFFICE OF ENERGY MARKET REGULATION', 'RECIPIENT: PJM INTERCONNECTION, L.L.C.']"
"PJM Interconnection, L.L.C. submits request for rehearing and clarification of the 05/13/2024 Order under RM21-17.",06/12/2024,['RM21-17-001'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'PJM Request for Rehearing of Order No. 1920.pdf', 'file_desc': 'Request for Rehearing and Clarification of PJM Interconnection, L.L.C.', 'file_size': 1509652, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E4CB874E-9F03-C1C6-9DB1-900E39400000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA No. 4348, Queue No. AF1-027 to be effective 8/12/2024 under ER24-2259. Filing Type : 10",06/12/2024,['ER24-2259-000'],Submittal,['Electric'],,"[{'file_name': 'AF1-027_AA Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 216911, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=EE0FC101-3EAD-C63A-9DC8-900DAEF00000'}, {'file_name': 'Attachment A - Marked Tariff.pdf', 'file_desc': 'Attachment A - Marked Tariff ', 'file_size': 771672, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=91B10363-8238-C51B-A633-900DAEF00000'}, {'file_name': 'Attachment B - Clean Tariff.pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 770004, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8B4FE79E-5D56-CA86-AC97-900DAEF00000'}, {'file_name': 'Attachment C - AA.pdf', 'file_desc': 'Attachment C - Executed AA ', 'file_size': 426897, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=49F36B6D-9EF8-CD82-8ACB-900DAF000000'}]","['AGENT: PJM Interconnection L.L.C', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: PJM Interconnection, L.L.C.']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Proposal to Memorialize Definitions for Synchronous Condensing Costs to be effective 8/6/2024 under ER24-2203. Filing Type : 10",06/06/2024,['ER24-2203-000'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 185278, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5A53C1EA-6750-CB2D-9315-8FEEF4000000'}, {'file_name': 'Attachment A - Marked Tariff.pdf', 'file_desc': 'Attachment A - Marked Tariff', 'file_size': 534478, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F1C9EF5F-5B5E-CF31-9BF9-8FEEF4000000'}, {'file_name': 'Attachment B - Clean Tariff.pdf', 'file_desc': 'Attachment B - Clean Tariff', 'file_size': 637836, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B010A7F4-6760-CC7C-A19C-8FEEF4000000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: PJM Interconnection, LLC', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection L.L.C submits request to update service list under EL21-91, et al.",06/06/2024,"['ER21-1635-000', 'EL21-91-000']",Submittal,['Electric'],,"[{'file_name': 'Req to Update Svc List EL21-91-003- 06-03-24.pdf', 'file_desc': 'No description given', 'file_size': 151934, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=7BB9DC16-A8CD-C302-A23E-8FEE15900000'}]","['AUTHOR: PJM Interconnection L.L.C', 'AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
"Letter order accepting PJM Interconnection, L.L.C. 04/25/2024 filing of an amended Interconnection Service Agreement among PJM as Transmission Provider, Foxglove Solar Project, LLC as Interconnection Customer etc. under ER24-1839. ",06/04/2024,['ER24-1839-000'],Issuance,['Electric'],,[],"['AUTHOR: OFFICE OF ENERGY MARKET REGULATION', 'RECIPIENT: PJM INTERCONNECTION, L.L.C.']"
"Motion to Intervene and Comments of PJM Interconnection L.L.C to MRP Elgin, LLC's 05/31/2024 Request for Limited Waiver and Expedited Consideration under ER24-2173.",06/14/2024,['ER24-2173-000'],Submittal,['Electric'],,"[{'file_name': 'Motion to Intervene and Comments of PJM Interconnection to Elgin Waiver.pdf', 'file_desc': 'Motion to Intervene and Comments of PJM Interconnection, L.L.C.', 'file_size': 199463, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=0840308F-5426-CD2F-9DC4-9017D7600000'}]","['AGENT: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: PJM Interconnection L.L.C']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to WMPA, SA No. 5981; Queue No. AG1-386 (amend) to be effective 8/13/2024 under ER24-2266. Filing Type : 10",06/13/2024,['ER24-2266-000'],Submittal,['Electric'],,"[{'file_name': 'AG1-386 WMPA Amended SA 5981 transmittal.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 220776, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E4AA32A0-E79B-C600-9DE2-9011D9D00000'}, {'file_name': 'AG1-386 WMPA Amended SA No. 5981 (clean) (Att A).pdf', 'file_desc': 'Attachment A', 'file_size': 266735, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=CE1DECB7-3754-CD5F-A4F4-9011D9D00000'}, {'file_name': 'AG1-386 WMPA Amended SA No. 5981 (marked) (Att B).pdf', 'file_desc': 'Attachment B', 'file_size': 274256, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=227881BC-968F-CF0E-AE3B-9011D9D00000'}, {'file_name': 'AG1-386 WMPA Amended SA No. 5981 executed AtA (Att C).pdf', 'file_desc': 'Attachment C', 'file_size': 198510, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8BC14260-F5B0-CD8D-8981-9011D9E00000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
"PJM Interconnection, L.L.C. submits tariff filing per 35.13(a)(2)(iii: Amendment to ISA, SA No. 5463; Queue No. AB2-190 (amend) to be effective 8/12/2024 under ER24-2262. Filing Type : 10",06/12/2024,['ER24-2262-000'],Submittal,['Electric'],,"[{'file_name': 'AB2-190 ISA 2nd Amended SA No. 5463 transmittal.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 219593, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=61001EBE-EA40-C726-8515-900DE2900000'}, {'file_name': 'AB2-190 ISA 2nd Amended SA No. 5463 (Clean) (Att A).pdf', 'file_desc': 'Attachment A', 'file_size': 1279615, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=AE4643B4-5D15-C69D-8F6C-900DE2900000'}, {'file_name': 'AB2-190 ISA 2nd Amended SA No. 5463 (Marked) (Att B).pdf', 'file_desc': 'Attachment B', 'file_size': 1261080, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4734EBB8-86CA-C7D6-9495-900DE2900000'}, {'file_name': 'AB2-190 ISA 2nd Amended SA No. 5463 AtA (Att C).pdf', 'file_desc': 'Attachment C', 'file_size': 567008, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=09F5B200-0641-CC13-9C9A-900DE2900000'}]","['AGENT: Wright & Talisman, P.C.', 'AUTHOR: PJM Interconnection, L.L.C.', 'RECIPIENT: Office of the Secretary, FERC']"
