title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"Answer and Motion to Dismiss of PJM Interconnection, L.L.C. to the 11/22/2024 Complaint filed by Constellation Energy Generation, LLC under EL25-20.",12/12/2024,['EL25-20-000'],Submittal,['Electric'],,"[{'file_name': 'Answer and MTD re Constellation.pdf', 'file_desc': 'Answer and Motion to Dismiss of PJM Interconnection, L.L.C.', 'file_size': 282409, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=097511ED-BBA3-C7C7-9DB8-93BCDF200000'}]","['AUTHOR: PJM Interconnection, L.L.C.', 'AGENT: Wright & Talisman, PC', 'RECIPIENT: Office of the Secretary, FERC']"
Protest of Old Dominion Electric Cooperative under EL25-20.,12/12/2024,['EL25-20-000'],Submittal,['Electric'],,"[{'file_name': 'EL25-20 ODEC Protest.pdf', 'file_desc': 'No description given', 'file_size': 463901, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8F171597-EFD4-CC3E-9F23-93BC47B00000'}]","['AGENT: Thompson Coburn LLP', 'AUTHOR: Old Dominion Electric Cooperative', 'RECIPIENT: Office of the Secretary, FERC']"
Post-Technical Conference Comments of Google LLC under AD24-11.,12/10/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'Google Post-Conference Comments AD24-11-000 (1).pdf', 'file_desc': 'Post Techincal Conference Comments of Google, LLC AD24-11-000', 'file_size': 155818, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C9DB9A78-8247-C2B5-9DA2-93B1A8400000'}]","['AGENT: Google LLC', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Google LLC']"
"Post-Technical Conference Comments of Constellation Energy Generation, LLC under AD24-11.",12/09/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'AD24-11 - Constellation Post-Conference Comments.pdf', 'file_desc': 'Constellation Post-Conference Comments', 'file_size': 367721, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=8E05905A-FE74-C9A9-A593-93AD69C00000'}]","['AUTHOR: Constellation Energy Generation, LLC', 'AGENT: Constellation Energy Generation, LLC', 'AUTHOR: Constellation Energy Generation, LLC', 'AGENT: CONSTELLATION ENERGY CORPORATION', 'RECIPIENT: Office of the Secretary, FERC']"
Post-Technical Conference Comments of the Data Center Coalition under AD24-11.,12/09/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': 'DCC AD24-11-000 Comments.pdf', 'file_desc': 'No description given', 'file_size': 478115, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F2BEE08F-02CE-CD09-939C-93AD69000000'}]","['AUTHOR: Data Center Coalition', 'RECIPIENT: Office of the Secretary, FERC']"
Joint Public Service Parties' Post-Conference Comments under AD24-11.,12/09/2024,['AD24-11-000'],Submittal,['RulemakingElectric'],,"[{'file_name': ""Joint Public Service Parties' Post-Conference Comments.pdf"", 'file_desc': 'No description given', 'file_size': 287468, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=475DE810-6409-CDE1-9DEF-93AD4BD00000'}]","['AUTHOR: Exelon Corporation', 'RECIPIENT: Office of the Secretary, FERC']"
"Complaint of Constellation Energy Generation, LLC v. PJM Interconnection, L.L.C under EL25-20.",11/22/2024,['EL25-20-000'],Submittal,['Electric'],,"[{'file_name': 'COMPLAINT REQUESTING FAST TRACK PROCESSING OF CONSTELLATION ENERGY GENERATION, LLC.pdf', 'file_desc': 'COMPLAINT REQUESTING FAST TRACK PROCESSING OF\nCONSTELLATION ENERGY GENERATION, LLC', 'file_size': 1290836, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4C5D15F7-1458-CF6C-9F4A-93639D800000'}]","['AGENT: Kirkland & Ellis LLP', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Constellation Energy Generation, LLC']"
"Comments and Appendix of Dave Weaver, Exelon Utilities, from the Technical Conference Regarding Large Loads Co-Located at Generating Facilities, 11/01/2024 under Docket Number AD24-11-000. ",11/04/2024,['AD24-11-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'Weaver Comments and Appendix_Oct 18 2024.pdf', 'file_desc': '', 'file_size': 359205, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=9193BBDF-6BFF-C87F-983B-92F794D00000'}]","['AUTHOR: EXELON UTILITIES', 'RECIPIENT: FEDERAL ENERGY REGULATORY COMMISSION']"
"Comments of Maryland State Senator Katie Fry Hester, from the Technical Conference Regarding Large Loads Co-Located at Generating Facilities, 11/01/2024 under Docket Number AD24-11-000. ",11/04/2024,['AD24-11-000'],Submittal,['ElectricRulemaking'],,"[{'file_name': 'Senator Katie Hester Statement - AD24-11.pdf', 'file_desc': '', 'file_size': 409906, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=B65471DC-2B8D-C4F6-9352-92F791A00000'}]","['RECIPIENT: FEDERAL ENERGY REGULATORY COMMISSION', 'AUTHOR: SENATE OF MARYLAND']"
"Susquehanna Nuclear, LLC submits Request for Rehearing of the 11/01/2024 Order under ER24-2172.",11/20/2024,['ER24-2172-002'],Submittal,['Electric'],,"[{'file_name': 'Susquehanna_Request for Rehearing.pdf', 'file_desc': 'Request for Rehearing of Susquehanna Nuclear, LLC', 'file_size': 180527, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=86B3623A-8AC3-CF92-B5EB-934F13D00000'}]","['AUTHOR: Susquehanna Nuclear, LLC', 'AGENT: Vinson & Elkins LLP', 'AUTHOR: Susquehanna Nuclear, LLC', 'AGENT: Vinson & Elkins LLP', 'AGENT: Vinson & Elkins LLP', 'AUTHOR: Susquehanna Nuclear, LLC', 'AUTHOR: Susquehanna Nuclear, LLC', 'AGENT: Talen Energy Corporation', 'RECIPIENT: Office of the Secretary, FERC']"
