title,filed_date,docket_numbers,category,libraries,accession_number,pdf_files,affiliations
"The City of St. Cloud, Minnesota submits Part 12D Inspection Plan re the St. Cloud Hydroelectric Project under P-4108. ",12/09/2025,"['P-4108-002', 'P-4108-000', 'P-4108-003']",Submittal,['Hydro'],,"[{'file_name': 'St. Cloud Part 12 Inspection Plan Final 12052025.pdf', 'file_desc': 'Part 12D Inspection Plan.', 'file_size': 4191797, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2FE51129-46EA-C288-9A75-9B048BB00000'}]","['AUTHOR: ST. CLOUD, CITY', 'AGENT: City of St. Cloud, Minnesota', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: ST. CLOUD, CITY OF', 'AGENT: City of St. Cloud, Minnesota']"
"Domtar Paper Company, LLC submits revised Quality Control Inspection Plan et al. re the Timber Crib Replacement Project at the Rothschild Dam Hydroelectric Project under P-2212.",12/02/2025,['P-2212-059'],Submittal,['Hydro'],,"[{'file_name': '60726705_Rothschild Dam TCSMP_REV 2025.12.02 1.pdf', 'file_desc': 'No description given', 'file_size': 8886764, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=3FBC5832-E2F8-C5BE-B2B8-9AE0D9200000'}, {'file_name': '60726705_Rothschild Dam TCEAP_REV 2025.12.02 1.pdf', 'file_desc': 'No description given', 'file_size': 1103032, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C709D03C-698B-CC98-BBE8-9AE0D9200000'}, {'file_name': '60726705_Rothschild Dam QCIP_REV 2025.12.02 1.pdf', 'file_desc': 'No description given', 'file_size': 50906944, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2277AC93-E41F-CA8B-81C2-9AE0D9200001'}]","['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: DOMTAR PAPER COMPANY, LLC', 'AGENT: Domtar Paper Company, LLC']"
"Corpus Christi Liquefaction, LLC submits Implementation Plan G re the request to install Trains 8 and 9, OSBL above ground piping and equipment re the Corpus Christi Liquefaction Midscale Trains 8 & 9 Project under CP23-129.",12/02/2025,['CP23-129-000'],Submittal,['Gas'],,"[{'file_name': '120225_IP G Compliance Statements_CUI-PRIV.pdf', 'file_desc': 'Compliance Statements', 'file_size': 903804, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=9270AF99-B738-C9C3-987E-9AE02E300000'}, {'file_name': 'Attachment 21_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 46159838, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DE1D890E-11F2-CB95-A212-9AE02E300000'}, {'file_name': 'Attachment 23_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 25295869, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F7BD3E15-00E3-C5F4-AA08-9AE02E300000'}, {'file_name': 'Attachment 27_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 73935613, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=36B615D8-6459-C581-89B8-9AE02E400000'}, {'file_name': 'Attachment 31_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 69577459, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=A1F0B0E8-D9BC-C75B-8BF5-9AE02E500000'}, {'file_name': 'Attachment 33_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 1512467, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=907F38AE-76BC-CA1F-8B7F-9AE02E600000'}, {'file_name': 'Attachment 34_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 3949221, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=ED03FFBF-2552-C11A-906A-9AE02E600000'}, {'file_name': 'Attachment 35_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 6240857, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=9648A31D-672E-C34D-9836-9AE02E600000'}, {'file_name': 'Attachment 36_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 1194854, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=81F98A29-38D4-C3D4-A347-9AE02E600000'}, {'file_name': 'Attachment 38_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 11859841, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C17CC6BB-5C5B-CC29-ABB6-9AE02E600000'}, {'file_name': 'Attachment 40_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 1611800, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=F7894017-37A5-C79A-8ABD-9AE02E700000'}, {'file_name': 'Attachment 41_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 90111588, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=37A0A80B-7799-C24F-915F-9AE02E700000'}, {'file_name': 'Attachment 43_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 3237832, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D9E07EB0-DFC3-C4E7-887A-9AE02E800000'}, {'file_name': 'Attachment 47_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 10476213, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5A4F4416-CFD1-CE9C-9304-9AE02E800000'}, {'file_name': 'Attachment 49_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 13415130, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5F0BF264-BCB4-C7FF-990F-9AE02E800000'}, {'file_name': 'Attachment 57_CUI-PRIV.pdf', 'file_desc': 'Attachment', 'file_size': 5558950, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=26FB5897-477F-CD14-A2E9-9AE02E800000'}]","['AGENT: Cheniere Energy, Inc.', 'AUTHOR: Corpus Christi Liquefaction, LLC', 'AUTHOR: CCL Midscale 8-9, LLC', 'AGENT: Cheniere Energy, Inc.', 'RECIPIENT: Office of the Secretary, FERC']"
"Midcontinent Independent System Operator, Inc. submits tariff filing per 35.13(a)(2)(iii: 2025-12-05_SA 1390 MMPA-NSP 1st Rev GIA (G173 E0023) to be effective 11/25/2025 under ER26-667 Filing Type : 10",12/05/2025,['ER26-667-000'],Submittal,['Electric'],,"[{'file_name': 'Transmittal Letter G173 E0023 1st Rev GIA.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 251804, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=C362376B-08A7-CA81-9D4F-9AEF25200000'}, {'file_name': 'Tab A_G173 E0023 1st Rev GIA.pdf', 'file_desc': 'Tab A_G173 E0023 1st Rev GIA.pdf', 'file_size': 1491842, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=DC89C993-9866-C728-84AC-9AEF25300000'}, {'file_name': 'Tab B_Redline G173 E0023 1st Rev GIA to pro forma.pdf', 'file_desc': 'Tab B_Redline G173 E0023 1st Rev GIA to pro forma.pdf', 'file_size': 1251145, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E70C2A7C-9177-CCEF-8F55-9AEF25300000'}, {'file_name': 'Tab C_Redline G173 E0023 1st Rev GIA to G173 GIA.pdf', 'file_desc': 'Tab C_Redline G173 E0023 1st Rev GIA to G173 GIA.pdf', 'file_size': 2129360, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D814BEC2-F70F-C814-9445-9AEF25300000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 1691712, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=6F5D5A21-76EA-C7B6-9DED-9AEF25300000'}]","['AGENT: Midcontinent Independent System Operator, Inc.', 'RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Midcontinent Independent System Operator, Inc.']"
"New York Independent System Operator, Inc. submits tariff filing per 35: NYISO Compliance Filing re: Oct 2025 Order on NYISO Order No. 2023 Compliance to be effective 5/2/2024 under ER24-1915 Filing Type : 80",12/15/2025,['ER24-1915-004'],Submittal,['Electric'],,"[{'file_name': '20251215_NYISOFlgLtr_Ordr2023Cmplnc_cos.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 562554, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2BBBBBF0-F013-C5C9-AF1C-9B233D000000'}, {'file_name': 'Att I Redline OATT 40.6 eff20251016.pdf', 'file_desc': 'Att I Redline OATT 40.6 eff20251016', 'file_size': 168914, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=92FC7A2F-8983-C52E-B5F7-9B233D000000'}, {'file_name': 'Att II Clean OATT 40.6 eff20251016.pdf', 'file_desc': 'Att II Clean OATT 40.6 eff20251016', 'file_size': 166688, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=2A22F375-B896-C747-BFD8-9B233D000000'}, {'file_name': 'Att III Redline OATT eff9998.pdf', 'file_desc': 'Att III Redline OATT eff9998', 'file_size': 349315, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=3561BCBB-F2B8-C059-84E8-9B233D000001'}, {'file_name': 'Att IV Clean OATT eff9998.pdf', 'file_desc': 'Att IV Clean OATT eff9998', 'file_size': 347011, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D0B3AF46-CCC1-C990-89B7-9B233D100000'}, {'file_name': 'Att V Redline OATT eff20240502.pdf', 'file_desc': 'ATT V Redline OATT eff20240502', 'file_size': 378468, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4A5513C8-54CA-CE98-9172-9B233D100000'}, {'file_name': 'Att VI Clean OATT eff20240502.pdf', 'file_desc': 'Att VI Clean OATT eff20240502', 'file_size': 375266, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=58727773-4F1A-C4B6-99F3-9B233D100000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 1140738, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=4B5B8594-CBFF-C7B0-A339-9B233D100000'}]","['AUTHOR: New York Independent System Operator, Inc.', 'AGENT: New York Independent System Operator, Inc.', 'AUTHOR: New York Independent System Operator, Inc.', 'AGENT: New York Independent System Operator, Inc.', 'AUTHOR: New York Independent System Operator, Inc.', 'AGENT: Hunton Andrews Kurth LLP', 'RECIPIENT: Office of the Secretary, FERC']"
California Independent System Operator Corporation submits tariff filing per 35: 2025-12-05 Tariff Amendment to Comply with Order No. 1920 to be effective 2/1/2027 under ER26-704 Filing Type : 85,12/09/2025,['ER26-704-000'],Submittal,['Electric'],,"[{'file_name': 'ComplianceFiling-TransmittalLetter-1920.pdf', 'file_desc': 'Transmittal Letter', 'file_size': 698137, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=D9858540-FA1C-C0E8-AF98-9B046DD00000'}, {'file_name': 'Att_A_Clean-1920.pdf', 'file_desc': 'Att A - Clean Tariff ', 'file_size': 364188, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=756E59E2-27DF-C42A-8672-9B046DE00000'}, {'file_name': 'Att_B_Redlines-1920.pdf', 'file_desc': 'Att B - Marked Tariff', 'file_size': 311381, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E48D9A49-1243-C5B6-8DEA-9B046DE00000'}, {'file_name': 'Att_C_ComplianceChart-1920.pdf', 'file_desc': 'Att C - Informational Table', 'file_size': 448253, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=26555233-19FF-C5C4-96FA-9B046DE00000'}, {'file_name': 'FERC GENERATED TARIFF FILING.PDF', 'file_desc': 'FERC GENERATED TARIFF FILING', 'file_size': 4482804, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=5A17BB04-CE69-C65B-9EB6-9B046DE00000'}]","['AUTHOR: California Independent System Operator Corporation', 'AGENT: California Independent System Operator Corporation', 'AUTHOR: California Independent System Operator Corporation', 'AGENT: California Independent System Operator Corporation', 'AUTHOR: California Independent System Operator Corporation', 'AGENT: California Independent System Operator Corporation', 'RECIPIENT: Office of the Secretary, FERC']"
Ketchikan Public Utilities submits updated Supporting Technical Information Document re the Whitman Lake Hydroelectric Project under P-11841.,12/09/2025,['P-11841-000'],Submittal,['Hydro'],,"[{'file_name': 'P11841 Whitman STID Rev.2025.pdf', 'file_desc': 'STID', 'file_size': 52278034, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=86C8449F-0726-CACE-924C-9B034C600000'}]","['AUTHOR: Ketchikan Public Utilities', 'RECIPIENT: Office of the Secretary, FERC']"
"Joint Application for Authorization Under Section 203 of the Federal Power Act of Entergy Louisiana, LLC, et al. under EC26-45.",12/29/2025,['EC26-45-000'],Submittal,['Electric'],,"[{'file_name': 'ELL-MSL_Section_203_Application_EC26-xx_12-29-2025.pdf', 'file_desc': 'FPA Section 203 application of Entergy Louisiana, LLC, and Mondu Solar, LLC under new docket', 'file_size': 2902841, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=E697A002-622F-C02C-9A1C-9B712EB00000'}]","['AUTHOR: Entergy Louisiana, LLC', 'AUTHOR: Mondu Solar, LLC', 'AGENT: NextEra Energy, Inc.', 'AGENT: Entergy Services, LLC', 'RECIPIENT: Office of the Secretary, FERC']"
Alabama Power Company submits 2025 Twelfth Part 12D Comprehensive Assessment Report re the Logan Martin Dam of the Coosa River Project under P-2146.,12/22/2025,['P-2146-000'],Submittal,['Hydro'],,"[{'file_name': 'Logan Martin Comprehensive Assessment Report.pdf', 'file_desc': 'Logan Martin Dam - Part 12 Comprehensive Assessment Report, Cover Letter', 'file_size': 210530329, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=515CBB68-3BFD-CABD-BECA-9B46C0600000'}]","['RECIPIENT: Office of the Secretary, FERC', 'AUTHOR: Alabama Power Company']"
"Midcontinent Independent System Operator, Inc. submits tariff filing per 35.13(a)(2)(iii: 2025-12-09_SA 4608 Entergy Mississippi-Entergy Mississippi GIA (J4146) to be effective 12/1/2025 under ER26-700 Filing Type : 10",12/09/2025,['ER26-700-000'],Submittal,['Electric'],,"[{'file_name': 'Tab A_J4146 GIA_Non-Public.pdf', 'file_desc': 'Tab A_J4146 GIA_Non-Public.pdf', 'file_size': 3213877, 'download_url': 'https://elibrary.ferc.gov/eLibrary/filedownload?fileid=BC05C788-3404-CD58-9326-9B03B5B00001'}]","['AUTHOR: Midcontinent Independent System Operator, Inc.', 'AGENT: Midcontinent Independent System Operator, Inc.', 'RECIPIENT: Office of the Secretary, FERC']"
