interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,solar
2023-12-31T19:00:00-05:00,2024-01-01T00:00:00+00:00,2023-12-31T19:05:00-05:00,2024-01-01T00:05:00+00:00,0.0
2023-12-31T19:05:00-05:00,2024-01-01T00:05:00+00:00,2023-12-31T19:10:00-05:00,2024-01-01T00:10:00+00:00,0.0
2023-12-31T19:10:00-05:00,2024-01-01T00:10:00+00:00,2023-12-31T19:15:00-05:00,2024-01-01T00:15:00+00:00,0.0
2023-12-31T19:15:00-05:00,2024-01-01T00:15:00+00:00,2023-12-31T19:20:00-05:00,2024-01-01T00:20:00+00:00,0.0
2023-12-31T19:20:00-05:00,2024-01-01T00:20:00+00:00,2023-12-31T19:25:00-05:00,2024-01-01T00:25:00+00:00,0.0
2023-12-31T19:25:00-05:00,2024-01-01T00:25:00+00:00,2023-12-31T19:30:00-05:00,2024-01-01T00:30:00+00:00,0.0
2023-12-31T19:30:00-05:00,2024-01-01T00:30:00+00:00,2023-12-31T19:35:00-05:00,2024-01-01T00:35:00+00:00,0.0
2023-12-31T19:35:00-05:00,2024-01-01T00:35:00+00:00,2023-12-31T19:40:00-05:00,2024-01-01T00:40:00+00:00,0.0
2023-12-31T19:40:00-05:00,2024-01-01T00:40:00+00:00,2023-12-31T19:45:00-05:00,2024-01-01T00:45:00+00:00,0.0
2023-12-31T19:45:00-05:00,2024-01-01T00:45:00+00:00,2023-12-31T19:50:00-05:00,2024-01-01T00:50:00+00:00,0.0
