interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,CAPITL,60.76
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,CENTRL,58.48
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,DUNWOD,62.43
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,GENESE,56.94
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,H Q,45.47
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,HUD VL,61.48
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,LONGIL,68.02
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,MHK VL,60.02
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,MILLWD,61.99
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,NORTH,45.79
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,NPX,60.25
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,N.Y.C.,63.23
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,O H,55.88
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,PJM,59.41
2022-07-01T00:00:00-04:00,2022-07-01T04:00:00+00:00,2022-07-01T01:00:00-04:00,2022-07-01T05:00:00+00:00,WEST,57.17
