timestamp,utc_timestamp,lmp
2024-04-01 19:00:00,2024-04-02 00:00:00,16.29
2024-04-01 19:00:00,2024-04-02 00:00:00,15.184999999999999
2024-04-01 19:15:00,2024-04-02 00:15:00,14.61
2024-04-01 19:15:00,2024-04-02 00:15:00,13.17
2024-04-01 19:30:00,2024-04-02 00:30:00,8.82
2024-04-01 19:30:00,2024-04-02 00:30:00,7.645
2024-04-01 19:45:00,2024-04-02 00:45:00,3.4
2024-04-01 19:45:00,2024-04-02 00:45:00,2.56
2024-04-01 20:00:00,2024-04-02 01:00:00,3.38
2024-04-01 20:00:00,2024-04-02 01:00:00,2.54
2024-04-01 20:15:00,2024-04-02 01:15:00,8.68
2024-04-01 20:15:00,2024-04-02 01:15:00,8.06
2024-04-01 20:30:00,2024-04-02 01:30:00,18.7
2024-04-01 20:30:00,2024-04-02 01:30:00,18.15
2024-04-01 20:45:00,2024-04-02 01:45:00,20.36
2024-04-01 20:45:00,2024-04-02 01:45:00,20.505000000000003
2024-04-01 21:00:00,2024-04-02 02:00:00,22.18
2024-04-01 21:00:00,2024-04-02 02:00:00,22.43
2024-04-01 21:15:00,2024-04-02 02:15:00,20.18
2024-04-01 21:15:00,2024-04-02 02:15:00,20.41
2024-04-01 21:30:00,2024-04-02 02:30:00,15.98
2024-04-01 21:30:00,2024-04-02 02:30:00,15.7
2024-04-01 21:45:00,2024-04-02 02:45:00,14.63
2024-04-01 21:45:00,2024-04-02 02:45:00,14.09
2024-04-01 22:00:00,2024-04-02 03:00:00,12.02
2024-04-01 22:00:00,2024-04-02 03:00:00,11.46
2024-04-01 22:15:00,2024-04-02 03:15:00,12.91
2024-04-01 22:15:00,2024-04-02 03:15:00,12.37
2024-04-01 22:30:00,2024-04-02 03:30:00,13.81
2024-04-01 22:30:00,2024-04-02 03:30:00,13.24
2024-04-01 22:45:00,2024-04-02 03:45:00,14.25
2024-04-01 22:45:00,2024-04-02 03:45:00,13.645
2024-04-01 23:00:00,2024-04-02 04:00:00,13.12
2024-04-01 23:00:00,2024-04-02 04:00:00,12.45
2024-04-01 23:15:00,2024-04-02 04:15:00,13.26
2024-04-01 23:15:00,2024-04-02 04:15:00,12.72
2024-04-01 23:30:00,2024-04-02 04:30:00,7.97
2024-04-01 23:30:00,2024-04-02 04:30:00,7.4
2024-04-01 23:45:00,2024-04-02 04:45:00,6.78
2024-04-01 23:45:00,2024-04-02 04:45:00,6.32
