timestamp,lmp
2022-07-01 00:00:00,63.23
2022-07-01 01:00:00,60.02
2022-07-01 02:00:00,57.25
2022-07-01 03:00:00,54.37
2022-07-01 04:00:00,54.14
2022-07-01 05:00:00,54.4
2022-07-01 06:00:00,58.27
2022-07-01 07:00:00,62.3
2022-07-01 08:00:00,71.66
2022-07-01 09:00:00,84.51
2022-07-01 10:00:00,89.32
2022-07-01 11:00:00,97.97
2022-07-01 12:00:00,101.0
2022-07-01 13:00:00,104.76
2022-07-01 14:00:00,122.61
2022-07-01 15:00:00,148.83
2022-07-01 16:00:00,162.94
2022-07-01 17:00:00,176.27
2022-07-01 18:00:00,147.71
2022-07-01 19:00:00,131.0
2022-07-01 20:00:00,105.38
2022-07-01 21:00:00,101.0
2022-07-01 22:00:00,91.83
2022-07-01 23:00:00,86.72
2022-07-02 00:00:00,65.85
2022-07-02 01:00:00,60.63
2022-07-02 02:00:00,57.27
2022-07-02 03:00:00,55.46
2022-07-02 04:00:00,54.43
2022-07-02 05:00:00,52.71
2022-07-02 06:00:00,54.63
2022-07-02 07:00:00,54.78
2022-07-02 08:00:00,61.24
2022-07-02 09:00:00,63.38
2022-07-02 10:00:00,70.05
2022-07-02 11:00:00,74.84
2022-07-02 12:00:00,82.21
2022-07-02 13:00:00,87.12
2022-07-02 14:00:00,103.16
2022-07-02 15:00:00,105.81
2022-07-02 16:00:00,108.5
2022-07-02 17:00:00,122.74
2022-07-02 18:00:00,104.36
2022-07-02 19:00:00,87.39
2022-07-02 20:00:00,84.73
2022-07-02 21:00:00,72.79
2022-07-02 22:00:00,69.25
2022-07-02 23:00:00,67.91
2022-07-03 00:00:00,57.47
2022-07-03 01:00:00,50.46
2022-07-03 02:00:00,49.49
2022-07-03 03:00:00,48.22
2022-07-03 04:00:00,47.06
2022-07-03 05:00:00,44.21
2022-07-03 06:00:00,43.07
2022-07-03 07:00:00,45.07
2022-07-03 08:00:00,47.17
2022-07-03 09:00:00,48.93
2022-07-03 10:00:00,52.43
2022-07-03 11:00:00,57.22
2022-07-03 12:00:00,66.0
2022-07-03 13:00:00,70.27
2022-07-03 14:00:00,71.06
2022-07-03 15:00:00,80.89
2022-07-03 16:00:00,93.4
2022-07-03 17:00:00,103.09
2022-07-03 18:00:00,91.03
2022-07-03 19:00:00,80.45
2022-07-03 20:00:00,69.89
2022-07-03 21:00:00,66.6
2022-07-03 22:00:00,57.24
2022-07-03 23:00:00,56.03
2022-07-04 00:00:00,50.6
2022-07-04 01:00:00,46.89
2022-07-04 02:00:00,44.52
2022-07-04 03:00:00,43.43
2022-07-04 04:00:00,42.19
2022-07-04 05:00:00,42.04
2022-07-04 06:00:00,43.59
2022-07-04 07:00:00,45.11
2022-07-04 08:00:00,48.37
2022-07-04 09:00:00,48.91
2022-07-04 10:00:00,52.84
2022-07-04 11:00:00,59.52
2022-07-04 12:00:00,68.6
2022-07-04 13:00:00,70.9
2022-07-04 14:00:00,76.47
2022-07-04 15:00:00,85.36
2022-07-04 16:00:00,99.7
2022-07-04 17:00:00,107.35
2022-07-04 18:00:00,98.26
2022-07-04 19:00:00,83.87
2022-07-04 20:00:00,74.26
2022-07-04 21:00:00,70.9
2022-07-04 22:00:00,57.31
2022-07-04 23:00:00,55.43
