timestamp,lmp
2024-01-01 00:00:00,19.79
2024-01-01 00:00:00,14.44
2024-01-01 00:15:00,15.18
2024-01-01 00:30:00,16.16
2024-01-01 00:45:00,16.19
2024-01-01 01:00:00,20.9
2024-01-01 01:00:00,15.87
2024-01-01 01:15:00,16.6
2024-01-01 01:30:00,17.76
2024-01-01 01:45:00,16.59
2024-01-01 02:00:00,21.34
2024-01-01 02:00:00,16.06
2024-01-01 02:15:00,17.15
2024-01-01 02:30:00,17.23
2024-01-01 02:45:00,17.54
2024-01-01 03:00:00,22.32
2024-01-01 03:00:00,17.71
2024-01-01 03:15:00,17.89
2024-01-01 03:30:00,17.97
2024-01-01 03:45:00,18.24
2024-01-01 04:00:00,23.68
2024-01-01 04:00:00,20.5
2024-01-01 04:15:00,19.49
2024-01-01 04:30:00,20.79
2024-01-01 04:45:00,21.85
2024-01-01 05:00:00,25.9
2024-01-01 05:00:00,24.28
2024-01-01 05:15:00,21.8
2024-01-01 05:30:00,22.08
2024-01-01 05:45:00,21.72
2024-01-01 06:00:00,28.3
2024-01-01 06:00:00,27.57
2024-01-01 06:15:00,26.13
2024-01-01 06:30:00,24.82
2024-01-01 06:45:00,26.31
2024-01-01 07:00:00,34.28
2024-01-01 07:00:00,27.9
2024-01-01 07:15:00,30.04
2024-01-01 07:30:00,33.91
2024-01-01 07:45:00,32.5
2024-01-01 08:00:00,24.43
2024-01-01 08:00:00,68.65
2024-01-01 08:15:00,45.07
2024-01-01 08:30:00,26.05
2024-01-01 08:45:00,20.61
2024-01-01 09:00:00,19.66
2024-01-01 09:00:00,21.76
2024-01-01 09:15:00,22.82
2024-01-01 09:30:00,21.68
2024-01-01 09:45:00,23.05
2024-01-01 10:00:00,18.49
2024-01-01 10:00:00,22.93
2024-01-01 10:15:00,22.37
2024-01-01 10:30:00,21.98
2024-01-01 10:45:00,21.63
2024-01-01 11:00:00,17.91
2024-01-01 11:00:00,21.3
2024-01-01 11:15:00,20.98
2024-01-01 11:30:00,21.19
2024-01-01 11:45:00,20.72
2024-01-01 12:00:00,16.56
2024-01-01 12:00:00,20.58
2024-01-01 12:15:00,20.43
2024-01-01 12:30:00,20.67
2024-01-01 12:45:00,19.35
2024-01-01 13:00:00,14.46
2024-01-01 13:00:00,18.08
2024-01-01 13:15:00,18.57
2024-01-01 13:30:00,18.47
2024-01-01 13:45:00,18.41
2024-01-01 14:00:00,13.86
2024-01-01 14:00:00,17.02
2024-01-01 14:15:00,17.29
2024-01-01 14:30:00,17.1
2024-01-01 14:45:00,15.02
2024-01-01 15:00:00,13.18
2024-01-01 15:00:00,16.66
2024-01-01 15:15:00,15.88
2024-01-01 15:30:00,14.6
2024-01-01 15:45:00,17.1
2024-01-01 16:00:00,20.79
2024-01-01 16:00:00,19.52
2024-01-01 16:15:00,22.04
2024-01-01 16:30:00,45.11
2024-01-01 16:45:00,45.33
2024-01-01 17:00:00,46.07
2024-01-01 17:00:00,38.38
2024-01-01 17:15:00,50.43
2024-01-01 17:30:00,76.69
2024-01-01 17:45:00,90.16
2024-01-01 18:00:00,37.64
2024-01-01 18:00:00,74.72
2024-01-01 18:15:00,51.91
2024-01-01 18:30:00,39.74
2024-01-01 18:45:00,41.38
2024-01-01 19:00:00,32.9
2024-01-01 19:00:00,40.72
2024-01-01 19:15:00,45.92
2024-01-01 19:30:00,29.93
2024-01-01 19:45:00,36.42
