year,mon,lmp
2023,7,25.47
2023,7,20.84
2023,7,20.85
2023,7,18.69
2023,7,18.7
2023,7,17.51
2023,7,17.52
2023,7,17.14
2023,7,17.15
2023,7,17.02
2023,7,17.02
2023,7,17.14
2023,7,17.15
2023,7,17.01
2023,7,17.02
2023,7,17.03
2023,7,17.04
2023,7,16.2
2023,7,16.2
2023,7,17.01
2023,7,17.01
2023,7,19.11
2023,7,19.11
2023,7,25.95
2023,7,25.84
2023,7,29.51
2023,7,29.51
2023,7,32.35
2023,7,32.65
2023,7,42.02
2023,7,43.06
2023,7,46.73
2023,7,48.01
2023,7,50.65
2023,7,51.78
2023,7,42.84
2023,7,43.85
2023,7,38.56
2023,7,39.13
2023,7,37.5
2023,7,37.79
2023,7,34.13
2023,7,34.23
2023,7,26.1
2023,7,26.11
2023,7,22.93
2023,7,22.94
2023,7,23.1
2023,7,23.12
2023,7,19.12
2023,7,19.14
2023,7,18.12
2023,7,18.14
2023,7,17.24
2023,7,17.26
2023,7,16.62
2023,7,16.63
2023,7,17.67
2023,7,17.69
2023,7,18.7
2023,7,18.7
2023,7,17.98
2023,7,17.99
2023,7,17.58
2023,7,17.58
2023,7,17.29
2023,7,17.29
2023,7,16.79
2023,7,16.79
2023,7,20.06
2023,7,20.06
2023,7,28.28
2023,7,28.42
2023,7,33.32
2023,7,33.86
2023,7,48.26
2023,7,48.77
2023,7,59.63
2023,7,60.39
2023,7,75.14
2023,7,75.87
2023,7,81.02
2023,7,82.02
2023,7,53.41
2023,7,53.79
2023,7,39.52
2023,7,39.61
2023,7,38.62
2023,7,38.65
2023,7,38.91
2023,7,38.9
2023,7,27.75
2023,7,27.76
2023,7,25.49
2023,7,25.49
2023,7,23.01
2023,7,23.01
2023,7,20.35
2023,7,20.37
2023,7,19.27
2023,7,19.29
2023,7,18.3
2023,7,18.32
2023,7,18.13
2023,7,18.14
2023,7,18.4
2023,7,18.41
2023,7,20.33
2023,7,20.33
2023,7,22.38
2023,7,22.39
2023,7,22.92
2023,7,22.92
2023,7,20.35
2023,7,20.35
2023,7,20.87
2023,7,20.87
2023,7,25.02
2023,7,25.02
2023,7,29.89
2023,7,30.04
2023,7,31.6
2023,7,31.75
2023,7,31.08
2023,7,31.27
2023,7,33.53
2023,7,33.71
2023,7,40.82
2023,7,40.94
2023,7,41.01
2023,7,41.19
2023,7,34.52
2023,7,34.51
2023,7,32.61
2023,7,32.6
2023,7,33.07
2023,7,33.06
2023,7,34.75
2023,7,34.75
2023,7,26.54
2023,7,26.55
2023,7,23.82
2023,7,23.83
2023,7,20.18
2023,7,20.2
2023,7,19.61
2023,7,19.64
2023,7,17.9
2023,7,17.92
2023,7,16.63
2023,7,16.65
2023,7,16.55
2023,7,16.58
2023,7,16.75
2023,7,16.78
2023,7,18.78
2023,7,18.81
2023,7,19.41
2023,7,19.42
2023,7,18.9
2023,7,18.9
2023,7,18.15
2023,7,18.16
2023,7,18.66
2023,7,18.72
2023,7,20.56
2023,7,20.63
2023,7,24.37
2023,7,24.48
2023,7,27.79
2023,7,28.28
2023,7,34.33
2023,7,34.96
2023,7,36.03
2023,7,36.71
2023,7,41.95
2023,7,42.89
2023,7,39.49
2023,7,40.42
2023,7,32.72
2023,7,33.57
2023,7,29.43
2023,7,29.68
2023,7,38.54
2023,7,38.65
2023,7,41.13
2023,7,41.14
2023,7,30.61
2023,7,30.62
2023,7,27.05
2023,7,27.07
2023,7,21.91
2023,7,21.93
2023,7,23.54
2023,7,23.55
2023,7,21.06
2023,7,21.07
2023,7,20.12
2023,7,20.13
2023,7,20.61
2023,7,20.62
2023,7,20.69
2023,7,20.7
2023,7,21.38
2023,7,21.39
2023,7,22.55
2023,7,22.56
2023,7,21.82
2023,7,21.83
2023,7,21.63
2023,7,21.63
2023,7,20.04
2023,7,20.05
2023,7,26.36
2023,7,26.38
2023,7,30.53
2023,7,30.75
2023,7,33.98
2023,7,34.29
2023,7,38.02
2023,7,38.43
2023,7,41.71
2023,7,41.93
2023,7,52.58
2023,7,52.85
2023,7,63.7
2023,7,64.06
2023,7,61.6
2023,7,61.86
2023,7,47.4
2023,7,47.47
2023,7,62.78
2023,7,62.71
2023,7,72.6
2023,7,72.59
2023,7,36.34
2023,7,36.34
2023,7,31.72
2023,7,31.72
2023,7,27.4
2023,7,27.4
2023,7,30.0
2023,7,30.01
2023,7,24.98
2023,7,24.99
2023,7,21.34
2023,7,21.34
2023,7,20.1
2023,7,20.11
2023,7,19.06
2023,7,19.06
2023,7,18.77
2023,7,18.78
2023,7,20.9
2023,7,20.9
2023,7,17.48
2023,7,17.48
2023,7,17.61
2023,7,17.61
2023,7,19.35
2023,7,19.35
2023,7,24.44
2023,7,24.47
2023,7,30.2
2023,7,30.29
2023,7,31.23
2023,7,31.28
2023,7,33.07
2023,7,33.35
2023,7,40.28
2023,7,40.73
2023,7,51.75
2023,7,52.05
2023,7,64.43
2023,7,65.1
2023,7,64.09
2023,7,64.2
2023,7,56.82
2023,7,56.92
2023,7,70.17
2023,7,70.17
2023,7,66.16
2023,7,66.1
2023,7,34.5
2023,7,34.5
2023,7,30.63
2023,7,30.63
2023,7,26.39
2023,7,26.4
2023,7,23.29
2023,7,23.29
2023,7,22.9
2023,7,22.91
2023,7,20.79
2023,7,20.8
2023,7,20.77
2023,7,20.78
2023,7,21.32
2023,7,21.33
2023,7,24.61
2023,7,24.62
2023,7,23.68
2023,7,23.69
2023,7,23.45
2023,7,23.45
2023,7,21.14
2023,7,21.14
2023,7,22.09
2023,7,22.1
2023,7,28.28
2023,7,28.35
2023,7,33.27
2023,7,33.4
2023,7,38.94
2023,7,39.31
2023,7,43.35
2023,7,43.57
2023,7,57.11
2023,7,57.57
2023,7,75.25
2023,7,75.77
2023,7,78.15
2023,7,80.13
2023,7,68.57
2023,7,70.68
2023,7,62.1
2023,7,62.5
2023,7,80.28
2023,7,80.28
2023,7,79.19
2023,7,79.03
2023,7,37.22
2023,7,37.2
2023,7,32.82
2023,7,32.82
2023,7,26.36
2023,7,26.37
2023,7,25.27
2023,7,25.28
2023,7,22.96
2023,7,23.0
2023,7,23.55
2023,7,23.56
2023,7,21.68
2023,7,21.71
2023,7,21.58
2023,7,21.6
2023,7,22.39
2023,7,22.4
2023,7,19.92
2023,7,19.92
2023,7,18.43
2023,7,18.43
2023,7,18.41
2023,7,18.41
2023,7,18.75
2023,7,18.87
2023,7,24.17
2023,7,24.48
2023,7,30.36
2023,7,30.58
2023,7,35.66
2023,7,35.67
2023,7,45.02
2023,7,44.88
2023,7,53.12
2023,7,53.62
2023,7,58.97
2023,7,62.26
2023,7,54.01
2023,7,55.36
2023,7,45.01
2023,7,45.72
2023,7,41.62
2023,7,42.25
2023,7,55.7
2023,7,55.72
2023,7,48.9
2023,7,48.9
2023,7,35.47
2023,7,35.51
2023,7,29.12
2023,7,29.16
2023,7,22.38
2023,7,22.4
2023,7,24.28
2023,7,24.3
2023,7,22.02
2023,7,22.04
2023,7,19.57
2023,7,19.59
2023,7,19.12
2023,7,19.14
2023,7,18.73
2023,7,18.75
2023,7,19.25
2023,7,19.29
2023,7,17.09
2023,7,17.15
2023,7,16.94
2023,7,17.05
2023,7,16.97
2023,7,17.3
2023,7,20.03
2023,7,20.65
2023,7,27.54
2023,7,28.25
2023,7,34.67
2023,7,35.48
2023,7,34.88
2023,7,35.72
2023,7,43.86
2023,7,45.33
2023,7,60.12
2023,7,63.02
2023,7,76.65
2023,7,78.47
2023,7,74.95
2023,7,76.37
2023,7,72.79
2023,7,74.95
2023,7,66.61
2023,7,67.1
2023,7,83.8
2023,7,83.82
2023,7,67.08
2023,7,66.98
2023,7,34.11
2023,7,34.11
2023,7,33.82
2023,7,33.84
2023,7,26.03
2023,7,26.04
2023,7,23.43
2023,7,23.55
2023,7,20.88
2023,7,21.02
2023,7,19.48
2023,7,19.59
2023,7,18.53
2023,7,18.61
2023,7,17.99
2023,7,18.05
2023,7,19.0
2023,7,19.08
2023,7,18.97
2023,7,19.05
2023,7,19.03
2023,7,19.12
2023,7,19.38
2023,7,19.6
2023,7,22.68
2023,7,23.61
2023,7,30.52
2023,7,31.32
2023,7,38.04
2023,7,39.71
2023,7,51.92
2023,7,53.02
2023,7,120.74
2023,7,123.31
2023,7,172.81
2023,7,174.31
2023,7,256.64
2023,7,258.21
2023,7,353.91
2023,7,356.25
2023,7,263.29
2023,7,265.71
2023,7,250.01
2023,7,250.71
2023,7,239.51
2023,7,239.76
2023,7,169.99
2023,7,170.0
2023,7,62.11
2023,7,62.14
2023,7,36.76
2023,7,36.82
2023,7,28.93
2023,7,28.92
2023,7,25.78
2023,7,25.78
2023,7,23.55
2023,7,23.57
2023,7,21.03
2023,7,21.03
2023,7,19.12
2023,7,19.12
2023,7,18.66
2023,7,18.66
2023,7,19.29
2023,7,19.29
2023,7,17.3
2023,7,17.3
2023,7,17.74
2023,7,17.74
2023,7,17.5
2023,7,17.53
2023,7,19.65
2023,7,20.13
2023,7,23.97
2023,7,24.67
2023,7,30.32
2023,7,31.21
2023,7,47.19
2023,7,48.69
2023,7,88.46
2023,7,91.5
2023,7,140.87
2023,7,143.62
2023,7,198.72
2023,7,201.69
2023,7,222.07
2023,7,227.63
2023,7,182.3
2023,7,186.57
2023,7,153.39
2023,7,154.84
2023,7,182.35
2023,7,182.36
2023,7,100.23
2023,7,100.02
2023,7,45.48
2023,7,45.43
2023,7,31.85
2023,7,31.85
2023,7,27.45
2023,7,27.46
2023,7,23.72
2023,7,23.72
2023,7,23.41
2023,7,23.42
2023,7,21.26
2023,7,21.27
2023,7,19.73
2023,7,19.73
2023,7,19.25
2023,7,19.25
2023,7,19.18
2023,7,19.18
2023,7,19.39
2023,7,19.39
2023,7,19.44
2023,7,19.44
2023,7,20.83
2023,7,20.85
2023,7,21.71
2023,7,22.31
2023,7,29.37
2023,7,29.93
2023,7,38.92
2023,7,39.39
2023,7,43.34
2023,7,43.77
2023,7,94.64
2023,7,95.64
2023,7,167.46
2023,7,165.99
2023,7,286.28
2023,7,284.4
2023,7,386.79
2023,7,388.56
2023,7,342.25
2023,7,343.75
2023,7,295.57
2023,7,294.98
2023,7,315.47
2023,7,315.37
2023,7,183.86
2023,7,183.52
2023,7,68.0
2023,7,67.92
2023,7,37.06
2023,7,37.04
2023,7,31.86
2023,7,31.86
2023,7,24.74
2023,7,24.73
2023,7,24.01
2023,7,24.0
2023,7,21.59
2023,7,21.59
2023,7,20.5
2023,7,20.5
2023,7,19.58
2023,7,19.59
2023,7,19.19
2023,7,19.19
2023,7,19.0
2023,7,19.0
2023,7,18.98
2023,7,18.98
2023,7,18.63
2023,7,18.63
2023,7,20.79
2023,7,21.06
2023,7,27.2
2023,7,27.53
2023,7,34.5
2023,7,34.75
2023,7,38.36
2023,7,38.4
2023,7,51.21
2023,7,51.39
2023,7,64.22
2023,7,64.04
2023,7,109.71
2023,7,110.12
2023,7,131.13
2023,7,134.01
2023,7,139.99
2023,7,142.19
2023,7,143.75
2023,7,143.82
2023,7,209.39
2023,7,208.88
2023,7,180.0
2023,7,179.46
2023,7,53.18
2023,7,53.11
2023,7,28.07
2023,7,28.06
2023,7,22.89
2023,7,22.89
2023,7,19.42
2023,7,19.42
2023,7,17.99
2023,7,17.99
2023,7,17.87
2023,7,17.88
2023,7,17.07
2023,7,17.07
2023,7,17.09
2023,7,17.1
2023,7,17.63
2023,7,17.64
2023,7,17.44
2023,7,17.45
2023,7,17.2
2023,7,17.2
2023,7,17.41
2023,7,17.41
2023,7,17.79
2023,7,17.88
2023,7,23.58
2023,7,23.94
2023,7,29.3
2023,7,29.94
2023,7,34.91
2023,7,35.72
2023,7,66.37
2023,7,67.16
2023,7,162.31
2023,7,163.06
2023,7,257.75
2023,7,258.55
2023,7,336.7
2023,7,338.72
2023,7,253.29
2023,7,254.06
2023,7,197.13
2023,7,197.37
2023,7,320.84
2023,7,320.41
2023,7,188.51
2023,7,188.27
2023,7,41.33
2023,7,41.31
2023,7,26.22
2023,7,26.23
2023,7,20.81
2023,7,20.83
2023,7,21.71
2023,7,21.73
2023,7,18.57
2023,7,18.59
2023,7,17.02
2023,7,17.04
2023,7,15.62
2023,7,15.64
2023,7,15.37
2023,7,15.38
2023,7,16.1
2023,7,16.11
2023,7,14.99
2023,7,15.07
2023,7,15.13
2023,7,15.2
2023,7,15.17
2023,7,15.23
2023,7,17.66
2023,7,17.85
2023,7,20.64
2023,7,21.07
2023,7,25.57
2023,7,25.99
2023,7,34.02
2023,7,34.62
2023,7,60.6
2023,7,60.19
2023,7,82.33
2023,7,83.41
2023,7,101.52
2023,7,102.23
2023,7,115.1
2023,7,116.51
2023,7,101.2
2023,7,102.28
2023,7,100.2
2023,7,100.88
2023,7,128.64
2023,7,128.86
2023,7,92.5
2023,7,92.32
2023,7,36.44
2023,7,36.43
2023,7,27.44
2023,7,27.46
2023,7,23.54
2023,7,23.55
2023,7,21.06
2023,7,21.08
2023,7,19.38
2023,7,19.4
2023,7,17.77
2023,7,17.79
2023,7,16.66
2023,7,16.67
2023,7,16.72
2023,7,16.74
2023,7,16.8
2023,7,16.82
2023,7,15.57
2023,7,15.61
2023,7,15.46
2023,7,15.49
2023,7,15.49
2023,7,15.57
2023,7,17.51
2023,7,17.77
2023,7,21.8
2023,7,22.41
2023,7,29.71
2023,7,30.48
2023,7,37.58
2023,7,38.09
2023,7,48.17
2023,7,48.17
2023,7,67.55
2023,7,67.2
2023,7,90.05
2023,7,90.06
2023,7,101.94
2023,7,102.37
2023,7,92.38
2023,7,92.67
2023,7,84.97
2023,7,84.97
2023,7,115.94
2023,7,115.83
2023,7,79.91
2023,7,79.75
2023,7,32.25
2023,7,32.26
2023,7,27.58
2023,7,27.59
2023,7,23.49
2023,7,23.5
2023,7,21.08
2023,7,21.09
2023,7,18.95
2023,7,18.96
2023,7,17.71
2023,7,17.71
2023,7,17.23
2023,7,17.23
2023,7,18.07
2023,7,18.07
2023,7,20.04
2023,7,20.04
2023,7,22.51
2023,7,22.51
2023,7,22.56
2023,7,22.56
2023,7,21.19
2023,7,21.19
2023,7,22.98
2023,7,23.13
2023,7,28.43
2023,7,28.68
2023,7,35.87
2023,7,36.09
2023,7,55.92
2023,7,56.07
2023,7,81.22
2023,7,80.64
2023,7,139.87
2023,7,138.91
2023,7,263.69
2023,7,261.93
2023,7,335.71
2023,7,334.33
2023,7,308.58
2023,7,307.19
2023,7,286.08
2023,7,285.51
2023,7,466.07
2023,7,465.42
2023,7,283.6
2023,7,283.23
2023,7,62.0
2023,7,61.95
2023,7,30.54
2023,7,30.55
2023,7,26.17
2023,7,26.17
2023,7,21.24
2023,7,21.25
2023,7,19.08
2023,7,19.09
2023,7,17.94
2023,7,17.95
2023,7,17.32
2023,7,17.33
2023,7,17.38
2023,7,17.39
2023,7,18.33
2023,7,18.34
2023,7,18.69
2023,7,18.69
2023,7,19.32
2023,7,19.32
2023,7,19.54
2023,7,19.67
2023,7,21.76
2023,7,22.16
2023,7,28.09
2023,7,28.66
2023,7,33.55
2023,7,34.32
2023,7,47.71
2023,7,48.65
2023,7,95.54
2023,7,95.73
2023,7,180.82
2023,7,180.78
2023,7,298.3
2023,7,298.08
2023,7,315.86
2023,7,315.63
2023,7,235.86
2023,7,235.44
2023,7,167.23
2023,7,166.99
2023,7,209.82
2023,7,209.44
2023,7,108.65
2023,7,108.5
2023,7,40.63
2023,7,40.64
2023,7,29.01
2023,7,29.03
2023,7,25.02
2023,7,25.03
2023,7,23.27
2023,7,23.28
2023,7,22.29
2023,7,22.29
2023,7,20.61
2023,7,20.62
2023,7,20.46
2023,7,20.47
2023,7,19.25
2023,7,19.26
2023,7,19.6
2023,7,19.61
2023,7,18.61
2023,7,18.62
2023,7,18.28
2023,7,18.29
2023,7,18.39
2023,7,18.39
2023,7,20.06
2023,7,20.06
2023,7,25.33
2023,7,25.35
2023,7,29.96
2023,7,30.01
2023,7,39.21
2023,7,39.25
2023,7,54.51
2023,7,54.64
2023,7,78.89
2023,7,79.18
2023,7,137.96
2023,7,138.33
2023,7,165.65
2023,7,165.99
2023,7,155.32
2023,7,155.59
2023,7,153.93
2023,7,154.04
2023,7,223.22
2023,7,222.9
2023,7,146.64
2023,7,146.46
2023,7,41.71
2023,7,41.63
2023,7,30.84
2023,7,30.83
2023,7,26.23
2023,7,26.22
2023,7,25.1
2023,7,25.11
2023,7,23.19
2023,7,23.21
2023,7,21.09
2023,7,21.1
2023,7,19.68
2023,7,19.69
2023,7,18.75
2023,7,18.77
2023,7,19.02
2023,7,19.03
2023,7,18.23
2023,7,18.25
2023,7,18.25
2023,7,18.26
2023,7,18.22
2023,7,18.22
2023,7,20.01
2023,7,20.01
2023,7,25.79
2023,7,25.79
2023,7,30.04
2023,7,30.06
2023,7,37.99
2023,7,37.99
2023,7,56.02
2023,7,56.05
2023,7,76.45
2023,7,76.54
2023,7,150.33
2023,7,150.45
2023,7,230.43
2023,7,230.59
2023,7,216.51
2023,7,216.49
2023,7,215.74
2023,7,215.48
2023,7,292.87
2023,7,292.35
2023,7,155.92
2023,7,155.71
2023,7,40.12
2023,7,40.14
2023,7,27.44
2023,7,27.46
2023,7,23.97
2023,7,23.98
2023,7,18.72
2023,7,18.75
2023,7,17.36
2023,7,17.38
2023,7,17.05
2023,7,17.08
2023,7,16.48
2023,7,16.51
2023,7,16.91
2023,7,16.93
2023,7,17.76
2023,7,17.78
2023,7,17.26
2023,7,17.28
2023,7,17.43
2023,7,17.43
2023,7,17.74
2023,7,17.75
2023,7,18.9
2023,7,18.9
2023,7,22.93
2023,7,22.94
2023,7,29.45
2023,7,29.54
2023,7,33.56
2023,7,33.66
2023,7,55.01
2023,7,55.18
2023,7,78.15
2023,7,78.31
2023,7,149.8
2023,7,149.97
2023,7,146.57
2023,7,146.66
2023,7,141.96
2023,7,141.93
2023,7,116.52
2023,7,116.44
2023,7,154.39
2023,7,154.25
2023,7,76.25
2023,7,76.25
2023,7,32.26
2023,7,32.3
2023,7,27.52
2023,7,27.55
2023,7,21.21
2023,7,21.24
2023,7,20.39
2023,7,20.43
2023,7,17.96
2023,7,18.0
2023,7,16.17
2023,7,16.21
2023,7,15.47
2023,7,15.5
2023,7,15.59
2023,7,15.62
2023,7,16.95
2023,7,16.98
2023,7,16.83
2023,7,16.86
2023,7,16.38
2023,7,16.41
2023,7,15.7
2023,7,15.78
2023,7,17.41
2023,7,17.39
2023,7,21.27
2023,7,21.5
2023,7,27.98
2023,7,28.18
2023,7,30.0
2023,7,30.25
2023,7,33.72
2023,7,33.89
2023,7,45.93
2023,7,46.02
2023,7,62.34
2023,7,62.38
2023,7,61.7
2023,7,61.71
2023,7,48.67
2023,7,48.67
2023,7,50.98
2023,7,50.99
2023,7,79.45
2023,7,79.28
2023,7,64.19
2023,7,64.11
2023,7,31.33
2023,7,31.36
2023,7,27.55
2023,7,27.58
2023,7,21.67
2023,7,21.69
2023,7,21.7
2023,7,21.73
2023,7,19.72
2023,7,19.75
2023,7,17.4
2023,7,17.43
2023,7,17.24
2023,7,17.26
2023,7,17.19
2023,7,17.21
2023,7,18.46
2023,7,18.49
2023,7,18.53
2023,7,18.55
2023,7,17.67
2023,7,17.69
2023,7,17.64
2023,7,17.66
2023,7,19.39
2023,7,19.27
2023,7,24.78
2023,7,24.77
2023,7,35.07
2023,7,35.18
2023,7,34.65
2023,7,34.76
2023,7,49.81
2023,7,49.92
2023,7,50.16
2023,7,50.19
2023,7,71.76
2023,7,71.72
2023,7,76.33
2023,7,76.34
2023,7,68.14
2023,7,68.06
2023,7,74.36
2023,7,74.28
2023,7,97.27
2023,7,97.12
2023,7,73.8
2023,7,73.73
2023,7,35.39
2023,7,35.41
2023,7,31.43
2023,7,31.59
2023,7,26.43
2023,7,26.5
2023,7,26.19
2023,7,26.22
2023,7,24.47
2023,7,24.49
2023,7,22.75
2023,7,22.76
2023,7,20.76
2023,7,20.78
2023,7,20.03
2023,7,20.04
2023,7,21.26
2023,7,21.27
2023,7,21.33
2023,7,21.34
2023,7,20.35
2023,7,20.35
2023,7,20.81
2023,7,20.81
2023,7,19.92
2023,7,20.0
2023,7,26.15
2023,7,26.42
2023,7,30.7
2023,7,30.9
2023,7,35.43
2023,7,35.64
2023,7,50.87
2023,7,51.09
2023,7,57.3
2023,7,57.45
2023,7,77.8
2023,7,77.8
2023,7,81.79
2023,7,81.77
2023,7,66.04
2023,7,66.06
2023,7,67.2
2023,7,67.23
2023,7,103.1
2023,7,102.98
2023,7,86.32
2023,7,86.2
2023,7,40.27
2023,7,40.3
2023,7,30.29
2023,7,30.31
2023,7,27.47
2023,7,27.49
2023,7,22.9
2023,7,22.93
2023,7,21.36
2023,7,21.38
2023,7,19.47
2023,7,19.49
2023,7,18.43
2023,7,18.45
2023,7,18.19
2023,7,18.21
2023,7,18.7
2023,7,18.71
2023,7,19.05
2023,7,19.05
2023,7,18.81
2023,7,18.81
2023,7,18.82
2023,7,18.82
2023,7,19.15
2023,7,19.17
2023,7,24.86
2023,7,25.0
2023,7,28.88
2023,7,29.0
2023,7,35.88
2023,7,35.96
2023,7,52.06
2023,7,52.11
2023,7,63.75
2023,7,63.78
2023,7,74.67
2023,7,74.67
2023,7,93.62
2023,7,93.56
2023,7,71.92
2023,7,71.86
2023,7,71.13
2023,7,71.0
2023,7,123.82
2023,7,123.53
2023,7,91.25
2023,7,91.1
2023,7,37.47
2023,7,37.48
2023,7,28.41
2023,7,28.43
2023,7,24.04
2023,7,24.06
2023,7,20.32
2023,7,20.34
2023,7,19.41
2023,7,19.42
2023,7,18.36
2023,7,18.37
2023,7,17.67
2023,7,17.68
2023,7,17.21
2023,7,17.21
2023,7,17.32
2023,7,17.32
2023,7,17.61
2023,7,17.61
2023,7,17.07
2023,7,17.07
2023,7,17.25
2023,7,17.25
2023,7,17.77
2023,7,17.77
2023,7,23.76
2023,7,23.89
2023,7,30.91
2023,7,31.02
2023,7,36.62
2023,7,36.7
2023,7,48.32
2023,7,48.38
2023,7,60.45
2023,7,60.48
2023,7,86.46
2023,7,86.5
2023,7,108.75
2023,7,108.76
2023,7,96.71
2023,7,96.63
2023,7,94.85
2023,7,94.79
2023,7,157.36
2023,7,157.06
2023,7,110.44
2023,7,110.25
2023,7,40.25
2023,7,40.25
2023,7,31.63
2023,7,31.64
2023,7,25.91
2023,7,25.92
2023,7,22.5
2023,7,22.51
2023,7,18.87
2023,7,18.88
2023,7,17.92
2023,7,17.93
2023,7,17.13
2023,7,17.14
2023,7,16.79
2023,7,16.8
2023,7,16.38
2023,7,16.39
2023,7,15.15
2023,7,15.15
2023,7,15.05
2023,7,15.05
2023,7,15.0
2023,7,15.0
2023,7,16.48
2023,7,16.48
2023,7,21.35
2023,7,21.37
2023,7,27.66
2023,7,27.72
2023,7,30.61
2023,7,30.66
2023,7,47.06
2023,7,47.19
2023,7,57.83
2023,7,57.93
2023,7,86.37
2023,7,86.5
2023,7,142.37
2023,7,142.43
2023,7,127.02
2023,7,127.03
2023,7,144.63
2023,7,144.45
2023,7,289.41
2023,7,288.86
2023,7,180.0
2023,7,179.67
2023,7,50.28
2023,7,50.28
2023,7,37.26
2023,7,37.26
2023,7,28.95
2023,7,28.96
2023,7,24.22
2023,7,24.23
2023,7,21.97
2023,7,21.98
2023,7,19.0
2023,7,19.01
2023,7,18.14
2023,7,18.14
2023,7,18.06
2023,7,18.07
2023,7,18.82
2023,7,18.83
2023,7,19.33
2023,7,19.33
2023,7,19.07
2023,7,19.08
2023,7,19.02
2023,7,19.02
2023,7,22.02
2023,7,22.03
2023,7,28.46
2023,7,28.55
2023,7,44.94
2023,7,45.04
2023,7,51.31
2023,7,51.48
2023,7,86.19
2023,7,86.43
2023,7,163.61
2023,7,164.03
2023,7,275.62
2023,7,275.89
2023,7,602.04
2023,7,602.35
2023,7,424.81
2023,7,425.06
2023,7,286.96
2023,7,286.94
2023,7,1000.5
2023,7,1000.0
2023,7,478.71
2023,7,478.29
2023,7,62.46
2023,7,62.46
2023,7,35.08
2023,7,35.09
2023,7,27.73
2023,7,27.74
2023,8,25.43
2023,8,25.45
2023,8,22.62
2023,8,22.64
2023,8,18.91
2023,8,18.93
2023,8,18.83
2023,8,18.85
2023,8,18.68
2023,8,18.7
2023,8,19.69
2023,8,19.7
2023,8,17.67
2023,8,17.69
2023,8,17.0
2023,8,17.04
2023,8,17.68
2023,8,17.72
2023,8,20.36
2023,8,20.43
2023,8,24.72
2023,8,24.83
2023,8,34.16
2023,8,34.3
2023,8,52.12
2023,8,52.24
2023,8,73.72
2023,8,74.02
2023,8,101.83
2023,8,102.06
2023,8,126.63
2023,8,126.9
2023,8,140.99
2023,8,141.22
2023,8,137.04
2023,8,137.25
2023,8,105.8
2023,8,105.8
2023,8,186.56
2023,8,186.25
2023,8,137.63
2023,8,137.43
2023,8,44.58
2023,8,44.57
2023,8,34.02
2023,8,34.03
2023,8,28.98
2023,8,28.99
2023,8,23.47
2023,8,23.5
2023,8,22.73
2023,8,22.75
2023,8,20.89
2023,8,20.92
2023,8,19.72
2023,8,19.74
2023,8,20.18
2023,8,20.19
2023,8,20.74
2023,8,20.75
2023,8,19.83
2023,8,19.85
2023,8,18.95
2023,8,18.96
2023,8,19.27
2023,8,19.29
2023,8,20.58
2023,8,20.68
2023,8,28.95
2023,8,28.96
2023,8,35.1
2023,8,35.21
2023,8,41.8
2023,8,41.96
2023,8,67.84
2023,8,68.02
2023,8,93.92
2023,8,93.92
2023,8,120.45
2023,8,120.28
2023,8,141.31
2023,8,141.31
2023,8,114.73
2023,8,114.68
2023,8,117.96
2023,8,117.84
2023,8,190.74
2023,8,190.46
2023,8,135.51
2023,8,135.32
2023,8,44.44
2023,8,44.44
2023,8,30.58
2023,8,30.59
2023,8,26.64
2023,8,26.65
2023,8,25.11
2023,8,25.13
2023,8,22.58
2023,8,22.6
2023,8,21.26
2023,8,21.28
2023,8,19.91
2023,8,19.93
2023,8,19.86
2023,8,19.88
2023,8,21.31
2023,8,21.33
2023,8,20.97
2023,8,20.99
2023,8,21.28
2023,8,21.29
2023,8,21.15
2023,8,21.16
2023,8,21.22
2023,8,21.3
2023,8,26.65
2023,8,26.69
2023,8,31.88
2023,8,31.92
2023,8,44.54
2023,8,44.66
2023,8,75.48
2023,8,75.62
2023,8,150.34
2023,8,150.32
2023,8,252.28
2023,8,252.23
2023,8,302.94
2023,8,302.94
2023,8,196.83
2023,8,196.83
2023,8,191.09
2023,8,190.95
2023,8,327.23
2023,8,326.8
2023,8,184.46
2023,8,184.14
2023,8,47.6
2023,8,47.58
2023,8,33.53
2023,8,33.53
2023,8,27.71
2023,8,27.73
2023,8,24.42
2023,8,24.43
2023,8,21.16
2023,8,21.18
2023,8,19.06
2023,8,19.08
2023,8,18.25
2023,8,18.27
2023,8,18.47
2023,8,18.49
2023,8,20.06
2023,8,20.07
2023,8,19.96
2023,8,19.97
2023,8,19.8
2023,8,19.81
2023,8,19.86
2023,8,19.87
2023,8,21.09
2023,8,21.65
2023,8,25.01
2023,8,25.7
2023,8,30.64
2023,8,31.76
2023,8,52.13
2023,8,53.23
2023,8,103.92
2023,8,104.0
2023,8,260.32
2023,8,260.32
2023,8,345.06
2023,8,344.8
2023,8,430.72
2023,8,430.56
2023,8,345.37
2023,8,345.24
2023,8,372.87
2023,8,372.5
2023,8,717.35
2023,8,716.45
2023,8,338.22
2023,8,337.45
2023,8,59.42
2023,8,59.33
2023,8,35.29
2023,8,35.28
2023,8,28.21
2023,8,28.22
2023,8,24.7
2023,8,24.71
2023,8,21.23
2023,8,21.24
2023,8,18.2
2023,8,18.21
2023,8,16.34
2023,8,16.35
2023,8,15.93
2023,8,15.94
2023,8,16.12
2023,8,16.13
2023,8,14.31
2023,8,14.32
2023,8,14.37
2023,8,14.37
2023,8,14.82
