timestamp,lmp
2010-12-01 00:00:00,32.7
2010-12-01 00:00:00,25.04
2010-12-01 00:15:00,23.16
2010-12-01 00:30:00,24.67
2010-12-01 00:45:00,22.74
2010-12-01 01:00:00,28.94
2010-12-01 01:00:00,23.5
2010-12-01 01:15:00,22.71
2010-12-01 01:30:00,21.34
2010-12-01 01:45:00,22.03
2010-12-01 02:00:00,27.75
2010-12-01 02:00:00,21.86
2010-12-01 02:15:00,21.54
2010-12-01 02:30:00,9.7
2010-12-01 02:45:00,16.11
2010-12-01 03:00:00,27.71
2010-12-01 03:00:00,21.85
2010-12-01 03:15:00,22.01
2010-12-01 03:30:00,22.38
2010-12-01 03:45:00,23.25
2010-12-01 04:00:00,29.94
2010-12-01 04:00:00,24.16
2010-12-01 04:15:00,23.25
2010-12-01 04:30:00,25.7
2010-12-01 04:45:00,26.16
2010-12-01 05:00:00,32.64
2010-12-01 05:00:00,24.63
2010-12-01 05:15:00,26.79
2010-12-01 05:30:00,27.23
2010-12-01 05:45:00,27.79
2010-12-01 06:00:00,44.51
2010-12-01 06:00:00,29.12
2010-12-01 06:15:00,33.86
2010-12-01 06:30:00,44.84
2010-12-01 06:45:00,45.64
2010-12-01 07:00:00,45.79
2010-12-01 07:00:00,35.82
2010-12-01 07:15:00,32.06
2010-12-01 07:30:00,29.57
2010-12-01 07:45:00,28.41
2010-12-01 08:00:00,41.29
2010-12-01 08:00:00,27.91
2010-12-01 08:15:00,27.35
2010-12-01 08:30:00,27.21
2010-12-01 08:45:00,27.09
2010-12-01 09:00:00,36.77
2010-12-01 09:00:00,27.24
2010-12-01 09:15:00,27.12
2010-12-01 09:30:00,26.86
2010-12-01 09:45:00,26.64
2010-12-01 10:00:00,35.79
2010-12-01 10:00:00,26.54
2010-12-01 10:15:00,26.15
2010-12-01 10:30:00,24.04
2010-12-01 10:45:00,22.14
2010-12-01 11:00:00,33.01
2010-12-01 11:00:00,21.13
2010-12-01 11:15:00,22.81
2010-12-01 11:30:00,22.83
2010-12-01 11:45:00,21.99
2010-12-01 12:00:00,32.22
2010-12-01 12:00:00,22.07
2010-12-01 12:15:00,21.43
2010-12-01 12:30:00,21.24
2010-12-01 12:45:00,21.39
2010-12-01 13:00:00,31.14
2010-12-01 13:00:00,21.49
2010-12-01 13:15:00,21.52
2010-12-01 13:30:00,21.2
2010-12-01 13:45:00,20.76
2010-12-01 14:00:00,30.17
2010-12-01 14:00:00,20.95
2010-12-01 14:15:00,21.31
2010-12-01 14:30:00,21.57
2010-12-01 14:45:00,21.27
2010-12-01 15:00:00,29.87
2010-12-01 15:00:00,20.36
2010-12-01 15:15:00,20.16
2010-12-01 15:30:00,19.52
2010-12-01 15:45:00,19.41
2010-12-01 16:00:00,31.48
2010-12-01 16:00:00,19.4
2010-12-01 16:15:00,20.08
2010-12-01 16:30:00,20.42
2010-12-01 16:45:00,21.06
2010-12-01 17:00:00,33.98
2010-12-01 17:00:00,21.8
2010-12-01 17:15:00,25.21
2010-12-01 17:30:00,26.39
2010-12-01 17:45:00,27.63
2010-12-01 18:00:00,40.0
2010-12-01 18:00:00,27.3
2010-12-01 18:15:00,27.23
2010-12-01 18:30:00,27.16
2010-12-01 18:45:00,27.31
2010-12-01 19:00:00,38.41
2010-12-01 19:00:00,27.1
2010-12-01 19:15:00,26.77
2010-12-01 19:30:00,26.47
2010-12-01 19:45:00,26.32
