timestamp,utc_timestamp,fuel_category,generation_mw,timezone
2024-12-04 21:00:00,2024-12-04 21:00:00,nuclear,1272.827625,CST
2024-12-04 21:15:00,2024-12-04 21:15:00,nuclear,1272.488447,CST
2024-12-04 21:30:00,2024-12-04 21:30:00,nuclear,1272.241962,CST
2024-12-04 21:45:00,2024-12-04 21:45:00,nuclear,1272.372725,CST
2024-12-04 22:00:00,2024-12-04 22:00:00,nuclear,1272.190717,CST
2024-12-04 22:15:00,2024-12-04 22:15:00,nuclear,1272.26963,CST
2024-12-04 22:30:00,2024-12-04 22:30:00,nuclear,1272.206623,CST
2024-12-04 22:45:00,2024-12-04 22:45:00,nuclear,1272.263919,CST
2024-12-04 23:00:00,2024-12-04 23:00:00,nuclear,1272.0389,CST
2024-12-04 23:15:00,2024-12-04 23:15:00,nuclear,1271.931825,CST
2024-12-04 23:30:00,2024-12-04 23:30:00,nuclear,1272.243433,CST
2024-12-04 23:45:00,2024-12-04 23:45:00,nuclear,1272.137612,CST
