timestamp,lmp
2024-12-21 00:00:00,66.67
2024-12-21 01:00:00,59.14
2024-12-21 02:00:00,57.59
2024-12-21 03:00:00,57.04
2024-12-21 04:00:00,57.31
2024-12-21 05:00:00,57.42
2024-12-21 06:00:00,58.93
2024-12-21 07:00:00,63.53
2024-12-21 08:00:00,68.0
2024-12-21 09:00:00,76.68
2024-12-21 10:00:00,112.22
2024-12-21 11:00:00,109.16
2024-12-21 12:00:00,109.6
2024-12-21 13:00:00,111.51
2024-12-21 14:00:00,111.63
2024-12-21 15:00:00,138.3
2024-12-21 16:00:00,147.76
2024-12-21 17:00:00,163.87
2024-12-21 18:00:00,154.19
2024-12-21 19:00:00,150.14
2024-12-21 20:00:00,143.38
2024-12-21 21:00:00,127.42
2024-12-21 22:00:00,124.29
2024-12-21 23:00:00,114.85
2024-12-22 00:00:00,130.02
2024-12-22 01:00:00,118.36
2024-12-22 02:00:00,114.57
2024-12-22 03:00:00,104.01
2024-12-22 04:00:00,108.9
2024-12-22 05:00:00,115.95
2024-12-22 06:00:00,134.09
2024-12-22 07:00:00,142.74
2024-12-22 08:00:00,150.15
2024-12-22 09:00:00,142.57
2024-12-22 10:00:00,143.85
2024-12-22 11:00:00,141.65
2024-12-22 12:00:00,141.14
2024-12-22 13:00:00,143.04
2024-12-22 14:00:00,146.14
2024-12-22 15:00:00,154.4
2024-12-22 16:00:00,178.35
2024-12-22 17:00:00,205.23
2024-12-22 18:00:00,191.53
2024-12-22 19:00:00,185.0
2024-12-22 20:00:00,171.4
2024-12-22 21:00:00,163.22
2024-12-22 22:00:00,153.33
2024-12-22 23:00:00,136.2
2024-12-23 00:00:00,142.36
2024-12-23 01:00:00,138.23
2024-12-23 02:00:00,133.88
2024-12-23 03:00:00,133.07
2024-12-23 04:00:00,138.05
2024-12-23 05:00:00,144.75
2024-12-23 06:00:00,167.97
2024-12-23 07:00:00,190.53
2024-12-23 08:00:00,183.93
2024-12-23 09:00:00,177.02
2024-12-23 10:00:00,151.2
2024-12-23 11:00:00,148.62
2024-12-23 12:00:00,147.27
2024-12-23 13:00:00,145.19
2024-12-23 14:00:00,149.56
2024-12-23 15:00:00,146.68
2024-12-23 16:00:00,168.68
2024-12-23 17:00:00,190.63
2024-12-23 18:00:00,186.86
2024-12-23 19:00:00,171.05
2024-12-23 20:00:00,157.78
2024-12-23 21:00:00,144.6
2024-12-23 22:00:00,143.26
2024-12-23 23:00:00,138.31
2024-12-24 00:00:00,115.61
2024-12-24 01:00:00,104.4
2024-12-24 02:00:00,103.16
2024-12-24 03:00:00,100.89
2024-12-24 04:00:00,105.84
2024-12-24 05:00:00,107.16
2024-12-24 06:00:00,125.95
2024-12-24 07:00:00,137.47
2024-12-24 08:00:00,137.46
2024-12-24 09:00:00,149.88
2024-12-24 10:00:00,110.44
2024-12-24 11:00:00,120.15
2024-12-24 12:00:00,115.95
2024-12-24 13:00:00,107.0
2024-12-24 14:00:00,107.0
2024-12-24 15:00:00,93.49
2024-12-24 16:00:00,122.43
2024-12-24 17:00:00,129.8
2024-12-24 18:00:00,123.66
2024-12-24 19:00:00,128.61
2024-12-24 20:00:00,104.73
2024-12-24 21:00:00,97.35
2024-12-24 22:00:00,90.52
2024-12-24 23:00:00,79.63
2024-12-25 00:00:00,80.89
2024-12-25 01:00:00,67.94
2024-12-25 02:00:00,61.53
2024-12-25 03:00:00,56.78
2024-12-25 04:00:00,58.42
2024-12-25 05:00:00,61.7
2024-12-25 06:00:00,59.45
2024-12-25 07:00:00,66.84
2024-12-25 08:00:00,68.7
2024-12-25 09:00:00,63.32
2024-12-25 10:00:00,62.42
2024-12-25 11:00:00,59.93
2024-12-25 12:00:00,58.79
2024-12-25 13:00:00,58.32
2024-12-25 14:00:00,59.01
2024-12-25 15:00:00,67.27
2024-12-25 16:00:00,73.48
2024-12-25 17:00:00,96.13
2024-12-25 18:00:00,92.84
2024-12-25 19:00:00,76.77
2024-12-25 20:00:00,76.99
2024-12-25 21:00:00,70.59
2024-12-25 22:00:00,71.27
2024-12-25 23:00:00,69.46
2024-12-26 00:00:00,100.0
2024-12-26 01:00:00,89.87
2024-12-26 02:00:00,81.95
2024-12-26 03:00:00,80.78
2024-12-26 04:00:00,80.43
2024-12-26 05:00:00,92.58
2024-12-26 06:00:00,132.91
2024-12-26 07:00:00,141.13
2024-12-26 08:00:00,148.89
2024-12-26 09:00:00,143.48
2024-12-26 10:00:00,135.06
2024-12-26 11:00:00,115.37
2024-12-26 12:00:00,100.78
2024-12-26 13:00:00,94.78
2024-12-26 14:00:00,116.38
2024-12-26 15:00:00,112.31
2024-12-26 16:00:00,125.2
2024-12-26 17:00:00,135.61
2024-12-26 18:00:00,131.57
2024-12-26 19:00:00,121.88
2024-12-26 20:00:00,119.46
2024-12-26 21:00:00,112.6
2024-12-26 22:00:00,102.97
2024-12-26 23:00:00,100.72
2024-12-27 00:00:00,91.76
