timestamp,generation_mw
2024-12-01 17:15:00,1270.124323
2024-12-01 17:30:00,1270.063027
2024-12-01 17:45:00,1270.014319
2024-12-01 18:00:00,1270.122757
2024-12-01 18:15:00,1270.253095
2024-12-01 18:30:00,1270.144324
2024-12-01 18:45:00,1270.361793
2024-12-01 19:00:00,1270.131123
2024-12-01 19:15:00,1270.49928
2024-12-01 19:30:00,1270.22173
2024-12-01 19:45:00,1270.295632
2024-12-01 20:00:00,1270.127712
2024-12-01 20:15:00,1270.1963
2024-12-01 20:30:00,1270.258086
2024-12-01 20:45:00,1270.442273
2024-12-01 21:00:00,1270.375808
2024-12-01 21:15:00,1270.361466
2024-12-01 21:30:00,1270.401105
2024-12-01 21:45:00,1270.246735
2024-12-01 22:00:00,1270.38943
2024-12-01 22:15:00,1270.559367
2024-12-01 22:30:00,1269.627665
2024-12-01 22:45:00,1267.967364
2024-12-01 23:00:00,1268.308246
2024-12-01 23:15:00,1268.48496
2024-12-01 23:30:00,1268.656795
2024-12-01 23:45:00,1268.49934
2024-12-02 00:00:00,1268.831219
2024-12-02 00:15:00,1268.948975
2024-12-02 00:30:00,1268.641513
2024-12-02 00:45:00,1268.573977
2024-12-02 01:00:00,1268.735425
2024-12-02 01:15:00,1268.499698
2024-12-02 01:30:00,1268.634269
2024-12-02 01:45:00,1268.353949
2024-12-02 02:00:00,1268.519018
2024-12-02 02:15:00,1268.277004
2024-12-02 02:30:00,1267.719046
2024-12-02 02:45:00,1266.04122
2024-12-02 03:00:00,1265.897568
2024-12-02 03:15:00,1265.796483
2024-12-02 03:30:00,1265.88414
2024-12-02 03:45:00,1265.730295
2024-12-02 04:00:00,1265.567248
2024-12-02 04:15:00,1265.90631
2024-12-02 04:30:00,1265.754774
2024-12-02 04:45:00,1265.650552
2024-12-02 05:00:00,1265.672469
2024-12-02 05:15:00,1265.704799
2024-12-02 05:30:00,1265.795695
2024-12-02 05:45:00,1265.897821
2024-12-02 06:00:00,1265.521798
2024-12-02 06:15:00,1265.654949
2024-12-02 06:30:00,1265.62573
2024-12-02 06:45:00,1265.864987
2024-12-02 07:00:00,1266.300115
2024-12-02 07:15:00,1266.194961
2024-12-02 07:30:00,1266.220032
2024-12-02 07:45:00,1266.341009
2024-12-02 08:00:00,1266.269123
2024-12-02 08:15:00,1266.386093
2024-12-02 08:30:00,1265.976327
2024-12-02 08:45:00,1265.92301
2024-12-02 09:00:00,1266.175684
2024-12-02 09:15:00,1266.056959
2024-12-02 09:30:00,1265.729944
2024-12-02 09:45:00,1265.260282
2024-12-02 10:00:00,1265.43087
2024-12-02 10:15:00,1265.226951
2024-12-02 10:30:00,1265.275127
2024-12-02 10:45:00,1265.46261
2024-12-02 11:00:00,1265.222025
2024-12-02 11:15:00,1265.53393
2024-12-02 11:30:00,1265.461869
2024-12-02 11:45:00,1265.432362
2024-12-02 12:00:00,1265.25601
2024-12-02 12:15:00,1265.448919
2024-12-02 12:30:00,1265.6798
2024-12-02 12:45:00,1268.086809
2024-12-02 13:00:00,1268.289835
2024-12-02 13:15:00,1268.282791
2024-12-02 13:30:00,1268.321531
2024-12-02 13:45:00,1268.001127
2024-12-02 14:00:00,1268.005784
2024-12-02 14:15:00,1268.211218
2024-12-02 14:30:00,1267.870969
2024-12-02 14:45:00,1267.376143
2024-12-02 15:00:00,1267.153061
2024-12-02 15:15:00,1267.233448
2024-12-02 15:30:00,1268.049925
2024-12-02 15:45:00,1267.794194
2024-12-02 16:00:00,1268.365541
2024-12-02 16:15:00,1268.281194
2024-12-02 16:30:00,1268.156485
2024-12-02 16:45:00,1268.105487
2024-12-02 17:00:00,1268.227501
2024-12-02 17:15:00,1268.062771
2024-12-02 17:30:00,1268.256147
2024-12-02 17:45:00,1268.439902
2024-12-02 18:00:00,1268.328938
2024-12-02 18:15:00,1268.119617
2024-12-02 18:30:00,1268.298971
2024-12-02 18:45:00,1268.548827
2024-12-02 19:00:00,1268.348054
2024-12-02 19:15:00,1268.112254
2024-12-02 19:30:00,1268.027566
2024-12-02 19:45:00,1268.289729
2024-12-02 20:00:00,1268.178331
2024-12-02 20:15:00,1268.161351
2024-12-02 20:30:00,1268.071702
2024-12-02 20:45:00,1268.565599
2024-12-02 21:00:00,1268.225412
2024-12-02 21:15:00,1267.819968
2024-12-02 21:30:00,1267.844091
2024-12-02 21:45:00,1268.093833
2024-12-02 22:00:00,1268.497466
2024-12-02 22:15:00,1268.471019
2024-12-02 22:30:00,1268.562988
2024-12-02 22:45:00,1268.746609
2024-12-02 23:00:00,1268.646091
2024-12-02 23:15:00,1268.693451
2024-12-02 23:30:00,1268.665272
2024-12-02 23:45:00,1268.609797
2024-12-03 00:00:00,1268.506353
2024-12-03 00:15:00,1268.941782
2024-12-03 00:30:00,1269.312243
2024-12-03 00:45:00,1269.019641
2024-12-03 01:00:00,1269.078437
2024-12-03 01:15:00,1269.221541
2024-12-03 01:30:00,1269.087567
2024-12-03 01:45:00,1269.20828
2024-12-03 02:00:00,1269.287207
2024-12-03 02:15:00,1269.336664
2024-12-03 02:30:00,1269.401284
2024-12-03 02:45:00,1269.470408
2024-12-03 03:00:00,1269.392946
2024-12-03 03:15:00,1269.15951
2024-12-03 03:30:00,1269.245149
2024-12-03 03:45:00,1269.37002
2024-12-03 04:00:00,1269.424231
2024-12-03 04:15:00,1269.594211
2024-12-03 04:30:00,1269.421002
2024-12-03 04:45:00,1269.452177
2024-12-03 05:00:00,1269.391518
2024-12-03 05:15:00,1269.3552
2024-12-03 05:30:00,1269.473804
2024-12-03 05:45:00,1269.816143
2024-12-03 06:00:00,1269.388941
2024-12-03 06:15:00,1269.796178
2024-12-03 06:30:00,1269.445126
2024-12-03 06:45:00,1269.512954
2024-12-03 07:00:00,1269.531346
2024-12-03 07:15:00,1269.679483
2024-12-03 07:30:00,1269.746858
2024-12-03 07:45:00,1269.521375
2024-12-03 08:00:00,1269.18843
2024-12-03 08:15:00,1269.47609
2024-12-03 08:30:00,1269.409412
2024-12-03 08:45:00,1269.607412
2024-12-03 09:00:00,1269.751418
2024-12-03 09:15:00,1269.583147
2024-12-03 09:30:00,1269.82565
2024-12-03 09:45:00,1269.404747
2024-12-03 10:00:00,1269.897792
2024-12-03 10:15:00,1269.661817
2024-12-03 10:30:00,1269.3315
2024-12-03 10:45:00,1269.620699
2024-12-03 11:00:00,1269.578551
2024-12-03 11:15:00,1270.221527
2024-12-03 11:30:00,1270.597426
2024-12-03 11:45:00,1270.867958
2024-12-03 12:00:00,1271.119303
2024-12-03 12:15:00,1271.625219
2024-12-03 12:30:00,1271.855042
2024-12-03 12:45:00,1272.35249
2024-12-03 13:00:00,1272.25101
2024-12-03 13:15:00,1272.132195
2024-12-03 13:30:00,1272.176425
2024-12-03 13:45:00,1272.134061
2024-12-03 14:00:00,1272.47791
2024-12-03 14:15:00,1273.524755
2024-12-03 14:30:00,1273.566378
2024-12-03 14:45:00,1273.953702
2024-12-03 15:00:00,1273.698324
2024-12-03 15:15:00,1273.481672
2024-12-03 15:30:00,1273.742876
2024-12-03 15:45:00,1273.480946
2024-12-03 16:00:00,1273.272788
2024-12-03 16:15:00,1273.781658
2024-12-03 16:30:00,1273.537
2024-12-03 16:45:00,1273.985503
2024-12-03 17:00:00,1273.927003
2024-12-03 17:15:00,1273.789209
2024-12-03 17:30:00,1273.86094
2024-12-03 17:45:00,1273.76874
2024-12-03 18:00:00,1273.838269
2024-12-03 18:15:00,1273.719107
2024-12-03 18:30:00,1273.613235
2024-12-03 18:45:00,1273.551561
2024-12-03 19:00:00,1273.590685
2024-12-03 19:15:00,1273.654272
2024-12-03 19:30:00,1273.706654
2024-12-03 19:45:00,1273.722068
2024-12-03 20:00:00,1273.580163
2024-12-03 20:15:00,1273.452209
2024-12-03 20:30:00,1273.529398
2024-12-03 20:45:00,1273.69602
2024-12-03 21:00:00,1273.639448
2024-12-03 21:15:00,1273.573287
2024-12-03 21:30:00,1273.727984
2024-12-03 21:45:00,1273.75746
2024-12-03 22:00:00,1273.68003
2024-12-03 22:15:00,1273.890517
2024-12-03 22:30:00,1273.78967
2024-12-03 22:45:00,1273.365652
2024-12-03 23:00:00,1273.59504
2024-12-03 23:15:00,1273.460945
2024-12-03 23:30:00,1273.437257
2024-12-03 23:45:00,1274.098246
2024-12-04 00:00:00,1274.297834
2024-12-04 00:15:00,1274.171142
2024-12-04 00:30:00,1274.04865
2024-12-04 00:45:00,1274.134334
2024-12-04 01:00:00,1274.467517
2024-12-04 01:15:00,1273.945378
2024-12-04 01:30:00,1273.714717
2024-12-04 01:45:00,1273.863688
2024-12-04 02:00:00,1274.05079
2024-12-04 02:15:00,1274.2539
2024-12-04 02:30:00,1275.735903
2024-12-04 02:45:00,1277.748982
2024-12-04 03:00:00,1274.467439
2024-12-04 03:15:00,1274.108417
2024-12-04 03:30:00,1274.091803
2024-12-04 03:45:00,1273.96249
2024-12-04 04:00:00,1274.345554
2024-12-04 04:15:00,1274.038276
2024-12-04 04:30:00,1274.127167
2024-12-04 04:45:00,1274.098539
2024-12-04 05:00:00,1274.578549
2024-12-04 05:15:00,1274.438856
2024-12-04 05:30:00,1274.412476
2024-12-04 05:45:00,1274.486125
2024-12-04 06:00:00,1274.25353
2024-12-04 06:15:00,1274.618856
2024-12-04 06:30:00,1274.475257
2024-12-04 06:45:00,1274.085965
2024-12-04 07:00:00,1274.175809
2024-12-04 07:15:00,1274.139649
2024-12-04 07:30:00,1274.727193
2024-12-04 07:45:00,1274.19087
2024-12-04 08:00:00,1274.521305
2024-12-04 08:15:00,1274.371948
2024-12-04 08:30:00,1274.140111
2024-12-04 08:45:00,1274.186454
2024-12-04 09:00:00,1273.979392
2024-12-04 09:15:00,1274.205003
2024-12-04 09:30:00,1274.03474
2024-12-04 09:45:00,1274.341876
2024-12-04 10:00:00,1273.527185
2024-12-04 10:15:00,1274.052466
2024-12-04 10:30:00,1274.062493
2024-12-04 10:45:00,1274.61585
2024-12-04 11:00:00,1275.035912
2024-12-04 11:15:00,1275.502696
2024-12-04 11:30:00,1275.171031
2024-12-04 11:45:00,1275.454183
2024-12-04 12:00:00,1275.099665
2024-12-04 12:15:00,1275.182263
2024-12-04 12:30:00,1275.114932
2024-12-04 12:45:00,1274.790843
2024-12-04 13:00:00,1275.25282
2024-12-04 13:15:00,1274.909631
2024-12-04 13:30:00,1274.771644
2024-12-04 13:45:00,1275.136803
2024-12-04 14:00:00,1275.023517
2024-12-04 14:15:00,1274.99254
2024-12-04 14:30:00,1274.793506
2024-12-04 14:45:00,1273.985637
2024-12-04 15:00:00,1273.638047
2024-12-04 15:15:00,1273.447432
2024-12-04 15:30:00,1273.29971
2024-12-04 15:45:00,1273.371465
2024-12-04 16:00:00,1273.241347
2024-12-04 16:15:00,1273.303806
2024-12-04 16:30:00,1273.42227
2024-12-04 16:45:00,1272.901502
2024-12-04 17:00:00,1272.801485
2024-12-04 17:15:00,1272.319733
2024-12-04 17:30:00,1272.131452
2024-12-04 17:45:00,1272.535024
2024-12-04 18:00:00,1272.29277
2024-12-04 18:15:00,1272.514234
2024-12-04 18:30:00,1272.250705
2024-12-04 18:45:00,1272.232597
2024-12-04 19:00:00,1272.219681
2024-12-04 19:15:00,1272.273943
2024-12-04 19:30:00,1272.190464
2024-12-04 19:45:00,1272.558543
2024-12-04 20:00:00,1272.454839
2024-12-04 20:15:00,1272.438119
2024-12-04 20:30:00,1272.42873
2024-12-04 20:45:00,1272.712516
2024-12-04 21:00:00,1272.827625
2024-12-04 21:15:00,1272.488447
2024-12-04 21:30:00,1272.241962
2024-12-04 21:45:00,1272.372725
2024-12-04 22:00:00,1272.190717
2024-12-04 22:15:00,1272.26963
2024-12-04 22:30:00,1272.206623
2024-12-04 22:45:00,1272.263919
2024-12-04 23:00:00,1272.0389
2024-12-04 23:15:00,1271.931825
2024-12-04 23:30:00,1272.243433
2024-12-04 23:45:00,1272.137612
