timestamp,lmp
2023-01-01 00:00:00,20.48
2023-01-01 00:00:00,11.11
2023-01-01 01:00:00,20.81
2023-01-01 01:00:00,10.81
2023-01-01 02:00:00,18.49
2023-01-01 02:00:00,9.61
2023-01-01 03:00:00,9.14
2023-01-01 03:00:00,17.55
2023-01-01 04:00:00,17.19
2023-01-01 04:00:00,9.18
2023-01-01 05:00:00,9.48
2023-01-01 05:00:00,17.49
2023-01-01 06:00:00,22.2
2023-01-01 06:00:00,13.59
2023-01-01 07:00:00,14.01
2023-01-01 07:00:00,23.93
2023-01-01 08:00:00,14.51
2023-01-01 08:00:00,19.31
2023-01-01 09:00:00,17.65
2023-01-01 09:00:00,14.55
2023-01-01 10:00:00,19.87
2023-01-01 10:00:00,16.85
2023-01-01 11:00:00,17.49
2023-01-01 11:00:00,20.62
2023-01-01 12:00:00,17.11
2023-01-01 12:00:00,20.71
2023-01-01 13:00:00,21.42
2023-01-01 13:00:00,17.82
2023-01-01 14:00:00,22.7
2023-01-01 14:00:00,19.27
2023-01-01 15:00:00,21.1
2023-01-01 15:00:00,16.9
2023-01-01 16:00:00,24.89
2023-01-01 16:00:00,30.82
2023-01-01 17:00:00,45.43
2023-01-01 17:00:00,33.35
2023-01-01 18:00:00,24.26
2023-01-01 18:00:00,38.13
2023-01-01 19:00:00,27.47
2023-01-01 19:00:00,19.06
2023-01-01 20:00:00,16.61
2023-01-01 20:00:00,24.0
2023-01-01 21:00:00,23.26
2023-01-01 21:00:00,17.1
2023-01-01 22:00:00,16.3
2023-01-01 22:00:00,11.2
2023-01-01 23:00:00,10.69
2023-01-01 23:00:00,5.6
2023-01-02 00:00:00,8.79
2023-01-02 00:00:00,15.94
2023-01-02 01:00:00,11.33
2023-01-02 01:00:00,4.56
2023-01-02 02:00:00,3.89
2023-01-02 02:00:00,10.38
2023-01-02 03:00:00,10.83
2023-01-02 03:00:00,3.92
2023-01-02 04:00:00,7.42
2023-01-02 04:00:00,15.42
2023-01-02 05:00:00,20.34
2023-01-02 05:00:00,10.04
2023-01-02 06:00:00,24.72
2023-01-02 06:00:00,14.12
2023-01-02 07:00:00,16.75
2023-01-02 07:00:00,27.36
2023-01-02 08:00:00,18.74
2023-01-02 08:00:00,26.4
2023-01-02 09:00:00,24.45
2023-01-02 09:00:00,19.43
2023-01-02 10:00:00,24.58
2023-01-02 10:00:00,19.01
2023-01-02 11:00:00,19.21
2023-01-02 11:00:00,25.43
2023-01-02 12:00:00,23.07
2023-01-02 12:00:00,17.98
2023-01-02 13:00:00,19.09
2023-01-02 13:00:00,13.17
2023-01-02 14:00:00,9.05
2023-01-02 14:00:00,15.41
2023-01-02 15:00:00,6.6
2023-01-02 15:00:00,13.38
2023-01-02 16:00:00,11.73
2023-01-02 16:00:00,18.04
2023-01-02 17:00:00,43.48
2023-01-02 17:00:00,27.78
2023-01-02 18:00:00,29.81
2023-01-02 18:00:00,15.72
2023-01-02 19:00:00,7.85
2023-01-02 19:00:00,18.46
2023-01-02 20:00:00,4.57
2023-01-02 20:00:00,15.17
2023-01-02 21:00:00,19.56
2023-01-02 21:00:00,10.68
2023-01-02 22:00:00,16.78
2023-01-02 22:00:00,8.91
2023-01-02 23:00:00,5.74
2023-01-02 23:00:00,13.49
2023-01-03 00:00:00,19.47
2023-01-03 00:00:00,10.28
2023-01-03 01:00:00,15.54
2023-01-03 01:00:00,6.96
