timestamp,lmp
2023-01-01 00:00:00,-2.56
2023-01-01 00:15:00,-2.34
2023-01-01 00:30:00,-1.92
2023-01-01 00:45:00,-1.52
2023-01-01 01:00:00,-1.41
2023-01-01 01:15:00,-0.68
2023-01-01 01:30:00,-1.08
2023-01-01 01:45:00,-1.07
2023-01-01 02:00:00,-0.98
2023-01-01 02:15:00,-1.17
2023-01-01 02:30:00,-1.16
2023-01-01 02:45:00,-1.31
2023-01-01 03:00:00,0.0
2023-01-01 03:15:00,0.0
2023-01-01 03:30:00,0.0
2023-01-01 03:45:00,0.0
2023-01-01 04:00:00,0.0
2023-01-01 04:15:00,-1.48
2023-01-01 04:30:00,-0.87
2023-01-01 04:45:00,-0.9
2023-01-01 05:00:00,-1.55
2023-01-01 05:15:00,-1.5
2023-01-01 05:30:00,-0.3
2023-01-01 05:45:00,0.62
2023-01-01 06:00:00,1.88
2023-01-01 06:15:00,1.97
2023-01-01 06:30:00,2.54
2023-01-01 06:45:00,6.3
2023-01-01 07:00:00,9.2
2023-01-01 07:15:00,11.87
2023-01-01 07:30:00,13.55
2023-01-01 07:45:00,13.08
2023-01-01 08:00:00,16.57
2023-01-01 08:15:00,14.84
2023-01-01 08:30:00,8.4
2023-01-01 08:45:00,11.21
2023-01-01 09:00:00,10.1
2023-01-01 09:15:00,2.9
2023-01-01 09:30:00,7.95
2023-01-01 09:45:00,13.58
2023-01-01 10:00:00,20.18
2023-01-01 10:15:00,22.09
2023-01-01 10:30:00,19.82
2023-01-01 10:45:00,15.38
2023-01-01 11:00:00,16.51
2023-01-01 11:15:00,16.98
2023-01-01 11:30:00,13.82
2023-01-01 11:45:00,9.52
2023-01-01 12:00:00,10.88
2023-01-01 12:15:00,12.25
2023-01-01 12:30:00,14.97
2023-01-01 12:45:00,17.29
2023-01-01 13:00:00,16.23
2023-01-01 13:15:00,29.25
2023-01-01 13:30:00,17.16
2023-01-01 13:45:00,18.53
2023-01-01 14:00:00,34.08
2023-01-01 14:15:00,27.85
2023-01-01 14:30:00,22.46
2023-01-01 14:45:00,17.8
2023-01-01 15:00:00,23.23
2023-01-01 15:15:00,25.62
2023-01-01 15:30:00,29.88
2023-01-01 15:45:00,30.7
2023-01-01 16:00:00,45.78
2023-01-01 16:15:00,34.57
2023-01-01 16:30:00,54.84
2023-01-01 16:45:00,36.67
2023-01-01 17:00:00,37.03
2023-01-01 17:15:00,46.46
2023-01-01 17:30:00,26.63
2023-01-01 17:45:00,32.46
2023-01-01 18:00:00,26.62
2023-01-01 18:15:00,17.21
2023-01-01 18:30:00,14.42
2023-01-01 18:45:00,12.35
2023-01-01 19:00:00,8.26
2023-01-01 19:15:00,2.66
2023-01-01 19:30:00,4.97
2023-01-01 19:45:00,7.41
2023-01-01 20:00:00,7.9
2023-01-01 20:15:00,7.72
2023-01-01 20:30:00,10.42
2023-01-01 20:45:00,10.51
2023-01-01 21:00:00,10.84
2023-01-01 21:15:00,2.85
2023-01-01 21:30:00,2.11
2023-01-01 21:45:00,2.04
2023-01-01 22:00:00,2.42
2023-01-01 22:15:00,1.88
2023-01-01 22:30:00,1.54
2023-01-01 22:45:00,-0.26
2023-01-01 23:00:00,-1.49
2023-01-01 23:15:00,-1.81
2023-01-01 23:30:00,-2.31
2023-01-01 23:45:00,-2.33
