timestamp,price,year,month,day,hour
2023-01-11 22:00:00,18.39,2023,1,11,22
2023-01-11 23:00:00,15.62,2023,1,11,23
2023-01-12 00:00:00,12.69,2023,1,12,0
2023-01-12 01:00:00,9.97,2023,1,12,1
2023-01-12 02:00:00,10.57,2023,1,12,2
2023-01-12 03:00:00,11.97,2023,1,12,3
2023-01-12 04:00:00,13.35,2023,1,12,4
2023-01-12 05:00:00,17.97,2023,1,12,5
2023-01-12 06:00:00,31.57,2023,1,12,6
2023-01-12 07:00:00,27.31,2023,1,12,7
2023-01-12 08:00:00,21.06,2023,1,12,8
2023-01-12 09:00:00,18.14,2023,1,12,9
2023-01-12 10:00:00,18.4,2023,1,12,10
2023-01-12 11:00:00,19.75,2023,1,12,11
2023-01-12 12:00:00,21.23,2023,1,12,12
2023-01-12 13:00:00,22.1,2023,1,12,13
2023-01-12 14:00:00,23.71,2023,1,12,14
2023-01-12 15:00:00,23.81,2023,1,12,15
2023-01-12 16:00:00,23.95,2023,1,12,16
2023-01-12 17:00:00,44.97,2023,1,12,17
2023-01-12 18:00:00,49.68,2023,1,12,18
2023-01-12 19:00:00,41.77,2023,1,12,19
2023-01-12 20:00:00,37.06,2023,1,12,20
2023-01-12 21:00:00,36.41,2023,1,12,21
2023-01-12 22:00:00,35.05,2023,1,12,22
2023-01-12 23:00:00,30.09,2023,1,12,23
2023-01-13 00:00:00,25.24,2023,1,13,0
2023-01-13 01:00:00,25.21,2023,1,13,1
2023-01-13 02:00:00,25.27,2023,1,13,2
2023-01-13 03:00:00,25.51,2023,1,13,3
2023-01-13 04:00:00,26.79,2023,1,13,4
2023-01-13 05:00:00,37.81,2023,1,13,5
2023-01-13 06:00:00,63.17,2023,1,13,6
2023-01-13 07:00:00,73.05,2023,1,13,7
2023-01-13 08:00:00,40.24,2023,1,13,8
2023-01-13 09:00:00,31.14,2023,1,13,9
2023-01-13 10:00:00,28.33,2023,1,13,10
2023-01-13 11:00:00,25.72,2023,1,13,11
2023-01-13 12:00:00,25.0,2023,1,13,12
2023-01-13 13:00:00,23.71,2023,1,13,13
2023-01-13 14:00:00,22.55,2023,1,13,14
2023-01-13 15:00:00,22.08,2023,1,13,15
2023-01-13 16:00:00,25.29,2023,1,13,16
2023-01-13 17:00:00,45.78,2023,1,13,17
2023-01-13 18:00:00,35.05,2023,1,13,18
2023-01-13 19:00:00,27.41,2023,1,13,19
2023-01-13 20:00:00,27.89,2023,1,13,20
2023-01-13 21:00:00,25.41,2023,1,13,21
2023-01-13 22:00:00,25.17,2023,1,13,22
2023-01-13 23:00:00,25.88,2023,1,13,23
2023-01-14 00:00:00,20.73,2023,1,14,0
2023-01-14 01:00:00,20.39,2023,1,14,1
2023-01-14 02:00:00,20.75,2023,1,14,2
2023-01-14 03:00:00,20.92,2023,1,14,3
2023-01-14 04:00:00,21.63,2023,1,14,4
2023-01-14 05:00:00,24.09,2023,1,14,5
2023-01-14 06:00:00,29.23,2023,1,14,6
2023-01-14 07:00:00,30.66,2023,1,14,7
2023-01-14 08:00:00,28.44,2023,1,14,8
2023-01-14 09:00:00,21.4,2023,1,14,9
2023-01-14 10:00:00,19.31,2023,1,14,10
2023-01-14 11:00:00,17.53,2023,1,14,11
2023-01-14 12:00:00,15.35,2023,1,14,12
2023-01-14 13:00:00,11.92,2023,1,14,13
2023-01-14 14:00:00,10.06,2023,1,14,14
2023-01-14 15:00:00,9.75,2023,1,14,15
2023-01-14 16:00:00,11.61,2023,1,14,16
2023-01-14 17:00:00,19.39,2023,1,14,17
2023-01-14 18:00:00,20.36,2023,1,14,18
2023-01-14 19:00:00,17.99,2023,1,14,19
2023-01-14 20:00:00,15.75,2023,1,14,20
